,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20021231,20011231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,6947021.36,3962549.73,1750996.13,1002704.24,-34104.54,-34104.54,0.00,28767309.13,25242402.45,17275523.11,8213914.13,28177079.73,20325584.89,13468663.85,5262220.62,27852365.17,22941216.99,17938584.68,10387973.51,44112971.66,35408299.81,28118973.12,12673533.47,111418059.50,91689666.21,41565664.52,21747559.13,49188991.55,22383102.95,4259734.02,2273344.09,10756220.13,8299817.46,6233476.10,3262717.61,14281207.59,10859311.35,7843428.76,4187880.16,18936642.14,14595841.79,10545095.44,5822463.12,19130843.43,13906282.32,9912111.74,5520911.95,18142939.85,108474495.94,83510833.74,54783768.97,298927727.18,173361037.63,99114085.29,60859495.61,199322030.94,147671859.88,92215338.95,36496677.85,202343238.62,156454362.87,96642848.49,37762789.12,158874442.13,113688465.63,66025224.42,140688860.66,113037471.88,0.0
2,营业收入,6947021.36,3962549.73,1750996.13,1002704.24,-34104.54,-34104.54,0.00,28767309.13,25242402.45,17275523.11,8213914.13,28177079.73,20325584.89,13468663.85,5262220.62,27852365.17,22941216.99,17938584.68,10387973.51,44112971.66,35408299.81,28118973.12,12673533.47,111418059.50,91689666.21,41565664.52,21747559.13,49188991.55,22383102.95,4259734.02,2273344.09,10756220.13,8299817.46,6233476.10,3262717.61,14281207.59,10859311.35,7843428.76,4187880.16,18936642.14,14595841.79,10545095.44,5822463.12,19130843.43,13906282.32,9912111.74,5520911.95,18142939.85,108474495.94,83510833.74,54783768.97,298182308.54,172705643.83,98721487.17,60812784.11,196893290.18,146310985.51,91007384.67,36090164.60,201066931.41,155318835.43,95655069.77,37243384.32,154164993.89,110060065.39,63617072.18,140869854.63,113054484.09,0.0
3,二、营业总成本,12725831.74,8147410.33,2917826.31,12152359.88,6014615.17,4363209.66,2109967.26,37307886.91,27965214.87,18465259.93,8642023.85,30956425.06,21365566.34,14365054.43,5636490.08,25878148.25,22000565.68,16475857.22,10075013.50,39390691.72,34570712.67,26678914.63,12071675.01,112572322.81,90967036.94,41350106.10,21695994.51,54954180.08,25460454.44,6938278.42,3733018.43,30692367.35,12199672.55,9835720.25,4846940.78,30129454.39,17164050.81,11954007.03,6023943.22,-31252440.18,33858322.17,22605918.38,10579073.71,306157772.41,32854076.60,23474802.24,13410463.31,406160441.33,157744472.64,120244366.98,48603777.86,264420253.94,154573925.44,87097846.08,53503784.54,177483404.89,132200742.33,81158418.79,31122295.92,168281695.91,129449294.25,77459280.76,29783633.66,123773164.09,89367319.65,49028880.01,108322581.32,86374102.21,0.0
4,营业成本,3457392.65,1880346.00,161376.00,317781.07,0.00,0.00,0.00,27509851.00,22808337.73,14715583.27,7074486.22,23739542.64,17712521.81,12129257.99,4504627.46,18206788.66,14144904.59,10335734.13,8062196.30,29394496.44,29624036.82,23473130.01,10858925.06,108881489.79,90464718.64,40927508.26,21396250.26,46534800.04,20725621.00,3271575.60,1744758.81,8693757.19,6777854.22,5131751.70,2694551.11,11820093.14,9079103.78,6544197.53,3502413.15,15909102.90,12335943.48,8937901.14,4937974.57,19052178.40,14547604.24,10567496.92,5935871.69,18464838.86,76464770.02,60198306.25,39293329.28,195462803.06,111189045.50,62474808.52,39905239.38,123913997.48,89479375.90,52837961.47,21354862.22,108090719.37,88003227.55,52506058.05,19856142.70,85698824.60,62230110.62,31677833.97,67078157.07,50169748.88,0.0
5,营业税金及附加,169925.60,131653.62,9135.60,260148.26,127942.02,127942.02,0,310152.83,89678.52,54087.13,30239.90,233480.85,100603.22,63157.71,40340.28,91987.20,59480.68,56915.53,56915.53,80748.68,30450.30,30450.30,23776.69,40702.16,22552.13,122738.88,118729.68,66841.41,46563.44,35474.50,10198.94,52264.49,40582.54,27901.77,12695.76,72157.67,40659.85,32931.59,17548.61,252499.74,203547.90,473334.88,24680.74,97876.61,60656.73,44767.99,27268.42,79854.70,1333199.22,920869.50,412458.65,4503945.47,3260939.93,1085116.15,502611.67,2072707.37,1060903.15,637051.69,30997.86,1785831.73,1370701.74,973377.06,263245.18,1352724.13,927990.92,493894.37,1627132.30,1530574.77,0.0
6,销售费用,411308.65,177357.26,529416.68,139118.31,47063.25,47063.25,13700.00,815802.73,681818.41,542790.48,433262.78,974949.85,1002907.62,299917.93,173674.96,1054110.53,2897686.72,2770832.21,170640.06,1007985.69,740384.65,520310.28,215484.05,65712.60,0,0,0,728153.79,549617.80,374596.70,197176.40,561645.31,413680.01,278560.31,137889.31,626996.89,485196.99,336732.70,187563.10,776822.16,591323.19,431404.76,235671.22,827910.52,661173.71,562309.34,433426.09,1602769.03,13390401.01,8123334.15,1696937.75,13226776.32,9900649.02,6053041.77,2607679.39,13171730.82,15891966.55,10989471.38,1624910.03,24310421.59,22192773.41,13252323.58,5873071.75,14627435.54,11090356.40,6956748.99,14768252.15,16143153.33,0.0
7,管理费用,8464415.64,5836648.73,2189667.78,8097851.52,5839742.69,4188948.06,2096704.23,8069369.79,4385008.43,3152048.08,1104103.63,4642793.56,2548524.00,1872189.75,917483.65,6538130.44,4901619.33,3315036.65,1789410.05,8955899.52,4213185.58,2687499.73,977527.88,3539568.09,539770.49,355271.49,226788.67,7594012.50,4133945.68,3251327.90,1772973.12,8945831.36,5030879.87,4390646.97,1996093.56,8481031.49,7343443.45,4827070.27,2311436.00,33481989.96,14249576.52,6683589.24,2355043.86,11736822.73,6410380.96,4214797.24,3162610.76,18668767.24,50290022.67,44509054.41,4952477.32,39083393.08,20382815.12,11004623.84,7182122.04,30292820.50,21374508.67,13742759.29,5712027.33,26750030.49,12847738.41,7071527.42,2255214.28,15226636.93,9951037.27,6639288.76,18233383.41,14718143.90,0.0
8,财务费用,222789.20,110227.67,28230.25,-84012.58,-132.79,-743.67,-436.97,70728.58,371.78,750.97,-68.68,1944.01,1009.69,531.05,363.73,-2318.71,-3125.64,-2661.30,-4148.44,-41894.67,-37344.68,-32475.69,-4038.67,-60711.10,-60004.32,-55412.53,-45774.10,3336.85,4706.52,5303.72,7911.16,-60928.65,-63324.09,6859.50,5711.04,8157071.15,215646.74,213074.94,4982.36,7747966.17,7240691.54,6362300.26,3025703.32,14898674.31,11174260.96,8085430.75,3851286.35,19179618.12,9727505.44,6492802.67,2248574.86,12143336.01,9840475.87,6480255.80,3306132.06,8032148.72,4393988.06,2951174.96,2399498.48,7344692.73,5034853.14,3655994.65,1535959.75,6867542.89,5167824.44,3261113.92,6615656.39,3812481.33,0.0
