,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20011231,20001231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,224142530.58,208807390.26,134689786.44,310363836.99,170386313.68,96741899.44,42600314.75,273157025.65,166235756.58,88225673.54,44796972.13,277641410.07,207988029.13,129477820.59,38447127.46,203040430.86,135186718.37,93526485.58,39649894.86,161386450.54,77087614.23,39245547.94,19507424.44,233520625.34,137334380.06,81058118.92,35464876.76,353725946.22,223443778.92,137007771.96,43603245.12,357577239.23,197257431.90,106541180.65,37894365.39,295125113.46,171228966.81,123884100.52,40212502.72,346168405.33,210200888.44,121475380.38,42807588.22,335488210.29,216869216.69,126786683.03,75572123.88,345177040.15,198179912.88,118357644.30,31283602.23,257094385.62,181462305.90,136963144.79,52318435.33,251772806.92,125369363.92,91978820.15,33553167.47,209223326.19,155371603.54,84191827.73,24182215.53,164822275.37,114295499.30,62602983.73,19236725.29,129451413.37,93904955.75,72616632.17,0.0
2,营业收入,224142530.58,208807390.26,134689786.44,310363836.99,170386313.68,96741899.44,42600314.75,273157025.65,166235756.58,88225673.54,44796972.13,277641410.07,207988029.13,129477820.59,38447127.46,203040430.86,135186718.37,93526485.58,39649894.86,161386450.54,77087614.23,39245547.94,19507424.44,233520625.34,137334380.06,81058118.92,35464876.76,353725946.22,223443778.92,137007771.96,43603245.12,357577239.23,197257431.90,106541180.65,37894365.39,295125113.46,171228966.81,123884100.52,40212502.72,346168405.33,210200888.44,121475380.38,42807588.22,335488210.29,216869216.69,126786683.03,75572123.88,345177040.15,198179912.88,118357644.30,31283602.23,256916293.62,181328763.90,136874098.79,52273939.33,255775702.13,125030012.20,91790234.00,33472602.47,208325347.75,154835590.16,83868734.61,24063467.29,164038652.48,113823831.10,62278726.48,19236725.29,128902770.99,93429049.96,72329822.56,0.0
3,二、营业总成本,256255470.72,226385472.84,140943546.49,312665672.32,184980747.03,99654672.60,50474364.88,275371131.86,167795591.57,88939522.34,44391541.77,308602123.52,215579675.57,135386144.49,44293071.35,246729324.67,152707785.38,102166143.32,44652795.17,207703939.73,98428815.17,54071275.99,24979889.85,300182342.83,159844119.56,93468266.29,39956592.89,377762525.63,231887246.15,140592980.59,45289336.37,377748189.67,202990965.21,108410372.94,39831013.13,327834945.98,182235785.57,128697769.96,42196649.70,340759256.11,217887433.95,126194415.42,43877180.62,394294303.34,228444407.00,134214949.09,74706437.52,368073946.29,192352513.28,112559095.76,28973191.00,253597526.73,173580666.17,130457074.89,48590958.83,253286785.87,119114090.91,85774964.18,32330520.65,195054656.77,144065590.91,78403284.91,23088945.01,150499649.35,104358258.85,59722187.48,19279225.85,115231706.34,81396864.86,68099408.76,0.0
4,营业成本,216235667.10,200885890.33,128924544.32,249977957.03,145534819.70,75364470.25,39632936.58,214382368.57,132634285.38,67008370.18,35496280.28,246519238.80,182738695.92,114448292.82,34291599.87,190443966.27,122843767.85,85253300.32,36739179.48,152791827.42,69070347.96,34142154.63,17493123.87,224235972.68,122194332.30,69325242.84,28610818.00,320711620.39,195455623.57,118559133.74,35671429.44,319231860.53,168536392.01,87300276.35,29457082.60,271601127.50,146194575.95,102935493.04,30988413.43,282795326.32,181319855.54,101055024.12,32917939.87,316370008.69,185705013.60,109860122.76,64615698.53,314394554.39,156290302.54,91830190.96,20551256.40,207924019.89,145623144.76,110760942.03,39483324.77,197119070.01,93191838.84,68364053.66,25526856.95,157692224.33,118066302.94,60138428.35,15723517.35,120963482.97,82759979.89,44246371.56,12597076.76,92030510.60,61925486.12,41447444.30,0.0
5,营业税金及附加,1330656.22,937269.93,362285.35,3003624.10,1685774.77,1194574.40,396904.37,2734547.04,1510043.85,1167113.62,552271.20,2326104.93,573221.52,414352.77,244535.95,449106.67,375603.29,344246.36,106350.68,341648.09,234560.86,98198.68,62939.86,1220092.19,958424.10,575333.16,447900.23,3223919.74,1460180.20,485670.20,170079.25,3437948.20,1384125.54,688514.22,297681.52,3368619.86,803288.29,689048.98,110912.03,3151358.42,963906.96,369287.22,122558.99,3924351.03,1263368.18,207331.89,159867.70,3508297.66,1818291.43,582524.32,133912.02,1590351.12,1145278.19,810140.35,446501.11,4574935.07,1150198.46,908134.93,32024.75,1592147.97,1730204.78,1321541.78,749262.55,1649933.14,895870.09,527440.88,227651.79,975958.55,683551.35,1330060.31,0.0
6,销售费用,12256328.83,7688741.74,2907980.78,19324781.41,11250761.19,6605029.90,2429957.31,19228222.97,10887976.47,6664984.16,2683447.70,19579901.88,8748693.74,5231525.91,2368561.36,12142297.77,6423909.90,4194312.92,1926753.64,12555907.94,7112922.87,4819407.58,2216963.59,14715058.10,7498414.67,4966860.41,3998016.06,13539756.80,8766638.97,5318948.66,3570016.68,14694264.11,6957933.12,3706375.22,2899950.53,12946287.60,6949353.28,4464102.13,2415225.16,11416462.52,6519329.69,4138864.43,2080687.92,7473911.69,6548345.16,2013272.70,1176029.43,7189694.56,6262157.11,3687115.67,1172700.87,9190318.01,4794793.85,3016380.14,1520687.65,7359336.85,4998841.23,2802227.21,1500842.53,6336572.93,4710253.07,3443645.34,1388828.82,4981480.57,4287892.19,3121784.41,1522251.18,6918240.90,6810351.86,11132902.33,0.0
7,管理费用,18401766.25,12174181.15,5939241.10,26825860.47,18647887.82,12897858.87,6272254.95,27665185.12,18494343.53,11580041.23,4521506.84,32587437.73,19516128.09,12663091.22,6065672.10,26745309.42,22504027.16,12852482.03,4839240.05,31526092.69,18083447.41,12775767.19,4457690.88,35934053.34,25487528.91,16087236.37,5999304.87,32022487.28,21366723.24,13493518.60,5164673.97,27508592.48,21591898.18,13582606.04,5340275.23,25143685.19,20881152.81,14959836.07,5532670.72,23689869.81,17478134.03,12421829.51,5434396.05,29761530.47,16126214.74,10859805.54,5444282.67,26479529.89,15993548.75,11422009.60,3643087.23,25391180.66,13835860.61,10744569.10,3698619.79,33977760.06,13079001.86,9510694.92,3631449.61,22403633.86,13794419.60,9512384.94,3520591.72,16282848.90,12126334.04,8724617.42,3787767.64,12661610.45,11825088.09,13764189.67,0.0
8,财务费用,5936806.14,3605734.64,2294096.68,8327615.22,5708175.70,3592739.18,1742311.67,5920294.19,4268942.34,2519013.15,1138035.75,4831107.20,4002936.30,2628881.77,1322702.07,3806027.40,3141037.98,2102362.49,1041271.32,5238665.77,4076142.88,2384354.72,1081381.16,4743576.64,3705419.58,2513593.51,900553.73,5454917.25,4838080.17,2735709.39,713137.03,5968881.27,4520616.36,3132601.11,1840923.25,8861567.80,7407415.24,5649289.74,3149428.36,12600634.77,11606207.73,8209410.14,3321597.79,22062714.64,14430485.03,8783556.91,3310559.19,16418860.22,9242353.12,5037255.21,3472234.48,9501657.05,8181588.76,5125043.27,3441825.51,10255683.88,6694210.52,4189853.46,1639346.81,7030077.68,5764410.52,3987284.50,1706744.57,6621903.77,4288182.64,3101973.21,1144478.48,2645385.84,152387.44,424812.15,0.0
9,研发费用,2094246.18,1093655.05,515398.26,2820909.00,2153327.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
