,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20011231,20001231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,4011595028.26,2652970740.97,1199080216.27,5094596221.76,3842841617.02,2538732136.50,1239037519.40,5002002717.48,3510016828.92,2350436123.23,1129537585.37,4092852961.44,2922403480.52,1983014765.96,968008230.26,3500362097.97,2421920938.11,1635697950.39,730548293.83,2584987566.73,1806201008.19,1150025179.91,522674027.66,2296407712.41,1696263859.22,1226175759.70,595283308.22,2014390967.60,1415279415.09,942528364.08,450193562.70,1827614015.30,1379303021.71,920042747.94,526430924.29,1022844651.52,689558166.05,440282198.09,228618242.07,927967013.35,638572197.08,404317810.85,194941022.18,801432207.24,600461112.50,415592291.80,169718660.64,706981032.91,525643455.63,357446447.84,144788861.84,559235114.21,406534165.60,278179916.72,124136597.67,424110342.93,307107933.06,212297780.03,102599331.50,391849595.38,284128553.10,178941084.42,77242929.30,303341312.89,196744763.84,122680163.16,55632695.17,187437503.20,133549070.51,90757625.11,177976711.95,136178154.73,0.0
2,营业收入,4011595028.26,2652970740.97,1199080216.27,5094596221.76,3842841617.02,2538732136.50,1239037519.40,5002002717.48,3510016828.92,2350436123.23,1129537585.37,4092852961.44,2922403480.52,1983014765.96,968008230.26,3500362097.97,2421920938.11,1635697950.39,730548293.83,2584987566.73,1806201008.19,1150025179.91,522674027.66,2296407712.41,1696263859.22,1226175759.70,595283308.22,2014390967.60,1415279415.09,942528364.08,450193562.70,1827614015.30,1379303021.71,920042747.94,526430924.29,1022844651.52,689558166.05,440282198.09,228618242.07,927967013.35,638572197.08,404317810.85,194941022.18,801432207.24,600461112.50,415592291.80,169718660.64,706981032.91,525643455.63,357446447.84,144788861.84,557259616.95,406117274.30,277884447.33,123963479.29,423245597.87,306338284.21,211785239.17,102322290.60,391129248.27,283592414.79,178506019.30,77022074.54,303036065.52,196737803.82,122680240.31,55632695.17,187377537.61,133549207.09,90757625.11,177805762.02,136005831.94,0.0
3,二、营业总成本,3514542856.69,2301384944.99,1069337884.67,4923232574.11,3487918981.67,2309786076.36,1079616534.41,4270904295.08,3052422973.38,2076927128.26,1021786826.54,3585445911.74,2535114949.63,1736326142.82,830119710.63,3010455372.76,2049046731.32,1371098121.92,618594541.83,2288760140.29,1593850840.72,1022630429.28,470892916.15,1928302820.99,1390582867.67,977450536.19,480155503.10,1662984840.69,1168896340.46,757737033.02,360516068.98,1537161479.92,1140480948.06,750399993.88,427518141.66,925662363.08,608574599.92,383663631.78,196479488.04,757546575.25,519519791.47,322438079.10,158246194.68,632951579.03,478932066.02,324730776.00,136875933.66,522193635.41,388268762.66,253437967.33,114087369.17,415971907.77,290699602.72,198242529.07,85602543.05,257295697.69,183730973.27,113019568.90,56443664.39,236711247.68,158684301.79,98416585.86,42642159.88,178744461.18,117385902.80,72768140.56,32507398.23,113445123.63,84351205.61,56967569.88,127127289.63,83791788.04,0.0
4,营业成本,1630921397.71,1095799460.39,517241762.36,2050475904.00,1524487620.74,1063355600.02,562331849.01,2202668036.93,1572030967.28,1080524797.63,553130126.59,2052665054.89,1527588303.82,1073591164.76,524482329.03,1777489878.73,1299093939.37,906309619.22,412858665.77,1430073566.62,1023882023.29,662314607.02,304379433.32,1289258458.02,966260105.17,697780762.39,350249000.99,1203228417.29,851051507.52,556125205.11,266042463.04,1103301395.63,833846801.11,555396738.20,326464354.72,593528947.03,404368374.00,253616772.15,132909825.55,541001802.90,371204018.53,222913055.76,104790246.10,430039958.71,332693076.50,222225541.08,86534418.93,377063598.43,275570433.49,177345362.37,77397999.14,287960569.49,214823250.32,146011361.52,59813973.70,189709740.29,138013555.37,86645123.87,44854140.11,193986176.23,132582858.11,86056564.52,37844988.34,141599754.43,94413508.03,56219036.98,25035369.71,85736728.51,60866300.44,42809800.38,101594722.61,64637462.48,0.0
5,营业税金及附加,48340141.14,31252720.84,15631652.55,58612303.63,52109080.15,35751375.99,15237106.73,61083816.77,44503860.93,30045007.93,14214439.29,40340013.55,17124206.14,11754792.03,6806132.78,27512964.58,19488479.52,11510038.11,6514304.77,9848437.84,4436455.21,3244782.30,714295.15,18912552.73,13444124.06,9437891.36,5637069.97,13276134.14,8850454.80,5615314.15,3061362.49,33105732.44,31252584.83,21819521.70,18304903.18,7477502.25,5477481.70,3514392.71,2209298.99,8676792.92,6065783.27,3548946.12,1653713.26,5846756.81,4571628.80,3180049.70,1335919.85,5850077.07,4818497.25,3086233.02,1197735.80,4089232.27,3248796.44,2420824.97,1116417.12,3323837.93,2433413.32,1732287.41,829485.43,1838999.36,1304407.94,841760.48,368774.68,1442522.02,878647.30,551631.65,247959.09,868547.78,626224.30,441968.40,820459.60,1456940.98,0.0
6,销售费用,760548843.03,460296865.20,186665595.54,1294367171.82,849230550.66,542650423.42,200994073.94,904649652.81,663680367.58,448510856.67,213047698.62,614717760.98,395470802.99,250565243.37,102403755.61,448118216.94,297853056.87,174970190.45,72253310.03,274469355.96,186379749.34,106998773.14,45296320.86,150994232.02,104430434.38,57665009.03,23025794.57,83216934.17,52911200.69,32941038.78,10979897.87,49275410.54,35347381.65,22514802.56,10302038.09,42539660.27,29817695.62,21424551.27,9348757.17,27161255.37,18087495.31,11762138.59,5538879.81,23446881.65,17275168.23,11284719.74,5713959.60,17456935.42,13719568.49,9105697.33,4231126.61,17606035.49,11492285.18,7330412.23,2990376.36,12990521.35,9595146.49,5610039.15,2435425.97,12682416.06,8059931.36,5126300.18,1098995.29,6530115.26,3865211.17,2687821.84,1251349.70,3945754.18,2661071.74,1587384.90,2954260.51,1417181.22,0.0
7,管理费用,640242083.86,409167008.55,195654072.81,839761242.79,580245682.11,559912020.70,247338097.27,999942178.32,685152778.10,467184550.59,220329040.14,859527140.44,587376393.97,390854917.16,184375312.95,714171305.07,427313858.50,262308269.04,121519999.86,525841074.33,343041162.87,224758733.56,109227213.30,422207117.62,277853474.28,178343142.07,87658075.86,322544002.04,231749393.35,146365485.01,75639284.59,314415368.72,214800214.56,137566722.92,68740172.40,268079339.98,163134386.50,101716016.37,50093589.02,166526569.68,116675085.43,77455031.43,41437206.26,148318779.09,105108587.03,69836227.43,36664928.52,104445516.89,80733833.36,52440359.53,28606707.08,101537816.81,57496732.55,39475162.86,19919574.85,54834457.27,36940109.72,23706819.95,9113983.47,36626342.46,25026142.31,13064327.91,4795305.75,31892331.02,20121795.13,14281559.48,5918420.83,20951556.75,19063503.48,10152704.45,19299428.24,14883241.88,0.0
8,财务费用,120345039.46,109393609.89,57747745.00,173727194.08,104476214.75,67900417.07,46361441.27,110331207.49,78039136.46,41344143.56,12920916.32,-8025761.28,8692854.19,4372716.87,11793362.90,-5817678.10,-5446556.32,4024463.83,1923758.27,30777942.66,26834021.91,16212256.16,9947652.92,36911617.55,31311873.05,27247816.21,11463890.02,31476696.67,18880376.32,11933562.76,4749985.97,26189680.39,16230198.03,7606484.50,1990853.32,6893294.72,5289317.10,3121829.05,1470571.33,8564997.18,5834748.96,5526154.76,3858801.94,23757138.70,18649930.40,15375690.71,6648410.70,15299944.94,11390784.83,8325459.52,2653800.54,4778253.71,3638538.23,3004767.49,1762201.02,-3562859.15,-3251251.63,-4674701.48,-789370.59,-8422686.43,-8289037.93,-6672367.23,-1465904.18,-2720261.55,-1893258.83,-971909.39,54298.90,1942536.41,1134105.65,1975711.75,2458418.67,1396961.48,0.0
