,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19960630,19951231,19950630,19941231,19940630,19921231,19911231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,4674844437.35,3530582085.17,2392154186.39,1231103067.39,4166464950.31,3164505966.99,2174000422.59,1153599668.70,3609371700.99,2728665535.90,1804226822.82,974197026.86,3157988862.51,2296102937.77,1490269461.06,744203573.06,2758585298.86,2028378068.92,1320508171.46,656012381.34,2641896888.88,1939142884.53,1330415435.56,675346708.91,2318190695.54,1663202345.31,1112364026.43,514366615.33,1754338281.65,1285750254.28,806609803.60,398787030.85,1735405948.04,1232031020.12,847179541.44,460142532.43,1277921262.82,926047214.26,570281947.94,274458657.17,959526859.37,705442123.97,459677687.87,207571152.61,966520383.83,699603344.07,474535784.16,243647091.85,1047485166.05,772810769.46,552687380.07,344966166.24,857129283.82,580739358.13,379965017.47,193529290.37,762552484.45,535145589.69,365436801.51,187838144.59,870665904.38,647807900.83,431308703.89,209107778.67,717607498.29,502291878.24,316236433.31,158475600.43,825914324.48,621178565.94,410375923.52,194939086.52,841697072.41,502179365.07,765344763.06,401288657.91,647837205.44,244923656.98,502825543.51,229546079.26,455937408.12,174757053.40,318387968.46,148793021.93,280953745.82,171850000.00,328038000.00,179180000.00,34690000.00,8100000.00,0.0
2,营业收入,4674844437.35,3530582085.17,2392154186.39,1231103067.39,4166464950.31,3164505966.99,2174000422.59,1153599668.70,3609371700.99,2728665535.90,1804226822.82,974197026.86,3157988862.51,2296102937.77,1490269461.06,744203573.06,2758585298.86,2028378068.92,1320508171.46,656012381.34,2641896888.88,1939142884.53,1330415435.56,675346708.91,2318190695.54,1663202345.31,1112364026.43,514366615.33,1754338281.65,1285750254.28,806609803.60,398787030.85,1735405948.04,1232031020.12,847179541.44,460142532.43,1277921262.82,926047214.26,570281947.94,274458657.17,959526859.37,705442123.97,459677687.87,207571152.61,966520383.83,699603344.07,474535784.16,243647091.85,1047485166.05,772810769.46,552687380.07,344966166.24,851765762.96,577096416.60,378224678.05,192802369.48,758757307.13,532301920.84,363794567.64,187104323.01,867122686.15,645337492.46,429530242.03,208356204.84,714604480.20,500580710.43,315638618.07,157847507.95,821916246.50,617972691.31,408441206.91,193986321.77,836309507.05,500392095.12,750975578.77,395615178.67,642640803.28,241306106.56,496169507.10,225730709.48,444154109.54,169730200.31,312550282.50,145783524.80,268322277.45,169660000.00,321013000.00,177850000.00,34690000.00,8100000.00,0.0
3,二、营业总成本,3834499268.75,2895550570.79,1962845250.72,1007662917.49,3487329041.89,2601420612.63,1783440956.16,964673554.13,3097741167.65,2326429822.47,1553587798.10,830002275.03,2735988306.50,1996619993.75,1315024464.98,663273028.12,2486714457.66,1824719031.15,1196159955.51,590131000.98,2329690792.25,1704250328.05,1153072762.49,582532961.13,2075917816.89,1505834781.24,1011168469.05,472001053.09,1656603745.64,1190703636.06,744558665.98,365235512.44,1595706420.34,1144704047.51,788543859.11,426286956.69,1189927446.88,842675406.85,532348221.08,265104887.61,915998512.46,664279709.36,427778594.51,198630390.53,942140136.66,682181003.96,463668598.44,232540225.01,943234405.31,703828975.38,505360472.34,313884489.60,803861674.06,539761546.62,352837435.45,179166797.40,716442548.04,503023138.75,340227096.13,176414299.35,813285696.04,602693891.55,402374002.03,198078831.13,682537637.16,478800453.65,305384777.68,152385515.78,812664055.45,591983989.11,393449955.73,186853013.30,760647073.92,457561029.93,676314372.52,361716295.26,597832447.81,216324497.22,449167826.88,218261131.17,370682506.63,0,275425150.00,0,260882640.88,0,0,0,0,0,0.0
4,营业成本,2826059472.05,2146647530.78,1439522022.20,746308786.98,2536752982.51,1928247338.20,1305447391.59,705035899.53,2191888497.77,1640878787.52,1098240360.97,588136198.57,1999375701.46,1441880804.21,941126398.52,482633232.63,1791235863.03,1318731464.36,855248541.79,425330899.90,1731095659.02,1260749044.65,866215953.65,446231992.61,1592757028.23,1153658689.16,786887106.53,372846654.36,1254360858.52,893837554.59,557293756.75,280834225.74,1250987173.89,889117276.83,622912135.37,344179568.81,905825627.57,638268753.47,407653125.61,200911873.58,697475291.58,517338199.12,328956491.74,153816060.88,744241755.72,542736285.69,371279283.07,187186703.06,758321702.00,573567981.51,413894447.79,265395705.68,628311449.68,427790709.27,276177946.29,139278581.63,558776126.60,393197699.83,265533475.91,139656795.86,652555915.12,476520012.25,312995658.01,155762921.45,518984120.54,363806988.76,232438178.21,113984036.53,614665748.84,461644416.01,309251732.97,144481257.88,611781700.03,394339069.70,534701223.11,293073900.26,462308305.12,163732446.24,335127357.43,153983102.34,271054236.99,0,217701316.41,0,211078476.23,0,0,0,0,0,0.0
5,营业税金及附加,60986903.06,45414824.75,31756568.09,16940087.80,69471930.17,43937147.03,35747627.15,21370964.05,48204939.73,34121530.70,22438494.39,12232082.42,41681585.92,23066611.74,16325003.90,9127192.21,29457220.43,23840284.20,15047781.40,6019740.61,45245619.17,34886245.90,26986797.35,12760000.90,37720238.90,19586357.79,15878782.03,3954768.17,18491234.05,14490959.84,8537111.15,3876542.38,19228513.09,14568636.39,10757653.63,6265636.19,10350029.73,6858545.38,4636868.64,2318606.25,10202893.59,8216575.82,5839932.90,2883931.52,13479895.38,10011831.80,6897777.26,3120257.31,19538569.10,16232163.90,13378068.46,10291230.93,14146627.93,7499715.08,4762588.25,4102095.34,15312085.15,9466338.49,5837454.73,3025484.84,11268006.14,9589538.05,8572064.79,3882154.84,8267838.62,3986755.73,2547202.63,1319331.55,10398088.08,11627446.47,5392603.82,4053229.87,8464602.31,3389777.54,16695041.63,6715416.25,13874325.07,3248088.46,9790653.28,5991405.96,10467290.82,0,6070681.84,0,4583468.01,0,0,0,0,0,0.0
6,销售费用,456289303.83,344937367.88,245657905.96,124845926.20,431287622.30,308418621.25,229748857.47,122047550.82,426343808.79,350455015.62,241062219.52,127904164.73,275356128.36,227584723.12,158427025.47,77545737.71,270375444.30,196041707.72,140163950.40,71354723.40,230995802.07,185928170.89,122276449.77,61859147.02,185459727.61,152443736.07,96829016.16,42818054.43,159860886.90,130050374.96,86573951.89,36363306.84,144302401.93,108016824.66,68707649.88,31204154.52,113530061.31,83805161.91,55536163.32,24661528.90,84784779.27,56622614.23,36624596.06,13176111.54,77757637.24,55933119.82,36377101.60,17140036.32,74329452.39,53135646.55,34724310.08,16838877.96,60835560.11,40206386.33,27965398.64,13645993.74,48610118.93,35524436.22,22044753.41,10809829.76,50532033.01,39010934.84,25314330.73,12497473.80,48030000.11,36575263.81,23064945.27,11506895.84,44529365.27,32747870.72,22484688.58,11038269.95,34315040.20,16809745.59,35944007.44,19507255.98,23941121.80,10982640.53,26501954.49,14259716.30,22861847.98,0,11585919.66,0,6953888.10,0,0,0,0,0,0.0
7,管理费用,295102319.26,210953854.93,143944406.17,65686296.01,275838076.26,189505282.97,186166941.97,104341739.26,348081031.29,249660961.69,156852298.42,83954740.97,348943660.53,250882389.73,167596909.48,79119265.31,331331465.35,239471760.66,154586088.22,72786100.83,288307740.26,200458946.77,121305039.77,51995363.26,225358687.30,155793349.11,94338617.74,44804959.73,174611764.93,125580365.26,77546987.19,37286905.12,163446958.94,112842889.47,73206207.34,37747772.55,130840864.36,79361484.71,50840352.30,28811900.21,103737931.12,67512956.11,46206618.30,22227043.74,79984997.60,55005627.73,35909679.25,19564471.18,78732833.20,51107446.14,35345281.83,14594007.75,72008032.45,41927373.87,30321934.85,15198876.75,64695616.36,42465127.99,31436389.72,15327577.83,69966004.13,51205815.49,34893936.13,14557813.10,71613045.09,46754511.19,29589002.59,14608947.73,90987585.16,53651434.54,37465342.40,16196307.61,59039278.31,22136619.05,51078049.01,24676120.30,49221795.13,16847548.41,33722538.85,17438473.28,29435232.71,0,22606693.40,0,22236285.92,0,0,0,0,0,0.0
8,财务费用,48871548.21,41280063.34,30802093.78,17227082.41,54180930.60,40008748.80,26968835.04,12708260.36,60447141.58,45444656.23,29844320.23,14618938.65,63247203.54,46537851.54,30182154.75,14619790.64,61164838.68,45816344.41,30162013.06,14114336.23,33214100.66,24571570.03,16338785.08,8766491.64,33833713.16,22764976.80,15832123.94,7434970.40,40927808.72,24780293.67,14735585.90,7667575.56,25980773.80,19108790.24,12985794.18,6652719.37,22825182.66,16085322.75,10264520.86,5040990.95,18455502.69,14812926.48,9913603.55,6544296.32,28004470.32,19938233.02,14016231.38,6568742.76,18860714.80,15932381.78,12880997.73,6764667.28,28560003.89,22337362.07,13609567.42,6941249.94,29048601.00,22369536.22,15375022.36,7594611.06,28963737.64,26367590.92,20598012.37,11378467.94,35642632.80,27676934.16,17745448.98,10966304.13,52083268.10,32312821.37,18855587.96,11083947.99,47046453.07,20885818.05,37598069.24,17070256.57,47845153.42,21513773.58,44025322.83,26588433.29,36863898.13,0,17460538.69,0,16030522.62,0,0,0,0,0,0.0
