,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19981231,19971231,19961231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,4804152548.30,3575991245.21,2448268495.40,1297393399.82,4494184745.66,3363494252.44,2160350859.64,1086745813.80,4107419763.10,2989767563.10,1869216969.71,945973462.11,3678365667.25,2711883312.46,1674361181.15,830677693.99,3066257628.38,2229626815.41,1338767315.90,577943904.97,2840804023.85,2160016919.12,1458046494.64,729311087.60,3269453469.08,2462866291.99,1623298471.03,784965516.39,3410659754.61,2471244525.62,1565249557.61,821461599.49,3968552504.44,3231550937.64,2188586196.30,1203864272.84,3560292725.39,2526594977.18,1590455296.74,867738687.75,2425635979.99,1672794286.52,1041794328.91,454825246.58,2041319556.59,1645491764.25,1084821626.88,548816730.62,2629682191.01,2020500206.31,1313652090.39,667463660.93,2081248378.34,1486725781.02,972529163.44,506920243.39,1455024525.85,1060860362.96,696296260.36,355913549.21,1411247834.66,1013083956.51,682607845.91,307108904.53,1086178278.22,745957492.27,481738722.52,263751313.44,807362526.29,573645086.47,369305658.20,208942620.36,736171295.44,376538120.70,639403025.24,335075492.47,587721071.97,568096357.00,668183586.00,283141516.00,0.0
2,营业收入,4804152548.30,3575991245.21,2448268495.40,1297393399.82,4494184745.66,3363494252.44,2160350859.64,1086745813.80,4107419763.10,2989767563.10,1869216969.71,945973462.11,3678365667.25,2711883312.46,1674361181.15,830677693.99,3066257628.38,2229626815.41,1338767315.90,577943904.97,2840804023.85,2160016919.12,1458046494.64,729311087.60,3269453469.08,2462866291.99,1623298471.03,784965516.39,3410659754.61,2471244525.62,1565249557.61,821461599.49,3968552504.44,3231550937.64,2188586196.30,1203864272.84,3560292725.39,2526594977.18,1590455296.74,867738687.75,2425635979.99,1672794286.52,1041794328.91,454825246.58,2041319556.59,1645491764.25,1084821626.88,548816730.62,2629682191.01,2020500206.31,1313652090.39,667463660.93,2066008301.46,1475195350.73,962936235.10,502568641.69,1446325813.05,1054904931.68,693653766.38,354847264.58,1399784183.38,1002493913.70,674421125.93,304119705.11,1076984193.73,740274977.83,479176162.73,261919616.00,803955348.48,571224117.08,367419238.90,207225092.32,731467422.97,374154024.54,635949635.40,333884252.32,585055327.78,564290394.00,662656754.00,281266700.00,0.0
3,二、营业总成本,4600763989.15,3417091875.75,2332941796.50,1275370197.57,4383449983.57,3272432876.39,2139204111.47,1085700583.72,4038503438.48,2908560326.33,1808841910.54,888902946.14,3536814319.23,2592374515.60,1640614574.38,821696046.09,2923521835.31,2118140049.23,1271758013.31,556725765.67,2751465075.02,2077883928.93,1411646181.33,709969996.49,3228820240.99,2445845380.30,1622947905.93,783069990.19,3575438264.58,2631103238.92,1680953956.50,890100714.85,3967994812.32,3180950559.88,2124391447.09,1090187876.40,3380605310.28,2451064188.40,1515411761.58,820384092.80,2271510464.58,1601990130.10,1034158672.02,511101201.43,2433526231.89,1841209924.77,1185789261.31,541714172.90,2289146534.29,1725475850.68,1099384043.04,589986654.35,1971403453.27,1428588827.90,941758483.55,501162045.20,1433711719.97,1038320211.58,678435150.73,340482676.97,1255464488.12,894728337.88,587043757.19,251895909.79,861541414.23,586749682.53,388492426.33,209445861.16,704390781.53,507316777.69,329658061.04,188588713.10,705930655.40,344493864.21,519284628.90,271466241.60,485780357.69,472168887.00,551547859.00,242416290.00,0.0
4,营业成本,4059727988.04,3040982104.64,2106317409.19,1143384059.39,3925915578.43,2962335157.38,1945028900.84,995542297.65,3629524294.14,2613013133.35,1618646944.92,805424082.29,3179410616.74,2320795918.98,1453314333.49,730808704.57,2573887857.96,1868629855.38,1117572137.89,485090680.61,2380055742.20,1809280896.83,1231238327.67,625221013.22,2884578100.80,2202357416.47,1456296886.98,708127391.02,3243295209.62,2395743835.56,1524612052.85,809953581.91,3543416391.44,2870488835.33,1883856269.82,992951303.62,3108897483.68,2259957828.84,1388158978.17,754899332.83,2075053625.80,1460824105.19,949438046.69,503929243.88,2135055020.42,1657927601.95,1045080047.24,493440053.21,2066627696.38,1563938219.74,989900742.50,528864033.99,1785797907.51,1300958857.07,864041627.83,469189384.96,1298748205.57,943788290.80,607269602.70,304056675.10,1109341358.56,785231874.43,512327336.95,219552767.27,761826004.06,525055844.46,351923132.83,194191228.59,651578228.57,476581469.19,312458840.29,180792356.38,674123911.90,328309563.12,501830421.87,256197776.06,453241876.64,442084624.00,517248363.00,230571718.00,0.0
5,营业税金及附加,41815699.12,29745620.47,20264946.85,10606754.15,41520237.74,31748227.16,20945061.71,12759835.01,21080380.33,12357160.34,8087854.38,3798658.07,31763848.44,20344023.86,14989788.09,8018700.38,13996794.40,9612901.04,7387915.30,1779416.25,23789562.70,18626058.11,13061522.19,5798481.76,11305428.01,8954100.63,7218434.54,3392247.24,6722357.47,3269843.55,1975175.32,1850704.36,15284262.69,14328951.21,12229953.45,3957047.92,12667487.62,9163561.07,3704165.54,121049.01,13498605.73,10366185.01,6339518.37,3070345.07,6221807.67,3987533.49,304331.37,0,12340542.85,10877851.33,6484131.64,3457384.43,8744657.95,6657802.92,4356616.04,3329442.98,4986322.54,2761643.16,1484358.77,449111.09,4995694.99,4091460.22,2568628.97,596657.52,3945879.01,2414666.73,999257.74,726311.21,3459115.85,2881325.73,1562962.75,1202029.00,3057767.00,504507.00,2770341.00,1843831.00,3992365.27,2848962.00,3801452.00,1034563.00,0.0
6,销售费用,103312373.32,73124385.27,46947511.71,21335438.34,85170757.19,62417785.01,37058828.66,14783800.96,73740247.90,52455302.65,33943604.83,17650962.12,61838875.92,45032049.77,28798193.65,11198431.94,50438275.82,36021449.37,19438499.07,8390997.32,49210379.31,30425895.85,23598458.26,11938485.76,43689633.11,33524686.00,21640454.72,11714297.64,46688163.99,26197694.52,18365552.04,9465492.44,39710516.81,28587513.36,18784941.61,9696567.81,33041675.22,19972343.24,15864608.65,5958465.68,22951118.22,16554678.23,10605202.99,3053387.24,16015090.23,11479001.05,7620669.61,3596276.87,22668629.42,16847166.85,10451914.35,4420881.85,13590537.87,9464739.71,6505580.31,2963117.06,10522824.93,7337266.63,5428084.06,2297893.28,7575353.80,5395741.81,3783341.90,1602079.27,8683325.93,6051796.24,4175818.33,2151382.17,5149573.21,3265067.08,1085230.15,294851.65,1352858.09,502803.52,910729.60,468546.66,1095929.85,776294.00,670566.00,490557.00,0.0
7,管理费用,260550946.77,179319664.32,108322944.40,63599236.85,184158519.37,136275969.23,96781449.32,47426603.35,212972715.95,158517805.62,95619021.09,49084855.28,189343046.87,139601433.61,93848825.38,47296543.04,156397016.53,119107652.23,71599319.46,35919737.87,137030111.91,116672276.94,71092815.17,32035930.88,128129794.92,89555209.89,57856113.30,28951959.78,116912676.94,85408188.50,58250938.85,28009090.07,106938201.31,80297648.35,53055541.74,44213425.20,115137567.02,78060494.98,52124121.05,31796932.38,86212278.75,64142857.59,37260244.86,15273094.56,123915348.93,60353214.34,38547717.36,19223302.68,90449291.54,68230568.11,49885289.86,32318462.01,86178044.89,57527331.84,32174051.32,9866182.57,74380536.08,40696429.84,30092585.80,16947297.04,77334737.17,61428767.24,47323149.64,20638833.52,75282441.14,43884243.93,25979301.79,10389156.95,40029488.75,26314013.15,15716762.90,7624813.56,28312129.33,14936407.26,19833478.47,14392897.05,24597172.00,19922050.00,23349431.00,6012954.00,0.0
8,财务费用,123101708.25,85808629.13,45796756.09,29327086.08,76216326.51,48922815.66,27112561.33,13457498.34,68828505.05,50912040.68,31893291.40,13366541.92,63056777.08,53350330.46,36396858.44,23220714.77,99596894.05,80922032.35,54816619.79,25456754.17,125441574.14,95282075.84,63692953.03,34205549.23,127685651.08,98413574.69,65637268.49,31576250.00,138562492.89,107569727.95,65198903.77,31748855.36,122280625.67,102873211.51,71535384.51,36643601.75,109160870.34,80488421.91,53108342.87,24805795.81,75940877.18,57155570.61,37593110.31,21829954.38,113669679.14,88496356.18,59209818.61,23280434.79,96625357.57,65572522.81,42409713.52,20285391.93,77092305.05,53980096.36,34680608.05,15813917.63,45073830.85,43736581.15,34160519.40,16731700.46,56217343.60,38580494.18,21041299.73,9505572.21,11803764.09,9343131.17,5414915.64,1987782.24,4174375.15,-1725097.46,-1165735.05,-1325337.49,-916010.92,240583.31,-7392846.03,-922464.90,2338669.66,6536957.00,6478047.00,4306498.00,0.0
