,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20071231,20061231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,2580282389.61,1626127755.16,668440337.76,3436927692.19,2209747537.09,1380776227.79,493074310.45,2412344741.63,1483023977.40,873702317.13,319896796.82,1769996350.07,1150452967.39,691495055.10,289729041.27,1669728074.19,941372634.83,514902525.43,214518078.48,1485664667.67,783151799.54,462091656.11,194309777.53,1013615367.97,646752345.00,393026278.79,171958950.90,933408626.41,607916784.57,365495233.08,162821675.47,942387893.91,626319191.51,362958865.62,137152770.89,661887410.44,387429869.01,237787135.11,102798520.35,466454288.73,313987882.62,189285258.57,87731151.88,431312294.99,286594293.62,322968157.38,217424050.28,0.0
2,营业收入,2580282389.61,1626127755.16,668440337.76,3436927692.19,2209747537.09,1380776227.79,493074310.45,2412344741.63,1483023977.40,873702317.13,319896796.82,1769996350.07,1150452967.39,691495055.10,289729041.27,1669728074.19,941372634.83,514902525.43,214518078.48,1485664667.67,783151799.54,462091656.11,194309777.53,1013615367.97,646752345.00,393026278.79,171958950.90,933408626.41,607916784.57,365495233.08,162821675.47,942387893.91,626319191.51,362958865.62,137152770.89,661887410.44,387429869.01,237787135.11,102798520.35,466454288.73,313987882.62,189285258.57,87731151.88,431312294.99,286594293.62,322968157.38,217424050.28,0.0
3,二、营业总成本,2407849116.21,1526580931.35,632722272.91,3352606932.05,2103614541.33,1306911833.13,478471547.90,2215638655.13,1364764691.07,831587545.20,298040807.68,1610904102.29,1046179491.09,646557553.50,263090777.63,1506510189.70,865259949.55,499757524.13,208839079.26,1353448668.87,706075310.69,409323672.62,173690484.91,894335604.66,561338601.37,343935482.86,152784599.53,827332791.19,526870848.06,326577661.17,148371734.75,818191125.00,538500040.84,310869793.78,121583967.14,559062450.15,320982313.02,198373486.27,88913508.88,395775796.77,267622498.90,164054545.19,79578743.43,382495562.46,252126924.10,286935186.05,206855842.05,0.0
4,营业成本,1789445954.14,1142369923.73,450162668.19,2407096298.49,1537552354.47,953891374.76,321876312.39,1598919402.46,971050328.78,581621318.82,201762386.40,1116888345.54,724614404.38,434923334.59,180291505.14,1092415817.11,592183156.81,330450796.29,138266410.34,1007346285.41,494851819.23,287832945.29,125979202.34,657437901.24,416917113.56,257143061.38,115386979.98,630501927.30,410230620.21,253709356.36,115361405.86,630757338.59,409565220.57,230426353.32,87025764.56,418263957.59,236532457.86,146943892.98,65226843.73,283785820.43,197342323.48,119980576.59,60283105.73,284293416.72,185565181.25,224465974.17,153562833.42,0.0
5,营业税金及附加,14715214.65,9201142.32,5057424.10,22585289.54,13202177.62,7349720.51,2294387.68,18570800.48,9683628.16,5965141.89,1835945.81,15246581.29,4957213.58,2313179.25,848475.81,13149482.78,5996760.19,3112355.80,660026.20,8761992.10,3314905.96,1541592.45,250908.74,9050208.58,4005005.60,2669772.25,676219.21,7683942.98,4443567.57,2338288.68,928961.88,7182435.99,3893748.79,1494537.44,490916.87,5025549.18,1878076.58,828154.24,274853.20,4250753.99,2049873.46,1207185.22,386834.41,2890010.48,1688479.10,1689451.20,584617.21,0.0
6,销售费用,263467817.83,160173344.60,64826187.77,322396595.83,231445529.96,141415662.02,58871726.77,264293591.14,166806564.12,105749195.95,40118216.36,223158850.19,146612159.81,99994471.14,34353583.30,206890780.95,126966426.01,83112136.16,31981666.63,180727124.37,104511604.57,61370635.43,25106710.38,137052532.55,83054295.11,49602079.23,23064259.67,127921891.29,74660096.22,45963057.46,20090552.63,114191140.93,70329496.35,46543390.92,18691334.04,78816553.55,45099852.36,27406488.97,13022042.66,57753524.29,39985585.58,24010778.64,10192844.26,52316529.44,40013611.59,34326949.74,28262336.87,0.0
7,管理费用,134035348.27,85705284.22,54865202.96,214039380.17,147597711.03,170397943.78,74314065.47,280944295.95,189780571.90,122541619.46,51371459.07,222115753.12,147868254.42,95216950.65,39924003.95,170401655.69,127561021.69,76071209.74,34885361.72,140667805.61,100387085.01,57013665.83,23333959.38,87334654.68,56215859.63,35668382.61,14768575.50,63934279.96,40157736.70,26796591.77,13148745.66,71530146.03,60179918.59,36206286.55,17929506.61,62229879.92,38258186.36,23127928.10,10676559.84,48227935.44,27810212.82,18551425.28,8832532.35,38149613.89,21547722.37,22686247.15,22468164.69,0.0
8,财务费用,60100747.25,42247561.58,22113783.92,52423798.93,32323005.13,23942375.67,20274672.20,42402191.60,27074755.68,13511644.94,2589788.10,12499817.53,18296738.74,10914255.29,4945944.91,14560945.56,9737832.12,7658316.42,2777988.71,2585748.44,-81395.28,-1160016.19,-1143066.25,-2945474.42,-2807562.23,-2733920.29,-1298476.61,-8241298.44,-6248780.38,-4462458.78,-2244019.03,-8942698.33,-7002682.62,-4659711.29,-2551981.01,-8500697.41,-2726366.18,-754952.44,-286790.55,207470.40,60576.65,-69347.45,-116573.32,2588406.65,2395061.05,3749523.57,1411484.15,0.0
9,研发费用,146084034.07,86883674.90,36906208.10,168030389.40,127407403.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
