,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20011231,20001231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,24493948943.05,15525793657.88,8088623059.14,32683712211.90,25285251950.72,16817290272.79,8039683579.00,28114065876.36,22349358636.38,14619479356.38,7590797666.43,18701417547.78,12326910683.08,7583639070.58,3941403621.50,16863908099.20,13358815843.37,9107671675.96,4610341437.40,20722678479.66,16481342008.82,11288866652.56,5774766519.60,26169215694.62,61701938693.65,40593020164.55,20072761318.89,71517239770.43,51757647290.98,33582480916.14,15558838597.59,50720077222.02,38603168464.20,25188093211.22,12275557016.31,27940631634.60,21441013988.91,13421449762.16,6655775547.72,20004819769.69,14367880330.52,9289737686.71,4482051604.30,17033136483.46,11557418987.53,6608406868.12,3107520700.56,10269765698.41,7529192508.09,4952436584.48,2497976711.74,9321032836.00,6089525812.29,4040773068.36,2055255765.34,7216419831.74,5393305549.30,3276764755.72,1547108995.44,4748470449.48,3443670834.24,2092231380.41,878223352.13,2233832757.18,1279693000.00,721451947.62,364285266.17,1366097670.71,973139000.00,969570902.17,810563159.28,0.0
2,营业收入,24493948943.05,15525793657.88,8088623059.14,32683712211.90,25285251950.72,16817290272.79,8039683579.00,28114065876.36,22349358636.38,14619479356.38,7590797666.43,18701417547.78,12326910683.08,7583639070.58,3941403621.50,16863908099.20,13358815843.37,9107671675.96,4610341437.40,20722678479.66,16481342008.82,11288866652.56,5774766519.60,26169215694.62,61701938693.65,40593020164.55,20072761318.89,71517239770.43,51757647290.98,33582480916.14,15558838597.59,50720077222.02,38603168464.20,25188093211.22,12275557016.31,27940631634.60,21441013988.91,13421449762.16,6655775547.72,20004819769.69,14367880330.52,9289737686.71,4482051604.30,17033136483.46,11557418987.53,6608406868.12,3107520700.56,10269765698.41,7529192508.09,4952436584.48,2497976711.74,9321032836.00,6050486353.18,4023121923.78,2048453210.09,7201351264.88,5378178388.90,3266489181.69,1543440041.35,4737772500.70,3440938473.56,2091639641.16,883203909.40,2242182475.84,1279953000.00,721837558.82,362267447.93,1363983663.12,971284000.00,969386751.73,811564084.43,0.0
3,二、营业总成本,22318264971.36,14018410204.84,7388826817.85,30275360566.46,23614846420.79,15702016360.12,7384570845.86,25621016681.65,20651621021.05,13503498888.42,7063471756.04,17719536631.39,12355986139.05,7620379825.78,3944263883.12,16763486142.66,13146063910.80,8845469754.08,4508115197.28,19910864320.53,16051875444.81,10918459929.26,5660395376.64,24813975458.10,60650193597.91,39704995619.52,19409803067.07,68462283012.23,49368465631.69,31756098948.19,14578645365.06,46865285376.98,35459429349.10,22919129188.39,11350733422.48,24621773497.07,18607838512.76,11659048971.27,5971858560.90,17489555276.06,12473769611.60,8086627994.82,4001944649.77,15078461870.77,10312907661.82,5979423240.28,2853173968.90,9543322577.76,6929708398.01,4546214174.40,2274575204.55,7931452672.91,5514824441.25,3596682317.11,1841351048.10,6349600935.32,4740773258.14,2845622246.85,1382108533.72,4269627890.51,3109607592.97,1900377965.11,807866101.67,1960918772.97,1058639000.00,579810320.37,301360260.97,1125793979.82,807460000.00,782945491.62,653147681.33,0.0
4,营业成本,19750893932.18,12363983085.18,6606231239.46,26551032682.64,20881882966.53,13952473048.78,6585321045.20,22183951856.91,18253040172.59,11940870248.59,6201756020.65,14231258031.60,10557277910.69,6458746133.64,3461947044.87,13713009318.29,11166248168.47,7444640679.43,3852659770.31,17157760305.80,14174125851.01,9592058543.76,4957531703.69,21895571205.43,58549431419.61,38331903869.31,18673917343.08,65366147259.26,46871583854.54,30121301487.21,13743720873.19,43771299038.85,33240307643.88,21663362040.23,10713538784.34,22289965107.84,16944457728.68,10679988365.63,5501605250.79,15903926058.72,11536677422.84,7490910638.10,3730121533.48,13152954928.70,9219557483.59,5482343908.58,2678153536.18,8521466593.44,6371256084.16,4150032623.21,2111054681.38,7038899460.26,4938998658.10,3247374609.80,1678282439.68,5577052192.45,3978146639.56,2489436114.23,1219501023.74,3635260528.00,2537646133.67,1560516791.45,664139393.22,1553293253.98,816796000.00,425590029.56,241342339.15,821774299.70,578729000.00,541100713.14,442753046.00,0.0
5,营业税金及附加,1017461617.60,675951595.48,341017395.97,1376876531.40,966873290.28,633306781.00,312985245.89,1118367742.48,864827588.20,565283542.68,296301000.90,704327735.38,411955396.70,267372694.10,134918681.82,591236088.76,450487841.89,303679773.01,152015285.56,328589261.65,208022768.25,143230280.19,70698868.34,316801796.80,287740533.95,193613607.87,117626133.61,530590714.40,413174155.05,314975433.15,192885976.04,545411882.03,375777844.08,191521125.75,113261268.54,482240497.12,327139364.29,197350523.39,97230506.13,280884091.58,236864806.49,153593252.11,63811494.54,205857873.85,134721533.48,71762328.95,32372737.84,98897028.05,71692189.67,51075877.00,26358368.56,82326696.54,55932231.27,34945518.15,17615622.91,83182156.57,62087499.26,38327574.33,19444263.34,44668120.85,23443686.58,13958617.46,6345854.90,21045570.71,15873000.00,10501625.22,5168739.55,18319510.75,13468000.00,15384123.39,9626962.71,0.0
6,销售费用,185672586.29,125940258.87,55252698.89,266189043.06,189429809.92,110058526.31,74688713.91,312673352.72,201246106.47,123842245.90,55631093.46,278925023.19,190317908.32,137182656.92,77918247.62,355678947.38,264329271.64,162131351.88,69409371.72,299992984.57,208147722.04,151083253.28,88423251.84,280809627.98,214661907.03,146280420.28,73075212.06,443106676.75,281829421.79,172032622.10,92992566.26,400227972.14,258161670.16,180202335.40,115084773.33,288840615.74,215038919.33,125945212.77,55600445.64,262585618.90,182293151.25,122147257.34,55073923.90,379908204.01,316071696.03,153058834.64,36840752.38,312417924.39,210628972.17,136680697.15,55651976.73,311787793.90,193676115.25,93431201.05,55201946.69,246454778.84,327840702.64,173951194.24,70310905.32,238513641.56,338665016.58,178986963.41,76373482.74,140556108.77,86933000.00,54683574.33,27225665.18,129917026.32,108759000.00,126723599.84,115882233.60,0.0
7,管理费用,958623203.79,586922209.98,258888804.92,1053239027.11,960748386.21,626441505.11,264467181.93,1173253935.06,819820297.11,486431558.67,405085670.03,1381395248.00,787606321.10,436926439.39,196500644.01,1256121370.94,901955354.95,650215944.25,363951842.53,1727871959.67,1148557527.79,778143590.92,492124422.76,1803075446.39,1365135394.94,855668183.69,487582600.71,1893550684.24,1580740915.92,960554791.71,509082627.79,1982469901.74,1395789356.56,726664082.88,368082944.80,1325183082.12,945912460.26,532380187.27,261769668.08,958301883.06,512564599.21,319526646.14,134985675.51,1140041690.72,589304117.97,248039281.28,93669634.40,577563129.86,242756388.07,175652133.75,70231347.33,499775745.78,331326738.16,222336105.09,91663043.23,431654368.71,361731501.27,132220283.18,67677634.59,324906894.91,189522779.28,130243026.19,53358710.91,223528735.47,125678000.00,78893965.16,24761983.19,130102379.57,83395000.00,77950131.92,68228284.45,0.0
8,财务费用,258541687.66,176966869.27,97230669.66,561911952.08,422158517.00,305834551.03,147108658.93,726427724.64,460398222.41,334782658.31,104697971.00,601031311.54,365234930.35,276558229.84,72979264.80,403735896.98,227484148.89,149242880.55,70078927.16,207548677.53,159473808.12,100396493.51,51617130.01,139244956.98,158292597.16,102597793.15,57601777.61,175706490.72,93152395.55,59249725.18,39963321.78,150240140.62,114474710.61,82461480.32,40765651.47,197818013.39,157975443.44,106070085.45,55652690.26,90925630.37,13953597.84,9034167.16,11418824.73,55910434.26,38765990.50,14980201.53,12137308.10,-3322402.59,-278984.33,-805052.48,11278830.55,-1216932.03,-5109301.53,-1405116.98,-1412004.41,11257438.75,10966915.41,11687080.87,5174706.73,26278705.19,20329976.86,16672566.60,7648659.90,22495104.04,13359000.00,10141126.10,2861533.90,25680763.48,23109000.00,21786923.33,16657154.57,0.0
