,报表日期,20191231,20190930,20190630,20181231,20180930,20180630,20171231,20161231,20151231,19700101
0,单位,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,546424733.72,376746112.55,235968905.44,505581343.47,329181258.60,192797976.32,398231847.93,370897332.29,365962976.06,0.0
2,营业收入,546424733.72,376746112.55,235968905.44,505581343.47,329181258.60,192797976.32,398231847.93,370897332.29,365962976.06,0.0
3,二、营业总成本,499067718.28,332412220.78,210709869.79,460565419.88,305846350.13,182788955.73,379311449.36,343477411.82,338310524.71,0.0
4,营业成本,312874729.84,210357535.81,132352294.34,288541473.99,195572105.24,114527898.78,229942745.47,210952716.61,214374329.82,0.0
5,营业税金及附加,3332692.50,2533221.42,1653366.05,3641347.71,2408108.46,1488547.36,3526419.33,2428978.13,3584547.31,0.0
6,销售费用,71162198.74,49606757.81,32868785.49,67300483.21,43472610.47,29222508.58,57405126.32,55323370.49,54207588.31,0.0
7,管理费用,66130354.64,39979999.40,24970047.44,51503653.32,33830179.52,39300085.30,84850199.58,71816633.46,64276335.55,0.0
8,财务费用,-240533.34,-167498.79,-107087.33,244760.17,-91507.67,6518.83,28217.43,-1420787.44,-1609149.50,0.0
9,研发费用,45808275.90,30102205.13,18972463.80,49333701.48,30654854.11,0,0,0,0,0.0
10,资产减值损失,0,0,0,0,0,-1756603.12,3558741.23,4376500.57,3476873.22,0.0
11,公允价值变动收益,0,0,0,0,0,0,0,0,0,0.0
12,投资收益,-63648.50,0,0,0,0,0,0,0,0,0.0
13,其中:对联营企业和合营企业的投资收益,0,0,0,0,0,0,0,0,0,0.0
14,汇兑收益,0,0,0,0,0,0,0,0,0,0.0
15,三、营业利润,70848993.08,56367861.12,32265843.95,70304286.61,38039054.51,18736837.42,46072588.22,27419920.47,27652451.35,0.0
16,加:营业外收入,7871871.46,3028456.15,1261601.01,3127792.92,1575829.15,663626.61,2658310.56,23452581.12,27857418.10,0.0
17,减：营业外支出,672586.14,573881.18,271134.91,1497038.92,909077.38,766092.04,862288.69,813488.49,799786.84,0.0
18,其中：非流动资产处置损失,0,0,0,0,0,0,0,0,0,0.0
19,四、利润总额,78048278.40,58822436.09,33256310.05,71935040.61,38705806.28,18634371.99,47868610.09,50059013.10,54710082.61,0.0
20,减：所得税费用,8951106.22,7084050.48,3788658.49,7686593.95,3696404.50,1640773.99,5412931.00,5673127.98,7260109.27,0.0
21,五、净利润,69097172.18,51738385.61,29467651.56,64248446.66,35009401.78,16993598.00,42455679.09,44385885.12,47449973.34,0.0
22,归属于母公司所有者的净利润,69135770.25,51782521.17,29507178.84,64227499.81,35074674.29,17014650.24,42450968.89,44397644.71,47487838.10,0.0
23,少数股东损益,-38598.07,-44135.56,-39527.28,20946.85,-65272.51,-21052.24,4710.20,-11759.59,-37864.76,0.0
24,六、每股收益,,,,,,,,,,
25,基本每股收益(元/股),0.351900,0.278200,0.158500,0.345000,0.188400,0.090000,0.230000,0,0,0.0
26,稀释每股收益(元/股),0.351900,0.278200,0.158500,0.345000,0.188400,0.090000,0.230000,0,0,0.0
27,七、其他综合收益,-3494.78,-17239.50,-18493.80,4937.99,-5698.94,-24263.90,21210.84,32322.63,-85702.62,0.0
28,八、综合收益总额,69093677.40,51721146.11,29449157.76,64253384.65,35003702.84,16969334.10,42476889.93,44418207.75,47364270.72,0.0
29,归属于母公司所有者的综合收益总额,69132450.21,51766143.64,29489609.73,64232190.91,35069260.30,16991599.53,42471119.18,44428351.21,47406420.61,0.0
30,归属于少数股东的综合收益总额,-38772.81,-44997.53,-40451.97,21193.74,-65557.46,-22265.43,5770.75,-10143.46,-42149.89,0.0
