,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20011231,20010630,20001231,19991231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,7776961217.28,6105878151.00,3297440744.81,1189926196.66,6758312188.17,2906581658.71,2020372999.69,1186916872.19,6289219497.75,4670753040.30,3325019891.26,1659465860.44,6075377167.66,4854224248.62,3405006501.14,1479932662.20,4323477655.88,3096246678.84,2410401151.77,1535368897.77,5274652985.15,4524744900.10,3555083886.16,2080409411.25,4557056050.92,3087410410.83,1834638841.73,888832030.93,3676906503.55,2441829620.98,1616660093.49,962014446.76,3362636703.80,2207530430.31,1632689011.14,680726876.14,2700908116.20,2006161673.02,1540784162.35,1022284303.22,2395537161.59,1847203444.68,1210459335.43,520043427.62,858642458.47,647044381.59,432732413.20,178902124.39,983765570.33,746477045.39,482204739.89,217103629.77,964329718.35,749011432.66,521564082.27,261211617.53,1072989726.04,795414576.00,541127669.51,248352498.54,901024960.88,660550534.49,417378975.58,183244967.91,822292935.81,600468529.80,392949200.94,175734885.63,1010505134.44,742392586.25,463362813.82,881145476.88,373348626.56,879842917.03,548060152.64,0.0
2,营业收入,7776961217.28,6105878151.00,3297440744.81,1189926196.66,6758312188.17,2906581658.71,2020372999.69,1186916872.19,6289219497.75,4670753040.30,3325019891.26,1659465860.44,6075377167.66,4854224248.62,3405006501.14,1479932662.20,4323477655.88,3096246678.84,2410401151.77,1535368897.77,5274652985.15,4524744900.10,3555083886.16,2080409411.25,4557056050.92,3087410410.83,1834638841.73,888832030.93,3676906503.55,2441829620.98,1616660093.49,962014446.76,3362636703.80,2207530430.31,1632689011.14,680726876.14,2700908116.20,2006161673.02,1540784162.35,1022284303.22,2395537161.59,1847203444.68,1210459335.43,520043427.62,858642458.47,647044381.59,432732413.20,178902124.39,983765570.33,746477045.39,482204739.89,217103629.77,956279032.96,742852970.54,516528550.39,260047327.30,1068492147.46,792934038.10,539375806.41,247599226.61,896589692.96,657244503.23,414568490.01,181780004.03,820226469.13,597585422.52,391000287.64,174654393.33,1007012726.96,739577888.93,461582309.75,880650576.27,373616473.07,878579372.38,547507456.59,0.0
3,二、营业总成本,6061461475.11,4591903500.13,2619963866.98,1035890156.09,5686005005.07,2741988533.81,1931216564.54,1129265416.18,5677522103.47,4378312665.12,3099936311.20,1535981251.76,5446853453.02,4426286612.50,3119654660.80,1393487319.84,3963861360.78,2868139878.09,2227364944.36,1441827085.45,4852093346.44,4119252814.44,3203384674.87,1875893749.29,3974529643.92,2539520512.38,1687949806.80,836667212.57,3327829207.14,2099941264.01,1414536758.37,793214670.51,3066705441.90,2000240097.27,1462811523.26,600666627.97,2442393239.51,1810943263.70,1394885093.63,932675833.22,1933011163.76,1443153731.67,955096549.60,456256183.36,849260909.33,661838939.85,455170319.76,201416057.84,948236835.18,728058113.76,470950942.41,219413866.37,863109234.54,662088773.52,451204340.28,223657160.63,925745192.58,679564403.95,451792670.00,207360899.16,758593854.27,564664944.69,355192607.29,156923413.63,684577302.53,502628388.95,333093670.88,151583909.09,833279400.86,618098578.26,393102444.81,749911121.54,324596223.65,796449725.96,499432138.77,0.0
4,营业成本,5001411518.85,3549728461.12,2040712085.14,874196211.17,4538398633.50,2404459529.97,1713596629.70,992363204.25,5321336653.62,3973136048.28,2834755049.97,1424945544.44,4956048086.37,4011543571.87,2838539294.54,1259693734.78,3556322503.70,2559356916.59,1994737689.91,1314084946.58,4393439839.59,3739407525.84,2914279720.69,1720581609.70,3531549907.64,2279224292.56,1495228661.41,745952104.33,2894030850.33,1827167577.27,1231962338.55,695580358.45,2672082122.10,1741614119.64,1280485642.48,518813552.65,2204206741.89,1675119485.92,1308545762.70,868908815.29,1791933921.93,1323999684.33,883652590.01,428042479.11,758083749.74,577344898.10,390903283.67,165385957.80,865175229.04,639863560.91,409191875.98,189849226.99,766267534.67,591444162.15,403623280.25,198836501.63,850542437.95,609441133.92,406074207.84,182831872.51,680146572.02,503783376.84,312352378.81,134412825.68,625702561.10,461810354.68,309193667.53,131253551.02,747896012.15,554157326.35,348793462.85,684170520.93,298687488.58,730959549.89,455364924.92,0.0
5,营业税金及附加,678072084.43,699525517.39,318618699.07,58365155.43,772004530.80,38894511.86,26352063.31,15932721.63,80777695.62,46233280.92,31253754.52,12239474.14,202761883.18,159663186.40,116562263.31,51778392.86,152370743.42,82208369.81,68728836.71,42147269.66,186452609.57,156628426.81,134283547.39,79585177.82,97967533.24,40305405.99,33937942.02,15898004.89,115734757.23,66715176.50,50537903.30,37770027.18,140264390.51,86679020.79,71133030.42,25933233.39,86393969.84,58952076.20,45197152.59,38518863.96,76011306.94,64388508.38,40002446.35,13291237.86,2927523.86,1814331.81,326232.57,208591.98,5013923.79,3354523.53,2185919.63,724771.56,4916047.19,3480291.33,2002001.11,126338.81,4445338.84,3380558.67,326050.76,133898.50,1545476.20,492960.69,146536.77,32887.08,380504.11,317391.88,228143.83,128334.90,977979.88,841182.71,585287.51,3613863.28,1520349.15,3086357.81,2152091.00,0.0
6,销售费用,190517872.52,113313473.52,72005416.89,30498681.40,146416364.99,94003116.93,59844771.17,20946857.61,115717458.04,74555302.08,43375925.63,20402059.79,101699841.11,60414227.76,35688666.66,18044750.35,72871195.59,49102992.63,30933386.42,14485167.22,71897956.54,48917822.71,33955324.80,16687972.18,61679876.89,42461397.04,28423634.92,13497149.71,55486597.48,39713980.43,28475063.46,11827933.17,75156384.93,43286698.75,24211168.88,14439990.16,25554033.22,15657207.91,9604612.87,4971471.43,17465184.37,13518666.99,8457531.89,3846779.85,19796978.54,14939423.53,11211121.60,5363112.64,19214382.35,14215321.31,8336249.52,4096710.22,18612004.60,15807151.57,10349618.73,5488004.55,15070778.19,13893325.24,9471426.11,4852682.07,18635989.77,14941378.00,8832623.41,3512790.76,10496936.86,5128318.45,1014455.54,1601688.87,9199040.02,4373008.02,4379748.10,12895056.38,1041237.55,16408589.68,6547388.02,0.0
7,管理费用,292299259.13,150432233.09,98089494.81,48995443.97,254141545.13,143932093.20,113365807.02,56836503.29,258938114.93,163251043.87,108924690.57,52921771.63,201517023.96,124338416.28,82054027.30,43134222.56,172343954.04,122815553.38,82232506.13,45424687.93,182227886.87,130369177.05,90296488.14,48556684.83,203477618.56,138622104.43,100857738.50,50251974.59,197169370.94,136260171.90,87400071.58,44012331.26,156940207.07,112368035.67,76472959.28,37735562.19,134620737.13,88054865.27,55990844.99,27072352.32,97892862.44,82789049.81,52355989.37,26452845.03,79452087.79,74181089.04,53720870.92,30935310.15,60195953.37,68962952.50,50162794.16,24567730.06,78302875.53,51509278.46,35919375.07,18643270.14,61922699.66,53253504.93,37594360.69,19901450.08,63275604.54,47321994.07,35248451.67,18977586.27,56436950.71,40648494.97,27718103.49,19006208.71,71156865.98,54100724.59,34997117.54,47217097.59,22818389.28,52191990.90,36631715.64,0.0
8,财务费用,-140839013.38,50281523.79,70882026.06,17036074.26,-91392025.94,21810695.14,26299478.25,47567340.80,-112971481.41,100527618.94,57001352.44,25472401.76,-70104458.05,62940833.54,39158811.09,20643130.49,-31147822.04,53946975.90,50642978.51,25725014.06,-17072766.83,39139709.85,25768950.27,10482447.26,30972355.95,35880624.57,26474184.91,11167979.05,49755290.69,32318675.01,18076232.38,4039020.45,13423819.86,16336578.49,10553078.27,3744289.58,-10884172.98,-17859036.18,-15471944.10,-6795669.78,-43878696.25,-38827174.25,-30195503.92,-15377158.49,-6796508.94,-5500903.23,-135778.60,-476914.73,-1272040.65,1661755.51,1074103.12,175427.54,-4989227.45,-152109.99,-689934.88,563045.50,-6236062.06,-404118.81,-1673375.40,-359004.00,-5009788.26,-1874764.91,-1387383.37,-12676.16,-8439650.25,-5276171.03,-5060699.51,-405874.41,4049502.83,4626336.59,4346828.81,2014583.36,528759.09,-6196762.32,-1263980.81,0.0
