,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010930,20010630,20010331,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19960630,19951231,19950630,19941231,19940630,19931231,19921231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,3961669942.44,1001952666.88,755390079.96,385944107.52,2787240632.53,1199003679.43,825013984.97,544366414.09,2904690690.53,2652727809.60,1317146732.43,1038683462.42,2059204077.18,529718717.13,372057479.96,196079291.87,1077418500.93,636050308.12,338761310.39,135271193.34,1268451451.86,812558050.45,501367559.78,194462902.01,1619227227.60,1481738491.87,1348194107.29,876432175.84,1861298830.99,1041304227.34,622922900.92,122683018.94,1408565307.32,1291820059.77,1146591748.07,977257810.34,993175350.38,835716532.43,697428583.67,83097068.04,845366939.69,758785069.84,536738584.88,131156469.72,623465139.63,200092541.04,136455256.05,69197447.08,332985105.29,235841869.18,149851407.46,63516477.63,316245286.07,228712836.84,177173816.03,80375521.35,964972151.01,539948120.42,344418635.47,104734196.37,1331846479.76,505477148.49,258697028.82,76281643.05,1081053664.44,365020670.34,249020130.92,65184070.73,793007462.69,344025190.08,249983652.81,88488894.63,1025470886.78,407620000.00,244480592.97,67550000.00,594473401.98,256146396.41,555178992.71,186290752.81,654547787.37,187476309.89,716397293.71,219196558.75,979433352.96,321469520.24,1040732208.23,420463614.39,718360788.51,342434610.22,750166634.62,764127314.57,0.0
2,营业收入,3961669942.44,1001952666.88,755390079.96,385944107.52,2787240632.53,1199003679.43,825013984.97,544366414.09,2904690690.53,2652727809.60,1317146732.43,1038683462.42,2059204077.18,529718717.13,372057479.96,196079291.87,1077418500.93,636050308.12,338761310.39,135271193.34,1268451451.86,812558050.45,501367559.78,194462902.01,1619227227.60,1481738491.87,1348194107.29,876432175.84,1861298830.99,1041304227.34,622922900.92,122683018.94,1408565307.32,1291820059.77,1146591748.07,977257810.34,993175350.38,835716532.43,697428583.67,83097068.04,845366939.69,758785069.84,536738584.88,131156469.72,623465139.63,200092541.04,136455256.05,69197447.08,332985105.29,235841869.18,149851407.46,63516477.63,311948669.86,228288394.15,177142145.36,80518391.97,963481024.09,539857784.40,344628662.44,105176856.95,1326289977.75,505639076.16,259275868.71,76575021.12,1079474318.91,366461579.63,249851393.54,65663277.09,781284955.43,333677559.87,239924781.12,88195528.46,1021639372.64,406460000.00,243564015.55,67390000.00,526791452.85,254240798.65,549238262.97,186290752.81,642541185.86,185797330.82,705921461.41,218377732.02,969978540.01,318706148.87,1035801994.16,418802875.73,717902879.98,340669725.74,749255242.00,764127314.57,0.0
3,二、营业总成本,2966054505.18,896123523.02,626487025.20,282527658.75,2013464731.84,1011480863.25,716725177.60,473226448.55,2178847472.64,1902269315.24,845284867.98,638345727.45,1566730359.40,538472557.97,376637158.32,196929475.94,1037507557.45,579627409.40,302467177.17,133601562.06,908328822.13,613341249.59,363599623.62,157739235.15,1200805740.45,1023781670.03,893486628.19,565550194.14,1379046423.21,817059073.24,497866543.22,117903244.58,1067882198.44,889047863.29,751278091.75,600949594.44,801568833.29,679762744.29,553077908.86,82630360.50,716121309.48,565921369.82,406296629.50,109780169.80,617322969.87,235015478.75,160020305.17,76168973.62,413449519.44,288578214.74,182306949.41,77494909.20,345098796.62,258913755.88,193565812.95,88067462.12,868619406.57,502353865.04,321255834.69,110021079.63,1194614785.05,459385439.26,245787950.20,76172174.68,898718545.31,350027354.03,240070859.46,65345489.45,749305786.36,326672425.59,237056665.02,87713761.27,912332166.74,0,224657795.02,0,583698986.30,250308782.59,517323002.28,181438579.54,611813177.36,184122973.90,791614139.16,0,934222667.33,0,863619281.60,0,646173512.23,0,631687007.64,548455054.19,0.0
4,营业成本,1433615885.43,532182778.63,381969088.48,197403666.57,1315189991.84,909246628.59,689187341.10,465535043.55,1627867905.64,1420061473.10,498581168.93,262456401.41,872534223.43,425159240.17,295007821.86,152504124.12,648572894.10,407079845.48,199054160.59,96780815.07,520485126.20,381853260.32,230835231.01,99128200.24,744847455.76,635617538.27,553178605.80,349454161.89,841932253.07,556100440.83,392019121.93,83328784.36,563184206.93,450139868.44,364020033.56,266881637.62,673496987.55,576782431.01,484094910.86,56831611.01,431856954.60,355041716.72,251443084.02,73047028.27,339569377.34,139933890.54,94294488.92,44955436.90,261196620.14,190589267.31,121813029.64,50364365.43,235266935.67,157867785.81,123238805.88,54710895.26,623205720.96,369831115.13,229467176.13,75143750.70,815576100.10,304836505.49,146269878.90,43890079.78,659063844.07,246103729.92,172237341.63,37792605.12,523440680.24,213501821.95,157929455.05,49370016.78,700080674.46,0,151673094.74,0,380981561.22,182164471.73,335041003.22,116418393.23,420690136.24,101026664.94,569972318.90,0,694873041.46,0,651734931.23,0,515087456.37,0,535986537.42,485273757.71,0.0
5,营业税金及附加,1081511281.04,134703867.42,120082220.00,55927909.35,613426966.17,62944209.41,7299438.66,4305000.94,463876115.22,459639976.26,357170022.95,353425058.62,471132933.89,25613594.87,23744962.40,17801270.26,159676120.22,84688366.10,46781146.09,11318731.55,277057303.89,152426532.16,82288326.22,35390468.29,312773207.11,300827247.86,283964714.90,190690106.03,398859737.67,180373360.25,58288134.08,11142216.09,345229393.29,349627243.06,334516034.85,310352802.05,82649517.32,67068515.89,55987291.87,7093878.83,146024553.22,136650044.93,97185166.54,15558017.55,90044123.93,10513045.79,7268582.46,3612839.38,18988428.83,11448735.91,7283424.64,3010047.54,21063433.72,16136883.37,13718838.73,3786199.11,51633326.53,25512860.33,16447781.54,4859674.35,86948751.95,24307369.97,12136401.99,3307179.86,57155199.93,15825136.45,11242491.67,2654793.66,31261151.82,14744487.95,10940311.11,3910705.56,33488928.75,0,10295276.15,0,17942151.72,6475717.73,19894510.42,6971613.86,29227823.35,7989995.49,33593817.46,0,39557033.51,0,39088029.64,0,17508769.04,0,29400812.66,26638864.27,0.0
6,销售费用,111553952.50,43482379.03,18292724.72,3702598.12,46501225.18,14808076.92,9296529.76,2237799.47,31179193.33,19823652.31,10856348.95,4952737.50,47306701.76,27517133.33,16539759.59,7399801.43,41941165.94,20236447.48,12658266.69,3613799.88,26318080.91,10901830.81,5167082.37,1632556.99,40219755.20,14174997.96,7367804.79,2370494.97,43951174.60,18738366.82,8202034.38,2811219.62,32792286.16,16044617.43,7800071.81,2106306.08,14956309.36,9675675.91,5750823.99,2205666.09,21209571.81,13915047.48,9657906.01,2708438.21,19695986.96,11949351.80,8616818.47,3421683.20,15923457.32,9855233.59,5976799.72,3279143.00,17104451.96,13197547.02,10538414.08,4801206.51,35081654.43,13403620.18,7791699.71,3074562.93,33219285.82,16995402.16,13724840.81,2425614.03,34491217.09,7198060.36,5026550.68,1020082.22,30989815.42,5772215.14,2401131.80,1313824.51,13325779.48,0,5172940.62,0,11889085.60,4790109.49,17655664.68,7229441.74,16522767.92,4794577.85,9472077.13,0,15469651.44,0,15632005.45,0,26418243.04,0,43048918.42,12217485.50,0.0
7,管理费用,204654552.64,85821358.91,55957281.51,25486107.05,102852213.19,67735440.92,43316443.65,20075315.46,137028655.69,80080322.63,52072280.85,24965424.45,99528601.79,70448478.37,44572155.45,21323784.82,102968126.79,73176801.98,48330181.70,24803739.93,103915932.80,74857014.55,50185597.53,24658855.05,109662479.90,76883399.94,51339858.73,25098106.75,109680547.70,70816177.65,46636730.06,21196209.84,92292907.64,64975199.36,40600226.81,19894087.19,92642838.43,53328348.19,33364276.21,15940013.09,102009696.27,51440568.19,37914659.32,15158480.62,139121028.95,62082671.13,41208248.17,19161292.00,86870710.57,64952649.27,43347948.65,19197013.84,56395204.55,63048236.83,40124715.83,22419359.20,125880463.14,68556781.54,50285505.91,21279615.90,218387710.98,91674250.67,57543188.73,22693239.41,118795525.36,69985086.75,46724392.66,23536444.58,117873946.12,82099937.73,58740920.93,27695304.05,113356432.59,0,46137151.39,0,116998509.94,37558869.75,93631958.33,36063007.09,93569893.46,52591292.65,109786824.86,0,119375230.60,0,115503746.37,0,83001194.19,0,26678838.72,17269152.75,0.0
8,财务费用,134718833.57,99933139.03,50185710.49,7377.66,-57579532.57,-38456220.90,-27617224.65,-18926710.87,-24407456.38,-21808246.88,-17763773.52,-7220614.53,-22407438.75,-14076786.73,-7038438.94,-2099504.69,-7514689.31,-5904548.71,-4714375.50,-2915524.37,-12697790.50,-8148467.29,-6325233.01,-3070845.42,-6334701.69,-4963868.24,-3595065.02,-2062675.50,-1504589.66,-3011331.35,-1321536.27,-556953.89,12119255.73,8757039.65,4842829.37,1714761.50,-2813250.22,-1085097.82,-112265.18,559191.48,16054025.03,12658522.18,9395168.40,3308205.15,22355106.10,12359751.49,10455399.14,5017722.14,26413569.23,14618913.77,6772331.87,1644339.39,15268770.72,8663302.85,5945038.43,2349802.04,32818241.51,25049487.86,17263671.40,5663475.75,40482936.20,21571910.97,16113639.77,3856061.60,29212758.86,10915340.55,4840082.82,341563.87,45740192.76,10553962.82,7044846.13,5423910.37,52080351.46,0,10902119.54,0,54546012.64,18752356.25,49608826.89,14756123.62,51003392.89,17720442.97,68789100.81,0,64947710.32,0,41660568.91,0,4157849.59,0,-3428099.58,7055793.96,0.0
