,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20031231,20021231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,6277530054.57,3641060666.52,1278807273.56,8458450179.59,5818693664.42,3484839610.59,1224913069.04,6233050789.27,2989216840.73,1621362138.18,554996254.28,3081860748.46,1882610155.46,1042533326.38,309009125.79,2101482138.09,1287716120.84,243000932.12,103093463.67,716060234.61,513808009.31,226679169.20,84384146.78,769233340.97,505160617.20,244045439.34,124255763.25,691214660.60,479068814.32,247057637.74,129105048.27,776359138.99,579326555.55,304913961.62,129331362.36,554317044.60,356208895.58,184973928.56,104299108.65,509839028.19,339390401.16,179720032.56,98918353.28,412981840.83,271774932.65,163859513.35,83742016.22,566295103.18,419765060.02,242760630.49,125941160.89,593824099.46,439235650.68,287317133.21,136790548.13,529133442.50,399964743.00,216043193.16,122965520.65,563946853.73,399399559.07,216779358.48,447530446.68,335665721.82,0.0
2,营业收入,6277530054.57,3641060666.52,1278807273.56,8458450179.59,5818693664.42,3484839610.59,1224913069.04,6233050789.27,2989216840.73,1621362138.18,554996254.28,3081860748.46,1882610155.46,1042533326.38,309009125.79,2101482138.09,1287716120.84,234402082.42,98884258.99,696008522.05,499824845.88,218791842.91,80628835.34,758700415.60,505160617.20,244045439.34,124255763.25,691214660.60,479068814.32,247057637.74,129105048.27,776359138.99,579326555.55,304913961.62,129331362.36,554317044.60,356208895.58,184973928.56,104299108.65,509839028.19,339390401.16,179720032.56,98918353.28,412981840.83,271774932.65,163859513.35,83742016.22,566295103.18,419765060.02,242760630.49,125941160.89,593824099.46,439235650.68,287317133.21,136790548.13,528669895.29,399564767.79,215657508.14,122796213.84,563658847.70,398889793.47,216854594.63,446927130.96,335191928.19,0.0
3,二、营业总成本,5930563281.30,3779806068.31,1649321390.15,7361578217.52,5275394639.09,3276085668.30,1347181602.92,5394235946.35,2714258331.41,1571700830.09,676299524.05,2622023323.96,1743772154.28,1070702621.78,477945188.10,1797357013.72,1231627161.48,230471970.78,97430370.93,649267625.96,443517315.94,210710470.13,78181388.31,787841819.37,454760984.48,230957096.07,117617181.66,609642689.52,428584892.49,233692878.88,121756199.13,698699467.74,536796692.32,294271757.13,123158366.05,522118400.21,334090614.42,177658505.40,99272549.10,482175193.43,322024675.42,173842896.14,94667280.78,395821571.55,255617184.95,158738602.25,80507582.99,535870181.01,394222234.12,234843813.44,120080253.67,560332263.46,410987929.47,277854977.30,132299824.28,499512373.49,378860258.11,211038272.12,119697076.39,535116374.28,380829386.85,212598785.50,418722890.56,312836116.25,0.0
4,营业成本,3674516954.73,2344165299.69,1018948738.00,4435543136.77,3122430746.22,1927203388.50,824311041.36,3305842153.46,1607703653.86,912262660.68,403895644.81,1593099881.14,1054987145.26,645996106.80,287994101.58,1093803294.70,735007941.16,203239821.19,85021682.31,556375832.12,390693544.98,180750310.22,65873397.52,624264230.89,411752426.16,204748056.61,105999396.82,552430922.81,392694832.90,209481156.29,108166229.47,643419400.04,499522077.79,270291582.54,113183634.31,487245059.11,309240439.19,161559143.70,92342805.46,439583068.93,300397846.07,159877295.71,89069045.79,365088505.77,236760445.35,147704653.58,76475808.64,501552367.09,370580841.51,219786798.90,112239155.43,525457022.53,383078442.15,258654230.25,120869082.25,451775599.12,342468923.31,186594625.97,106630749.14,493558949.17,353278186.14,195848178.14,380728387.19,286706185.30,0.0
5,营业税金及附加,8393532.55,6223834.77,1481170.38,12241112.78,6396947.43,2769239.10,581615.12,7779361.55,609410.35,289899.04,44951.11,815109.12,216155.37,123487.00,53201.64,2354162.14,655348.03,2024948.34,1401204.46,5794018.94,2923435.89,2361889.43,2018220.45,4530749.54,1679468.93,1661713.03,1042669.28,4857444.91,3130687.74,2569636.82,1948066.91,3136069.67,1478208.00,1290432.23,373720.48,824735.49,545994.86,536286.68,155584.77,555155.08,435891.13,220558.08,127518.08,796320.63,574148.56,440939.33,340998.51,893734.55,624953.15,373929.53,65319.26,1130422.42,618176.18,449690.21,107520.55,488426.56,322468.73,230764.04,149907.04,559071.49,360289.04,248176.14,441914.22,497665.04,0.0
6,销售费用,1433758222.87,910302583.50,384636032.41,2026747403.35,1516097174.09,967981799.67,368262589.03,1488121514.88,787218730.94,453550589.17,185640586.59,718023350.43,497367843.01,298292455.66,123044101.31,483963720.39,342368671.48,3174807.23,1657360.64,10790437.96,6878197.22,3407029.80,1578821.93,10842038.74,6755973.34,3993292.95,2277423.30,10121159.45,6886421.97,4013467.36,2471837.40,10966096.58,7458358.63,4805150.51,2180572.61,9161172.67,6073507.10,3573572.50,2031097.27,9233460.90,5424458.45,3418431.18,1467674.65,6606826.74,4537138.16,2908525.41,1178748.47,9146015.45,7107999.21,4730788.82,3323357.19,8759969.57,7647869.71,5471102.88,3569133.41,9783034.90,7308959.05,5731423.15,4832341.40,9200229.91,5753790.30,3010235.19,6748485.59,3028378.55,0.0
7,管理费用,454722532.70,308565538.54,151000137.29,577964215.12,419210235.46,268013048.79,119612618.59,463538394.62,234548046.57,153887803.26,69031923.22,263725741.44,164162372.47,109973147.16,59134578.76,195338730.59,140259560.37,20015563.76,10229813.67,50180749.78,31861827.14,19844144.11,9316399.48,44008332.51,27631818.12,17190247.17,8164594.46,37359226.71,26415311.77,16833217.43,8895081.24,35708982.93,22334122.62,14047428.21,6686464.37,26126420.64,18827237.80,13329673.05,7472893.15,35014157.42,20352361.29,13794834.40,6731794.26,24880534.25,15647808.71,10731399.14,5361907.88,23769539.98,17280211.28,11657931.97,6116957.62,23896954.37,18713339.67,12501660.88,6415014.82,38104606.45,28683922.65,18607387.10,8052727.50,31376172.04,21094998.49,13283840.18,31129663.55,25821544.14,0.0
8,财务费用,324805668.24,187584710.60,83561520.17,245761934.65,180445889.94,105112062.16,37780017.13,111200771.66,73797575.68,42657297.43,17209558.58,40329097.54,25351333.91,14907425.34,7565905.50,19881250.48,12893072.82,-281452.79,-642825.49,8098209.26,7471299.88,4978252.42,1930917.85,11548955.90,7019567.71,5712580.51,1741811.86,918550.34,-1746780.08,-1074299.42,-689278.59,1200456.69,1069203.06,-230904.19,-780326.03,-1430285.15,-2116228.24,-1946776.28,-2161654.07,-4307683.47,-4364504.28,-2705158.58,-2739895.99,-1149063.42,-1896454.18,-1951498.37,-1951402.75,-1604895.60,-1706624.36,-1660081.07,-2535170.69,4322.90,-687794.55,-459639.50,9432.88,-639293.54,75984.37,-125928.14,31351.31,421951.67,342122.88,208355.85,-325559.99,-3217656.78,0.0
