,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19971231,19961231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,5113570735.61,3083236019.18,1413103684.13,7261283057.12,5109891125.42,3160577963.02,1397986431.90,7048258292.10,4828603649.24,2952327595.45,1258644502.09,6531376106.65,4321730667.62,2722826285.44,1108964830.76,7676701869.00,5802872527.16,3629075748.26,1600080225.15,8439677763.48,6050710864.93,3743665222.46,1541075892.88,8189797185.12,5737066848.12,3516546929.09,1452312042.15,8312517980.32,5878348652.67,3653891136.97,1497884183.25,7312656189.01,4794235670.32,2987163665.18,1219851352.22,6920721115.81,4803822781.55,2940607536.37,1212253680.74,6426930100.49,4206937959.74,2398992142.86,1021221004.74,5712717158.28,4159661759.27,2552495093.01,1082825176.12,5805551983.42,4027162474.91,2409514636.35,977976997.61,4081342875.21,2546796245.44,1478537969.78,471618674.84,2406377740.03,1638863649.60,1003291686.73,402064380.45,1854347004.24,1218054175.31,775759814.51,309528233.31,1599949281.79,1084816465.35,700886782.39,282475132.47,791321276.65,501515437.88,274589597.98,117547423.48,540954996.13,238943351.07,435671116.85,150041574.60,364396106.84,140141470.81,379033018.73,418415217.40,357040407.84,0.0
2,营业收入,5113570735.61,3083236019.18,1413103684.13,7261283057.12,5109891125.42,3160577963.02,1397986431.90,7048258292.10,4828603649.24,2952327595.45,1258644502.09,6531376106.65,4321730667.62,2722826285.44,1108964830.76,7676701869.00,5802872527.16,3629075748.26,1600080225.15,8439677763.48,6050710864.93,3743665222.46,1541075892.88,8189797185.12,5737066848.12,3516546929.09,1452312042.15,8312517980.32,5878348652.67,3653891136.97,1497884183.25,7312656189.01,4794235670.32,2987163665.18,1219851352.22,6920721115.81,4803822781.55,2940607536.37,1212253680.74,6426930100.49,4135297142.01,2361487497.41,1021221004.74,5599999650.29,4159661759.27,2487954100.89,1082825176.12,5663740868.46,3931039140.92,2350375778.72,977976997.61,4054678333.33,2532894541.70,1466928725.35,467559751.13,2392152787.45,1626622973.12,996092421.46,398385723.57,1838443816.76,1211820277.25,771475690.76,307715459.06,1593369024.92,1080343521.61,698444315.35,280898239.57,785200591.69,497803617.24,271914682.62,116587530.10,534886722.07,236448726.09,430549949.76,148582345.79,362697379.41,139386048.42,377861712.01,417498067.83,355964730.54,0.0
3,二、营业总成本,4580368195.82,2848609554.51,1347247721.87,6481459415.50,4601954467.49,2930728388.91,1335670687.64,6329961759.16,4386958579.22,2778568528.04,1219886105.86,6000479000.77,3989775253.44,2591305226.52,1087609570.61,7391967182.68,5615056459.62,3544766650.13,1573514832.77,8201364563.28,5902529352.31,3680065580.99,1531877116.97,8003500439.10,5645369349.21,3477320203.53,1470414693.49,8174593600.97,5793654532.10,3630022281.13,1510473211.23,7214991465.47,4691772525.27,2928152176.13,1210736465.94,6744897092.72,4672815082.32,2860850678.73,1167018479.98,6216531280.34,4050850636.72,2313312330.74,988622136.31,5499638553.02,3971393344.25,2412535064.44,1031361568.19,5569285433.36,3845921593.53,2295559634.41,925730131.86,3859295709.08,2410726884.68,1401948730.65,447687499.89,2273429577.71,1565591539.80,958913390.47,377431824.65,1717347577.38,1134197092.65,723329720.75,289922642.67,1470820015.15,1013150491.88,658843296.88,265179388.88,697971367.79,452600476.92,245672190.98,104949742.04,468138858.38,215027531.77,369165285.95,121684913.91,287727695.05,114109832.96,311307034.33,360591366.69,318674535.18,0.0
4,营业成本,3255727716.97,1994406462.26,923475391.09,4616962340.22,3275200012.55,2047649872.37,922251866.51,4543180617.28,3100325577.85,1920418865.77,811807952.30,4314017258.06,2821294196.41,1801115318.96,720186866.25,5451841083.63,4175279636.72,2617082647.36,1145080692.29,6223805002.95,4493333634.92,2794070449.74,1138468831.68,6142898677.17,4328239451.96,2648677106.63,1117696065.47,6317165574.68,4513251172.71,2823891848.08,1161438916.34,5502320523.24,3536783606.61,2183036896.35,894268691.04,5165692386.33,3580889242.78,2200646115.68,902488556.03,4871902709.62,3106540630.50,1766511975.99,785964673.88,4279432435.43,3219971071.93,1888270578.77,829366103.46,4418871214.98,3052100277.70,1793867601.94,747770699.16,3210853858.22,1999796105.86,1170238408.52,368796710.00,1893738923.82,1275198627.63,775578228.44,323741165.70,1431564177.21,941365858.12,602071418.73,241389081.35,1277663745.66,874444891.76,559808721.20,215950167.79,611533750.16,393661616.98,213438678.49,93066062.92,414550498.99,190304085.17,324849387.79,114354899.22,265778572.27,103806425.00,261336184.11,299586378.56,272179124.42,0.0
5,营业税金及附加,68042453.97,39407377.68,17631668.27,113540908.66,75479980.41,44227742.22,17722097.76,111655457.98,80072424.12,47354519.53,17402419.47,98516231.33,61381981.31,34469114.93,13551377.59,91839063.81,65865827.84,40017362.84,16330104.66,89943479.90,60378806.44,33618988.13,10990606.71,70309934.11,46574500.48,23345984.35,7915535.97,79493273.21,51018061.59,28306656.67,9642809.88,76470384.45,47335610.22,25887183.66,9442086.06,51610562.77,31223956.79,17735373.29,7133600.29,45688286.58,27300238.35,12926978.41,4278629.60,34024236.47,15865299.97,10487487.53,4156153.41,33633396.82,17879609.45,9691981.15,4912724.65,15714266.84,8802283.08,3829111.99,563056.65,7818077.14,4840690.14,2077446.85,618805.77,6031977.24,3988356.00,2620999.38,712566.40,6289997.54,3481351.23,2526898.32,1013385.46,2867064.04,1579359.35,1092925.30,488831.01,1473450.87,333257.71,2137998.57,127570.15,2146583.97,459642.75,2290045.73,933729.45,1054341.24,0.0
6,销售费用,725389933.19,463726203.11,234547425.70,957894722.48,736272007.64,484499142.37,228727993.22,948459078.07,708117502.03,478378413.18,219449071.20,819336982.34,599142220.47,418406577.77,186016602.97,973362302.96,742581887.10,462751423.20,199645687.92,991173760.89,703177271.90,430548941.29,186107490.17,917216503.05,648163073.55,398554097.30,151055130.08,901450842.51,573757946.14,356011677.07,141360149.72,740655683.45,465472163.10,282858616.61,121433906.71,722931202.17,478300664.23,272199008.96,104433316.66,635090090.13,370590492.57,208447624.28,86730686.73,447338359.89,281905020.13,158442069.51,78300684.24,425603493.55,286250816.95,188121751.12,76075411.09,283492223.10,182731132.60,104856660.74,32530520.75,187924959.81,160555360.75,102265973.86,24804877.79,150837344.83,104567924.96,63361714.69,24425306.83,86617934.74,64098092.44,46343828.47,24752769.59,33952948.40,24545642.70,12807815.65,4784058.04,23171245.92,12436424.11,21001890.37,8112900.79,17028050.79,4349507.30,11913652.11,19303228.86,11516668.65,0.0
7,管理费用,419216145.28,270470698.51,135309615.27,619079849.98,418884780.97,335950123.18,151656711.93,648079819.19,449885029.22,302218955.90,159889586.68,601153158.42,433160694.49,286710091.22,146186196.28,654500797.12,474901987.58,314750710.78,158845137.95,642409087.92,461812461.05,297406278.55,145212922.36,607686634.44,424956851.40,277665838.70,135548343.07,553760725.93,433217677.23,269599542.09,130213210.61,529984593.58,428930423.98,291231310.04,129413283.79,516869163.83,394271522.79,251072074.96,94805312.74,406635436.52,305284769.34,189596162.35,73409238.71,356261054.96,263250267.62,164758730.70,60923702.41,334032462.29,250746241.54,171894276.86,54462857.70,212941318.86,139961012.09,80539646.38,31361140.22,137756623.22,94512916.03,58849451.46,20458472.44,93126696.70,62121093.66,41314048.51,18608557.85,74553516.18,54192174.30,37928307.98,20074005.60,37773451.29,24988351.93,14813143.54,5064732.41,24024722.60,13406970.97,27062655.15,7594384.58,15263948.11,7605642.89,21398165.37,24134194.39,17944967.05,0.0
8,财务费用,-2346988.93,6525434.17,7447879.33,6581283.20,12384640.04,13956001.13,11912222.22,56086826.49,45453541.77,29809517.78,11967376.06,44269654.16,53448269.25,40361111.77,21008478.27,140914576.61,136581699.67,101665613.30,48777767.93,207551076.26,172139226.10,117816509.02,46304432.64,251960854.95,201157249.96,136973870.01,66098042.10,300112031.04,213614179.43,147051899.46,66148446.64,323457307.26,208062714.08,141058941.08,55626883.66,250834943.42,191278671.90,123562227.00,58100062.99,237465648.99,183285305.34,108061878.46,38200297.41,286402672.90,182770379.46,138453512.66,58105342.61,217946811.59,157791809.01,80140497.10,38478086.37,136294042.06,79436351.05,42484903.02,14436072.27,46190993.72,30483945.25,20142289.86,7808502.95,35787381.40,22153859.91,13961539.44,4787130.24,25694821.03,16933982.15,12235540.91,3389060.44,11844153.90,7825505.96,3519628.00,1546057.66,4918940.00,-1453206.19,-6565338.60,-8390737.04,-12817196.53,-2111384.98,14368987.01,16633835.43,15979433.82,0.0
