,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010930,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19960630,19951231,19941231,19931231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,517298113.00,432707708.96,307271037.22,146980250.21,738392817.95,554640886.70,364761113.54,151797674.86,804670831.70,590473119.05,395300189.16,173497452.03,756806016.06,528176404.23,337523526.73,140829624.72,814661108.07,641201135.88,421917468.00,173428971.17,842531590.75,621791148.12,402936382.25,170619445.15,895720525.79,668426563.92,417364980.48,162125409.53,977467204.54,750885276.90,503213495.77,216559029.04,1075766395.44,824701289.00,552495607.12,247811383.19,858178379.09,541795341.89,358655461.43,150803746.80,519957815.17,371244558.43,218187418.06,94009739.28,706957606.33,658507087.61,444987442.19,182310657.57,890474535.73,695318636.02,517354704.30,202348369.41,821108793.47,598809011.59,358125098.54,158886781.91,579119708.21,416403707.42,254530628.75,115875959.99,461693072.49,329140767.87,199890522.98,82110431.06,263205919.21,193805296.90,139044738.22,67208301.32,306592476.56,243058737.96,153684595.30,65021589.27,209053920.28,123968550.73,81148553.02,134186864.30,57826441.00,151156599.12,69244538.99,147231135.40,57368432.14,111825242.47,49166101.74,115828555.61,53218125.00,73689833.65,70388635.63,58487629.00,0.0
2,营业收入,517298113.00,432707708.96,307271037.22,146980250.21,738392817.95,554640886.70,364761113.54,151797674.86,804670831.70,590473119.05,395300189.16,173497452.03,756806016.06,528176404.23,337523526.73,140829624.72,814661108.07,641201135.88,421917468.00,173428971.17,842531590.75,621791148.12,402936382.25,170619445.15,895720525.79,668426563.92,417364980.48,162125409.53,977467204.54,750885276.90,503213495.77,216559029.04,1075766395.44,824701289.00,552495607.12,247811383.19,858178379.09,541795341.89,358655461.43,150803746.80,519957815.17,371244558.43,218187418.06,94009739.28,706957606.33,658507087.61,444987442.19,182310657.57,890474535.73,8921449.09,517354704.30,202348369.41,815635361.35,596061710.72,356311139.57,157914572.31,576371019.18,414277739.74,252994086.83,115303097.81,458545881.32,326986129.79,198167434.62,81463555.65,261808846.69,192674652.40,138394872.10,66873369.21,304586946.68,241431584.33,153108066.12,64705867.43,208161506.10,123898720.11,81076848.06,134165263.33,57806840.49,151136407.68,69235947.13,147169395.06,57339907.95,111640602.60,49165501.74,114674882.82,53139622.00,73601091.53,70334445.52,58487187.00,0.0
3,二、营业总成本,532721589.09,439869930.85,313178751.36,152646051.43,772146914.84,565436064.76,372173139.33,157296480.20,845748176.14,611476664.87,408647311.30,181979084.63,782816728.10,548830308.01,350920407.00,151254566.19,865111523.46,669553766.04,439552694.98,182527559.13,893011079.52,657589809.59,428559629.87,183112308.41,935883227.38,692372851.16,430985205.67,169591728.68,999083377.10,765027949.74,512243758.72,219325286.14,1086737974.22,827914834.65,551624757.27,246810916.28,861684812.58,534943003.75,351042905.48,150268399.40,520487188.29,370165038.62,217790114.04,93786977.05,766761439.21,662727917.05,445552387.40,182435751.50,890994565.62,693034534.73,515797381.92,202477813.18,811659239.75,590779238.04,352171891.66,156005806.41,564280007.00,405992057.41,245752936.22,111161341.30,435657103.26,310348950.69,187862050.62,78985295.63,254233530.59,187563130.66,134567162.47,64920932.16,292214896.44,237285020.63,150844299.20,64070863.66,210630665.10,125896317.08,85415823.96,155329865.18,68517191.12,147133449.48,68552923.76,130406817.55,52576178.46,105652368.93,0,103763392.79,46506621.00,69276507.59,69219919.03,56566049.00,0.0
4,营业成本,504248288.99,419906085.64,296357260.37,142201890.09,712118234.16,536781724.76,354265877.14,149225995.47,786083647.51,574324318.80,384314785.13,168888082.59,724765767.01,510011543.47,329592705.07,140544800.56,803272544.31,630711795.03,414658302.14,170508026.17,833257062.42,619029327.99,403535916.33,171756023.28,879290706.69,654260689.10,407274633.65,157833477.59,942119836.26,724242366.83,485197560.89,204960036.28,1028719517.21,786403236.75,523454665.77,232946928.83,809521737.33,495175667.85,323267903.15,137440615.96,470915397.41,333381934.74,194459694.05,81182552.47,689526131.98,618042259.78,416825681.06,167188378.70,840526949.29,655345591.62,490881122.69,188916226.02,761018453.03,552976206.22,327363820.57,143971535.26,522987967.81,374921861.57,226352551.47,100823127.36,402961323.36,286675057.06,172429117.84,71064437.34,231137966.56,169953920.10,122900694.44,59146328.93,271229284.88,216582311.60,136868788.35,57257848.09,186679340.82,110466099.29,75998757.72,129932542.17,55874869.15,126100786.14,57053948.39,110340876.91,44416331.49,91343327.84,0,88434737.57,40906117.00,60208910.95,60143117.30,50659340.00,0.0
5,营业税金及附加,1425308.28,1324700.64,1259619.59,874645.75,7311906.74,2456875.45,1633514.96,767316.95,3420411.99,2115424.58,1537752.96,145386.90,2962285.62,902651.51,350838.25,101887.67,742983.66,514598.25,131824.69,49533.33,1204863.50,862754.48,698344.44,305804.03,588181.52,380993.74,277643.68,110426.16,1407498.10,780498.01,444177.20,246415.06,1969010.08,936676.64,664555.39,194861.36,2003599.51,1289653.59,762226.79,394453.31,2152066.02,1474327.95,765415.52,373481.21,1891447.84,1043568.05,767429.93,351626.86,1339166.25,918772.32,261648.08,69505.35,1761934.48,1170247.76,558836.35,310340.25,1343053.18,841382.94,572557.66,384588.83,892775.19,534000.84,344804.04,42733.30,477974.33,383101.03,25640.96,13163.04,557624.79,374849.50,181195.26,22663.59,533428.35,433496.21,175591.62,411260.64,230530.26,1097074.27,555249.77,1483179.29,562266.71,935786.04,0,1163572.79,695526.00,581442.39,885667.75,908823.00,0.0
6,销售费用,2052863.89,1724327.41,1460023.57,908434.02,4239477.04,3155667.30,1887062.80,853976.84,4406636.11,3340341.20,2251743.25,1075730.65,3978724.57,2836658.57,1833625.23,894705.32,5201426.15,4048156.77,2570885.54,1281526.48,5212376.79,3800230.68,2493947.92,1206741.09,5001315.71,3719479.72,2497018.46,1082351.80,6310707.25,4450366.06,2968838.16,1856972.08,5286596.82,4159895.12,2956479.25,1524884.98,4868054.00,3709307.31,2640306.24,1013220.54,2671813.03,1838871.12,1144698.06,580374.78,3495519.24,4669474.48,1817841.91,1122564.18,4877707.16,4132980.86,2737038.31,1356224.72,4685240.76,3222542.61,1819022.95,746947.15,4124748.02,3069374.80,1999411.03,1052776.55,3940427.82,2858909.41,1520305.03,803033.18,1971674.26,1368070.65,768828.48,341483.34,2659165.23,2584939.68,1735191.55,969683.69,5984988.10,3999429.40,1448518.59,750352.78,383136.68,792297.48,314420.92,1538585.60,685851.05,1348671.18,0,591852.95,159956.00,625285.68,374176.70,0,0.0
7,管理费用,22594185.93,13650137.86,11224134.55,7564793.34,27259401.99,16068903.28,11306469.44,6216601.80,24832881.82,19633818.21,13671930.10,7275998.31,27219388.47,24114858.82,14077809.69,7597159.69,26343632.15,19517725.53,13613023.35,6163701.31,27072518.63,19069151.22,12062277.29,6174416.02,27727616.00,18171584.47,11338157.94,5545173.49,26503358.95,18786204.96,12636644.31,6669161.13,27943320.27,20286423.00,14178608.27,6715149.37,25619478.85,19486262.03,13712716.40,5471620.56,23382587.04,16534891.18,10691679.17,5716167.98,22213590.67,16176510.44,11477234.93,6249676.99,19352349.64,14333660.01,10896023.75,6130005.07,21564119.61,16208949.86,11293814.57,5659594.18,17440527.84,13575243.41,8387229.79,4848520.20,16205678.67,11920002.62,7626972.90,4427386.84,11798725.46,9187864.93,6369603.84,3158903.95,11533029.29,10223958.21,7064854.03,3473069.63,9740341.28,5675464.70,4428779.67,17362534.53,7410475.33,14348743.41,7064973.07,14096189.83,5790471.44,10106882.58,0,10125041.78,3896065.00,6483443.09,7001031.70,4602109.00,0.0
8,财务费用,2400942.00,3264679.30,2877713.28,2280704.86,12449357.39,9668037.44,6447807.78,3450675.05,15681383.19,13085371.73,9475487.11,4594314.36,20761288.04,15610030.05,10555421.93,4956987.59,21507507.62,15403359.05,10214023.59,4750754.49,23422292.12,16201337.74,11658563.86,4860813.99,21142618.51,15731168.03,9969371.82,4824970.18,22025437.35,16551264.14,10999606.94,5239006.06,20860468.73,15381321.50,10057699.81,4751634.49,19542474.41,14416477.28,10392351.36,5188251.91,21723076.86,15971203.87,10700258.82,5417052.39,30375605.11,22227146.22,14972681.69,7138977.01,24930128.74,17919087.88,11618189.45,5661100.59,22629491.87,17201291.59,11136397.22,5317389.57,18383710.15,13584194.69,8441186.27,4052328.36,11656898.22,8360980.76,5940850.81,2647704.97,8847189.98,6670173.95,4502394.75,2261052.90,6235792.25,7518961.64,4994270.01,2347598.66,7692566.55,5321827.48,3364176.36,6873175.06,4618179.70,4794548.18,3564331.61,2947985.92,1121257.77,1917701.29,0,3448187.70,848957.00,1377425.48,815925.58,395777.00,0.0
