,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20011231,20001231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,273141249.14,186765033.49,122140247.35,49244589.74,498962107.28,177011917.64,119549205.78,55659418.07,646934647.96,2326751494.07,1945669979.32,83213904.16,3087968844.13,2827380627.52,2421461652.06,943133200.59,3574216470.39,1698898534.16,473453287.70,250503385.69,3156807868.04,110727533.57,90747963.00,47323487.94,232829415.79,140745912.54,95794644.90,36783601.34,247818713.13,170494187.22,97040054.60,32199862.62,257430184.74,182013848.38,92918295.36,53594448.40,280660768.45,182057458.52,100613670.90,42999803.75,234667581.11,168178435.25,103565721.08,38608377.00,276805144.24,158305599.05,93407023.29,43368406.16,194481594.63,135508053.99,89517181.15,41467750.38,186945233.62,131610187.56,75650071.37,30276200.48,117549779.94,71667864.13,43971827.44,16541424.37,209980675.60,154802692.10,128860866.04,70294051.09,134894042.61,95606038.23,65337957.14,30710652.10,146143082.60,103257527.44,55067234.29,0.0
2,营业收入,273141249.14,186765033.49,122140247.35,49244589.74,498962107.28,177011917.64,119549205.78,55659418.07,646934647.96,2326751494.07,1945669979.32,83213904.16,3087968844.13,2827380627.52,2421461652.06,943133200.59,3574216470.39,1698898534.16,473453287.70,250503385.69,3156807868.04,110727533.57,90747963.00,47323487.94,232829415.79,140745912.54,95794644.90,36783601.34,247818713.13,170494187.22,97040054.60,32199862.62,257430184.74,182013848.38,92918295.36,53594448.40,280660768.45,182057458.52,100613670.90,42999803.75,234667581.11,168178435.25,103565721.08,38608377.00,276805144.24,158305599.05,93407023.29,43368406.16,194481594.63,135508053.99,89517181.15,41467750.38,186945233.62,131610187.56,75650071.37,30276200.48,116439321.05,70991812.90,43512133.96,16308916.57,208223811.40,154261948.84,128798160.48,70284417.59,133344049.54,95353564.73,65081578.64,30550474.60,144291427.60,101780604.94,54115716.97,0.0
3,二、营业总成本,909807249.33,444105391.01,318316582.82,261160890.03,3832694122.95,1356897660.73,855073463.83,630110448.18,2828567478.71,1876404705.52,1122045280.02,436061368.49,1701212039.28,1324467379.94,886726303.00,435377394.20,1952256494.39,715686362.89,462083547.06,224762945.81,1003511444.34,183491037.28,94354873.36,55260205.37,249070745.65,145705267.03,105244607.20,44215418.92,298698742.32,197766840.55,117536902.50,49022503.75,271935332.23,181750305.77,105725715.61,51022673.23,255282376.75,161993839.49,96201478.09,45107607.96,221570475.96,158909777.35,102979003.73,41783708.02,240786759.28,150349920.12,89363958.97,38782549.89,179155035.99,128087601.30,83086619.45,38090439.70,181711038.81,128169141.07,73196002.00,29248885.85,160673363.10,99673330.04,64196991.29,27660740.46,204411318.14,140497560.28,110073962.48,58860548.40,120168341.16,83466754.07,53342017.29,24410946.63,124177433.73,84407586.62,42113250.48,0.0
4,营业成本,182794895.40,136686173.31,93337274.93,43178242.81,353325510.85,108771650.38,74864855.51,36579381.87,498733218.63,236382320.26,177094047.72,29441109.63,590973392.15,463955858.06,309845778.77,78814022.01,430040893.62,209621676.17,92782667.55,47354603.87,257137675.69,38317842.10,38726122.10,25135291.89,133912210.99,72083137.48,55733070.28,21031020.47,146661440.31,101504406.13,52208848.34,15550815.74,135362162.58,91735523.38,43774791.38,19357475.76,137934975.19,84066169.68,46400530.34,19714019.11,113501540.18,79400009.75,48549333.70,16954411.47,136938607.79,75457092.26,40256501.71,16290439.64,81807760.75,54023603.80,36529456.98,15372529.41,83558075.09,60386510.93,30502450.64,12944295.53,70003752.16,40220434.21,25865982.78,10183741.00,112667140.99,75998603.81,66668118.73,35292036.09,51660187.04,34446163.20,24166168.86,10789783.50,62339866.49,38396849.56,17002988.55,0.0
5,营业税金及附加,6293528.21,4191001.97,3433112.88,2163565.68,14415397.98,7794769.13,3785002.89,1805133.46,72039467.59,9273987.33,3778076.34,1424231.10,46314067.96,16834982.99,16149766.80,9430027.84,87241695.98,42883090.27,3725153.21,3274090.57,44871539.21,497714.78,704772.41,148866.12,1552728.30,786309.43,483988.11,172098.65,2661439.60,2278100.28,1592512.52,871615.15,2165688.11,1515008.62,1338737.17,843396.26,3997914.78,1726590.75,1180962.50,592274.80,3546963.74,1667051.10,1141660.00,644242.01,3039047.61,2044321.42,1501273.46,684159.66,2073697.80,1421864.51,615230.43,186920.18,2061194.01,1188633.28,589012.76,222129.89,1713891.24,813436.49,401941.28,108922.25,1709623.44,1037640.68,559233.99,0,1114677.06,1114677.06,830027.50,351044.95,1898626.34,1123822.70,606438.38,0.0
6,销售费用,54110123.33,43353296.49,31611054.64,18055948.94,326350005.22,54326334.41,38543769.52,21459149.74,139469284.20,91169320.13,58425451.48,29106140.88,214446282.74,103398269.36,68677589.86,37919054.56,395373474.70,80013705.88,54873734.90,32090912.46,111393791.37,39361561.77,13090174.45,7852678.21,20048571.49,15162784.48,10269266.95,4639702.99,30453485.95,22453707.35,15265262.21,8738051.54,27950780.58,22953407.39,14846037.26,8617825.89,29367671.49,20341397.00,12909632.22,6168810.57,32245238.64,22606434.80,16337067.04,7560240.40,35037950.77,26682913.03,18000420.89,9609799.45,32672375.29,26572041.94,16836989.53,7987057.21,34976902.19,23287607.77,16021465.34,6439059.95,33195476.13,23100076.26,15812661.20,7996655.55,34215421.29,25551350.38,18114873.96,10393094.58,27476821.11,20511397.17,12236563.96,5345999.64,26201870.13,18467278.73,8735682.72,0.0
7,管理费用,240938786.49,157392524.83,118214634.81,46807403.72,240556526.20,161254076.51,214331525.67,96646548.47,528973940.24,404915138.60,281702492.32,125210967.30,649630425.62,444003189.25,308076609.41,145787405.93,589909869.69,398277737.47,265022218.25,121118599.59,420652711.17,219074642.70,43438307.69,21226116.13,70837686.15,51566917.19,35736695.19,18457034.83,86426303.67,68430665.18,46046797.48,24103700.45,100027129.84,74034564.57,47570952.01,22523771.63,81552326.84,57435502.72,37172609.90,18058803.94,63447736.84,56396987.61,38274491.12,17467008.22,57298919.61,48532991.28,31286997.30,14014368.91,51409451.95,45607495.08,28718885.69,14413608.06,58156446.67,44035840.99,26564783.81,9957787.61,57319171.42,36776642.68,22956942.08,9632728.21,56804322.80,38566907.66,25064082.62,13341521.14,40516465.37,27362611.42,15996119.28,7878879.67,33337713.92,26072389.11,15837053.37,0.0
8,财务费用,295372220.78,16601830.06,11097474.59,100307796.36,288071231.07,114103619.85,203105316.83,342032441.40,983720993.08,730187373.44,385468804.63,164979283.50,39632805.91,89621076.03,48536810.75,121318562.58,-111507614.51,-34351747.36,31562744.10,9830610.35,-1928011.62,8426345.32,-1843299.44,-1107966.02,-3213039.68,-2429100.14,-2165116.39,-1557184.89,-4198940.86,-1788948.49,-1628983.80,-989224.27,-3171095.06,-1772510.38,-1550915.66,-708252.50,-1640083.93,-726706.20,-526419.84,-253215.10,-1726256.31,-959135.15,-243365.47,-114354.34,-1665983.45,-387922.01,95157.33,153594.13,473059.81,462595.97,386056.82,130324.84,-864329.17,-729451.90,-481710.55,-314387.13,-1558927.85,-1237259.60,-840536.05,-261306.55,-985190.38,-656942.25,-332346.82,-166103.41,-599809.42,31905.22,113137.69,45238.87,399356.85,347246.52,-68912.54,0.0
9,研发费用,130297695.12,85880564.35,60623030.97,34683114.52,162664229.40,137912611.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
10,资产减值损失,0,0,0,15964818.00,2447311222.23,772734599.42,320442993.41,131587793.24,605630574.97,404476565.76,215576407.53,85899636.08,160215064.90,206654004.25,135439747.41,42108321.28,561198174.91,19241900.46,14117029.05,11094128.97,171383738.52,-122187069.39,238796.15,2005219.04,25932588.40,8535218.59,5186703.06,1472746.87,36695013.65,4888910.10,4052465.75,747545.14,9600666.18,-6715687.81,-253886.55,388456.19,4069572.38,-849114.46,-935837.03,826914.64,10555252.87,-201570.76,-1080182.66,-727839.74,10138216.95,-1979475.86,-1776391.72,-1969811.90,10718690.39,0,0,0,3822750.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
11,公允价值变动收益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249690.50,0,0,0,-249690.50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
12,投资收益,-1977048796.68,-1979356480.28,-1986833841.28,717970.61,30270921.92,24340575.89,14391768.96,-1544550.90,20601276.60,18389173.65,5965118.77,-1021364.83,67318111.00,62902257.53,38116800.47,8972179.20,108761892.21,64233346.38,53659069.36,8905943.28,-41181859.29,1503594.53,2265895.62,1715275.50,20154774.35,383364.71,149719.16,-95396.61,250506.79,-267078.07,29459.45,66928.92,-520798.51,-452009.99,-275851.57,-305153.52,552801.74,-128869.16,-199593.74,-389476.45,-5470026.07,-1810864.35,-997685.14,-320045.89,552044.81,272002.21,272002.21,115240.50,533098.01,0,0,0,-1907201.33,0,0,0,1961328.49,1789385.70,1789385.70,1789385.70,-1842421.62,-1661601.43,-1769253.33,-485005.80,610553.22,0,0,0,0,-418731.55,-369.13,0.0
13,其中:对联营企业和合营企业的投资收益,-1983286538.86,-1985594222.46,-1988915364.03,717970.61,24133977.65,-1544550.90,-1544550.90,-1544550.90,17222907.44,16579350.05,0,-1236248.30,28819499.74,33878758.00,19491959.34,449053.11,46627477.10,7734868.71,15655667.76,-1704917.45,-48873738.72,-310996.85,-524054.98,-188839.48,-2046166.45,-856669.93,-520746.42,-95396.61,-220446.10,-362212.09,-59652.51,-18553.04,-414024.25,0,0,0,-710632.16,0,0,0,-5574496.57,0,0,0,280042.60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
14,汇兑收益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
15,三、营业利润,-17534432362.05,-3850829153.90,-3681396986.35,-210054581.11,-3075346112.02,-928966185.77,-501769735.29,-574445581.09,-2045792181.52,553382699.15,896843342.37,-353868829.16,1454074915.85,1565815505.11,1572852149.53,516727985.59,1730721868.21,1047445517.65,65028810.00,34646383.16,2112114564.41,-71259909.18,-1341014.74,-6221441.93,3913444.49,-4575989.78,-9300243.14,-7527214.19,-50379831.90,-27539731.40,-20467388.45,-16755712.21,-15275636.50,-188467.38,-13083271.82,2266621.65,25931193.44,19934749.87,4212599.07,-2497280.66,7627079.08,7457793.55,-410967.79,-3495376.91,36570429.77,8227681.14,4315066.53,4701096.77,15859656.65,7420452.69,6430561.70,3377310.68,3326993.48,3441046.49,2454069.37,1027314.63,-38087221.22,-23600931.21,-17498162.56,-9329930.39,13563409.45,20207671.22,17769895.37,10948496.89,24494333.27,21297362.76,16927139.88,10018065.24,31188432.49,24242397.51,18020194.11,0.0
16,加:营业外收入,188171.65,187131.95,179072.35,102333.00,1119361.46,145805.38,83720.54,52798.15,40109.95,139799.71,110591.45,66715838.27,334333471.44,152206951.74,118211615.56,97068320.91,611399565.56,351940546.57,350440585.71,314341867.70,98133446.89,92603624.07,5091929.91,3477027.57,13295555.00,7648219.94,4502294.59,4191649.15,10878264.71,7526108.06,2483102.12,0,33322776.18,2755586.56,2689115.66,2679392.44,18787403.85,10896574.70,9644261.79,5996249.24,21286620.32,15553927.12,10322423.64,5262857.57,23764662.51,14618217.81,8799769.22,5231843.36,14684757.77,7167417.40,3668776.18,1917505.21,12606061.34,9473961.87,7504477.09,5854068.32,0,0,0,0,57500.00,0,0,0,62353.02,33206.44,200.00,0,0,0,0,0.0
17,减：营业外支出,131242220.37,12449079422.23,12288172320.97,9586.88,41114343.48,835305.95,476169.45,1495.93,232178.56,629127.15,412842.62,219336.23,850251.59,612450.84,307060.08,59515.00,9066718.17,654865.08,538919.12,17221.70,14481522.32,14076544.05,583702.47,76784.62,2182479.32,28291.36,24719.11,44424.59,1160679.31,426530.06,423015.85,38911.47,364349.43,261553.40,242956.20,104368.53,285854.89,140379.29,76979.15,33978.84,217463.55,189788.06,176221.69,125686.83,705346.58,331156.40,330766.59,28505.09,820905.57,434284.74,432252.91,40702.51,899677.06,145305.67,41972.46,1673.75,1851719.47,69812.82,0,0,179573.52,15050.67,1638.25,0,20340.40,20340.40,20340.40,0,0,0,8122.19,0.0
18,其中：非流动资产处置损失,0,0,0,0,0,0,0,0,0,478079.94,412842.62,192314.18,564260.10,327449.90,220059.13,39019.05,8406495.03,520208.38,429624.01,0,411497.07,-109294.28,583702.47,76784.62,2182479.28,28291.36,24719.11,44424.59,1110726.55,426530.06,423015.85,38911.47,264297.13,261553.40,242956.20,104368.53,215754.89,140379.29,76979.15,33978.84,217363.55,189788.06,176221.69,125686.83,405346.58,331156.40,330766.59,28505.09,436005.57,434284.74,432252.91,40702.51,899677.06,145305.67,41972.46,1673.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
19,四、利润总额,-17665486410.77,-16299721444.18,-15969390234.97,-209961834.99,-3115341094.04,-929655686.34,-502162184.20,-574394278.87,-2045984250.13,552893371.71,896541091.20,-287372327.12,1787558135.70,1717410006.01,1690756705.01,613736791.50,2333054715.60,1398731199.14,414930476.59,348971029.16,2195766488.98,7267170.84,3167212.70,-2821198.98,15026520.17,3043938.80,-4822667.66,-3379989.63,-40662246.50,-20440153.40,-18407302.18,-16794623.68,17682790.25,2305565.78,-10637112.36,4841645.56,44432742.40,30690945.28,13779881.71,3464989.74,28696235.85,22821932.61,9735234.16,1641793.83,59629745.70,22514742.55,12784069.16,9904435.04,29723508.85,14153585.35,9667084.97,5254113.38,15033377.76,12769702.69,9916574.00,6879709.20,-39938940.69,-23670744.03,-17498162.56,-9329930.39,13441335.93,20192620.55,17768257.12,10948496.89,24536345.89,21310228.80,16906999.48,10018065.24,31188432.49,24242397.51,18012071.92,0.0
20,减：所得税费用,1007935927.09,-249669735.37,-227934270.88,-1362230.57,-162895426.04,-96845714.96,-50056155.79,-73579311.43,-276324476.34,115405714.82,160767073.95,-5957278.91,187662505.69,257781861.32,241919521.53,122827728.56,288312785.97,172697547.15,54788222.08,28531741.21,285853334.94,4528603.76,0.00,0,236610.65,4228.37,4228.37,0,4367907.70,-1787960.76,-1169259.71,-2482670.85,-3554586.34,83882.59,-2091252.35,315310.34,5138250.02,2969155.59,687849.89,-379688.92,2355677.29,1095415.45,-88001.04,16390.08,3506743.30,1342518.43,1056519.40,1168215.98,2791267.84,2123037.81,1450062.75,788117.01,68958.05,1915455.40,1574217.39,1031956.38,-985166.64,0,0,0,1216994.07,2552401.80,2552401.80,1642274.53,1236212.21,1822822.53,1797051.52,1150203.73,3173718.15,1167732.34,1576068.37,0.0
