,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010930,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19960630,19951231,19950630,19941231,19940630,19931231,19930630,19921231,19911231,19901231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,3259450234.57,2658507453.13,443945884.50,1929421606.54,1299630692.43,640503560.96,279547240.56,2072315150.94,1387552305.94,905460022.34,349203507.93,1799050672.54,608870705.35,292480582.69,58784761.42,901078298.41,514509722.96,508207332.78,228465190.58,1034290276.26,788592967.37,542406662.44,256551826.91,1079414558.88,805690008.26,532767420.28,217604046.59,1044158671.70,760111198.49,519956231.23,213069573.63,1027293801.22,765217809.75,519802840.10,251042305.31,974919404.29,750658787.41,493159962.73,223620811.96,1118092213.70,842173703.04,553164895.74,275897236.24,1093098117.29,831759038.28,553264153.93,258356143.41,1003492584.44,786014102.55,521223224.80,242390183.30,954021560.68,704538548.36,474390772.15,236537380.78,758504871.62,580550927.34,371868323.72,183798140.16,683117906.09,520172941.10,332635227.37,153352759.79,602674554.00,468102721.32,319379341.61,152401509.49,587647169.00,453043826.45,310833847.35,150010667.40,588335277.00,468003359.22,287447744.30,560024651.00,286689978.25,486252480.82,318396960.78,874790690.49,481893412.61,1302754521.93,505428057.50,1206406287.76,524891218.92,1085443662.56,457289168.98,712488000.00,348515495.01,62541207.12,355912300.00,601815800.00,434452500.00,367532000.00,0.0
2,营业收入,3259450234.57,2658507453.13,443945884.50,1929421606.54,1299630692.43,640503560.96,279547240.56,2072315150.94,1387552305.94,905460022.34,349203507.93,1799050672.54,608870705.35,292480582.69,58784761.42,901078298.41,514509722.96,508207332.78,228465190.58,1034290276.26,788592967.37,542406662.44,256551826.91,1079414558.88,805690008.26,532767420.28,217604046.59,1044158671.70,760111198.49,519956231.23,213069573.63,1027293801.22,765217809.75,519802840.10,251042305.31,974919404.29,750658787.41,493159962.73,223620811.96,1118092213.70,842173703.04,553164895.74,275897236.24,1093098117.29,831759038.28,553264153.93,258356143.41,1003492584.44,786014102.55,521223224.80,242390183.30,954021560.68,704538548.36,474390772.15,236537380.78,762771213.90,586710130.59,376638724.39,182903097.45,677498866.47,515474158.59,329226745.52,151546422.49,596044469.00,461654119.34,314966802.93,149929232.49,579593087.00,444269268.39,302359871.76,144960612.95,578447967.00,459253322.44,279166854.82,541961090.00,282678803.91,480725329.96,298998863.99,844419860.97,467900707.56,1295410347.50,505537342.91,1205115433.93,526153090.06,1084838175.02,450048772.58,705399000.00,344429719.19,62248344.90,355912300.00,601815800.00,434452500.00,367532000.00,0.0
3,二、营业总成本,2135278759.10,1659129013.99,333136165.12,1460065484.60,950179548.68,493845300.08,220236370.36,1507092296.55,991958174.74,656018377.99,271645477.30,1318930009.66,422730573.25,225888733.11,64710000.57,614533480.59,397560879.82,550874239.55,242081703.23,1150848242.40,836387765.61,575151498.53,270557334.91,1138694427.32,833814240.64,550270639.99,225512012.53,1115978362.93,779112994.87,528585426.24,222114627.50,1044549673.67,777483334.48,528777274.20,253517539.74,1024224334.20,755730530.57,499958468.91,230526635.97,1127397927.81,837570524.66,547915715.05,273592449.40,1089221612.40,832498943.69,552762662.90,258947001.02,1006155179.28,788752459.05,521893243.55,242698585.86,955123545.33,711839376.68,481719671.71,236845598.48,804935735.19,587090733.77,377777296.57,187008827.35,705189829.89,525800997.19,336115752.10,155177281.56,615140839.00,474124045.09,323233537.11,152944231.41,609812413.00,472158395.36,316242984.90,153241346.75,590693715.00,477956665.95,296095541.69,884073008.21,309601351.64,623196465.67,312591094.45,877602820.71,462798864.44,1220532261.40,0,1164590106.22,0,1034018610.53,0,0,0,59753247.48,318483600.00,581542300.00,368529200.00,304268500.00,0.0
4,营业成本,1033635553.04,839993732.65,194958471.64,837591827.21,553070338.05,269249335.99,127708490.84,952675199.33,660472246.70,431907682.37,195248775.45,775988092.18,165633415.87,78681056.62,14924115.36,360885483.70,236949119.31,427197752.22,192651551.28,863227244.33,662148754.68,461150145.60,213856484.38,889705542.17,669090566.60,443659803.23,176376681.59,864292049.10,632761501.85,436765108.32,178282576.72,830945495.57,635565217.99,436288650.05,211640031.91,801533530.25,617445429.58,407013987.21,189450817.71,895116776.14,677163884.66,443555281.06,218661017.51,856101206.15,662358967.98,441856638.79,203090568.18,787458491.58,633822135.72,421993501.05,196465347.42,792658669.99,571726122.94,385586619.02,192619883.34,599988899.10,465184127.87,293369321.60,140791516.16,505765049.65,390715004.51,246753786.01,112708527.83,433657780.00,341403676.78,229884883.98,109121177.53,410974833.00,326119555.95,222701887.16,107947244.41,386669325.00,322327833.56,193486421.56,364663944.00,189497984.21,298093540.64,199891630.24,603962725.60,346485125.28,999441887.04,0,934228418.15,0,813518239.86,0,0,0,37913979.61,207366000.00,414929500.00,324779700.00,273227000.00,0.0
5,营业税金及附加,601372826.82,548757167.78,56476431.24,245752222.88,178052286.34,84015584.90,33983939.45,252649268.92,155438168.34,108560161.97,22244234.39,239073225.53,99439532.07,46722904.75,6041806.04,90721941.65,51857433.78,1174451.31,271343.74,5027421.15,3010288.10,1634423.83,938274.37,3370407.39,1309478.44,727375.69,631392.29,4595153.45,2318341.57,1494054.43,648633.43,7638359.94,7024940.26,4952457.11,2413632.05,6737115.93,5268342.64,3472812.61,1585483.30,6389892.95,4405268.93,3197319.96,2157415.11,5962894.27,4509161.48,3188336.24,1757659.82,5652596.37,4049798.61,2371978.16,1142727.69,5325334.16,3654279.24,2539800.05,1340971.70,3129241.84,2483952.82,1797799.54,1154599.04,3291496.14,2374323.20,1677248.85,678673.08,3366766.00,2523160.11,1798389.18,902942.33,3070627.00,2425590.13,1644802.15,861410.24,2803570.00,2162029.30,1617740.67,2915787.00,1487869.95,3477065.94,1956536.82,7248683.18,1467551.51,4898401.24,0,4055757.69,0,4522049.58,0,0,0,1773405.57,111117600.00,166612800.00,43749500.00,31041500.00,0.0
6,销售费用,54466486.00,29739622.47,8072509.68,41117671.11,24707636.62,15162998.36,6969385.04,47227185.57,25486406.22,17766624.05,6451685.02,41472561.74,21227200.36,14204249.13,5848572.52,35062884.78,23268254.03,34582759.81,15587234.62,76365830.27,56185181.61,36896997.26,18933364.59,74042006.26,55127029.40,34798882.48,16539711.74,66630049.10,46519735.06,28307770.72,14330068.83,64471006.40,47803604.77,30506596.24,13251824.44,50497268.12,32548060.57,21673495.12,13624637.70,43692034.19,29660725.83,18785812.07,9550876.72,44532701.88,30934242.89,20551605.32,10663202.15,40797697.64,27511289.51,17785989.15,8579103.36,37413932.45,25825346.34,16596859.75,7775791.75,31496428.51,23433001.11,17085739.20,9230528.77,33363975.86,23710629.07,15708659.69,7622663.82,33013732.00,24277399.35,17134368.76,9004051.38,37455337.00,26844457.77,17296010.98,8808494.71,35302481.00,25306253.42,16505102.07,31408507.00,13845468.75,28281479.46,12532374.85,28286903.37,13374382.07,20713592.39,0,19463797.09,0,20566337.51,0,0,0,1602014.17,0,0,0,0,0.0
7,管理费用,202275568.48,108748470.22,30832613.73,189363391.29,103974896.70,61714242.53,24288493.65,162898398.73,91107039.22,57786859.53,22864378.14,142574240.36,73431270.09,44625441.41,16501956.21,75991771.67,44112970.20,56237914.61,23424492.03,115478567.87,75938477.98,49862514.56,25838762.16,113231864.28,76389020.65,50426071.71,22750078.48,115787078.75,67722730.37,42501424.48,19372623.49,106388204.36,66574948.36,43581777.63,20723832.64,137599915.76,86718187.56,57977880.92,20963718.27,150832208.46,108680024.34,69949524.18,36774879.56,156757668.01,118595172.62,77343066.66,38312069.59,152594258.81,112739309.28,73673627.57,32937741.80,103734225.12,102126425.92,71731277.03,32672768.36,143562096.70,77442209.07,53268596.29,30226196.14,139857061.65,92052202.62,60822209.59,28679668.95,122994700.00,89602561.13,63479795.26,29204330.07,133681800.00,96568336.92,59281291.10,28538165.67,132365934.00,101938833.59,67392429.83,405024963.00,80993823.44,211379189.58,71639843.27,177705729.64,77934170.73,142843036.25,0,150976044.28,0,150065242.90,0,0,0,12198232.54,0,0,0,0,0.0
8,财务费用,243528324.76,131890020.87,42680924.87,147642439.29,100638140.44,63773587.82,27363929.96,82989413.49,62912901.55,43358874.95,24836404.30,120012900.65,63154701.31,41810627.65,21393550.44,52487680.12,41373102.50,26505617.33,10147081.56,49586964.84,36001778.66,25679556.69,10990449.41,45954508.63,31898145.55,20658506.88,9214148.43,43283105.35,29790686.02,19517068.29,9480725.03,31842145.53,20691769.57,13623743.89,5632427.41,20777086.47,14819259.19,9820293.05,4901978.99,23335876.21,17682993.95,12450150.83,6463260.50,31424449.58,16181398.72,9883015.89,5183501.28,25054404.18,11133037.02,6068147.62,3573665.59,16703118.42,8507202.24,5265115.86,2436183.33,26759069.04,18547442.90,12255839.94,5605987.24,22912246.59,16948837.79,11153847.96,5487747.88,22107861.00,16317247.72,10936099.93,4711730.10,24629816.00,20200454.59,15318993.51,7086031.72,33552405.00,26221716.08,17093847.56,45016730.00,23776205.29,58098475.54,26570709.27,57492161.92,23537634.85,52635344.48,0,55866089.01,0,45346740.68,0,0,0,6265615.59,0,0,0,0,0.0
