,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19960630,19951231,19950630,19941231,19940630,19930331,19921231,19911231,19901231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,198317286.82,152922738.58,105095692.33,40274042.82,659772689.74,588172518.53,501526243.68,265677262.27,818590991.97,439456811.38,216294642.94,48576885.18,186469286.08,151340054.09,107245156.62,39417717.96,258771329.22,186502241.13,124382477.12,62221057.60,474570721.94,390385460.63,296460523.22,143683064.00,967258357.00,774572794.10,423990515.81,119631191.00,747923381.80,617166256.54,376425437.86,171285984.46,956327359.39,772823147.80,390078653.98,87720801.73,1042642046.40,901229640.76,397693180.36,85587352.82,832759631.09,650757139.38,350947021.20,136824619.97,940546739.00,911529947.20,730729871.12,393617476.14,1975391867.26,1826542186.80,1326589933.74,354103339.88,2228789744.36,2122261702.20,1590308929.75,603545234.45,3232311950.62,2513522115.03,1883092303.77,773900861.68,3233551230.74,2754037681.92,1892700418.96,686135978.49,3222294931.15,2455588716.17,1514215696.47,647107983.16,1749218352.55,1504847781.23,1035745456.48,356734961.40,1767526067.19,1073283750.58,1826174309.27,1233419887.69,1950422409.23,1282328827.52,1918555682.06,1110341311.76,1676771153.24,1091388447.52,1972249753.79,1413299531.93,1799401612.08,1168176300.00,1555581000.00,985603564.21,503172253.72,709150000.00,263693000.00,94874000.00,0.0
2,营业收入,198317286.82,152922738.58,105095692.33,40274042.82,659772689.74,588172518.53,501526243.68,265677262.27,818590991.97,439456811.38,216294642.94,48576885.18,186469286.08,151340054.09,107245156.62,39417717.96,258771329.22,186502241.13,124382477.12,62221057.60,474570721.94,390385460.63,296460523.22,143683064.00,967258357.00,774572794.10,423990515.81,119631191.00,747923381.80,617166256.54,376425437.86,171285984.46,956327359.39,772823147.80,390078653.98,87720801.73,1042642046.40,901229640.76,397693180.36,85587352.82,832759631.09,650757139.38,350947021.20,136824619.97,940546739.00,911529947.20,730729871.12,393617476.14,1975391867.26,1826542186.80,1326589933.74,354103339.88,2220149760.08,2115987766.22,1588050568.09,601440748.47,3223937086.84,2506872573.95,1879248917.49,773349863.12,3225843780.25,2747673494.76,1888612023.29,684995050.80,3216605845.53,2451124864.64,1511107306.93,645532233.35,1740890896.17,1500725141.69,1033428558.77,355918567.32,1762227348.47,1072664063.79,1824980951.86,1232720174.38,1947367406.71,1281147429.89,1914308804.73,1108656699.62,1672147442.97,1089575980.59,1968935716.64,1410680296.05,1797103050.44,1166614100.00,1554972000.00,984717290.09,502655643.45,709150000.00,263693000.00,94874000.00,0.0
3,二、营业总成本,180600468.00,136294331.89,100796292.59,40886663.59,707421520.05,540460237.22,446699200.73,220226554.40,927870993.94,533896582.29,265794606.81,57119701.57,340262543.23,230602909.52,151735155.83,63989635.55,379359395.98,265065504.89,173951877.13,89291752.36,549768408.78,445229784.15,328394617.53,154453167.78,996213444.49,790024425.90,443986062.82,143484975.10,789696591.83,642437025.14,405073118.40,187218120.40,995172425.35,812169209.90,434180801.70,137880849.94,1468241440.36,1189115619.63,602753119.50,136282061.91,1049013032.60,793930271.88,447744471.31,188118159.32,1107170081.83,1031446525.01,847503341.32,487805759.78,2406917599.69,1814836217.41,1319008594.63,349217746.06,2421511838.22,2109258777.83,1582326126.48,598697457.65,3240090098.70,2491275692.64,1866584505.63,759906616.65,3195965634.52,2699201700.49,1847754617.16,667605469.38,3112895670.94,2363765152.01,1438172310.95,617680133.28,1578571845.62,1366720957.15,912062702.33,316011575.80,1480359651.89,884249784.42,1522685832.58,1039184501.87,1637622038.13,1085655642.16,1606656565.03,913191987.97,1412239137.93,0,1715786094.43,0,1560368132.85,0,0,824140009.64,429114020.40,535601000.00,185966000.00,71909000.00,0.0
4,营业成本,113073440.63,95192769.64,65251126.04,22186140.55,488203704.88,423900993.08,363726993.35,181027433.61,620137150.94,389070222.91,186672615.14,30703846.55,186798619.55,139827723.20,90076006.27,29033730.60,198836995.92,147294311.79,100145881.97,47053571.88,324596492.19,275918926.65,206717908.46,95741849.23,695293064.48,570625630.53,312057817.16,87462250.99,559890294.63,470748986.56,296124014.98,139175402.81,772562273.25,607921434.50,320463255.26,95645432.54,936205636.80,804530421.06,368722461.15,79634898.89,685674773.05,516057177.52,279024837.60,116857515.66,870887767.36,832607388.82,645511886.07,327516900.21,1601733414.93,1440622215.43,1035797912.10,269690580.36,1746063582.33,1660096041.35,1241148887.48,498110181.43,2697907221.58,2042146058.74,1543073333.91,688273520.78,2678135327.59,2234000338.89,1522178919.62,562514367.66,2619443413.84,1976017462.47,1249465942.91,523244642.62,1374534556.95,1150728601.33,786771601.84,269930162.88,1346259125.31,835771175.31,1324028638.01,860780311.35,1434538911.75,921484089.09,1431896187.98,828612901.89,1337900577.05,0,1567975508.24,0,1435752743.83,0,0,727346375.11,372785814.32,500000000.00,172962000.00,67119000.00,0.0
5,营业税金及附加,14992663.85,11087341.81,7473717.79,3798437.11,24771912.34,19930501.97,15684735.36,11439005.24,38271352.66,16053758.25,8805923.54,2454983.91,12469203.44,2000340.17,1837374.93,937145.11,7248173.99,3790336.87,2282000.32,1444810.85,9516580.88,5351314.25,4318932.58,2489459.80,11987106.65,5962344.31,3625384.74,1992411.15,9305402.53,1595050.88,1038186.53,1621841.76,1550639.26,1340975.62,1163514.28,1834.86,9327335.97,7166808.40,3804404.54,301287.70,7539343.71,4497640.29,2411290.69,0,634329.71,63940.31,94720.06,63824.49,1416369.72,413221.90,266461.23,130149.23,692250.15,527971.82,378885.81,190670.24,11286031.35,4672613.60,3126981.14,1185236.02,6936770.50,2792989.89,756269.87,450771.25,755702.20,614068.87,453301.05,324591.42,2038430.11,1803450.30,1521010.13,1035124.73,3058180.52,882640.72,1665815.44,1200925.33,1971331.51,1342398.51,1300440.18,454708.96,720491.65,0,742227.03,0,6521354.41,0,0,0,0,35601000.00,13004000.00,4790000.00,0.0
6,销售费用,27187263.21,9629104.98,12677597.10,4952332.05,68831078.70,59544962.43,43716120.93,13572107.39,91690725.90,82389231.65,38438500.07,7206939.01,42850380.17,21235085.97,16107694.04,8296186.53,51479065.63,29910943.44,17908305.73,9624607.57,83157858.55,80465000.60,62958841.27,30633747.09,149735582.33,124313818.46,68998097.18,21058790.41,98691815.95,79207355.47,46037831.43,12467895.91,116788046.71,103751365.36,65298188.67,17670945.15,364893760.96,281982846.82,170030741.67,29725293.56,196317373.23,166340256.70,95922969.96,42953609.88,190774351.11,161450826.17,128065608.39,67792918.72,532318362.23,302536158.50,234043180.17,56882211.80,481792030.79,338219212.64,271847367.66,66108790.18,383303407.37,327126104.35,249326105.82,37385524.10,393497143.77,364625908.15,259265142.19,68983111.31,360297705.13,294303578.87,129640785.98,64976532.28,86774289.43,105638376.93,72730053.38,18419882.52,55517734.15,27183676.44,147104876.76,142470620.32,167400996.89,143614304.18,146818897.45,70060539.08,51814116.10,0,116722980.26,0,101035167.83,0,0,84002492.10,46005320.49,0,0,0,0.0
7,管理费用,35198696.22,27573912.19,20335091.32,9233514.68,50146448.38,36953660.91,25388866.98,13149477.13,55561664.82,42212450.80,28008765.26,14447218.42,74509293.36,58665009.23,41439053.07,22915967.80,108895038.81,77624895.65,52648912.45,29302741.02,118289995.09,79759075.87,53062013.03,24764287.41,123841417.43,79428652.22,52221949.18,30408591.61,115402619.81,85216437.41,59851034.40,32667484.55,103501047.63,78284561.50,45192423.84,23776790.66,105831625.14,81766321.99,48759951.26,25342726.07,134754341.77,101257309.81,68993420.01,33192472.28,135051397.70,94914280.87,63542960.70,31822495.54,111864176.59,83498219.11,60950322.22,27149322.30,194997310.83,113577775.97,69183383.44,34998815.91,137881192.01,112601171.48,66830613.46,33784725.56,112117851.93,92077403.15,60488853.47,31079721.63,123532398.79,88297609.07,57144650.95,27826091.53,121990421.73,115024612.50,56025846.51,29142996.74,77759359.51,21804762.56,49221925.28,36019101.13,36581216.27,25117256.77,45955629.02,19163035.28,34882895.42,0,33194915.73,0,28840382.49,0,0,15578574.95,11358840.12,0,0,0,0.0
8,财务费用,-10591889.03,-7609000.09,-5002402.46,-1318494.65,-5511925.96,-3223433.37,-2093934.17,-1618334.53,-286516.92,2668347.16,2553614.69,1246404.58,7750878.35,6010028.92,4476406.39,2164672.51,8699496.10,6426172.09,4032928.75,1856122.73,13084025.60,7232055.27,4877933.30,2328646.74,14023276.64,10162364.63,7014914.75,2569681.77,3293408.95,5902993.82,1614790.56,1224054.00,-1521369.60,-1295945.84,-1520029.98,-292190.58,-3426803.43,-3032000.98,-1966466.96,-863927.39,-3217382.67,-1824892.94,-780241.67,-192156.67,3780303.06,4137967.92,5034145.12,3297422.32,4297772.58,1643587.47,-157931.72,1675712.88,-2033335.88,-3162223.95,-232397.91,-711000.11,9712246.39,4729744.47,4227471.30,-722389.81,5278540.73,5705060.41,5065432.01,4577497.53,8866450.98,4532432.73,1467630.06,1308275.43,-6765852.60,-6474083.91,-4985809.53,-2516591.07,-2234747.60,-1392470.61,664577.09,-1286456.26,-2870418.29,-5902406.39,-19314589.60,-5099197.24,-13078942.29,0,-2849536.83,0,-11781515.71,0,0,-2787432.52,-1035954.53,0,0,0,0.0
