,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19971231,19961231,19951231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,461668977.61,272528597.00,101759069.54,421023245.54,304514825.13,174828284.24,85742732.41,1535770294.27,1107346006.70,690258100.53,274319702.18,2399954760.73,1654354891.00,1164911155.94,487948356.87,11154055064.67,8166809676.03,5587231578.90,2590766731.49,12803967052.00,9883124452.54,6058170351.91,2884432498.03,10060200293.79,8148034493.05,4894974485.06,2066550459.12,8316820478.54,5955291755.04,3750198718.80,1575686652.76,6723417567.00,5002991157.34,2988453499.19,1595155704.25,5566062419.64,3943811846.76,2550474110.83,1219098839.89,6525888656.47,1182907309.35,707262508.18,290559994.16,1623065388.47,1433315500.64,1030190672.98,453975854.71,1470315449.15,1092895148.60,732384961.10,362292862.12,1042042456.50,783906903.83,506064729.66,219530920.24,764350043.31,619603366.97,395142687.27,186599581.97,566934030.76,462914905.08,300740630.60,128400104.48,423053351.91,332945936.56,217802196.92,104942130.66,355715930.91,276318960.12,189518312.10,81199883.29,320803817.20,187229792.76,139070038.69,119505896.08,259489164.10,128529620.27,334103065.24,352854153.85,426235325.00,425272055.00,0.0
2,营业收入,461668977.61,272528597.00,101759069.54,421023245.54,304514825.13,174828284.24,85742732.41,1535770294.27,1107346006.70,690258100.53,274319702.18,2399954760.73,1654354891.00,1164911155.94,487948356.87,11154055064.67,8166809676.03,5587231578.90,2590766731.49,12803967052.00,9883124452.54,6058170351.91,2884432498.03,10060200293.79,8148034493.05,4894974485.06,2066550459.12,8316820478.54,5955291755.04,3750198718.80,1575686652.76,6723417567.00,5002991157.34,2988453499.19,1595155704.25,5566062419.64,3943811846.76,2550474110.83,1219098839.89,6525888656.47,1182907309.35,707262508.18,290559994.16,1623065388.47,1433315500.64,1030190672.98,453975854.71,1470315449.15,1092895148.60,732384961.10,362292862.12,1042042456.50,783906903.83,506064729.66,219530920.24,760688117.41,615253671.02,392789080.20,185949788.55,563084201.10,459311917.01,299258200.30,127526836.35,422299865.57,332243857.04,217687797.10,105265621.07,355249984.71,276226856.64,189564834.06,80190122.11,318957674.20,186203680.57,138813125.97,119723166.23,256425896.25,125620589.32,335347435.48,351405379.64,423253449.00,425171401.00,0.0
3,二、营业总成本,394188066.55,236420115.17,92426617.12,399829116.53,293147566.85,175889157.62,88913117.87,2287625501.87,1147006237.40,708210068.71,275403620.87,2366892909.12,1616123698.76,1127226475.25,459299018.03,11584073444.28,8468413374.62,5640304243.65,2646116233.05,13251434364.10,10209129278.06,6290352837.18,2928181350.62,9891222338.90,8063737157.47,4811619704.22,2037811415.47,8337374433.84,5823238586.43,3705997794.55,1563620584.57,6898943185.75,5069153592.48,3044109481.20,1565442473.74,5328525829.77,3844399895.10,2495544071.07,1192003616.90,6304692018.22,1164965928.98,696852852.13,297550577.57,1685261090.44,1421351057.90,1006020267.03,441491271.26,1441034682.47,1061678949.92,710231125.33,350398748.07,1009616580.49,744970365.00,487917455.05,207804887.80,735078637.77,598993130.99,386966565.74,184912454.40,565312671.59,458728716.55,299263702.41,128105854.08,480705862.97,348995860.31,220574360.55,110551440.97,348536114.25,268109111.34,182463967.47,78467790.21,409691375.39,214142648.82,275182040.26,139105238.45,240921447.73,105613544.20,271985855.83,286860972.67,359769454.00,350554526.00,0.0
4,营业成本,290983293.23,171949454.51,57899357.14,271089491.74,196841443.12,119999288.11,60337143.02,1459089867.00,1070068220.13,659985293.67,251772958.04,2288302866.88,1548540347.75,1082723564.40,432340073.91,11114706749.04,8137868392.83,5510956633.11,2570266508.48,12991735839.99,10006995183.20,6103320292.14,2843645065.24,9804047071.27,8027554746.72,4808004367.64,2010869464.20,8178218460.73,5640576806.49,3625874953.25,1540789119.16,6781028438.65,4982172756.91,2945053570.52,1494930228.21,5138983349.08,3760560496.64,2438351454.83,1157464898.35,6088195565.34,1064651638.67,636537744.36,269325139.61,1524762147.24,1292139052.71,909408742.28,405669748.98,1324348107.72,969060802.31,646652777.63,325395305.53,894303741.38,656771355.21,423942200.13,186777738.98,638880662.52,518399419.15,333695378.49,159162946.94,472494218.64,388277108.14,252541270.01,110854556.08,375164015.13,290848994.13,189180074.93,91762384.35,272741188.90,209147540.68,143906316.71,62194089.22,287256369.50,170561432.88,134551436.12,106600920.59,189438193.25,82411267.26,227491003.22,231231338.25,293067352.00,282287661.00,0.0
5,营业税金及附加,28437027.23,17410968.60,8131615.94,31689288.25,23336721.43,14012017.52,7339018.48,31761296.05,22576589.52,14680228.42,8442005.51,24336503.89,14258908.22,8930491.72,3828982.90,4082222.75,143412.55,19540.11,9087.03,114074.07,94821.42,22200.00,8487.61,2093334.70,2084594.67,1919177.66,207738.61,4167198.16,3157576.36,1822184.31,789888.87,2847700.19,-703241.83,-3090015.64,-3090652.53,8738959.13,2137886.28,1163779.95,898550.72,9223104.95,3770151.16,1595334.83,722403.40,3231695.85,2805006.05,1596909.81,430608.69,2083806.40,1795745.61,1178323.32,-88139.66,3179947.57,3071260.32,2169332.55,700243.45,2786407.81,2486027.31,1327088.56,301639.86,1319832.41,1152782.43,777736.53,285902.47,1225605.93,1161600.07,817938.06,377157.00,1870509.33,1654506.94,1333610.68,485362.31,548203.77,287844.32,669606.83,368786.19,1353562.80,367416.05,1773869.87,2145114.51,3036576.00,2979860.00,0.0
6,销售费用,28659583.80,16630209.08,8928332.62,30951740.96,25646913.19,13808625.82,5518205.98,8407464.03,5906628.89,3172037.91,1744051.51,5835850.09,3580477.50,2230625.74,946366.76,20202463.52,12849504.83,8166310.06,4429103.32,24505964.12,20132418.35,12567932.29,4098994.07,14253037.19,9427187.61,6938671.11,2077526.84,10013788.64,7496970.22,4858198.91,1985665.99,17193533.88,13223789.37,10597735.76,5790986.01,17922218.22,15395683.83,12488191.38,6058492.73,44825631.01,22827996.50,10206997.97,3438899.53,18988647.08,15959293.36,9601551.36,3608388.69,21208858.15,17080062.61,12199901.64,5303945.29,22131895.15,17778129.03,12270423.50,6155069.41,20597827.38,17409295.54,11792619.10,5811696.33,19384167.65,14935150.76,9245757.27,4128338.58,15912465.37,9788704.08,5834540.07,3376673.60,13617929.51,8451906.84,5246335.82,2451709.60,7651889.37,2402235.65,6934894.23,1189710.57,8359158.10,3764941.99,4044180.11,4208419.99,6226363.00,7463011.00,0.0
7,管理费用,49478845.22,32177697.97,15425693.46,70936987.45,51225706.34,31080540.52,17151860.10,83955771.82,50472238.43,32545526.60,15931402.87,69812491.92,57714924.37,40222496.77,21336677.80,137231951.73,82397513.99,43084833.53,20489509.16,109171160.12,73585895.67,40791745.63,21387693.92,105740802.03,66447025.03,42637862.29,20092853.15,93041349.98,62079552.19,39737804.91,19569833.74,90083728.61,64048764.99,42502429.18,23866295.42,108878311.91,57537226.28,38745627.59,23607328.90,134714794.12,67866390.58,45297658.21,21408173.16,97305238.89,72584428.55,52114617.15,22521107.87,70443729.01,60056695.30,42926428.52,16717495.44,65885366.25,57711912.75,44264084.69,12151591.24,61308388.06,51235547.74,34806415.13,14626749.32,54057467.63,41089535.67,27914735.27,8577522.59,68028642.20,33635890.33,15837985.68,10506915.38,48990820.62,34083034.24,22232880.90,9020879.75,99440810.60,32079793.49,79615606.14,16716328.32,23818863.16,14219918.90,26088897.43,30536289.61,35023559.00,36085180.00,0.0
8,财务费用,-3370682.93,-1748214.99,-591470.94,-4368813.70,-4485849.16,-2383944.68,-515795.49,-3481468.74,-2084740.62,-2202677.75,-2123645.75,-19987129.16,-13451451.88,-8794264.82,978719.26,280981232.97,210545763.15,72628941.87,45583712.32,77248042.69,75564777.86,61607314.00,16497633.91,-39979693.19,-49017677.72,-59146598.54,-18827731.72,19968484.40,51558105.56,27474692.21,1373496.86,-15693248.31,-838872.04,13669155.87,9449994.41,22736427.15,10160861.01,5400087.93,3974346.20,35975966.28,12182761.55,8905170.66,2655961.87,33761337.74,27303744.97,16980652.25,9261417.03,13639102.28,13685644.09,7273694.22,3070141.47,10465306.56,9637707.69,5271414.18,2020244.72,11505352.00,9462841.25,5345064.46,5009421.95,18056985.26,13274139.55,8784203.33,4259534.36,20375134.34,13560671.70,8903821.81,4528310.64,11315665.89,14772122.64,9744823.36,4315749.33,14794102.15,8811342.48,22270259.30,9398175.86,15148040.98,4850000.00,12587905.20,18739810.31,22415604.00,21738814.00,0.0
