,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20051231,20041231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,1378778174.95,840348281.67,365850289.09,1690512333.61,1183782328.33,759252190.82,303148528.98,2050773813.73,1336202387.04,829333637.12,332536978.95,1748307763.77,1179869529.53,768377535.00,325007585.38,1741983939.90,1184381768.47,741346451.84,321608307.24,1544092090.27,1052227791.96,670523368.61,264456870.10,1431469159.77,962124963.37,559260523.27,219398712.60,1269254560.56,830541491.92,527316564.39,204324324.50,1331030679.71,988263899.90,625430370.03,237670029.24,1372698797.82,961976081.54,621228626.18,258278146.82,1153226566.29,778839637.31,473609321.13,178607664.47,1083931774.15,788364937.05,514918187.34,173714976.24,949810383.96,653132172.56,397995942.63,138762864.53,757050327.84,509531006.67,645941814.84,513814259.17,0.0
2,营业收入,1378778174.95,840348281.67,365850289.09,1690512333.61,1183782328.33,759252190.82,303148528.98,2050773813.73,1336202387.04,829333637.12,332536978.95,1748307763.77,1179869529.53,768377535.00,325007585.38,1741983939.90,1184381768.47,741346451.84,321608307.24,1544092090.27,1052227791.96,670523368.61,264456870.10,1431469159.77,962124963.37,559260523.27,219398712.60,1269254560.56,830541491.92,527316564.39,204324324.50,1331030679.71,988263899.90,625430370.03,237670029.24,1372698797.82,961976081.54,621228626.18,258278146.82,1153226566.29,778839637.31,473609321.13,178607664.47,1083931774.15,788364937.05,514918187.34,173714976.24,949810383.96,653132172.56,397995942.63,138762864.53,757050327.84,509531006.67,645941814.84,513814259.17,0.0
3,二、营业总成本,1358741345.80,833749947.98,377206865.45,1856748958.58,1229546590.94,805864666.23,325357523.37,2017375877.93,1332017370.28,834430779.19,352651151.55,1745858245.01,1183595113.69,763690410.14,318405686.70,1675192262.25,1146312928.85,717299225.89,313499861.46,1496323413.59,1019897454.94,653529903.28,259979240.19,1399114789.89,956927916.82,567361548.77,237611639.18,1281086011.76,848081863.40,549368906.71,225491936.69,1299300844.34,962194193.84,610431611.29,246660236.62,1339085979.66,939163703.74,602732095.33,253824150.17,1106274039.75,749068617.20,450649865.87,169478765.10,1025010357.26,751811344.53,484916380.48,164598682.72,889416161.98,613289371.91,366952362.18,132077046.94,699608524.79,474629488.30,599644117.75,474044430.59,0.0
4,营业成本,1130915849.80,685849949.01,297743866.84,1365337683.89,958846869.17,616578381.76,242202385.61,1634442494.29,1075029454.30,666878975.96,276342912.91,1371024692.57,934908694.73,603248185.21,249280339.60,1328237778.47,909085092.75,564172669.44,242921090.15,1224993429.78,840061383.16,532436808.61,205718550.16,1173919861.70,798261290.37,461065160.44,184184762.58,1056016639.71,683530826.65,438747598.70,170942139.03,1095269207.98,820052606.93,514129028.91,196161842.50,1145109056.71,803453758.55,512414638.95,213131196.22,955414940.52,646242652.75,386444665.88,140499105.27,898530800.00,659590965.15,423959219.05,133736316.07,790914193.83,542973121.99,321224621.08,109492065.02,623258313.23,418953538.54,539777636.27,424654732.03,0.0
5,营业税金及附加,5015438.67,3119933.59,1699729.60,8697782.06,4622747.04,3633035.57,954978.22,10359274.90,4932493.99,3582224.89,955386.67,11473013.75,5151929.10,3532127.74,1288004.95,8870616.49,5609515.49,3790262.42,1673698.90,6849876.36,4011746.39,2481153.18,1047808.63,5002933.25,2722940.53,1830949.73,493296.69,4660029.45,2793562.65,1742096.47,712601.12,3949658.42,2641276.31,1574613.50,390914.27,4029207.25,2736866.52,1621430.99,550133.77,3583367.53,2963336.88,1439012.91,230315.78,2980995.78,1616239.84,862698.78,300779.88,1853014.34,1156753.76,841291.24,147750.82,2123504.87,1510303.04,1536067.97,1094614.15,0.0
6,销售费用,81055312.85,50961738.71,25371490.72,158269492.68,85996830.31,59590512.95,27639813.78,121230192.67,88288792.86,54985116.30,27261265.87,116166377.03,86539100.67,56074489.20,25381665.49,97004594.83,73308562.55,49601171.61,24015320.37,89973597.50,63377256.28,43605620.72,18128880.16,77226277.27,59100911.93,40001869.31,19849626.24,75638855.04,56154039.07,38397236.16,18019696.28,81084491.64,60800133.77,41802787.43,21992403.40,77946678.76,57463560.26,39623442.28,20333466.53,59140295.24,43012387.06,27348102.29,14011297.60,54140391.26,41523619.11,26337629.03,15978540.01,40918995.62,34592984.09,21693732.87,11662010.22,31819667.54,27230804.87,25305813.37,19343423.52,0.0
7,管理费用,83600374.96,53299522.74,23592320.16,124191846.55,87484984.45,96958303.62,47081721.53,200355463.28,136611715.30,89723783.54,41524033.70,192813953.08,132986998.36,84081427.15,38949263.82,184710814.69,125316560.00,81626077.18,38937157.82,141121292.96,97221253.68,62333388.16,30752877.94,119368877.61,82378373.26,53757931.10,27918227.35,116874382.32,90033904.86,60611692.05,32187444.60,107212541.60,76471349.16,50355510.29,26992160.11,99548026.97,70016878.17,45013581.67,21069698.20,82249526.11,58964482.40,37802442.05,17001482.38,70362389.21,46840120.49,30099252.06,13799962.39,45659901.92,28555873.62,19149442.87,10212478.18,37194622.98,23190373.42,28517821.44,25727109.48,0.0
8,财务费用,10044954.96,6954960.79,3288216.82,21808258.55,14867432.77,8155624.45,3319576.06,16202410.56,10744066.18,5524980.13,2202824.87,14262948.21,11779540.51,9523386.51,5593567.47,16724333.73,12097934.90,7401035.71,2365405.55,12332527.02,8662733.11,7137446.61,3250882.06,12700802.97,10132460.04,6210313.93,2889607.56,10638141.00,7846771.09,3336475.03,2846952.94,2760490.11,1709712.08,2114698.07,950872.23,315186.29,-379262.86,-1827295.15,-1260344.55,-3354017.32,-3421801.94,-3691917.31,-2263435.93,-4680198.53,-1322851.60,94330.02,783084.37,5150989.26,3877200.35,1909836.02,562742.70,2967557.96,2016951.63,1976330.58,1850760.54,0.0
