,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20021231,20011231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,564132201.65,426894299.22,265490148.32,1141269501.01,900884010.56,600728818.90,307124952.30,1002449149.53,683634492.57,423317929.12,244511510.68,644257129.97,480933231.46,339342138.59,202763824.95,736955467.16,612244134.17,471308828.80,257924772.03,1247882417.03,953926592.24,666890465.12,372001643.08,1413994932.03,998495061.75,676368479.62,310347818.15,1108147077.76,808323088.30,546260177.95,315550245.21,1292821747.63,975070955.13,709270151.50,349126122.23,1034857171.06,708277806.94,431418823.95,199482157.92,469952794.98,344948194.26,207710998.54,99849574.85,526042927.42,439139738.86,314371781.92,174285288.45,828522168.31,646979118.82,494263540.14,282337672.96,764934100.42,566178529.92,421150221.89,243068103.00,686721575.46,499005157.95,364695098.14,208117768.50,477037726.32,342576632.63,244029665.73,141369789.91,367963444.15,244279761.18,169152174.13,311739631.87,225896741.10,0.0
2,营业收入,564132201.65,426894299.22,265490148.32,1141269501.01,900884010.56,600728818.90,307124952.30,1002449149.53,683634492.57,423317929.12,244511510.68,644257129.97,480933231.46,339342138.59,202763824.95,727062211.74,602350878.75,461415573.38,248031516.61,1123360375.30,870042280.52,615543458.53,345959791.52,1274931375.94,899179553.97,612965861.73,280693919.61,976456174.65,708443735.04,481409174.23,281707902.46,1156517242.64,887334941.53,650142139.41,318390329.98,903700429.91,622724799.96,379578336.86,174021787.83,368540575.59,273025158.67,163703484.85,82477530.81,479354049.77,408883044.35,299483915.80,174285288.45,828522168.31,646979118.82,494263540.14,282337672.96,763658632.79,565067583.34,420385713.61,242680168.06,685067937.54,497643568.98,363799086.51,207690970.16,475995387.08,341964752.99,243753252.65,141231583.37,367410617.99,243865141.56,168875761.05,311470923.07,225896741.10,0.0
3,二、营业总成本,615261570.38,460718024.23,273237691.56,1406034801.48,922445249.55,619097293.95,320172007.14,1096404777.24,746446394.78,468128539.43,262885046.08,790464843.26,556424074.81,388514668.75,223071157.69,1195817771.25,718170444.01,533923017.14,287333167.39,1280058539.64,994412145.83,675792642.90,364746494.41,1395683016.93,998384450.15,672291198.48,308790085.87,1102978117.10,807456548.84,547512153.22,313708508.10,1222120321.11,909664999.32,654002804.56,322713091.99,974558324.86,666858368.04,411565255.63,192588506.14,539961338.28,364523945.08,212592499.67,97403352.83,531938863.69,439223356.38,307772828.16,168977671.96,749182737.12,576446703.01,431761408.71,244093226.29,683039281.88,508304802.87,370698357.12,210813233.96,619202555.73,452818696.28,324918622.12,185123027.59,430226360.24,312948929.82,220087628.10,125387794.42,321773506.07,217279921.53,148581531.12,270362006.21,194947859.65,0.0
4,营业成本,469523798.87,354734023.52,217864317.62,927064757.93,732647613.19,496244897.00,254913780.77,822969109.59,561628206.75,351510896.13,207193391.52,548086038.59,417419061.70,296357370.66,174660538.83,641951036.13,531376518.74,406688817.75,218252256.92,928685267.34,715489248.20,495180361.18,277845788.27,1016937171.34,719962010.94,488243087.71,220402107.83,795390948.69,577213895.63,395329365.14,227999294.70,899579998.34,686190456.96,501819937.83,248326982.99,708260805.93,491026794.27,297444650.65,143461432.41,320098500.01,231999780.06,135553874.79,65408961.01,383517254.15,322481731.67,229942744.14,130159133.48,601038643.21,467986913.74,355507412.84,204356648.10,561551190.66,418365546.98,311185507.26,178106911.37,514652595.36,378594957.42,276722666.46,159858981.76,359226095.47,256083053.22,181288233.55,101758903.83,265788936.84,176143266.86,122789647.75,226155426.89,156155344.43,0.0
5,营业税金及附加,5565218.27,3231154.67,1145703.85,5906229.91,5871105.88,4210408.93,2700395.00,8768441.76,6635961.88,4713202.97,2111283.30,7687074.56,2790385.69,1948146.13,997941.41,6546738.14,5453283.56,3818206.50,2593841.25,9918998.95,6568862.48,4161048.12,2449034.56,12603165.20,9639698.06,6377020.57,3140860.89,10955463.85,7874414.78,4912716.69,2819724.01,11334174.34,8410490.96,6105127.28,3361860.88,11200245.67,7440907.70,4766119.97,2060088.51,7908052.05,5745370.85,3604968.94,1703322.86,6932049.30,4497423.32,2681764.94,798077.55,4940976.77,4404630.23,3835818.38,2829634.66,3981621.50,2316315.98,1164434.97,339334.27,2193985.46,1774413.26,1181364.21,608983.14,991025.23,1069278.14,897846.75,791841.30,717925.68,526985.07,430004.54,673405.18,1050862.48,0.0
6,销售费用,49390169.62,34329881.70,15440096.39,68362429.67,51006875.14,30775643.18,14250905.04,59861274.38,42019604.45,25378953.86,12376216.83,41336174.71,27030837.91,17593710.45,7816368.79,76493753.01,54668539.38,40770658.46,21429327.71,109702014.71,90909590.87,61051904.79,27690135.42,107362071.37,79752876.12,50445297.86,29535942.64,81417789.36,74646772.98,50189196.39,30348971.05,108354771.15,86352587.93,61190187.96,30363562.25,102757773.73,70478591.30,46578294.11,22376308.18,74331610.97,18809981.38,12088592.71,5432739.29,53261203.04,25641321.38,18995167.34,8270841.38,38864814.00,29050867.46,19397197.26,9967196.43,37133303.21,29010569.02,18401344.50,11580641.93,32698133.99,23037382.97,14769020.86,7079665.54,20543122.91,16369172.33,11845337.68,5256000.25,20413158.89,14396701.11,8689129.51,15261688.08,15579433.81,0.0
7,管理费用,57636179.67,41620244.76,21560431.50,98372456.83,100764655.57,65647560.65,30837735.13,139703148.69,90475446.57,58054881.20,26331904.05,136788920.33,91323681.56,61607621.87,29380415.65,171556693.12,109365063.53,75837215.48,38434276.62,186642838.76,151345325.44,90280809.01,40575663.78,192597004.11,140027494.95,92345195.92,39146237.42,170886752.53,113979663.78,74582507.98,38201310.78,160481517.37,98457694.35,63396505.32,30435891.79,123304327.79,76722334.94,49807511.64,17079921.24,108914912.85,87690802.68,53256247.83,19352852.37,69166406.37,70385811.99,44556919.78,18031167.41,60984635.45,45566198.30,31537432.79,14251113.76,54149770.95,40007446.41,27768194.42,15291407.23,48629667.58,35056054.13,24998391.63,14950466.71,38778176.98,29639612.74,20568546.34,14588930.89,26417326.63,19568032.60,12490612.59,22596866.59,19114886.60,0.0
8,财务费用,7457186.67,8963379.62,7976906.29,23342557.18,17878069.22,14860867.24,13184800.14,45726921.70,36251013.69,24441448.20,11182820.58,17951737.95,15102691.00,8624942.60,7271354.43,1552909.64,-1362161.75,-3503745.42,-7894115.67,32433869.33,27004016.85,18655541.49,9480394.49,40691777.91,32112862.44,21339478.15,10278016.80,31894212.61,20423699.59,11756329.31,5193250.94,27611623.19,22767261.33,12149871.49,5160979.56,16388724.88,10970156.97,6188678.56,3373744.11,7747061.85,6407579.81,4858710.97,4974895.59,15902580.48,15543857.59,11570782.63,10258293.32,36568499.25,25347808.69,16336966.07,6109804.14,26223395.56,18604924.48,12178875.97,5494939.16,21028173.34,14355888.50,7247178.96,2624930.44,10687939.65,9787813.39,5487663.78,2992118.15,8436158.03,6644935.89,4182136.73,5674619.47,3047332.33,0.0
