,报表日期,20190930,20190630,20181231,20180930,20171231,20161231,19700101
0,单位,元,元,元,元,元,元,
1,一、营业总收入,262233959.05,169686760.35,285892848.28,205164115.09,224237368.42,182255120.22,0.0
2,营业收入,262233959.05,169686760.35,285892848.28,205164115.09,224237368.42,182255120.22,0.0
3,二、营业总成本,200801454.19,134001440.22,212356854.65,147733656.33,189166459.25,141937432.24,0.0
4,营业成本,138969713.14,90260882.16,146747700.86,105528514.56,116330331.49,94621010.91,0.0
5,营业税金及附加,2418211.38,1555619.75,3465878.34,2593123.53,3473740.52,1972600.91,0.0
6,销售费用,20019524.04,13106052.09,25531047.24,18021419.76,22142776.41,19713750.75,0.0
7,管理费用,17999993.95,12811682.09,19037034.43,14138610.26,20525333.93,11588455.14,0.0
8,财务费用,-1999931.46,1298500.82,-4294216.09,-6411448.12,12332140.06,892775.70,0.0
9,研发费用,23393943.14,14968703.31,18641563.95,13863436.34,12303733.07,9256270.94,0.0
10,资产减值损失,0,0,3227845.92,0,2058403.77,3892567.89,0.0
11,公允价值变动收益,0,0,0,0,0,0,0.0
12,投资收益,0,0,0,0,0,1457.53,0.0
13,其中:对联营企业和合营企业的投资收益,0,0,0,0,0,0,0.0
14,汇兑收益,0,0,0,0,0,0,0.0
15,三、营业利润,65401726.06,37318403.89,75157885.16,55341956.45,37219901.48,40319145.51,0.0
16,加:营业外收入,351307.57,327481.44,2146144.46,944173.60,2966383.62,3685600.50,0.0
17,减：营业外支出,53328.12,53328.25,304357.21,292253.08,368122.41,209209.26,0.0
18,其中：非流动资产处置损失,0,0,0,0,0,0,0.0
19,四、利润总额,65699705.51,37592557.08,76999672.41,55993876.97,39818162.69,43795536.75,0.0
20,减：所得税费用,10563951.76,6411904.37,13043671.06,9533857.91,7112428.40,8168519.80,0.0
21,五、净利润,55135753.75,31180652.71,63956001.35,46460019.06,32705734.29,35627016.95,0.0
22,归属于母公司所有者的净利润,58352937.15,33214692.81,65369555.04,47640333.63,33356634.61,35627016.95,0.0
23,少数股东损益,-3217183.40,-2034040.10,-1413553.69,-1180314.57,-650900.32,0,0.0
24,六、每股收益,,,,,,,
25,基本每股收益(元/股),0.650000,0.370000,0.730000,0.530000,0.370000,0,0.0
26,稀释每股收益(元/股),0.650000,0.370000,0.730000,0.530000,0.370000,0,0.0
27,七、其他综合收益,736896.62,-147493.71,1312043.88,1064086.44,193878.25,-499112.51,0.0
28,八、综合收益总额,55872650.37,31033159.00,65268045.23,47524105.50,32899612.54,35127904.44,0.0
29,归属于母公司所有者的综合收益总额,59089833.77,33067199.10,66681598.92,48704420.07,33550512.86,35127904.44,0.0
30,归属于少数股东的综合收益总额,-3217183.40,-2034040.10,-1413553.69,-1180314.57,-650900.32,0,0.0
