,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19961231,19951231,19941231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,498371052.15,358184643.85,227470824.25,103678583.85,417928891.20,300061825.19,185765533.41,74148233.65,350102846.60,244465205.49,148381197.50,63965936.25,357993318.71,250374825.57,164014826.52,83962579.78,988448031.81,241145370.69,116443113.38,36592205.31,444092933.79,287495404.39,186897981.01,57272634.40,346431493.31,227182417.88,130250636.22,71979972.99,308085851.16,211632614.27,142415801.95,51203757.25,720647512.68,629157696.46,560949775.67,145562867.74,314706311.81,292156992.82,125612436.64,61505387.26,227482613.88,149800568.57,76961710.68,44985412.84,207969988.88,167966725.56,134197031.83,102433912.92,119748975.51,49157587.05,33116217.49,17476633.44,69585889.42,55339795.04,39513028.67,17346536.98,67961023.69,45601504.09,35140288.52,17992981.51,67553904.42,52329539.41,38678247.90,25530254.95,91508639.02,60939145.54,40305641.90,20105532.51,44856578.79,36700410.58,26546968.34,13042310.35,71725872.72,44603938.97,106926140.77,50054086.19,70773590.48,29461352.76,108998416.61,52198803.24,90927480.06,40725916.26,26620965.00,28978164.00,0.0
2,营业收入,498371052.15,358184643.85,227470824.25,103678583.85,417928891.20,300061825.19,185765533.41,74148233.65,350102846.60,244465205.49,148381197.50,63965936.25,357993318.71,250374825.57,164014826.52,83962579.78,988448031.81,241145370.69,116443113.38,36592205.31,444092933.79,287495404.39,186897981.01,57272634.40,346431493.31,227182417.88,130250636.22,71979972.99,308085851.16,211632614.27,142415801.95,51203757.25,720647512.68,629157696.46,560949775.67,145562867.74,314706311.81,292156992.82,125612436.64,61505387.26,227482613.88,149800568.57,76961710.68,44985412.84,207969988.88,167966725.56,134197031.83,102433912.92,119748975.51,49157587.05,33116217.49,17476633.44,69219228.29,55316032.16,39499170.74,17340483.07,67959775.82,45601504.09,35140288.52,17992981.51,67553904.42,52329539.41,38678247.90,25530254.95,91505421.72,60936745.54,40303941.90,20105032.51,41529661.23,33373493.02,24518501.72,11792339.67,66663981.62,41826924.66,101239816.08,47208461.42,65997272.11,28955339.05,108059999.62,51787857.11,89869991.03,39269803.90,25606068.00,28105531.00,0.0
3,二、营业总成本,338164391.86,216237606.12,140657440.16,67124207.39,285656975.65,189101895.67,122566083.36,51524476.20,236458997.59,154429288.26,103115893.40,45157196.30,234222454.87,153807281.52,103984988.80,54502275.68,852497956.35,238981914.50,114485011.29,34486511.80,436109655.98,281784915.41,183147474.23,55833420.83,337449828.91,219474624.42,124437087.54,68997367.44,283743827.49,190513195.57,124056783.46,36554575.31,634041908.95,543373502.68,481090075.96,128466729.68,272490205.39,248237125.00,108338778.55,53678952.75,203191362.37,131673506.10,66059013.63,39125425.59,180066807.00,148276273.14,121691465.36,94781975.01,108491139.11,39688194.54,26428367.42,13260436.76,51724807.69,38681415.37,24948148.81,11997065.15,50447161.34,31838533.10,24283049.24,11862477.72,54030052.68,41766214.96,31314245.29,21003749.48,82453890.93,52950371.90,35663342.35,17796710.18,36550430.38,31321848.81,23433177.70,11409154.05,65893782.65,34897725.83,89092258.86,40445780.36,45980748.34,18464898.17,69575747.03,30047649.09,50355068.37,-824043.08,-6389656.00,-4098766.00,0.0
4,营业成本,270085360.60,175392651.54,113627087.51,53635437.54,222226267.64,147067205.62,95653420.61,39356263.69,178114570.32,115354616.07,75966991.78,33313785.27,166566473.75,108430836.05,72009821.27,37304815.91,707294208.35,208641922.41,97015869.78,27962426.25,406033765.12,260182137.02,168103319.37,48217254.58,306744415.30,199377801.85,111218368.00,61455973.90,259971500.42,175758133.69,115310963.87,32153589.16,580593791.55,497134411.62,441309724.66,118118325.01,246488498.55,229203355.32,97596612.57,48458555.22,184556534.15,117976793.94,57108469.14,35191248.39,160359801.04,130237067.10,107813829.52,83477070.00,84597789.14,28331000.13,19378272.95,10341244.19,32913063.98,27943680.44,18180858.45,9050935.57,38449908.97,24508861.65,19349789.65,9788642.72,43733117.58,34621469.78,26496137.64,18186544.09,64116400.68,42421635.77,28455415.11,14301641.62,21667553.56,18913433.88,14193501.36,6667455.27,43336962.03,26308513.18,73497957.25,33502073.73,36458794.07,12490938.32,60034007.37,28232355.25,38650505.80,10141532.03,867289.00,811468.00,0.0
5,营业税金及附加,7097432.66,4914414.70,3101340.18,1921723.54,6315600.10,4317776.32,2617187.73,1289714.21,6192079.74,4231150.04,2615677.95,1440929.53,11134941.69,9010389.90,7380465.56,4571560.66,44432717.65,3385257.59,2221503.52,1074608.92,3040898.41,3524275.72,2297361.71,1124632.83,4672044.75,3579651.21,2565706.36,1284863.27,4503065.17,3065406.63,1747138.61,1798579.97,36015796.23,35841023.91,33565743.79,6961927.31,11399891.29,4222311.88,2927050.22,1472082.84,5004726.26,4272140.23,2831709.57,1155461.55,5694702.37,5557669.98,4807245.81,4325746.02,3962760.51,958758.21,709940.93,451356.33,2982322.14,2631910.35,1917588.29,766116.32,3258559.31,2332525.69,1815109.75,948428.40,4086829.83,3194391.55,2416053.48,1639443.32,5881536.72,3848811.75,2552948.70,1275529.90,1077936.25,772553.99,577561.67,287482.20,1403980.72,805041.39,1304235.04,650232.93,1353190.97,796091.11,2503008.67,945844.92,1870145.95,0,0,0,0.0
6,销售费用,16079812.32,10034229.46,6443341.66,2670749.89,12466333.91,8981634.32,5757220.01,2507204.06,9947454.63,7159360.84,4416437.87,1925958.29,11023059.34,7156218.90,4760583.09,2532354.25,30519646.01,14647244.85,8490193.53,2391707.87,12336353.16,8767521.57,6467502.79,3557091.54,11452072.48,7543243.90,4513866.20,2771418.95,7753689.40,4357057.58,2815898.15,955914.74,5243243.24,3400543.43,2089329.50,1584559.05,6507440.36,5201901.32,3572103.37,1707897.64,4657860.60,3219017.88,2085928.57,1058579.08,5496811.93,4188928.63,3065428.51,1253935.70,4380786.51,2027672.65,1077079.08,434015.46,2234997.94,758253.48,473086.94,172400.93,327693.37,67900.50,35677.50,17971.00,263671.20,219456.20,127859.20,40263.00,839130.95,776533.95,630393.95,316074.45,2948408.92,2811581.05,2070844.36,1126099.17,7916575.98,3683824.57,6423620.83,2923690.04,6381840.14,2056097.00,1714426.11,459043.64,817506.52,57608.36,0,0,0.0
7,管理费用,44498259.38,24966569.48,16557193.29,8045095.45,36584163.22,22468610.13,14157286.54,6410040.09,33619460.99,21489986.26,15264250.54,5905598.19,28362382.50,18671408.09,11174282.29,5634178.24,46971918.76,12098515.22,7927681.47,3342009.91,15598210.80,9992828.01,6411474.85,2763645.16,14260509.81,9050344.63,6083115.27,3112294.23,11581859.38,7723087.65,4497382.75,1816512.51,16512220.51,10106531.78,6111897.40,2573468.48,11626445.58,9338191.33,5410974.27,2369407.59,9597969.60,6986572.34,4261977.80,1656453.42,9810594.83,9287410.57,6688385.54,2631271.44,16506104.17,9482352.70,6447962.93,2323020.23,14854325.76,8065410.53,4778427.93,2158011.67,10198059.16,5851015.09,3738505.16,1262315.08,6876456.68,3927822.56,2408322.95,1241527.96,11847118.84,6014937.44,4009801.37,1537002.54,9678861.60,7527700.64,5814013.21,2725805.63,12420187.84,4041965.32,11274021.60,5109367.08,7085260.87,6856057.33,12354846.00,5390659.90,7461094.43,1348619.91,609531.00,500908.00,0.0
8,财务费用,403526.90,929740.94,928477.52,808562.82,7478554.22,5799119.52,3943870.04,2031685.20,8287607.87,6140394.21,4848734.99,2703796.54,13324211.63,10543370.62,8621963.11,4423489.35,22471731.83,186720.43,-1194510.22,-265145.17,-154203.61,137826.10,689497.91,407703.57,-46339.96,-88980.10,56206.05,362260.15,-384024.08,19796.14,-146587.23,-163279.30,-4849820.27,-3064045.57,-1934312.13,-701393.42,-3693535.14,-1854899.50,-1170930.36,-322513.70,-713162.70,-325964.91,-260251.04,65720.22,-1141144.45,-974560.55,-640170.62,33274.50,-366014.73,-502406.11,-564557.83,-289199.45,-1259902.13,-717839.43,-401812.80,-150399.34,-1787059.47,-921769.83,-656032.82,-154879.48,-930022.61,-196925.13,-134127.98,-104028.89,-230296.26,-111547.01,14783.22,366461.67,1177670.05,1296579.25,777257.10,602311.78,816076.08,58381.37,-3687120.45,-1739583.42,-5756083.41,-3734285.59,-7030541.12,-4980254.62,1555815.67,-12371803.38,-7866476.00,-5411142.00,0.0
