,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19960630,19951231,19950630,19941231,19940630,19931231,19930630,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,14772938775.58,10480794473.95,8188534924.19,3853576821.11,12638769561.52,8574124059.30,6610946329.56,1296406256.79,9324593808.41,7318000137.86,5623392695.22,2546232052.49,12807148075.97,6689908018.59,3788476162.11,1106669819.45,5631357902.68,4228619729.19,2505343229.15,1180856431.06,5116898755.21,3299909482.74,1911446565.31,759856842.34,4509699163.30,2483713135.56,1674087370.56,821850924.24,3492086591.86,2259316365.50,1358183656.03,552342611.80,4165872451.54,3239719786.15,2659630115.49,315082718.80,2753549984.67,2335989929.97,1881450449.17,1688098876.84,3488001035.64,3031819734.79,2847460928.37,132756769.02,1699886000.59,1588513867.50,1480541580.45,81657997.27,2051007390.61,1629644329.27,1007061096.11,424342140.06,2865762691.77,2380998166.20,505025371.21,95911216.03,1832451228.22,1172552436.41,924916731.85,140899213.31,2132041651.78,1236298527.99,1041115891.76,608515872.33,2275951317.32,1425596979.66,1024241542.98,222588847.39,2164836071.29,934977855.07,709203016.56,316512653.22,1045276055.35,462805590.33,739124728.32,371563343.88,725765164.80,311453835.04,669449458.43,389216809.82,1172963499.04,429864746.30,1619153093.05,1094540668.93,838356778.27,372534100.00,1371388000.00,104268009.62,608388356.75,1841563.94,0.0
2,营业收入,14772938775.58,10480794473.95,8188534924.19,3853576821.11,12638769561.52,8574124059.30,6610946329.56,1296406256.79,9324593808.41,7318000137.86,5623392695.22,2546232052.49,12807148075.97,6689908018.59,3788476162.11,1106669819.45,5631357902.68,4228619729.19,2505343229.15,1180856431.06,5116898755.21,3299909482.74,1911446565.31,759856842.34,4509699163.30,2483713135.56,1674087370.56,821850924.24,3492086591.86,2259316365.50,1358183656.03,552342611.80,4165872451.54,3239719786.15,2659630115.49,315082718.80,2753549984.67,2335989929.97,1881450449.17,1688098876.84,3488001035.64,3031819734.79,2847460928.37,132756769.02,1699886000.59,1588513867.50,1480541580.45,81657997.27,2051007390.61,1629644329.27,1007061096.11,424342140.06,2857801408.53,2374784296.60,502057728.50,94274474.23,1828128329.02,1154515595.45,907264111.91,138313085.28,2103570561.61,1216238467.13,1030565400.31,608484058.20,2265515980.15,1419805477.80,1020688624.59,221002795.37,2153476459.52,929332405.99,705158380.17,315247766.37,999011403.26,420558523.12,663317488.12,352704388.83,641788328.46,273371193.28,613981870.45,354443448.63,1094274473.60,382859187.17,1606604043.39,1091413333.56,761596364.42,363791600.00,1364913200.00,101950556.16,604387554.86,0,0.0
3,二、营业总成本,9321725901.10,6763314137.64,5219927269.51,2636355781.91,8790865548.02,6363716069.70,4776682785.96,1073616465.73,7198427280.79,5128729991.70,3950540530.96,1813795997.50,9092979181.14,4738906509.21,2455253851.93,695819620.02,4048393294.18,2924725338.13,1760757496.65,799096263.27,3380202779.93,2212168553.67,1272659589.78,434482085.82,3039856862.56,1675851032.85,1112853099.23,519831382.56,2342397271.52,1525693624.11,926947375.19,360453596.16,3021226682.36,2030707272.89,1548457753.07,264986312.61,1572832715.91,1117563140.18,677014677.75,502780170.49,1222885452.66,900045897.69,699902276.27,89843625.12,686693429.31,548193712.02,504192275.40,70107806.67,1188192755.12,932702686.65,578404451.05,217792405.74,1691199026.44,1314026327.38,165026884.53,64191117.11,983779570.36,703457066.81,566985483.81,120891213.13,1465305628.85,772585812.17,620711916.72,429088580.00,1515496321.37,906334753.91,648497240.30,124632576.54,1612705705.78,755471563.74,615463518.12,279546424.80,881454318.37,404202375.12,543799088.87,337728047.37,669633313.13,295042639.11,458025096.75,218785860.33,766706529.65,0,791829229.71,0,281031710.97,0,0,0,320379821.12,9024147.13,0.0
4,营业成本,5999260175.07,4277810829.52,3388500137.62,1807408304.97,5817038683.34,4307996640.60,3354119423.65,585795359.60,4680617358.61,3464289321.26,2884679597.53,1028030591.38,6762756627.54,3542188947.25,1573274184.55,365870293.20,2558324187.25,1845629412.61,1074512034.15,449866045.35,2007919484.33,1212741001.10,733237389.66,217158501.24,1857471064.25,876422858.72,551406563.78,253798705.03,1218397533.83,800104687.98,504827927.02,178174062.35,1832236371.01,1303995658.62,1100021038.30,157246024.26,994453135.77,685554015.04,403818777.85,326952451.78,662125140.13,524896552.31,410462945.45,51931383.15,520983655.97,476717353.45,443425882.91,33716121.44,951612307.06,751633501.57,481319828.19,203662621.62,1156504544.84,1132099793.37,100974926.75,34028682.82,682952023.28,594332799.50,486031052.59,94702544.15,1144137507.37,653493482.12,523678656.21,383862024.69,1310996436.34,764675931.34,534229782.56,91023887.48,1370397769.87,631152196.66,513424786.32,237118254.94,687889430.82,317808233.44,187677899.60,229658472.69,420196567.09,181874782.04,247027261.68,140672334.84,546806450.44,0,584252300.01,0,296501706.86,0,0,0,376594683.15,0,0.0
5,营业税金及附加,1845011089.37,1218246263.22,1028597794.70,398192643.70,1226835766.75,710486274.37,582559843.47,69234404.70,602356403.52,524633162.31,355044411.64,248367881.91,1083082239.88,571988522.11,480215539.17,155048799.99,531602650.88,377245678.73,218232776.51,136810475.55,724762083.60,510593089.65,226039797.55,81537062.42,646908716.34,416391000.52,302835244.91,150258361.37,627389218.75,361333725.03,209090440.35,90240270.22,1204309234.42,410141998.60,248062361.80,34380744.09,208730433.98,180165335.08,138783424.97,111607603.59,304895228.85,197835459.84,178303345.41,7419520.50,69886497.78,47598512.62,41367459.86,4625446.96,213448343.78,165190297.05,95492587.66,25530225.64,285864385.54,129318938.18,25111512.04,5018761.70,86529065.46,53254463.97,43967929.30,6633984.29,116295474.86,66833394.99,58356241.51,26771825.84,101484093.81,61495835.80,44361227.49,11050139.77,109050709.66,46864200.61,36662891.44,15762388.27,50530023.43,20627183.76,30770742.31,14825538.84,35164186.50,14416185.13,36989902.10,18441848.66,58183167.01,0,82062427.26,0,39210942.00,0,0,0,30521571.53,0,0.0
6,销售费用,148534004.16,96729092.95,46015246.66,16751617.99,181068647.07,71527814.25,37731941.99,16145449.48,131058955.66,68674662.37,53375817.73,18589294.28,158465658.44,96849728.28,67618136.11,18675673.49,151709466.20,104070451.99,89971680.12,29302876.39,141243653.77,100399765.47,69331342.13,19899789.35,115137399.35,85901651.73,55787560.49,18142058.81,77923010.61,52800197.28,30513824.53,13437970.62,86075323.22,57147769.83,36762091.58,14660610.27,73903732.86,56064724.72,32723833.80,15161758.99,69966912.82,47764361.40,32577840.87,13058013.81,53422603.14,36729916.64,26827695.24,8731552.69,18367086.91,12338567.27,6285082.03,3484822.21,26995531.08,12731171.99,7830279.01,3291238.95,13152526.82,9484038.84,5052200.82,2822849.56,20210086.95,17990034.08,7040099.74,2278404.49,14558817.54,11244838.13,10237837.09,9243349.39,17241593.35,14403520.36,7998329.05,3900882.75,21048284.07,5363841.25,12394194.01,2464193.30,12682323.38,8850475.58,17249401.34,6621478.69,21029216.66,0,8689782.78,0,5636842.94,0,0,0,1427571.24,46645.02,0.0
7,管理费用,346090476.57,237308838.13,153567114.20,75315912.16,362777672.65,210402180.43,120183379.76,64959583.46,359628136.41,128816297.34,90872631.26,42036197.00,257023056.84,148539049.47,96794677.05,42005425.56,216386567.59,133530060.34,88677908.84,42498762.77,175584978.38,110968780.09,68384996.04,34541995.80,177600002.78,120210759.22,74387715.16,35389035.38,164278786.07,118082582.64,71155479.70,32826528.59,157428567.14,108563090.43,67172426.28,31104531.57,155503660.38,105905898.78,53933769.22,28586467.49,159331183.04,143056965.76,93643743.30,28664193.85,118490451.02,90855347.05,61168047.00,38111598.24,106699498.88,86256398.56,60177729.84,29817338.05,277533315.04,75857637.01,56882255.29,32344788.29,248544468.26,81416368.51,60842229.65,24009317.82,212133412.30,62174652.24,44284482.97,20891441.28,91586386.96,78312344.24,64389078.43,13700601.22,80220755.78,38889431.62,34668994.55,9796553.78,67196800.20,23486996.01,149701100.07,32642487.48,70599629.90,34834207.60,68413028.78,29584571.53,64163633.83,0,58044225.07,0,43177475.27,0,0,0,17167426.25,2639813.48,0.0
8,财务费用,982830155.93,933219113.82,603246976.33,340204443.76,988078070.31,1021964454.44,667783574.08,336385978.48,1280782640.69,860318765.66,573614396.37,315481372.28,560248590.83,375170899.67,233318741.20,114219427.78,592055262.32,464150757.78,289091763.36,140618103.21,330969719.09,277891489.99,171608334.06,81344737.01,240574758.04,177768434.10,129259226.33,62243221.97,255644592.44,193372431.18,111359703.59,45774764.38,165601962.11,151458755.41,97039835.11,27594402.42,147069804.70,89873166.56,47754871.91,20471888.64,4239702.04,-13507441.62,-15085598.76,-11229486.19,-112356728.83,-103280087.74,-68669479.61,-15080817.66,-99449419.44,-80234991.61,-62721876.48,-42551141.59,-55698750.06,-35981213.17,-25772088.56,-10492354.65,-47398513.46,-35030604.01,-28907928.55,-7277482.69,-27470852.63,-27905751.26,-12647563.71,-4715116.30,-3129413.28,-9394195.60,-4720685.27,-385401.32,35794877.12,24162214.49,22708516.76,12968345.06,54789779.85,36916120.66,79624818.55,58137355.06,114934944.35,55066988.76,88345502.85,23465626.61,76524061.71,0,58780494.59,0,-103495256.10,0,0,0,-105331431.05,6337688.63,0.0
