,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20011231,20001231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,1376023466.71,799351877.36,349579945.84,1892632403.82,1258700454.03,683459458.22,330432018.38,1565058882.24,1128151456.55,753415227.17,402875494.02,1700155918.75,1267752483.64,814692271.49,433157529.45,1124789539.71,617990102.66,362468839.14,170669795.32,854706725.38,613137889.05,391614220.78,208721909.21,1130711460.36,899485569.52,619483988.13,328523028.75,1681648044.58,1296888805.17,915526553.46,519057036.99,2382430758.37,1761497519.94,1010589822.50,353763401.80,1555209833.59,1069321386.34,689313227.32,267899540.65,1379069547.02,1077627740.83,709353275.15,350516756.14,1701313852.70,1155508993.22,675365007.88,246742537.72,881341655.80,662573546.40,436248151.49,177223758.63,515716686.34,353826965.89,214174291.72,99559765.32,452675779.34,336027295.36,219218401.78,89943573.80,376799850.94,266649905.78,169958800.23,78587653.12,286116144.28,222673777.20,147829587.78,67800172.38,245832397.06,186235041.19,131486788.76,94127587.55,0.0
2,营业收入,1376023466.71,799351877.36,349579945.84,1892632403.82,1258700454.03,683459458.22,330432018.38,1565058882.24,1128151456.55,753415227.17,402875494.02,1700155918.75,1267752483.64,814692271.49,433157529.45,1124789539.71,617990102.66,362468839.14,170669795.32,854706725.38,613137889.05,391614220.78,208721909.21,1130711460.36,899485569.52,619483988.13,328523028.75,1681648044.58,1296888805.17,915526553.46,519057036.99,2382430758.37,1761497519.94,1010589822.50,353763401.80,1555209833.59,1069321386.34,689313227.32,267899540.65,1379069547.02,1077627740.83,709353275.15,350516756.14,1701313852.70,1155508993.22,675365007.88,246742537.72,881341655.80,662573546.40,436248151.49,177223758.63,512765076.90,351622203.50,212833133.17,98938919.75,451628212.04,334104698.59,217603369.11,89513134.68,372456986.71,263549611.69,168387114.29,77864241.02,281488011.40,218926299.55,145340179.01,66797634.88,242888619.86,185444983.25,130569970.10,93531012.82,0.0
3,二、营业总成本,1655324095.50,986032291.91,437312660.30,2064967858.54,1313603990.46,824933386.17,385736136.63,1791825310.41,1273214826.89,877361965.60,460423059.40,1928597141.60,1405201826.54,896119442.30,478810657.69,1226108794.97,694759420.29,420457943.74,198520245.99,924457235.63,649381888.90,408872156.23,213747098.82,1164238142.01,920411060.62,645808185.00,359185384.01,1755149733.84,1317181424.59,938251865.01,547200406.71,2400650099.89,1783203886.72,1012179965.60,362171274.68,1546285236.34,1055757641.94,678656934.41,264276720.19,1369285469.00,1067041137.78,704347003.55,346489521.09,1678904216.48,1083144259.23,639175856.11,235567666.18,866083599.65,652889070.57,429459985.17,176586801.52,509951392.59,351044412.24,212302543.37,98980470.47,444630854.68,329120842.08,216435964.37,93416939.26,352806799.68,247845570.69,159219508.52,74959241.04,252713325.88,198829310.09,131944048.96,60991549.19,217976303.57,166095119.76,121757251.04,86299882.83,0.0
4,营业成本,1230262514.86,706197965.20,313750056.78,1559419176.35,985732336.30,601335611.67,298220562.78,1373383167.85,983170831.21,672200217.34,366664406.43,1604242400.13,1198367129.12,766242758.91,418024283.99,996630260.83,527896621.29,308258180.96,145923320.15,711983807.14,507873192.22,317511053.92,173166844.34,934372741.17,749365272.87,527563004.29,285015135.31,1497660336.65,1157237605.46,827430416.17,475338761.71,2184951346.81,1646527014.66,944189943.75,329494529.17,1414502999.07,961212843.72,617021391.27,237533743.63,1252295573.86,981379080.96,651443754.15,325234333.75,1576227361.53,1017785546.24,593673609.93,212359200.77,820117104.33,617224853.16,403059201.54,165468464.14,465634921.52,318752239.26,190234903.01,88666030.95,399359889.03,293020658.70,192139377.86,80530462.64,305485625.55,216394713.77,137687924.06,64424902.27,212088037.71,163070002.65,108406446.27,50015792.56,174109726.73,134539662.02,94433715.01,67968983.21,0.0
5,营业税金及附加,13049381.98,8849004.34,3235464.00,16546282.23,11916083.83,7777267.21,3270091.15,16066308.72,11217328.96,7817857.92,3447188.32,10535478.46,3013396.04,2238833.08,1591372.84,4754926.93,2773715.29,1919994.19,519492.97,2603471.45,1845436.84,1166636.02,353147.12,5214121.98,1884069.87,1356283.08,324463.35,4291591.15,3594463.41,2622311.73,1056031.80,3073186.65,2545280.93,2102574.10,677243.03,2567705.81,1886620.56,933913.87,151743.63,2984682.11,1284483.17,806438.01,373764.27,1367047.94,1085521.59,550940.69,259679.65,1456326.10,574747.15,217709.66,65779.52,496737.86,387332.53,296285.04,83857.61,1320337.02,999368.23,610542.21,332808.70,1294835.44,703645.80,391257.23,114285.69,780850.81,642142.70,543449.16,387297.86,1112791.37,434063.53,193877.48,26493.88,0.0
6,销售费用,65079130.96,45706767.02,20489772.81,61076890.11,44641986.31,27004422.05,11392059.40,70275484.39,48463315.16,33068112.88,16256724.74,60155130.12,37861639.92,23960905.35,9610396.78,42645517.86,28779203.76,18599209.21,7303468.32,39127761.50,24583153.75,18319441.33,7681634.29,39345373.31,24996897.92,15596527.42,7721843.60,48196101.24,24925096.70,16256920.23,8270008.48,40741422.27,25765214.51,17074517.03,7539121.01,27686657.69,22124512.45,14092477.17,6118465.40,25501331.27,18171899.00,11529258.95,5576407.79,23291695.63,17655510.97,11389183.76,5360587.15,9920973.21,7456524.99,4879702.28,2316306.94,10263302.50,7679903.70,5031115.88,2529579.08,11231744.53,8507469.00,5685128.24,2827036.33,11196393.59,7921353.85,4684904.63,2200800.98,10158204.72,7278435.56,4641917.33,1900475.26,10136939.75,7296976.38,5612168.20,3462994.39,0.0
7,管理费用,171540320.43,112758804.96,74596393.04,305861880.16,190188973.65,141680603.83,56378015.19,223972844.19,157488388.25,105862907.15,55733654.09,191071142.50,129675605.25,87704658.68,44479860.40,148305104.75,107282825.95,70604862.26,36616433.66,143948146.06,96525313.20,60757628.74,29660669.44,144869311.13,107288163.52,73778467.69,41817214.66,153857237.24,102714412.64,71473177.10,52332027.26,143403335.64,95860066.53,39601755.40,19065450.66,77427418.00,48358082.94,31767994.42,14991494.31,63798435.52,45130702.87,26942853.63,9160584.03,49429583.52,28233472.68,18632354.68,10079785.63,19078089.21,15455792.86,12318971.50,5081317.06,20130991.95,14350482.90,10309907.93,4648546.41,19558712.27,16485070.58,11648767.58,6713957.01,22465128.01,14918073.80,10384240.88,5692211.94,23648935.37,16834517.87,10823446.51,4753725.88,17690359.85,13230337.37,16188618.90,12791584.99,0.0
8,财务费用,77658183.38,47072433.94,25464524.65,77046313.21,51744391.83,33258589.95,21506884.27,86574796.96,59276065.04,42519227.11,16986037.95,25499452.60,22906599.88,15207936.20,7119082.90,23352104.18,22186635.67,17260431.67,8814349.71,20283374.04,14355809.22,12221470.27,4465670.55,36281109.96,26778864.04,21987752.87,12978280.74,51493243.05,32758139.31,24669160.20,11954326.97,20329350.09,14200187.88,9492229.06,5006319.33,23138395.25,20688622.61,12624268.73,5798575.63,25948438.61,20474289.91,12179531.93,6331115.43,18216242.26,16349232.07,13691099.66,7508412.98,15093643.47,12177152.41,8984400.19,3654933.86,13425438.76,9874453.85,6430331.51,3052456.42,13160171.83,10108275.57,6352148.48,3012674.58,12364817.09,7907783.47,6071181.72,2527040.16,6037297.27,11004211.31,7528789.69,3934257.63,14926485.87,10594080.46,5328871.45,2049826.36,0.0
