,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19981231,19971231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,4509180935.08,2865602142.25,1542964596.85,559268976.27,2410719135.28,1590684346.36,1144168042.39,601846677.08,5495230981.09,4016032549.80,2686351035.59,1585270567.45,4161956502.67,2180231338.41,1315910582.56,512453422.40,3427618608.10,2135079620.97,1409992430.41,776713230.32,2621134224.93,1450008983.44,972020706.32,418304446.36,1600391994.32,1036822358.72,494955249.53,218523927.39,2380506689.32,1557661762.79,1123319450.37,365866654.58,2222129361.18,1687967334.60,1110700897.60,452013884.10,1119684695.75,718487436.43,419905906.18,196824398.62,680265090.34,386101825.87,278878373.46,40229734.75,562980183.78,429025386.92,282958854.86,137455833.47,666405078.36,485592957.94,307910086.18,131263783.75,637536804.41,468009419.06,302176662.15,134834552.21,517711210.03,371811754.15,223355127.86,94598112.25,545445514.02,423574961.63,254695576.40,109004252.93,561188435.34,391210788.18,253487320.99,104949799.62,408629527.31,276479631.83,154528747.33,62795681.35,404288851.04,256286205.13,615965025.94,350830283.43,487450483.29,367208479.09,538683073.51,0.0
2,营业收入,4509180935.08,2865602142.25,1542964596.85,559268976.27,2410719135.28,1590684346.36,1144168042.39,601846677.08,5495230981.09,4016032549.80,2686351035.59,1585270567.45,4161956502.67,2180231338.41,1315910582.56,512453422.40,3427618608.10,2135079620.97,1409992430.41,776713230.32,2621134224.93,1450008983.44,972020706.32,418304446.36,1600391994.32,1036822358.72,494955249.53,218523927.39,2380506689.32,1557661762.79,1123319450.37,365866654.58,2222129361.18,1687967334.60,1110700897.60,452013884.10,1119684695.75,718487436.43,419905906.18,196824398.62,680265090.34,386101825.87,278878373.46,40229734.75,562980183.78,429025386.92,282958854.86,137455833.47,666405078.36,485592957.94,307910086.18,131263783.75,637536804.41,468009419.06,302176662.15,134834552.21,516533100.43,370905179.80,223194110.02,94502807.74,544354564.28,423482492.99,254622239.61,109004252.93,561178527.22,391200880.06,253487320.99,104949799.62,408629527.31,276479631.83,154528747.33,62795681.35,404766693.56,256286205.13,615965025.94,350830283.43,487443082.86,367208479.09,538683295.51,0.0
3,二、营业总成本,4524526326.21,2894201840.62,1565887470.45,609934295.91,2782384228.48,1823888260.45,1244548240.89,629169347.23,5538777889.22,4049272923.11,2725419045.17,1581352380.70,4384719548.17,2334015952.06,1447668927.42,600375719.27,3807144343.86,2285237981.97,1494449974.84,790861000.20,2631363359.67,1467164891.27,971586386.90,405135272.32,1710557178.62,1064221630.85,582422641.26,247189693.36,2286737531.30,1494195397.80,1104468787.46,364221031.52,1963612711.49,1438961806.77,893362102.72,417174252.43,1075988467.51,682544552.71,396994769.59,186966615.65,665063663.95,393287231.07,279115667.99,48171439.20,659543076.23,481116155.13,318074319.10,162605851.41,723249397.57,527247179.66,341101463.23,153458802.12,693201103.66,508919544.97,331761065.31,156652240.75,635580128.96,460616420.70,292336223.96,137086924.10,642456852.56,478632253.94,282470510.74,108275072.07,558027991.72,388124350.43,251844899.26,104800201.31,424663086.17,283418856.46,159655041.13,72205524.55,451016639.22,267811980.73,579970784.06,331471840.40,456530621.50,358043507.47,508643509.11,0.0
4,营业成本,4251471292.31,2715971371.41,1453241663.69,535139910.50,2358614349.86,1526576263.21,1090103961.69,570053439.51,5182008808.52,3796842452.38,2583384172.09,1518709868.09,4022799779.11,2079317042.38,1278978191.10,509702352.52,3309187813.25,1999408599.83,1309566877.48,717541567.48,2298355960.50,1261382538.61,826515479.87,337066486.12,1330660995.99,821703749.81,407198444.72,176023462.28,1953068423.32,1273478687.10,957468895.93,285254477.52,1695658488.30,1272521059.74,788374389.46,371665238.45,931369197.71,589945649.72,339059713.86,159909194.09,566649441.18,329276291.25,231534779.11,29966133.53,563539479.53,457515288.73,298485730.09,149291662.54,666992948.67,484302525.91,312610108.03,139247374.22,623424921.25,457911217.98,297330817.22,139620153.47,571544961.23,417579195.88,265328793.61,123775468.65,557085794.16,416691105.48,244101097.75,93195957.07,499563295.38,351091221.06,231346221.11,89961225.37,358817587.88,240036173.22,131301610.66,58229520.66,388700812.27,232171429.22,508554956.30,294661035.43,380503892.26,309768800.14,457697984.58,0.0
5,营业税金及附加,54111478.84,34376141.08,18429774.48,6006856.69,95659515.88,46863764.87,41250328.73,13690421.56,90955997.18,70793009.29,16827576.37,942111.17,56041527.91,20465607.17,12161655.65,2791714.36,20746723.42,6467477.82,3897281.43,1549413.10,14901961.14,10939043.47,8905590.18,3242684.55,33254959.15,18875881.94,9471350.79,954213.37,27827590.17,14530507.70,7559373.26,2109498.52,22573043.43,13472469.67,9695367.54,2761180.68,6306074.14,3928582.21,2727589.11,1369897.74,4730424.68,3181255.84,1766161.00,284323.99,1553427.62,343816.29,136776.13,119164.47,322908.19,250488.10,176926.45,48579.05,275247.76,112895.59,49354.01,37703.24,401655.45,275428.01,214561.30,112062.42,182589.63,81798.44,40172.91,0,501404.49,45084.60,16267.32,14658.49,2163312.22,871225.30,177256.81,101999.83,1102087.44,879379.75,1230764.76,760332.19,1236067.61,347093.78,0,0.0
6,销售费用,21820842.12,15345494.07,9367164.94,4247290.69,19246430.97,11632553.52,7624257.80,4264039.99,26391699.35,17656315.43,9337228.04,5198161.06,22112564.36,13763404.76,5938688.81,2844997.91,23650994.38,13642685.16,9767583.56,6339017.47,17410923.40,7873269.73,4573304.40,2437141.14,17098752.41,12233045.82,5758166.70,2546767.36,21702837.16,18948848.31,14389189.46,8315262.05,19015247.93,13217302.27,6133046.17,1995445.77,13828585.65,4801748.42,3549636.36,1594694.76,4844316.87,3325087.93,3048044.30,830401.71,3536392.61,381203.67,147717.31,-10719.25,644134.26,418360.15,239287.01,113797.58,14107319.07,8008875.51,7289758.37,3474910.14,14593636.21,7476615.34,4769560.60,1727321.83,16892122.31,12822403.60,7854683.77,1303421.39,11216851.20,6544295.16,5433749.22,2849280.33,14837363.64,7422050.55,4232192.61,2883143.94,7850146.89,3404158.22,12003215.25,5840089.03,12083498.66,7235017.49,8169108.54,0.0
7,管理费用,125456419.94,71625109.82,46708300.87,23728918.56,108317011.55,74414748.15,52054127.87,27266389.20,131967614.97,96610554.40,65444523.23,32827284.28,152950522.96,102404319.55,69090634.36,36805979.92,165766698.07,113441343.50,76600019.90,39133762.69,170165812.19,105248206.48,72368036.67,40154696.68,215278854.39,130215841.39,91817408.90,50115900.72,193076983.93,134330210.29,85359890.71,47164341.73,147942741.27,105755166.04,65975199.62,29485185.65,109359187.78,70544019.75,45139455.59,20587096.75,75713380.44,54357298.55,33423644.57,14868469.54,40797262.18,13294365.20,7786304.71,3922100.88,15595444.91,10505053.34,6908418.18,3531729.70,12800289.65,10124739.31,6763955.32,3012429.71,6952676.92,1457282.78,-983312.37,64822.25,16084709.60,7593761.37,5010266.93,3023392.28,7296303.28,2490000.96,-1274879.61,2450215.11,12774706.86,6602899.47,5386653.80,2029761.72,7942653.27,4565765.68,10219476.42,5151191.76,11463890.32,6261209.24,7023891.54,0.0
8,财务费用,65038517.62,52284197.33,35526541.67,16461422.70,74362063.85,54266551.50,32879621.88,17873335.43,89742957.28,64679283.59,40394650.81,19995798.20,113432435.21,90382283.66,59117539.83,29662426.36,117706710.60,84246324.80,55729724.08,27116079.65,84754660.88,66241438.72,43684767.93,20065207.11,70538819.59,60105680.32,39451666.67,17549349.63,74530610.70,53225021.00,38271645.75,21378031.70,69852586.74,36692665.08,25917933.39,11267201.88,22523827.52,15917599.14,9091209.71,3507893.27,11395086.90,7747005.79,8468284.75,2372110.43,26916144.02,12866990.36,12176072.94,9283642.77,34619734.54,31467386.66,20862858.76,10517321.57,42258180.31,33543325.30,21108689.11,10507044.19,42087199.15,33827898.69,23006620.82,11407248.95,52211636.86,41443185.05,25464289.38,10752301.33,39450137.37,27953748.65,16323541.22,9524822.01,36070115.57,28486507.92,18557327.25,8961098.40,45420939.35,26791247.86,47962371.33,25059191.99,51243272.65,34431386.82,35752524.45,0.0
