,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19981231,19971231,19961231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,662311682.00,465080743.22,222695273.50,982064939.24,711035401.96,498464640.42,224125967.05,1317429354.06,987835096.66,726347257.98,319664347.68,1005491316.01,677655136.85,462908055.83,241287105.35,1010102392.17,779893354.87,529735451.40,270867960.22,1343931813.71,1035975007.47,702341725.93,351500085.10,1606864254.45,1186711149.34,819620341.38,383378485.88,1651842998.52,1270245555.80,821244564.12,400145247.10,1765575481.94,1377863032.26,968001419.50,495147133.91,1762434649.88,1280057139.44,899143711.02,466740424.79,1517017276.84,1071389392.02,742061379.13,407530978.78,2756112625.97,2463073097.85,1807938046.52,778912037.61,2044671479.50,1486172920.17,996604675.85,480495870.67,1604560852.09,1176250738.47,781395921.44,387289096.33,1468880350.38,1066515304.66,723054801.00,370989855.24,1009823742.93,681579260.15,383792625.58,178061470.49,604389966.89,365008918.99,220909978.72,101208159.47,387287091.00,272151176.63,185867502.28,85534449.47,375098132.44,156647139.44,204891693.26,93961649.51,116698873.90,115687356.98,60081281.08,44054722.13,0.0
2,营业收入,662311682.00,465080743.22,222695273.50,982064939.24,711035401.96,498464640.42,224125967.05,1317429354.06,987835096.66,726347257.98,319664347.68,1005491316.01,677655136.85,462908055.83,241287105.35,1010102392.17,779893354.87,529735451.40,270867960.22,1343931813.71,1035975007.47,702341725.93,351500085.10,1606864254.45,1186711149.34,819620341.38,383378485.88,1651842998.52,1270245555.80,821244564.12,400145247.10,1765575481.94,1377863032.26,968001419.50,495147133.91,1762434649.88,1280057139.44,899143711.02,466740424.79,1517017276.84,1071389392.02,742061379.13,407530978.78,2756112625.97,2463073097.85,1807938046.52,778912037.61,2044671479.50,1486172920.17,996604675.85,480495870.67,1598752804.87,1171832002.94,778228309.32,386042303.11,1465852231.76,1064486993.76,721741979.45,370479219.07,1008016489.02,680253540.48,383309250.86,177872711.10,603729157.32,364496795.63,220548075.36,101050833.77,386958924.46,271912272.71,185645606.56,85430195.87,374736830.31,156459994.39,204578945.41,93968156.38,116387651.03,115442034.69,59944839.18,43802070.68,0.0
3,二、营业总成本,580611187.71,402952920.89,193335032.39,1012077868.01,660329212.15,472969019.07,223185678.25,1352258894.52,1025035281.74,731567594.18,342198578.78,1157946460.04,743246423.75,498161108.70,260484555.63,1110286946.89,820408697.26,552685683.71,288420292.98,1393237606.65,1051931986.95,709739710.45,352026939.33,1649167057.98,1201664070.52,813914163.64,379065517.43,1669423017.70,1252914395.61,804313809.91,391670178.18,1704061470.80,1280061314.04,892597238.25,466300154.95,1701020173.68,1212089885.18,839706039.82,434672358.35,1456419490.06,1010853781.27,700159691.91,395629058.50,2607503196.75,2270742193.57,1668101723.85,739259370.93,1961478189.33,1427789419.53,957318863.11,463113251.11,1534023915.14,1107311421.74,730461997.33,363453748.48,1373249681.77,990823964.94,664396759.54,340751470.82,938062181.76,626634247.98,350077284.10,162697132.44,549386238.43,326213239.70,190645764.60,88015086.97,331025639.82,223149022.42,145455350.25,69218890.76,310708167.43,110398110.76,149892180.51,69693144.92,76449682.37,72450352.87,44478768.31,32149685.02,0.0
4,营业成本,394802109.97,273811874.34,127768800.10,584603077.52,401374211.35,279078291.70,123303493.38,1004122398.34,778589678.39,589601930.66,278503484.83,881194316.34,576761974.65,390194770.23,206280267.34,868065161.00,666785970.04,450784357.40,233484336.45,1162764345.05,899985954.58,607324563.81,306238891.54,1428134243.11,1050972162.15,717996654.01,329461361.43,1438117157.34,1104278359.19,708096121.77,342787505.69,1453512207.58,1121120088.36,789850781.70,412316327.86,1500245095.76,1075581560.34,751492384.87,390958419.01,1286784594.54,904651981.20,631160733.27,356189627.17,2311893461.94,2048903409.03,1500252136.30,658840340.81,1787641825.25,1313281559.24,885831066.53,428827818.35,1387870841.98,1003776050.63,656895044.07,328710312.40,1233525056.68,886197496.33,594646850.99,305331684.90,846561669.75,569891539.49,319422976.46,147723670.00,495198628.70,303942410.16,179528222.32,80002463.73,289155034.28,194924882.40,125431616.76,59257824.65,276285843.93,96452307.06,120720938.82,59755869.16,51424639.03,50983178.15,32635504.20,23350728.32,0.0
5,营业税金及附加,5612468.07,4239007.05,1830902.52,6966270.95,9634242.59,3326896.34,2025136.86,12730691.34,8858812.23,6828568.77,2937649.07,10314724.06,3340083.86,2265709.67,1407322.90,4042401.61,2827245.12,1746956.98,578015.17,4536353.25,3295857.86,1505531.81,372492.80,4995360.63,3999205.54,2707945.83,1603802.49,4389215.89,3062642.15,1312086.91,611439.96,6211345.78,5132458.69,3909506.96,1489347.74,5510208.07,3729300.00,2177845.82,1117410.42,5013707.93,3540540.61,2917999.04,1667463.22,9007033.71,7078316.40,4519472.59,1980919.49,5601681.68,3865319.53,1949530.83,788136.15,3665023.52,2370745.19,2099041.96,1233758.78,4533478.05,3491624.87,2553965.78,1127813.32,525789.14,275333.10,208942.31,143124.60,473974.91,251195.70,130788.90,97918.53,541283.37,489161.75,452145.58,212224.03,527233.71,474432.69,1007651.19,568539.41,1308228.32,1527848.16,175359.67,0,0.0
6,销售费用,43443312.15,27312468.01,13258787.80,80627917.93,52934751.86,39738902.52,17280152.92,79120184.12,60005122.81,38129262.15,14110453.86,44976936.79,29224460.51,20393810.10,10280626.56,41308644.39,30184545.51,19943053.81,8482832.10,54621691.97,39949074.65,27489076.83,12245781.90,63468267.63,40587817.67,28047770.93,13244895.62,70146007.65,49726643.62,28839514.24,16549656.43,64608901.25,48695792.30,33156159.06,17863230.30,73106962.65,54125716.01,34787352.79,17586272.96,57051843.97,36589923.15,24758390.11,13955614.31,95658263.61,85396515.65,64065841.25,22684083.95,51115275.19,39040687.20,22257813.98,8052327.62,41934062.72,30929034.40,20163905.52,6189362.39,49627298.44,37703684.65,23441700.75,10774907.55,35289476.43,23350505.89,12869464.26,6918246.78,32028837.10,12611726.90,7505709.77,3598864.40,22669738.26,14033098.04,9765851.73,4220071.32,15486597.74,6011231.61,6846045.87,2842391.02,8585061.66,6202097.47,3696054.31,2864171.75,0.0
7,管理费用,102333576.67,67511870.20,28794908.96,139324807.72,98404106.14,104505736.35,47403254.71,181094279.20,137302800.37,84933572.64,35184758.47,156651715.29,110430062.77,65773467.24,30906978.30,131050660.87,89834690.75,59971399.35,34302086.83,106306379.19,76706496.22,52706319.71,22872960.94,105455768.84,76238917.27,46456498.57,23962849.49,113163491.28,76795614.24,53018715.01,24008602.17,137068706.48,84058755.32,50950968.45,23437781.78,92151357.83,65847392.94,40374967.94,17775332.54,82919298.49,56495951.65,37134621.99,17748919.28,111122628.23,74630629.17,56521370.23,28821076.01,69151086.53,41675454.32,27473965.26,11932577.96,79692399.52,55851780.30,43516589.39,24194184.97,67190126.14,52314744.50,39041048.52,20771372.46,54085867.55,32250617.07,17952434.58,8123946.97,29800742.27,17224236.86,10499410.67,5074014.30,19521964.00,12214562.25,8662669.88,4824050.24,21525739.06,11169469.11,24434434.45,6731341.78,13939157.20,9498576.18,3828918.89,2238472.16,0.0
8,财务费用,17388478.92,16715517.21,9518989.71,20131982.14,22268636.89,17209723.65,23626994.89,42381905.32,33541307.66,17582175.40,4687472.10,13028885.89,14298592.03,11361239.15,6941425.81,21700737.01,16213766.62,11617061.72,6206301.87,28623965.75,21511829.23,14082864.22,6653658.51,25384772.41,17096056.84,10664562.00,5133619.28,15897700.53,11694858.92,8667118.40,5201310.16,16891429.22,15321708.12,9296446.96,3932071.67,11022286.05,6330801.74,5277517.67,2758765.34,8734683.30,7188312.12,4426552.65,3273030.02,42612004.80,40522352.90,30467170.45,15836656.47,35121589.05,22664882.26,15313230.24,6498352.72,20861587.40,14383811.22,7787416.39,3126129.94,18373722.46,11116414.59,4713193.50,2745692.59,1599378.89,866252.43,-376533.51,-211855.91,-8115944.55,-7816329.92,-7018367.06,-758173.99,-862380.09,1487317.98,1143066.30,704720.52,-3117247.01,-3709329.71,-3210608.11,-325785.05,1184403.74,4238652.91,4142931.24,3696312.79,0.0
