,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010930,20010630,20001231,20000630,19991231,19990630,19981231,19971231,19961231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业收入,146386000000.00,97599000000.00,50084000000.00,171542000000.00,127109000000.00,82256000000.00,39629000000.00,168619000000.00,124768000000.00,83354000000.00,42360000000.00,160792000000.00,120928000000.00,82172000000.00,42191000000.00,146550000000.00,108632000000.00,70701000000.00,32991000000.00,123181000000.00,89773000000.00,59043000000.00,27602000000.00,100015000000.00,72477000000.00,46518000000.00,22011000000.00,82952000000.00,60829919000.00,40002992000.00,19908856000.00,67917672000.00,49307426664.18,31865108000.00,15195988239.84,49855850666.76,35891712724.54,22751490723.82,10724015294.41,36823932168.81,26342162719.94,16677371140.63,7902030345.63,34560566788.64,25707444293.87,16706134817.20,8037934609.16,25876434269.64,18310358281.45,11612895251.49,5285081613.91,18929966909.12,13438277757.42,8614837816.70,3512233298.77,12524508475.22,9159358548.42,6012691968.00,2917403642.41,14387094383.08,10091641153.17,6478507250.45,3163724722.47,10464309411.08,7128289662.77,4494133157.19,2124481328.83,7410087706.36,4843462407.26,3044326208.99,1080616000.00,4191813000.00,2859229207.59,1820792665.94,3394839049.40,1060899284.03,1819123151.17,921528000.00,2272003000.00,2264622000.00,1878030000.00,0.0
2,利息净收入,97822000000.00,64264000000.00,31446000000.00,111844000000.00,80809000000.00,51297000000.00,26279000000.00,106912000000.00,78900000000.00,51803000000.00,26519000000.00,108120000000.00,81850000000.00,55115000000.00,27812000000.00,113009000000.00,82529000000.00,52940000000.00,24679000000.00,98183000000.00,71508000000.00,46498000000.00,21642000000.00,85177000000.00,61138000000.00,39262000000.00,18524000000.00,73362000000.00,53980579000.00,35606322000.00,17829622000.00,61441562000.00,44018176440.23,28368393000.00,13620249650.57,45203510421.70,32367658665.81,20366806546.44,9709953027.39,33538388090.24,23984719872.91,15136737771.22,7223153726.63,31534335332.93,23488833019.21,15221540134.67,7549943075.29,24179970273.22,17182153873.78,10962884596.77,5073955811.52,17782741751.41,12696979966.73,8171198770.44,3319320877.58,11848390268.34,8746220910.23,5722188312.53,2795809603.06,9375886732.21,6851082704.81,4401784235.17,2047467684.41,6574919628.01,4595463789.57,2863486917.03,1311503773.32,4450620436.42,3016526346.79,1857714362.45,790184000.00,2862894000.00,2004593628.83,1292055345.68,2147854118.99,1061589168.08,1703595334.39,910244000.00,2102113000.00,1864654000.00,1627682000.00,0.0
3,其中：利息收入,212776000000.00,140097000000.00,69697000000.00,267488000000.00,199796000000.00,132623000000.00,66723000000.00,245818000000.00,180358000000.00,118593000000.00,58665000000.00,214814000000.00,161298000000.00,108144000000.00,55643000000.00,228254000000.00,170532000000.00,112414000000.00,55460000000.00,212015000000.00,155929000000.00,102650000000.00,49405000000.00,177804000000.00,128897000000.00,82727000000.00,39178000000.00,150243000000.00,111878963000.00,74134925000.00,37255691000.00,121221237000.00,83671257087.88,52212378000.00,24363867761.98,72966932285.62,51976017851.77,32623162632.73,15616291585.42,60190044233.55,44747746935.70,29642511010.99,14716052504.76,55721299667.71,42815189902.90,27534224417.48,13079973359.70,38442514960.29,27186049815.99,17140097726.46,7926936379.47,28430740101.77,20682031595.95,13366080625.38,5808858992.39,20589404171.72,15106535392.54,9936248943.67,4863906722.63,16077986496.79,11728515689.75,7567319608.70,3598512605.70,11445827288.18,8145936124.80,5165031789.04,2358533449.31,7721379837.51,5415355026.55,3351916478.80,1521820000.00,5802918000.00,4203953578.66,2685691481.31,4400551877.36,2117571478.11,3815421541.80,1929699000.00,4584738000.00,4888695000.00,3934014000.00,0.0
4,减：利息支出,114954000000.00,75833000000.00,38251000000.00,155644000000.00,118987000000.00,81326000000.00,40444000000.00,138906000000.00,101458000000.00,66790000000.00,32146000000.00,106694000000.00,79448000000.00,53029000000.00,27831000000.00,115245000000.00,88003000000.00,59474000000.00,30781000000.00,113832000000.00,84421000000.00,56152000000.00,27763000000.00,92627000000.00,67759000000.00,43465000000.00,20654000000.00,76881000000.00,57898384000.00,38528603000.00,19426069000.00,59779675000.00,39653080647.65,23843985000.00,10743618111.41,27763421863.92,19608359185.96,12256356086.29,5906338558.03,26651656143.31,20763027062.79,14505773239.77,7492898778.13,24186964334.78,19326356883.69,12312684282.81,5530030284.41,14262544687.07,10003895942.21,6177213129.69,2852980567.95,10647998350.36,7985051629.22,5194881854.94,2489538114.81,8741013903.38,6360314482.31,4214060631.14,2068097119.57,6702099764.58,4877432984.94,3165535373.53,1551044921.29,4870907660.17,3550472335.23,2301544872.01,1047029675.99,3270759401.09,2398828679.76,1494202116.35,731636000.00,2940024000.00,2199359949.83,1393636135.63,2252697758.37,1055982310.03,2111826207.41,1019455000.00,2482625000.00,3024041000.00,2306332000.00,0.0
5,手续费及佣金净收入,31251000000.00,22690000000.00,11976000000.00,39009000000.00,29971000000.00,19860000000.00,10580000000.00,45580000000.00,35551000000.00,24154000000.00,12191000000.00,40692000000.00,31140000000.00,22288000000.00,11618000000.00,27798000000.00,21222000000.00,14693000000.00,6932000000.00,21346000000.00,15647000000.00,10401000000.00,5013000000.00,13904000000.00,10138000000.00,6327000000.00,2920000000.00,8746000000.00,6108830000.00,3877385000.00,1839813000.00,6715726000.00,4922034526.67,3298188000.00,1474258728.39,4048545815.92,2800938529.77,1825317668.75,853029979.98,2206966238.82,1569264035.30,1065424629.91,475393913.91,1794548184.29,1349474582.47,899322488.06,379195366.08,1129438924.60,731962330.20,451795584.16,0,569076605.15,0,275697416.80,-58348310.96,-197705565.37,-132660605.50,-77067877.85,-29796054.85,-100589123.20,-65386194.43,-41432616.72,-16210065.86,-59662240.69,-38782482.26,-26965233.39,-11865272.30,-64739409.56,-45330955.12,-32545265.39,13994000.00,104543000.00,51580780.97,30463850.80,56009717.71,18518969.80,45507172.34,5229000.00,35284000.00,66735000.00,96436000.00,0.0
6,其中:手续费及佣金收入,39021000000.00,27515000000.00,14387000000.00,46205000000.00,34749000000.00,22663000000.00,11902000000.00,50773000000.00,38931000000.00,26257000000.00,13132000000.00,43236000000.00,32652000000.00,23248000000.00,12060000000.00,29313000000.00,22274000000.00,15305000000.00,7247000000.00,22321000000.00,16284000000.00,10806000000.00,5214000000.00,14573000000.00,10615000000.00,6660000000.00,3080000000.00,9321000000.00,6517387000.00,4154212000.00,1991051000.00,7204809000.00,5248969988.51,3505997000.00,1569445276.82,4461471223.29,3081128091.63,2017203947.02,954113334.84,2720419162.60,1939537415.15,1299383059.57,607108976.53,2334954607.27,1711328057.61,1139750819.46,498666795.65,1603570869.74,1031632809.46,634308906.41,0,891713060.81,0,420190715.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24142000.00,157890000.00,91698990.39,50581605.35,104053464.74,37992028.85,96597737.00,32714000.00,72830000.00,106354000.00,128332000.00,0.0
7,减：手续费及佣金支出,7770000000.00,4825000000.00,2411000000.00,7196000000.00,4778000000.00,2803000000.00,1322000000.00,5193000000.00,3380000000.00,2103000000.00,941000000.00,2544000000.00,1512000000.00,960000000.00,442000000.00,1515000000.00,1052000000.00,612000000.00,315000000.00,975000000.00,637000000.00,405000000.00,201000000.00,669000000.00,477000000.00,333000000.00,160000000.00,575000000.00,408557000.00,276827000.00,151238000.00,489083000.00,326935461.84,207809000.00,95186548.43,412925407.37,280189561.86,191886278.27,101083354.86,513452923.78,370273379.85,233958429.66,131715062.62,540406422.98,361853475.14,240428331.40,119471429.57,474131945.14,299670479.26,182513322.25,0,322636455.66,0,144493298.84,58348310.96,197705565.37,132660605.50,77067877.85,29796054.85,100589123.20,65386194.43,41432616.72,16210065.86,59662240.69,38782482.26,26965233.39,11865272.30,64739409.56,45330955.12,32545265.39,10148000.00,53347000.00,40118209.42,20117754.55,48043747.03,19473059.05,51090564.66,27485000.00,37546000.00,39619000.00,31896000.00,0.0
8,汇兑收益,1071000000.00,218000000.00,-40000000.00,1155000000.00,-7281000000.00,-7477000000.00,414000000.00,2723000000.00,2616000000.00,2160000000.00,1015000000.00,-528000000.00,449000000.00,-1183000000.00,-94000000.00,-713000000.00,-869000000.00,-466000000.00,245000000.00,-53000000.00,220000000.00,-19000000.00,-414000000.00,767000000.00,556000000.00,337000000.00,-38000000.00,417000000.00,584276000.00,485132000.00,201195000.00,242996000.00,243847781.91,62781000.00,44129028.21,540419912.27,328846057.21,336685410.15,156058332.77,430627289.96,312023497.35,172100902.26,42789888.27,456800308.08,305567301.17,254761578.10,49651417.81,529640551.52,320174520.20,179209865.69,55705645.47,309320349.84,224388654.35,148405696.58,54107366.81,234389201.52,155782013.27,117768237.53,44601019.77,215574835.48,96605808.46,71760845.84,15273864.11,160130947.62,119039644.08,74288292.35,9373964.99,114186144.70,75183143.30,73530998.08,237000.00,80838000.00,58057365.94,38565118.31,37958873.77,1221868.07,46928005.07,1328000.00,62486000.00,40464000.00,20159000.00,0.0
