,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20061231,20051231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,244175763.89,171680664.57,89635870.48,240572061.03,208033556.63,171116052.95,84689311.95,272244174.03,233199339.36,171899578.53,84366019.96,205213107.36,182804241.73,80824202.86,39228698.57,230143219.10,139464544.19,86245237.35,23053557.33,206702565.14,126247137.30,74048179.76,31760787.49,252546725.64,169196711.00,114526154.86,50293195.61,250112626.57,178865638.33,115182154.05,43984129.58,375626430.32,279561913.87,174647836.55,58200713.34,347929157.20,214935076.10,152245746.31,58540546.03,263436088.30,173653426.59,110174353.35,41432095.46,232550174.57,167093762.92,107959039.49,39470795.70,251309510.63,152794185.74,58274361.67,0.0
2,营业收入,244175763.89,171680664.57,89635870.48,240572061.03,208033556.63,171116052.95,84689311.95,272244174.03,233199339.36,171899578.53,84366019.96,205213107.36,182804241.73,80824202.86,39228698.57,230143219.10,139464544.19,86245237.35,23053557.33,206702565.14,126247137.30,74048179.76,31760787.49,252546725.64,169196711.00,114526154.86,50293195.61,250112626.57,178865638.33,115182154.05,43984129.58,375626430.32,279561913.87,174647836.55,58200713.34,347929157.20,214935076.10,152245746.31,58540546.03,263436088.30,173653426.59,110174353.35,41432095.46,232550174.57,167093762.92,107959039.49,39470795.70,251309510.63,152794185.74,58274361.67,0.0
3,二、营业总成本,293785922.59,203675670.29,102602693.60,467313970.99,234458144.50,172231610.07,83183098.16,296254592.64,217870280.54,155724229.26,74443921.32,257170325.67,184267141.66,101701062.30,47232876.07,251794318.06,154082657.56,106459316.60,33509984.84,207169004.87,132379168.73,86781040.62,38895697.91,256829314.57,175149592.09,114382548.65,50129684.72,248717171.57,174261350.07,111560421.73,41800448.19,301656478.83,225423305.17,142737505.39,53786889.94,277822606.93,180931893.26,130635539.06,55273647.88,195896140.30,133368664.93,84309897.83,36315429.06,166832307.08,122658053.17,78302430.68,32328877.28,162177477.40,92654335.90,54112184.57,0.0
4,营业成本,205427299.45,144796124.37,72329609.12,207887361.29,150056769.75,112204902.67,57225153.52,188704738.13,156691016.61,116165046.60,55822014.03,147407616.80,127586398.27,60531462.99,27782152.75,158898800.03,95107169.67,62991757.16,16236191.07,129032299.96,82340176.17,51927639.74,20652959.00,174039147.15,122477858.93,81387262.14,36239871.71,172338997.36,121870372.93,74051289.33,26828232.57,234611579.83,173541306.27,107239397.41,35247267.07,213862712.20,139328156.14,101421764.78,39883082.19,150187045.78,99918987.54,63514337.66,24411189.14,124464409.14,92569145.41,57139581.79,22279257.56,124046984.58,77340486.58,46235165.06,0.0
5,营业税金及附加,1906653.55,1342833.39,534259.96,4600754.42,2227241.30,1638040.98,637946.12,4045902.25,2906250.72,1558498.16,732457.19,2220941.32,377844.10,161447.21,140031.10,1863017.09,686043.91,638980.31,117710.78,1777294.81,990469.11,476071.38,257496.35,2003239.85,1475388.35,1366788.07,347224.02,1362447.05,1123283.65,362488.07,0.00,1386860.13,844806.95,523978.11,22869.33,402982.34,38709.88,38709.88,17759.73,165011.55,66330.49,59067.60,13293.29,116176.06,90265.39,76223.17,15392.35,191018.43,123218.36,26323.01,0.0
6,销售费用,18955012.59,12730237.49,5370585.38,49535360.14,20960569.53,15095590.33,7056687.62,30195200.22,16786808.57,10614867.61,5266611.60,26641439.23,17474188.44,12399859.62,6251164.29,30737463.56,22582277.49,17681897.95,7119284.76,36134720.89,21766886.54,15509645.34,8744787.39,36610096.69,22627969.43,14620136.80,6062594.32,39591762.85,29639368.98,21908766.68,9308784.32,37927170.44,29093571.64,18758869.54,9094406.89,22714407.29,15481246.09,10942974.37,6621004.01,16435578.94,13233302.77,8976828.14,4756134.30,19456001.29,13965097.82,9292739.80,4332969.63,19692912.21,8727969.31,3105576.37,0.0
7,管理费用,31124236.00,19543296.06,12076111.64,51245165.53,24219296.94,29747089.44,13343933.93,56415232.25,34229512.41,22749599.14,11398877.51,47981087.92,34706475.09,23369758.32,11031211.14,46929034.12,30295506.21,20951965.70,9181936.47,40917326.30,29377920.26,20285028.68,9665544.60,38270980.66,27272231.43,17059376.15,8168421.92,35704357.17,24448572.43,16699593.52,9005110.79,32959630.91,24396356.61,17151224.72,10165229.94,27084193.23,18519762.92,12555872.88,7050059.80,18694417.37,14292423.52,9662648.26,6061061.27,17053102.62,13033904.33,10411555.96,5287856.34,15315713.35,5422439.44,3906013.03,0.0
8,财务费用,14796282.54,9632229.43,4987302.11,18199098.58,13505422.36,9329980.61,4919376.97,8776693.57,5585499.81,2726314.86,1223960.99,3069324.32,3264881.23,3521486.79,2280563.60,5647085.05,4261252.14,2318466.98,854861.76,-260654.61,-706890.92,-631071.92,-425089.43,-2162897.92,-2139399.88,-1359911.71,-688427.25,-5930669.79,-4976628.06,-2887788.39,-3339976.29,-7280368.56,-5049958.63,-2164322.54,-742883.29,9680689.25,6097766.80,4209965.72,1701742.15,6324446.28,4411807.87,2288650.37,1073751.06,2487699.61,1285156.47,451550.19,-41894.81,598859.21,414091.98,70220.26,0.0
9,研发费用,21576438.46,15630949.55,6370299.62,54640575.45,18535663.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
10,资产减值损失,0,0,934525.77,81205655.58,4953181.04,4216006.04,0,8116826.22,1671192.42,1909902.89,0,29849916.08,857354.53,1717047.37,-252246.81,7718918.21,1150408.14,1876248.50,0,-431982.48,-1389392.43,-786272.60,0,8068748.14,3435543.83,1308897.20,0,5650276.93,2156380.14,1426072.52,-1703.20,2051606.08,2597222.33,1228358.15,0,4077622.62,1466251.43,1466251.43,0,4089640.38,1445812.74,-191634.20,0,3254918.36,1714483.75,930779.77,455296.21,2331989.62,626130.23,768886.84,0.0
11,公允价值变动收益,-5395310.84,-899218.48,2456873.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
12,投资收益,1449698.24,1046289.93,435621.51,1689057.68,1396771.60,112191.85,-278147.84,2251282.11,3106925.38,3030041.62,668987.26,-748736.63,-667629.16,-491568.25,-383744.06,-506418.77,-1546526.35,-1253355.82,-799842.31,-1290599.34,-1080961.39,-529374.78,-249298.55,179855.44,-271148.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
13,其中:对联营企业和合营企业的投资收益,0,0,0,706907.85,0,0,0,1661532.12,0,0,0,-748736.63,0,0,0,-506418.77,0,-1253355.82,0,-1474575.75,-1080961.39,0,0,0,-271148.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
14,汇兑收益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
15,三、营业利润,-57137563.25,-36461526.25,-8385711.40,-190591923.28,7603576.20,25993381.70,27392886.92,7458014.42,18435984.20,19205390.89,10591085.90,-52705954.94,-2130529.09,-21368427.69,-8387921.56,-22157517.73,-16164639.72,-21467435.07,-11256269.82,-1757039.07,-7212992.82,-13262235.64,-7384208.97,-4102733.49,-6224029.58,143606.21,163510.89,1395455.00,4604288.26,3621732.32,2183681.39,73969951.49,54138608.70,31910331.16,4413823.40,70106550.27,34003182.84,21610207.25,3266898.15,67539948.00,40284761.66,25864455.52,5116666.40,65717867.49,44435709.75,29656608.81,7141918.42,89132033.23,60139849.84,4162177.10,0.0
16,加:营业外收入,722398.73,699950.57,644784.47,207591.79,176888.65,58333.58,27677.05,184539.74,20131785.12,11658945.73,1783871.03,7095190.49,4541191.26,2213493.70,1377723.44,22606756.66,5430985.69,3042734.87,1582647.48,5041836.31,976644.11,714760.47,273304.85,13360398.14,9528892.65,5618970.45,416091.33,7996596.49,1967899.33,792428.33,485706.82,2003047.56,902085.52,825881.73,516078.63,2810341.16,2024964.16,1845048.87,186007.80,651585.07,496753.60,252171.91,49054.42,3133625.15,765226.00,478483.72,406773.50,1666538.47,259208.86,15221.15,0.0
17,减：营业外支出,6776.61,471.93,52.91,16699023.40,1822777.62,50803.95,60.00,410007.70,293243.42,60198.47,57885.73,2125068.21,49677.95,45095.72,5843.88,75873.05,61585.00,46630.20,-78106.22,929663.37,297285.86,296985.85,151301.06,344212.29,109910.50,76340.02,0,815332.99,279659.06,178538.64,3538.64,20248629.38,168502.86,103709.30,42077.89,522240.39,511000.00,501000.00,0,112016.09,112016.09,100404.72,250.00,1190646.61,1169826.61,1094826.61,57981.51,38179.17,450.00,497.57,0.0
18,其中：非流动资产处置损失,0,0,0,0,0,0,0,0,0,0,0,315791.27,0,6989.00,0,25161.81,0,12946.30,0,5167.50,0,0,0,38494.00,0,0,0,18769.70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
19,四、利润总额,-56421941.13,-35762047.61,-7740979.84,-207083354.89,5957687.23,26000911.33,27420503.97,7232546.46,38274525.90,30804138.15,12317071.20,-47735832.66,2360984.22,-19200029.71,-7016042.00,373365.88,-10795239.03,-18471330.40,-9595516.12,2355133.87,-6533634.57,-12844461.02,-7262205.18,8913452.36,3194952.57,5686236.64,579602.22,8576718.50,6292528.53,4235622.01,2665849.57,55724369.67,54872191.36,32632503.59,4887824.14,72394651.04,35517147.00,22954256.12,3452905.95,68079516.98,40669499.17,26016222.71,5165470.82,67660846.03,44031109.14,29040265.92,7490710.41,90760392.53,60398608.70,4176900.68,0.0
20,减：所得税费用,-9944623.46,-4149504.95,104860.32,-31984274.40,-222018.34,-108758.99,1143383.57,224058.65,6230787.68,4769136.62,2447182.53,-9558668.72,2809869.25,378265.81,601011.92,-2432789.72,2594403.44,-396938.45,0,-879816.52,114530.51,95227.20,0,156023.76,986003.79,986003.79,278108.26,1506059.36,1246988.28,573603.49,395127.76,10729465.98,8307756.90,4971800.73,733173.62,10358886.33,4799462.18,2906564.50,389146.06,7936725.02,5083687.40,3289856.95,645683.85,8569670.98,5606819.58,3630033.24,958056.38,9012084.17,-152496.40,0,0.0
