,报表日期,20200331,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19960630,19951231,19950630,19941231,19940630,19931231,19921231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,588361057.06,3704210734.90,2739702682.47,1785036020.23,893389751.73,3400450599.90,2564688086.82,1695891432.72,851815980.69,3345809703.98,2475654661.61,1599541144.35,817002183.65,2993864561.43,2234135318.36,1479527783.18,732961459.52,3162196212.90,2467880706.20,1683793247.59,894056260.25,3278142785.87,2491454888.63,1642614790.97,821633324.62,3103496962.22,2328686760.76,1508353766.86,754193631.28,3023962527.25,2262852663.64,1483755811.36,737516704.64,2561054602.40,1873871919.99,1232010736.41,613099786.10,1780754430.95,1264339700.40,810811910.82,407994496.90,1237397878.62,885816723.98,572693689.88,282119256.95,1086405568.28,778175229.41,518549352.19,272661836.59,805273114.09,557536283.98,350380602.40,179254274.88,489989575.95,346268933.85,230618585.29,111648250.78,342248932.00,245698310.87,160451702.33,89257772.85,279906523.00,194286782.44,135317344.25,67725399.87,229009104.00,145278039.96,105918120.89,57311892.76,221826722.00,171363143.38,109521275.19,54017028.00,238956451.00,125666106.92,268880430.00,138243441.73,302069364.73,145894192.49,361447035.22,188352854.79,385738459.84,209341284.26,362523075.17,160650829.64,360369602.17,157219286.17,287897410.04,168453193.15,271365340.99,125969313.56,0.0
2,营业收入,588361057.06,3704210734.90,2739702682.47,1785036020.23,893389751.73,3400450599.90,2564688086.82,1695891432.72,851815980.69,3345809703.98,2475654661.61,1599541144.35,817002183.65,2993864561.43,2234135318.36,1479527783.18,732961459.52,3162196212.90,2467880706.20,1683793247.59,894056260.25,3278142785.87,2491454888.63,1642614790.97,821633324.62,3103496962.22,2328686760.76,1508353766.86,754193631.28,3023962527.25,2262852663.64,1483755811.36,737516704.64,2561111471.33,1873871919.99,1232010736.41,613099786.10,1780754430.95,1264339700.40,810811910.82,407994496.90,1237397878.62,885816723.98,572693689.88,282119256.95,1086405568.28,778175229.41,518549352.19,272661836.59,805273114.09,557536283.98,350380602.40,179254274.88,487241213.32,345292010.97,229743079.32,111210503.53,341504786.91,245263053.86,160156032.82,88916628.28,278246963.00,192738367.46,134155051.11,67174815.93,228133082.00,133693822.63,97905462.05,53841874.89,219492686.00,160659685.82,102715875.08,51150875.00,219813846.00,114528097.33,253028149.00,129278299.24,280224091.78,136220740.32,343995781.85,178224036.91,367921374.14,201228710.52,345813731.90,153079020.46,349647017.88,152841488.91,281731408.53,164917349.27,266971723.93,123507376.66,0.0
3,二、营业总成本,608046690.52,3429685607.06,2511091261.78,1634493191.74,814959559.48,3190243356.71,2362178677.99,1556492673.56,776711015.00,3182619506.27,2300032696.40,1488102213.22,756759272.83,2866928721.59,2095795948.68,1404258390.87,699085465.34,3038404027.19,2333109565.41,1590005469.65,837258434.93,3118349586.55,2342405735.91,1539792741.34,768987329.63,2957455108.25,2201785410.65,1426809547.89,710933375.39,2895536885.38,2143632308.12,1403350279.05,692569485.20,2374335452.90,1707385622.32,1129360743.57,565751027.06,1680696358.86,1190052152.40,766060715.61,382318166.73,1167993659.17,827681397.96,540485453.82,268750958.92,1016997434.92,713723129.79,471375807.00,251013448.99,735709428.16,503136938.05,321071395.14,166912033.11,456418856.06,321936261.18,214989374.43,105915602.73,322935427.01,232618330.81,151534677.72,84743783.40,268044615.00,184557711.72,131528351.17,65066185.78,236855562.00,144693921.16,107181215.79,55610743.13,300136194.00,162867837.36,103808110.08,51265604.00,225629811.00,111436837.37,257708634.41,133268605.18,272447815.30,139506366.51,304110122.76,149062064.21,301012696.97,0,285542355.91,0,283098468.82,0,233367797.61,0,214048669.65,105897356.59,0.0
4,营业成本,354482460.46,2217207732.04,1616447987.67,1051504075.22,532797117.99,1993809774.20,1482211130.13,976325736.35,498998726.86,1986652591.57,1454271556.22,941479684.84,488900711.23,1772811718.01,1319761817.34,881663280.51,436060603.32,1929513666.04,1505422091.35,1037981721.35,563175281.33,2054714957.45,1576805702.03,1038060709.77,520359706.47,1990125145.74,1504674899.37,970869666.64,491708505.30,1982326103.21,1492740032.38,987034886.89,490208507.58,1658959419.29,1233347806.65,820486746.77,416509948.95,1208774705.22,879391324.14,565307056.65,287270260.71,828812756.86,592630189.22,381222611.23,190048990.92,698506248.16,502456593.14,336077724.78,182511329.41,521497507.40,368088048.60,230404336.46,119124416.29,308617027.43,222778106.31,147224470.90,71412799.18,209122311.21,153542859.12,101325518.66,58435299.81,175064744.00,117508506.46,83653395.26,41337499.42,137446375.00,86870864.37,62770612.46,33314799.23,131328091.00,102711099.80,64575479.99,31091761.00,136106406.00,70369198.18,143495774.00,74922666.73,148045882.32,74818124.95,181580349.60,98293295.09,192563566.77,0,180440570.25,0,186040083.98,0,163459677.23,0,147549353.83,74975236.53,0.0
5,营业税金及附加,3674419.66,28192789.55,22031072.60,15094875.33,7967226.11,33769344.40,25244839.99,17790786.43,8182646.44,32871258.58,23143533.79,15181497.28,7733658.73,34047056.22,19709073.59,13068582.12,6787845.66,30674510.18,22016317.43,15078616.55,6120684.92,23901881.30,17116254.81,10314717.04,4156474.04,22745047.53,15824371.16,9598819.57,3897261.83,18574813.44,13277740.81,8333683.51,3993487.73,14549006.93,9423273.56,5519125.06,2717380.13,6727249.54,4768927.34,3079780.59,1596037.95,6471807.67,4743875.77,2891247.87,1294243.87,7157846.06,4995670.14,3177518.23,1874282.00,4544164.15,3174285.90,2106269.38,999085.99,3236190.01,2195246.57,1393440.96,857431.21,3209455.28,2204324.41,1465583.32,655757.91,2040467.00,1066874.18,758541.14,272403.06,1988456.00,451901.85,719217.33,431053.43,2854523.00,1574137.19,1134387.55,546766.00,2289846.00,1182139.16,3405573.00,1617071.98,3624880.20,1927996.98,4146491.59,1775119.37,2797191.95,0,2634290.86,0,1960513.15,0,122247.56,0,8540504.19,2307490.27,0.0
6,销售费用,183463601.55,865792078.61,639567212.97,415776028.95,199499630.53,856970173.10,636992731.09,422113041.69,203295481.43,811437932.01,599372662.99,394286321.79,196629430.17,760530356.03,560297890.37,378007640.11,189666151.53,779536520.59,585491923.06,386297227.92,200820706.69,722839956.11,533194378.01,349761320.39,176298576.57,649297842.92,480619406.14,315335871.86,154136960.49,575687442.96,408864524.84,260546992.95,128096629.55,437649717.92,285248161.76,185744896.33,90671469.83,263683507.47,178173165.18,113555280.39,53803594.56,182282605.21,127384669.43,85428355.39,42383888.56,163184243.63,108867906.60,68044662.99,36390533.52,105946362.26,71898822.82,47669139.13,25688483.42,78499401.84,54847068.71,36359095.06,19092663.64,59040536.20,40565181.56,25032769.21,13809361.41,55225202.00,38779342.90,27380170.96,13426246.49,57173424.00,36823250.74,29480001.52,14096035.00,56046613.00,36668933.32,24226282.76,11420818.00,58843832.00,27098267.93,73736770.00,40009759.46,84712528.28,41559625.87,81871936.79,32275020.31,72253960.04,0,65459103.23,0,61071698.21,0,38722182.19,0,37406454.16,14201613.71,0.0
7,管理费用,49093729.64,240619989.04,174518933.95,116352835.42,55752416.90,219162525.85,160343031.79,125528317.71,58984310.07,240043481.59,163067230.32,98170386.95,47948663.96,201274142.02,141317767.23,94847009.60,47858157.93,198077866.76,147621170.34,100131176.65,41435305.05,208452027.58,131240538.95,84852192.39,41325302.92,186296159.43,121816218.76,78223983.74,35969721.78,193404713.40,137641623.80,87835143.36,42196990.42,196743744.50,134047424.21,86933806.49,42787317.22,145677445.67,93933505.01,62246359.77,29383814.09,109560089.61,73237403.62,48433196.51,24866199.10,98956724.46,67519256.38,46871509.63,23791126.07,82229298.81,48995708.21,34079236.97,18102219.82,60381727.76,39090831.76,27926820.32,13655191.41,50057719.30,35066933.69,23208250.09,11564222.86,35616702.00,27410311.54,19936829.79,10112632.89,40800580.00,20850396.35,14427970.43,7860188.99,108711799.00,21437132.05,14218061.86,8263982.00,36521122.00,13805791.43,40370827.00,16557598.91,40444114.21,19380720.58,35700795.31,17887890.46,33712760.26,0,33095431.98,0,30393057.58,0,25826136.69,0,16405062.08,10930337.33,0.0
8,财务费用,7521614.69,32815277.57,24367886.31,16238965.89,9085058.60,35916240.16,27290029.07,18147791.49,9646423.37,49186742.91,38977967.39,26200633.06,14236954.13,68887564.91,51358824.77,35230653.98,18789950.59,94347464.79,72133953.23,50889786.79,26193116.46,105819460.82,81253907.95,54196678.49,26874519.63,100268241.55,73912661.46,47823408.80,25472964.67,118655716.47,90831084.99,59603871.04,28078168.62,76922802.87,43171405.29,28419718.07,13064910.93,47810082.48,33372981.58,21459989.06,10264459.42,41438282.28,29675659.92,20777386.61,10157636.47,45534434.85,29883703.53,17204391.37,6446177.99,18162268.05,10980072.52,6812413.20,2997827.59,5684509.02,3025007.83,2085547.19,897517.29,1505405.02,1239032.03,502556.44,279141.41,97500.00,-207323.36,-200585.98,-82596.08,-553273.00,-302492.15,-216585.95,-91333.52,1195168.00,476535.00,-346102.08,-57723.00,-8131395.00,-1018559.33,-3739731.00,-296269.26,-4009035.32,1819898.13,672742.81,-1169261.02,-314782.05,0,3912959.59,0,3633115.90,0,5237553.94,0,4147295.39,3482678.75,0.0
