,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030630,20021231,20011231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,120333348.59,86697104.27,58229911.32,231083125.02,138826651.57,101672226.50,70166041.87,225530443.86,150375740.59,119634735.81,67102389.93,211862249.35,146583406.61,106886152.01,71933017.53,248647980.92,172054720.87,133781816.25,68410417.65,325173689.10,186676597.30,144553553.12,75834609.49,364737079.00,223598666.20,160096092.79,93304758.74,361275281.82,273118214.30,190942715.29,105286719.32,362585121.87,288646679.04,178938654.24,85309911.80,368447906.71,265421048.81,156532968.41,70903449.98,330532453.83,222297198.48,164614328.59,87759993.61,422483303.49,301333217.36,217809898.89,99201123.58,358419772.69,296474544.17,210380757.26,98733267.61,307411812.29,251491766.89,185223338.55,99655417.42,249857607.02,221262622.83,173000109.70,74750263.71,269333330.50,193152872.52,127812990.49,45358301.06,232445158.21,110229803.77,198133301.07,185362492.58,0.0
2,营业收入,120333348.59,86697104.27,58229911.32,231083125.02,138826651.57,101672226.50,70166041.87,225530443.86,150375740.59,119634735.81,67102389.93,211862249.35,146583406.61,106886152.01,71933017.53,248647980.92,172054720.87,133781816.25,68410417.65,325173689.10,186676597.30,144553553.12,75834609.49,364737079.00,223598666.20,160096092.79,93304758.74,361275281.82,273118214.30,190942715.29,105286719.32,362585121.87,288646679.04,178938654.24,85309911.80,368447906.71,265421048.81,156532968.41,70903449.98,330532453.83,222297198.48,164614328.59,87759993.61,422483303.49,301333217.36,217809898.89,99201123.58,358419772.69,296474544.17,210380757.26,98733267.61,303863021.99,251438520.33,185213781.46,99325355.38,246963101.19,221068962.13,173070149.44,74890654.44,268769196.66,192922778.79,127808340.64,45359959.34,232362369.98,110216288.18,198104206.26,185331096.60,0.0
3,二、营业总成本,106478399.54,73906985.71,45874820.65,218469255.93,123781531.91,91582872.50,56513541.78,218189159.49,140182460.57,112878403.07,56632525.75,205607856.92,141507323.09,100535432.58,58094895.02,232212605.98,148519210.40,114395768.51,51262119.96,311330782.73,157194057.12,117298858.02,55468440.83,425029961.26,184935725.15,124405907.43,65188541.04,294171596.54,224260947.89,151064476.16,80336578.91,304283167.45,243571301.51,146032130.74,65757146.95,314225453.65,228606032.58,130492059.85,54155752.32,290570602.17,188854532.37,137903512.88,74866463.35,366659916.17,245486521.16,192714493.44,88251510.23,329300474.69,284936424.52,194445503.39,95084111.98,301594429.73,238429232.40,168671819.84,96658663.33,244902551.59,210989208.52,162785101.90,70790454.90,251563131.93,175180684.50,112396396.66,42591225.51,204937231.63,98569666.23,172815292.61,160292593.15,0.0
4,营业成本,46452778.23,33266979.13,23206170.88,89611136.89,49720684.44,37529917.85,27728177.20,87800158.23,59141724.96,49131085.04,27466051.77,83188476.37,57427556.93,45228464.16,28647573.45,99588836.72,61560716.09,52405745.64,23626437.48,170512456.63,77076216.07,52966508.51,28638649.64,186052248.53,111848596.22,72100497.31,37048080.19,136809388.75,136173842.20,86921761.77,40672714.60,157355914.48,164901049.08,88951112.71,40130963.02,196112124.21,173192585.22,81603421.75,33455848.66,187883089.44,142856847.79,101304056.66,51689208.68,250552573.31,179649891.11,141553568.88,68765843.66,222877986.23,197002360.25,132662302.45,65356659.90,216221929.92,184100982.17,131063712.96,73283449.75,166313109.07,158444678.94,120631618.36,50509003.07,170298868.44,123082862.96,77707802.84,27671621.24,140830545.68,67412188.58,126910072.11,125577329.28,0.0
5,营业税金及附加,5278761.23,4218069.68,2070786.84,13600211.09,8467719.85,5533040.10,2245061.69,11458462.54,8074031.56,6388976.37,2056558.63,13265594.12,6500319.41,4508590.46,2270930.18,11788566.26,5735543.35,3844486.78,2025861.27,10031082.79,4990961.10,3148517.77,2264293.85,11281783.10,5643511.55,3595791.39,2990560.62,13040511.47,8343788.58,5887608.15,2801081.77,12737711.78,9294147.65,5978916.32,2972292.84,10533695.69,6474422.86,4002190.26,2057452.59,7687704.08,4593050.08,3059283.21,1835679.25,7588737.80,6012586.56,4125662.71,2299347.25,6621800.63,4680011.59,2890106.31,1543735.37,4115863.30,2869977.59,1735140.41,1166539.50,3593985.83,2660578.34,1701184.77,783346.98,3799891.39,3070229.59,2451382.99,733556.99,4280014.00,1827158.24,3092360.01,2414426.94,0.0
6,销售费用,24056812.68,18016670.16,11112024.42,63625181.85,27228230.11,22802685.00,14347336.44,63379753.02,36017921.26,30793605.03,16783019.90,67759266.91,50965528.75,33091135.12,19096151.86,77445467.83,58796906.13,42294800.63,18831458.91,82473523.87,51600868.80,43175605.45,19515116.98,108112964.54,56804439.46,41202737.76,20754339.10,116707664.28,64633229.29,46548016.96,29838694.01,104076931.99,46706904.58,33728150.19,14517134.03,82583529.45,36308408.27,29174495.56,11830281.86,60591753.88,29884347.09,18763836.81,10811862.33,56734313.21,33950065.56,26924047.31,10386894.79,68676336.93,60241231.40,45950492.77,20808284.52,45470722.40,32059384.49,22112390.74,12417280.80,44534362.35,29799554.95,26022873.93,14493289.63,56564310.08,34356101.88,21816338.85,9682766.05,38923520.73,20111831.38,20952800.19,13874784.78,0.0
7,管理费用,34784955.71,22411936.78,10738183.04,47576894.40,38814961.39,25393907.51,11978787.96,55277561.55,36543543.24,24954796.47,9573153.80,42960421.90,26642863.82,17700562.65,7986568.55,42153395.32,24655095.53,16981341.03,8470743.07,45323325.61,25121946.35,18152929.65,7036867.98,55235335.73,25706424.03,17825017.04,7206076.11,38301641.50,24861231.45,17042161.98,8170026.44,35633989.46,27519944.00,18100656.69,9042958.56,32072305.37,22950997.31,14738753.77,7064222.80,23231665.72,15362792.49,9805843.28,5269711.84,28962744.68,13355061.29,7852559.56,3983083.93,17087855.05,16588421.85,9026054.00,4898892.20,23301088.38,12916404.90,9133939.78,5125442.87,22877956.33,12155117.50,8998017.62,2707624.15,13358658.93,8042817.72,5799430.02,2106134.15,11754136.15,4829556.40,11485513.94,9263394.64,0.0
8,财务费用,-4461193.66,-4306669.90,-1420694.78,-699135.11,-729237.38,-401189.95,214178.49,27270.48,409673.30,391044.16,753741.65,-1762330.85,35111.77,70737.78,93670.98,-2412236.21,-3126319.91,-2027874.78,-1692380.77,-8591010.77,-2408691.60,-957459.76,-1986487.62,-16330019.27,-11460588.07,-6711478.03,-2810514.98,-12701619.43,-9996916.83,-5580845.90,-1145937.91,-7874183.32,-6496704.42,-2372665.79,-906201.50,-6760588.24,-5708569.32,-2003750.29,-252053.59,-7611778.84,-7455127.21,-770710.77,-266324.22,5182208.29,6037039.99,5776778.33,2816340.60,10486292.56,6424399.43,3500354.49,2476539.99,12484825.73,6482483.25,4626635.95,4665950.41,7583138.01,7929278.79,5431407.22,2297191.07,7541403.09,6628672.35,4621441.96,2397147.08,9149015.07,4388931.63,10374546.36,9162657.51,0.0
