,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20051231,20050930,20050630,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,678617407.85,491684005.35,329733568.19,172832463.20,797118197.28,574186537.03,379716435.97,187132882.87,893970223.99,656069483.20,431203123.41,194285946.39,1020829592.72,757172984.11,501794435.84,235592010.22,1292250265.62,1062178027.34,669788708.33,297551283.37,1617923601.40,1123818048.43,664964361.47,313634836.61,1671006919.74,1194830585.49,759335857.41,350795477.69,1880732906.15,1229021093.91,771277552.98,70022057.99,332597352.10,245487545.30,159206018.27,74720570.62,338590214.55,243894275.37,160003433.63,76783244.46,315472372.41,294070473.52,181423368.14,80595419.16,463689431.96,335220234.78,215932072.76,90786980.35,396445428.54,282997647.67,173534802.00,75123543.50,341287637.74,246042135.55,147393670.29,321120927.52,232670441.30,142863630.01,333790029.88,203130477.63,134324925.61,55054219.81,263099020.03,177410850.98,112341135.25,49618048.99,223559016.06,173758700.00,118098005.86,49393000.00,190180695.54,82559580.44,13896547.65,0.0
2,营业收入,678617407.85,491684005.35,329733568.19,172832463.20,797118197.28,574186537.03,379716435.97,187132882.87,893970223.99,656069483.20,431203123.41,194285946.39,1020829592.72,757172984.11,501794435.84,235592010.22,1292250265.62,1062178027.34,669788708.33,297551283.37,1617923601.40,1123818048.43,664964361.47,313634836.61,1671006919.74,1194830585.49,759335857.41,350795477.69,1880732906.15,1229021093.91,771277552.98,70022057.99,332597352.10,245487545.30,159206018.27,74720570.62,338590214.55,243894275.37,160003433.63,76783244.46,315472372.41,294070473.52,181423368.14,80595419.16,463689431.96,335220234.78,215932072.76,90786980.35,396445428.54,282997647.67,173534802.00,75123543.50,341287637.74,242307132.84,145824441.32,321120927.52,226651296.97,140633034.23,333790029.88,201211428.40,133147069.75,54603899.13,257722752.41,173803162.18,110248218.72,48665191.87,213170112.19,164652400.00,112103749.45,47017900.00,175594106.08,75165356.04,12003370.40,0.0
3,二、营业总成本,726607198.18,498298669.09,339810183.08,176827551.26,1138615202.50,658266223.98,436498846.04,216148986.61,1345422779.82,745102856.19,495827467.99,238051657.46,1228139282.42,995689918.90,588108783.18,294976929.04,1796735922.28,1018124911.11,657303440.60,303103624.61,1416281920.31,1005257686.92,611099395.53,292349736.34,1401031203.47,992758214.39,649996174.80,304942425.00,1655213758.02,1035828558.03,668769497.90,71353247.57,319704210.26,231392048.16,152585926.42,74608693.79,317228273.13,228509727.19,148793879.10,73648007.41,432363088.36,290521146.52,179992083.46,85389207.01,428766052.94,316401779.64,210163526.32,90987780.08,363210168.24,206058348.25,133498016.32,69114023.52,285968942.68,199540031.08,116208217.29,234056925.40,176458482.73,108317528.69,245229808.38,143006705.11,94662525.55,41730948.28,187917193.37,124226275.55,78613538.46,40555901.57,152867534.51,0,80395289.52,0,120857632.04,50707374.19,14977810.51,0.0
4,营业成本,445696990.12,315794696.29,216887832.08,113107522.47,553666036.32,397466074.33,258143051.86,128719539.81,638859972.65,455880082.14,303865570.99,153050993.08,767040673.77,575243439.03,390316840.73,191936727.30,911412330.15,665673228.89,427306735.43,203294982.40,939340049.95,678628813.00,418895433.51,206260771.39,999876838.23,735137889.49,477907367.81,228070342.16,1193685388.71,729850886.88,473163919.11,60192136.30,278593839.91,200789616.06,131033098.55,62751537.08,260138557.46,189024244.09,123143997.81,61062430.13,238723872.08,232027320.33,143516148.10,67915498.53,343735512.58,255114880.07,169987580.16,69041246.11,282308051.72,197094552.47,124505793.62,51176424.81,213853175.86,152430944.78,88110713.92,181228035.63,132892345.39,81515057.45,195755921.85,106817695.72,68530275.36,28016876.10,126868190.35,86091174.17,55340576.40,28134373.61,101240045.42,0,52423555.93,0,74724252.86,30237479.10,5763862.01,0.0
5,营业税金及附加,12787766.32,6934615.13,5042303.84,2352951.69,13822326.14,7691417.23,4882418.39,1913875.40,14902271.75,9017399.73,6127215.39,2855515.53,17269870.90,9921270.76,6498586.70,2897279.43,20323860.53,18424661.94,11025077.90,4334169.85,31125538.40,20643837.63,11964518.76,5383332.28,28848091.26,20428233.88,12894859.67,5235500.80,75478022.75,63736571.88,39165179.27,753570.73,3630363.58,2721273.65,2026555.60,1127778.07,3943857.06,2990204.65,1780207.51,688642.14,5133515.19,5062800.75,3422115.11,1156697.15,5832843.12,3102357.02,2222198.07,1013823.96,7128880.60,5986500.46,3228874.43,1275070.04,6002356.77,4091588.32,3044751.99,7800119.72,5317343.12,3550030.93,8669320.34,5915947.99,3817471.10,1633019.02,7874126.08,5280419.46,3206381.41,1340675.23,7420070.40,0,4044184.73,0,7085913.61,3042542.23,549591.26,0.0
6,销售费用,139371697.69,89788668.43,59225518.03,32742070.19,201398778.78,141684776.17,100601969.06,53732213.67,236210491.71,168944864.16,113855480.06,55793959.80,268224655.45,188600838.72,128909866.28,73208647.82,309999806.56,227245903.63,151244267.05,72899322.58,349128804.82,240591295.86,142831788.48,65192181.40,289863229.15,192523061.83,129862588.15,59157851.50,268221348.84,172499889.18,108441955.56,3294207.26,15033692.25,12033349.92,8292699.47,4865005.03,19027029.85,14614354.59,9617969.17,4736359.39,20200669.71,19045971.16,12171017.41,6037393.44,27679817.79,19307145.61,13537112.99,5718617.84,19344082.33,14079077.78,9203627.95,4775957.59,16840441.68,11615734.05,7533245.73,17122327.67,12882970.31,8201997.36,17829430.57,13210500.80,8626390.43,4404619.36,25266959.76,19190242.58,12444939.74,6218997.56,23736660.04,0,13842342.55,0,23297291.28,10378011.21,357491.62,0.0
7,管理费用,134595947.50,86700670.42,58188105.43,27996529.00,211586604.50,102749253.80,66330219.10,32143861.80,160984417.75,99663291.43,61687041.74,26649747.86,118204942.05,84578253.42,58011016.18,27883656.26,144429386.03,102721231.10,65803065.86,30182682.00,142051477.85,97116587.56,59147494.45,27208796.37,121645147.18,74911048.92,47933813.47,21681820.65,142392889.28,92675727.22,61754473.95,9663270.33,35566843.78,22475537.49,15315508.64,8361252.92,35272319.27,28622568.13,18888707.08,9038629.41,41042525.03,35487440.03,21717116.90,10660693.94,51327625.56,40044640.27,27056690.27,14603681.72,44937329.04,31227099.34,20083448.50,11460774.41,48242986.78,31092884.64,17433803.54,29252498.31,26469996.68,15736559.88,28276069.49,20520106.25,14202025.04,7948127.07,28914657.55,14373848.33,8107552.12,5155285.92,21748935.52,0,10596957.34,0,16678257.23,7218191.33,7713208.46,0.0
8,财务费用,-8792535.81,-3242515.98,-1118367.58,-561289.68,-1438335.15,-1463214.42,-851668.02,-621697.37,-1375636.43,-667382.44,-640712.47,-537381.72,-2827434.24,-1762172.63,-806573.71,-1007638.47,-17194949.11,-14214690.64,-10935900.93,-7607532.22,-46849270.72,-37291575.50,-26077293.03,-11695345.10,-46638446.11,-34615443.59,-22975878.16,-9231032.29,-34764313.85,-24205417.17,-15074852.88,-2549937.05,-10586544.02,-8099962.36,-5554169.24,-2496879.31,-9021274.86,-6779171.83,-4674530.03,-1878053.66,-8203376.74,-2231890.10,-1635074.12,-228976.44,-5911833.83,-3231556.50,-4382053.58,293204.03,4342690.95,3807115.23,2444700.44,425796.67,-1378454.87,308879.29,85702.11,-1346055.93,-1104172.77,-686116.93,-3867642.70,-3457545.65,-513636.38,-271693.27,-1006740.37,-709408.99,-485911.21,-293430.75,-1278176.87,0,-511751.03,0,-928082.94,-168849.68,593657.16,0.0
9,研发费用,2947332.36,2322534.80,1584791.28,813806.20,3953325.71,2916474.90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
