,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20041231,20031231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,89512574.70,64438822.41,40743064.23,19667437.22,117081432.37,78360145.04,44822824.43,17084464.84,111976664.80,68199321.43,38467417.23,13965230.05,99687766.37,63819544.55,37176255.08,14782831.52,97964520.85,65820528.12,40088461.26,17445619.48,123374512.20,81255003.54,46456089.25,19544164.64,132092574.09,88645953.78,53969857.70,20736329.51,125095650.43,88657820.23,54566266.10,19577381.23,132644178.44,91850121.46,56055794.06,22567753.62,118716708.42,85962731.62,51062614.54,19713278.25,113589392.64,82248794.03,50592144.30,20856526.39,112827882.43,88805644.78,58017522.65,26641884.32,115983053.03,85622742.43,54874974.84,20970587.55,115938163.11,86528822.53,60404342.89,25485256.17,129321336.94,100959309.33,68555631.33,147598677.58,101754776.06,0.0
2,营业收入,89512574.70,64438822.41,40743064.23,19667437.22,117081432.37,78360145.04,44822824.43,17084464.84,111976664.80,68199321.43,38467417.23,13965230.05,99687766.37,63819544.55,37176255.08,14782831.52,97964520.85,65820528.12,40088461.26,17445619.48,123374512.20,81255003.54,46456089.25,19544164.64,132092574.09,88645953.78,53969857.70,20736329.51,125095650.43,88657820.23,54566266.10,19577381.23,132644178.44,91850121.46,56055794.06,22567753.62,118716708.42,85962731.62,51062614.54,19713278.25,113589392.64,82248794.03,50592144.30,20856526.39,112827882.43,88805644.78,58017522.65,26641884.32,115983053.03,85622742.43,54874974.84,20970587.55,115846660.56,86489482.31,60354565.47,25485256.17,129127167.68,101042364.01,68519353.45,147278178.60,101689253.52,0.0
3,二、营业总成本,105947438.88,72679077.52,47147198.14,23348168.35,116204419.27,78232028.62,48327834.33,20906281.50,111078860.60,71678465.69,43566911.48,18606466.90,103943749.35,71145964.24,46461303.58,20894632.57,112773552.57,76252085.52,47781699.57,22331006.53,121489516.46,83149691.28,49452903.50,23012739.99,127776083.43,89313959.63,55739686.65,24124365.29,123355247.37,88104141.93,56433891.77,22917053.38,120217796.22,81711175.10,50421499.24,22221934.12,107058629.08,77974822.12,48486356.59,20481057.00,108902922.51,79155516.93,50424827.71,23639658.99,109429020.80,83211470.84,54584681.78,25748979.68,108441304.10,78568086.82,50188722.50,20705876.24,108124333.31,79668592.95,54164224.87,26425950.88,113149092.01,87853703.46,60039791.15,121980584.93,81462039.05,0.0
4,营业成本,63558166.82,43413663.20,26741767.26,13103974.88,73517122.06,49242099.29,28888917.14,11337437.22,69178376.37,42663136.61,24353088.04,9535767.33,61564173.36,40169819.39,24582595.07,10214451.56,63283085.34,41222914.12,24759680.08,11026699.62,73533718.81,49455501.50,27525919.45,12280056.41,79730873.00,54156074.34,34177085.33,13439722.74,75252886.55,53003899.27,33621869.94,12371769.24,74275494.81,50283373.39,31136999.15,13374412.49,68165857.31,49736578.41,30495619.98,11913145.92,68200495.38,48470019.33,30952654.62,14384045.78,69708556.49,54355965.85,36575608.14,17399969.16,75369823.87,53881368.44,34382553.38,13202875.95,72600926.85,52505021.66,36149107.51,16505315.15,76896180.26,61801480.60,43264619.26,94461483.02,61246722.74,0.0
5,营业税金及附加,967681.72,446577.74,369463.17,70577.22,1374470.12,680709.87,551708.52,56782.50,1538103.14,718594.18,510082.60,34091.79,1782562.53,638923.79,415680.13,124374.97,799169.23,406137.30,244633.67,90156.38,1135872.91,696165.63,407144.48,111405.19,1030313.04,559177.43,320464.75,119714.51,1062768.40,790112.66,476751.76,133097.96,1196929.72,727001.34,418099.54,144965.18,826500.19,620284.88,375364.34,130275.66,895398.50,634064.18,386871.63,122974.26,617863.01,507801.44,344587.48,177029.71,625901.30,465490.33,309127.02,21288.77,362680.78,266138.44,150871.16,16513.77,140330.89,46309.04,25940.99,89162.04,44727.34,0.0
6,销售费用,15337816.87,10733375.98,7310965.41,3833226.90,15999205.21,10379427.39,6944894.58,3501568.10,15679581.84,10296993.08,6816524.58,3540179.50,16228950.64,11163493.12,7724418.96,4402836.92,19053986.04,13059681.72,8504011.35,4060407.94,18674345.43,12592465.61,8183003.18,3981494.97,19379077.77,12628406.23,8013647.65,4092110.38,19940179.13,12765397.19,7943516.87,3797577.11,17243821.28,11232316.67,6977517.09,3194033.02,14755111.47,10507805.66,6446189.29,3278746.34,14483438.37,11331143.84,6969086.35,3461205.90,13418615.84,8908115.24,6145826.79,3089407.10,11855392.35,8456449.78,5156818.74,2553030.32,11157217.51,8631417.62,5742425.71,3281026.75,11795891.27,8826486.30,5557010.69,9760601.50,6636014.19,0.0
7,管理费用,22953453.10,14974810.74,11038122.75,5634225.86,21883566.06,16178215.68,11935663.26,5981197.26,25637031.69,18572365.61,12536579.34,5824491.83,24336171.37,18502542.35,12740849.61,6013298.22,28839454.03,20708342.78,13790098.76,6766861.67,28029765.01,20147499.86,12523719.91,6262165.52,26193772.15,19638220.23,12078929.63,6127489.44,25627249.12,19838980.50,13382520.98,6414126.17,27110951.98,18961705.36,11593472.83,5357274.30,22766513.59,16083756.53,10205273.09,4611207.91,23514003.93,17313218.07,11069981.51,5300179.35,24081447.05,17883056.86,10180515.28,4704756.09,18038265.54,13766951.98,8979590.56,4388144.61,21459977.87,15342867.21,10081857.90,5959137.57,22267001.10,15608585.38,10033805.30,15217991.98,11083453.92,0.0
8,财务费用,-149620.59,-137986.10,-114318.19,-72699.53,-262903.51,-209664.76,-136385.32,-38896.74,-249838.08,-197479.19,-139316.95,-65257.06,-182338.23,-155776.89,-75015.55,-21651.01,-9162.10,5852.37,161031.26,68656.63,210212.70,107063.63,99620.41,39745.80,271756.45,239481.67,158396.69,51389.17,622269.90,557169.49,516377.54,230763.11,426574.93,93722.43,-104984.02,-97128.77,569982.09,340329.50,363871.34,364592.34,1126766.96,647199.31,519206.30,213910.80,1714390.84,1471705.25,1035373.47,377817.62,2520895.24,1997826.29,1360632.80,540536.59,2543530.30,2923148.02,2039962.59,663957.64,2049688.49,1570842.14,1158414.91,2451346.39,2451120.86,0.0
