,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20031231,20021231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,4896204533.87,3276381148.40,1481647499.54,6855820254.12,5110606493.92,3374373804.31,1189394806.15,7164451374.80,4810577484.96,3292009460.99,1296693583.31,6815510073.47,4757005959.80,3100253066.81,1387229109.94,6853661299.48,4848335595.98,3097641210.48,1304890574.97,5382464813.41,3539845950.16,2220540414.47,935352513.91,3726811295.68,1015127806.33,654597378.36,330834772.18,1421399164.46,1053703307.53,673910720.72,296239461.19,1344900871.17,1041444860.98,711680453.15,324082356.00,1451603163.94,1093473303.64,727407941.88,310093774.17,1367641344.06,1000895717.61,596240510.12,258645489.87,1624174927.26,1181460082.04,796431685.69,339036340.65,1767539929.48,1346784169.32,840253043.60,338934289.54,1668737967.05,1217364502.31,781844093.36,382470703.15,1352636372.51,998715250.03,646660932.00,287345027.04,1285908777.57,972373367.68,624748477.25,896191217.79,885258597.31,0.0
2,营业收入,4896204533.87,3276381148.40,1481647499.54,6855820254.12,5110606493.92,3374373804.31,1189394806.15,7164451374.80,4810577484.96,3292009460.99,1296693583.31,6815510073.47,4757005959.80,3100253066.81,1387229109.94,6853661299.48,4848335595.98,3097641210.48,1304890574.97,5382464813.41,3539845950.16,2220540414.47,935352513.91,3726811295.68,1015127806.33,654597378.36,330834772.18,1421399164.46,1053703307.53,673910720.72,296239461.19,1344900871.17,1041444860.98,711680453.15,324082356.00,1451603163.94,1093473303.64,727407941.88,310093774.17,1367641344.06,1000895717.61,596240510.12,258645489.87,1624174927.26,1181460082.04,796431685.69,339036340.65,1767539929.48,1346784169.32,840253043.60,338934289.54,1668737967.05,1217364502.31,781844093.36,382470703.15,1351726531.45,998089251.91,645949888.80,286683735.10,1286022170.77,972178281.68,624774622.37,895958447.40,884719785.85,0.0
3,二、营业总成本,4491146374.66,2987769227.78,1382496262.13,6508776839.59,4769024767.01,3136375372.64,1096673059.52,6722303046.35,4471229143.22,3040604791.81,1210523471.26,6284031093.76,4343949770.66,2840238128.58,1306257622.84,6369445922.40,4483886415.64,2872729264.71,1230543361.84,5019268829.96,3287091427.72,2061653865.08,877488403.21,3433162670.36,1025949732.65,667437593.62,344311163.71,1504300517.31,1091406333.61,703589556.80,308029518.28,1487869996.09,1139613607.34,768339296.40,345852990.66,1464952630.64,1081720174.88,712590489.79,306405091.66,1286711443.30,946221632.16,580987956.66,259729971.46,1587351626.34,1158137203.75,779074717.74,330953908.02,1711351269.19,1305649958.16,809762505.01,330908744.35,1632471574.99,1182809823.41,751881251.54,355849820.10,1287538739.07,940265131.06,608704984.26,266300401.95,1184980500.07,897119723.32,579127978.95,819299466.77,832953520.38,0.0
4,营业成本,4044034969.08,2696000354.03,1226276936.48,5677799898.95,4340977299.76,2840024773.37,988480782.64,6058577521.83,4072582242.82,2782144697.21,1101887799.51,5649527347.85,3947997699.87,2584198448.00,1170007564.05,5661729185.15,4075124909.03,2622270543.37,1118924464.83,4531839499.74,2997717491.07,1877564387.07,792635506.08,3097665358.60,850052527.21,543260963.66,280841969.96,1212354883.68,913544528.08,568273039.77,260569921.48,1189407584.39,934955769.92,638767584.69,289788081.56,1216342363.45,912076036.29,604214589.85,258892332.39,1063974464.33,785582917.25,479564985.77,211675052.73,1346759106.44,999636576.31,671244063.79,279430487.11,1526965160.97,1178705252.37,726000441.47,290212495.35,1457645566.24,1055789815.60,660987422.72,318167922.48,1112507765.78,808765990.25,518033802.88,221490876.51,1029094625.42,786022557.08,505481291.36,689918482.54,750151385.24,0.0
5,营业税金及附加,11045294.05,7171910.62,3476972.44,15966304.81,12366413.78,8691531.86,5206441.04,20128783.99,13047149.25,9098940.36,3679232.66,60765224.70,66935166.44,63750272.11,44702562.92,216463133.37,155624618.36,100841361.28,42492189.08,175711820.54,117828453.75,73858524.82,30943814.27,123532773.58,4844468.47,2931814.49,2097938.26,8457864.25,5916352.77,3993694.12,1957606.23,7032668.27,4835219.44,1947926.19,229931.13,1220867.42,467780.49,213008.85,91646.23,837564.78,555895.58,357056.69,116328.70,734708.40,514378.10,209985.06,128961.28,699628.62,434480.56,283816.95,143170.14,634916.22,388667.16,308020.58,92780.83,617081.65,359494.58,211592.52,2766.68,61580.58,50381.98,20653.08,67942.42,9417.19,0.0
6,销售费用,19995772.30,13261101.50,6718000.08,27388927.11,20038221.64,12940608.60,6544648.63,32301344.80,23778003.80,14695102.87,6852334.06,28990189.63,19595697.86,13662199.95,6383515.40,26983304.66,17272789.98,10583148.61,5233509.07,18344328.05,11753716.26,7919960.49,3067189.70,21879447.41,59176090.83,40099780.14,19228395.85,98908196.70,73830477.78,51045581.92,20796640.83,115399586.83,84410605.27,52993720.94,23920457.01,101226577.66,74655859.01,49614470.15,20444049.10,98843048.21,72945693.12,45806726.95,18904881.33,98195829.26,67337545.22,43141565.88,20524950.21,70095899.85,50384326.11,32007182.44,14073954.41,69530180.22,53796768.40,42009749.55,13154774.73,68528008.81,51857051.29,37187091.65,21699175.79,56996348.85,41706679.78,29175188.83,50011631.97,26562168.63,0.0
7,管理费用,91515702.13,60276551.17,29447026.48,125853383.23,104017899.90,90157818.00,45593566.95,247093387.34,159530646.71,100742418.35,52396938.25,236875337.92,138276405.05,89451043.32,43053143.25,176576695.10,123508664.22,75399035.82,34598261.30,108797487.74,67718310.85,44760869.25,21793119.48,83298348.57,94008080.76,64556438.17,36029615.22,127288586.20,91552479.96,58985269.08,25803316.89,146053901.00,109291053.62,68481783.39,33564284.02,132170488.42,94867981.93,58881922.31,27773701.38,128215070.18,90757487.27,62660581.71,31490013.72,122283334.68,86968776.44,56782179.11,26647744.50,107029356.51,74746158.89,50350245.10,25616463.09,102866232.40,75795455.07,51283960.52,26331066.25,106909640.36,80229553.89,52554322.89,22903391.45,99147763.70,68902333.06,44378486.08,79199956.04,55277826.40,0.0
8,财务费用,176931027.98,110727033.05,57409874.61,184068914.19,119711739.30,79190167.22,36795690.60,177116452.97,122765894.98,55275839.90,23343300.00,105661390.23,69796442.22,44308098.61,17954958.76,84764669.82,57994608.01,34878609.39,17440128.91,69814346.38,49089834.94,31312822.05,15286778.76,46238019.06,3431272.28,4592023.63,2760579.70,-1974542.73,-3457627.78,-1447954.76,-1100495.15,-2127817.67,-2300755.07,-2273432.97,-852688.54,88886.93,684785.55,698767.02,-409694.06,-4531551.92,-4239937.78,-3666986.82,-2456305.02,-377269.77,3854669.86,7871666.08,4221764.92,2426541.39,1379740.23,1120819.05,862661.36,-589618.51,-2960882.82,-2707901.83,-1896724.19,-1023757.53,-946958.95,718174.32,204191.52,-319818.48,437771.42,72359.60,101453.80,952722.92,0.0
