,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20101231,20091231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,1328259030.14,797677178.91,446163461.65,2039904330.14,1378588263.79,883615750.79,377687271.20,1687545358.63,969946366.10,612273398.83,276612968.69,854251761.06,500252089.00,317643842.16,129494783.10,592699561.19,419715440.69,269436902.16,95128851.99,588869549.64,414337821.75,271624003.20,118602410.25,496188774.26,341150540.68,199814872.31,83040311.75,356173239.05,259890632.85,154194711.69,65042008.02,232863509.54,172702631.69,100999747.02,150906691.86,98975164.01,0.0
2,营业收入,1328259030.14,797677178.91,446163461.65,2039904330.14,1378588263.79,883615750.79,377687271.20,1687545358.63,969946366.10,612273398.83,276612968.69,854251761.06,500252089.00,317643842.16,129494783.10,592699561.19,419715440.69,269436902.16,95128851.99,588869549.64,414337821.75,271624003.20,118602410.25,496188774.26,341150540.68,199814872.31,83040311.75,356173239.05,259890632.85,154194711.69,65042008.02,232863509.54,172702631.69,100999747.02,150906691.86,98975164.01,0.0
3,二、营业总成本,1081577872.16,658467073.87,355338005.21,1609846538.75,1092898745.89,705545160.65,315036195.27,1360786465.35,814015411.07,537931311.56,239198851.34,766288590.88,453137135.61,282646245.24,113613390.82,538870684.28,371233529.51,219997118.18,78785946.85,460730496.19,315705143.98,207307487.13,90698976.36,382748330.04,253651214.67,148867029.56,66776228.07,284016162.49,197403438.74,116987955.53,50871040.24,193004863.26,135652949.17,80931361.37,128019098.56,83210501.65,0.0
4,营业成本,699492838.89,414655308.68,225114333.04,1046842725.96,704480357.73,453968292.41,198243774.68,865999752.51,494261970.99,314855968.82,140033324.11,492385247.82,307195697.08,196544631.73,80187206.11,364698306.70,258210460.87,158986899.90,58788881.07,341168202.59,245899403.90,162521679.30,73028348.23,282461873.07,189296982.17,112269817.71,48998180.99,200386598.11,146732550.18,86880294.52,35873636.48,124399504.05,93798282.37,53944464.55,81426630.77,48431716.51,0.0
5,营业税金及附加,11808797.42,7731162.70,4442994.94,22815948.36,14747632.91,10774058.89,4201650.84,18206699.37,10319172.74,6637966.60,3461350.40,10676347.71,4283386.18,2833625.70,1160761.48,5577724.17,4016592.69,2593650.44,756499.48,5468312.19,3753937.05,2374715.77,1045247.64,4739863.85,3343638.66,1892064.98,179036.23,3919132.26,2596999.26,1590934.79,651915.20,2363643.08,1747644.45,1095317.14,1336611.37,1071859.54,0.0
6,销售费用,176662575.07,108324262.49,60136487.56,301593874.21,202225193.23,129823795.87,62062744.75,252297942.18,157925481.70,103371049.19,42958162.65,109306128.20,61711869.52,33859647.45,9488341.11,79903269.40,54762004.22,28709769.36,8646553.31,65676771.16,37243897.30,23081144.13,8155901.26,60076839.49,38624618.24,21596541.84,10616567.43,50311612.69,26034309.50,16731129.42,9432164.78,42441702.47,21763579.41,15778213.86,28709067.37,22157244.73,0.0
7,管理费用,78473982.78,48740688.10,23411066.62,106530451.20,78305139.07,98317541.45,48203006.74,213627229.29,150323939.99,112285605.89,53780817.95,124948150.44,76835793.06,46122196.06,21475011.97,73807415.78,48901111.58,26977373.80,11149283.94,55609417.58,34615287.44,23141619.26,10725936.12,42820040.34,27228784.50,15979135.76,8538799.55,32388844.13,21347629.30,10760521.95,5133568.84,22047185.59,16031214.20,8892556.54,15739711.37,10398311.75,0.0
8,财务费用,-551350.80,1502365.43,1307864.63,1224864.44,-1076871.50,-1664646.21,-51273.28,-1207534.68,-321454.55,-365963.73,-219470.58,313269.54,-451561.73,-156221.01,-40279.53,-1547732.88,-911177.81,-1544641.49,-960554.82,-12046006.96,-8461734.23,-5610515.07,-3222553.68,-10317050.05,-8132460.25,-5535065.83,-2851337.22,-5402135.92,-2444983.29,-696774.69,-220245.06,378164.60,417396.55,460023.09,715811.71,515500.85,0.0
9,研发费用,115691028.80,77513286.47,33573291.42,116879858.25,81288437.20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
10,资产减值损失,0,0,7351967.00,13958816.33,12928857.25,14326118.24,2376291.54,11862376.68,1506300.20,1146684.79,-815333.19,28659447.17,3561951.50,3442365.31,1342349.68,16431701.11,6254537.96,4274066.17,405283.87,4853799.63,2654352.52,1798843.74,966096.79,2966763.34,3289651.35,2664535.10,1294981.09,2412111.22,3136933.79,1721849.54,0,1374663.47,1894832.19,760786.19,91265.97,635868.27,0.0
11,公允价值变动收益,760000.00,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
12,投资收益,47563813.11,35049301.01,21547777.82,76093422.95,75211519.58,25439065.01,14778279.51,29397473.93,12540324.91,10181669.79,6930477.61,-654820.38,9508197.75,6378770.93,5724476.41,25318305.58,16879830.94,11823541.62,5951850.08,11469676.38,9186835.58,7564582.27,1510471.94,3735883.61,4110632.68,3159205.48,3150000.00,0,0,0,0,0,230994.35,0,0,0,0.0
13,其中:对联营企业和合营企业的投资收益,14303738.57,10610851.46,5089932.79,13990161.70,6000915.41,4788137.65,2631488.79,3210346.46,-2794615.59,-1672541.67,-486491.89,7060828.34,4394280.74,1923264.88,1882288.17,15591586.11,8707002.91,6047167.40,1806322.44,3665399.52,2483714.87,1594242.38,849373.15,-153941.04,0,0,0,0,0,0,0,0,0,0,0,0,0.0
14,汇兑收益,0,0,0,0,24778.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
