,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20071231,20061231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,1009839618.16,746748523.03,493250339.69,242020217.79,900204066.26,654697575.48,416756022.38,194788755.10,1222656873.08,962111842.14,633831910.55,215937860.38,684967683.70,451951113.16,289380367.64,133667519.96,494515188.23,351977970.13,230730602.28,107751390.34,509890147.06,393736196.96,263525572.38,126782371.52,510871710.75,386311876.54,249939793.68,117686831.48,449643840.43,336149739.37,223279128.94,107754738.43,426736657.53,311132147.35,204716376.55,94606901.85,332936358.52,226139730.79,138205771.84,64923628.84,229952500.13,158366046.04,98907118.77,46008701.72,171663456.70,127537102.89,125922899.67,43626375.53,0.0
2,营业收入,978005673.25,726611267.94,479829517.14,236694384.44,875181934.57,635876497.72,405082368.77,189778249.01,1211088801.42,955746987.58,630843704.32,214734030.61,683971923.34,451951113.16,289380367.64,133667519.96,494515188.23,351977970.13,230730602.28,107751390.34,509890147.06,393736196.96,263525572.38,126782371.52,510871710.75,386311876.54,249939793.68,117686831.48,449643840.43,336149739.37,223279128.94,107754738.43,426736657.53,311132147.35,204716376.55,94606901.85,332936358.52,226139730.79,138205771.84,64923628.84,229952500.13,158366046.04,98907118.77,46008701.72,171663456.70,127537102.89,125922899.67,43626375.53,0.0
3,二、营业总成本,888416060.19,646356096.22,432159726.42,219733480.66,881289300.87,614984931.61,404900684.09,194507127.04,1174378267.05,918605430.77,618595582.96,206310913.00,672012965.71,443339895.64,294560486.92,155546501.89,477581716.15,341758070.36,227726157.44,110152304.89,476729313.72,334855799.22,219929019.26,114112059.43,399291484.83,288765049.80,188951456.90,94546712.78,325918138.43,233848163.18,157627245.80,80728423.14,257269223.51,184854368.98,124013224.18,59579422.27,178208333.22,120422854.07,75353682.52,38306228.79,130082263.35,91809893.21,58806029.82,29562402.63,89072855.74,64251227.76,61479068.87,30881468.87,0.0
4,营业成本,233830734.51,189114063.45,128953802.60,68135795.50,266419639.73,191565503.47,127307360.40,57976407.68,702002868.55,569825613.43,376674573.83,84815756.23,261863946.36,165368120.57,107603059.26,56383761.75,199587097.28,133796822.36,86071801.41,39676425.95,190205403.93,142720055.61,92924722.04,45239183.87,159956051.77,121838490.52,78159275.10,36552944.40,129008127.64,89278102.32,64131371.84,34124583.24,91414032.35,59583759.85,37897232.11,17620822.41,51455902.15,35996626.44,22742015.90,11249036.21,36315503.69,25104172.44,15497791.40,7932177.99,26102010.36,16344472.53,16678410.11,10622075.19,0.0
5,营业税金及附加,3914649.10,2224322.37,1552581.77,811295.67,3992893.95,2403651.35,1609957.74,619067.54,4312146.86,2582144.68,1807607.56,828538.41,4247211.49,2412306.11,1820388.91,1194558.16,4260061.16,3451112.16,2628788.87,1222099.30,15331929.62,7087532.39,6169154.48,3944901.27,16501697.99,12596166.01,8105480.61,4088876.13,14915394.88,11655973.01,7921774.74,3771311.58,16281824.60,11622695.18,7521984.48,3338715.08,12122233.78,8247714.67,5053327.58,2325354.18,8263917.42,5633560.47,3495357.90,1559292.77,5995872.34,4439216.39,4355084.54,1389492.20,0.0
6,销售费用,453212335.69,307670618.94,203022944.86,93169655.10,388220529.27,269648954.11,174881517.44,88359071.28,304723022.18,221022281.10,151036975.92,75116689.77,259341506.06,168188793.11,114002398.27,55581524.00,182601061.24,133860584.55,92395432.07,41928566.04,168906978.05,122582040.97,77528226.62,37638766.58,163592020.27,116174022.35,75559356.00,36666735.13,153715477.15,113028939.28,73643516.18,35478541.33,135452359.33,96549578.97,66448119.78,31410285.95,110122459.97,74157634.15,47307964.20,22924103.70,69542738.92,53444350.07,33369714.10,17698595.50,46419727.80,36268845.57,33119319.04,12761581.72,0.0
7,管理费用,81240608.80,81050333.04,54870530.83,29613135.38,105168478.01,81841357.51,100977318.48,47071592.25,155910966.00,127019850.06,90066846.44,46148408.60,160176159.35,117142627.00,77909082.43,45366671.82,111741271.26,87496406.28,58462151.95,33085182.72,136568841.91,92455495.31,62630725.51,34783134.34,101669242.51,75004129.86,52918410.30,30067380.93,81484736.28,60957932.98,39520519.19,21960755.62,59142070.76,48041872.11,31363384.52,15994935.17,38196685.39,26736337.96,17187308.58,10419372.81,20083030.26,10963716.96,8110751.93,3679154.75,13899029.53,9287878.61,7998546.38,6143137.30,0.0
8,财务费用,-4170998.40,-2450367.06,-1718519.84,-765976.19,-3709936.01,-1656689.96,-301957.69,239466.42,2620333.78,-1648108.50,-794070.79,-402130.01,-14263847.54,-9909670.58,-6772381.38,-2987066.87,-20609835.36,-16846854.99,-11832016.86,-5759969.12,-29285201.29,-24989325.06,-14323809.39,-7493926.63,-47428469.86,-36847758.94,-25791065.11,-12579432.12,-53205665.37,-41072784.41,-27589936.15,-14606768.63,-45021063.53,-30943537.13,-19217496.71,-8785336.34,-33688948.07,-24756857.95,-16975933.74,-8611638.11,-4222926.94,-3335906.73,-1667585.51,-1306818.38,-3343784.29,-2089185.34,-672291.20,-34817.54,0.0
9,研发费用,120388730.49,68747125.48,45478386.20,27459479.32,88125577.85,67803475.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
10,资产减值损失,0,0,0,1310095.88,33072118.07,3378680.12,426487.72,241521.87,4808929.68,-196350.00,-196350.00,-196350.00,647989.99,137719.43,-2060.57,7053.03,2060.57,0,0,0,-4998638.50,-5000000.00,-5000000.00,0,5000942.15,0,0,0,67.85,0,0.00,0,0,0,0,0,0,39000.00,39000.00,0,100000.00,0,0,0,0,0,0,0,0.0
11,公允价值变动收益,81065755.11,13287761.89,31790643.63,20090641.29,0,10802.02,10315.60,0,0,-5001.97,-5001.97,29508.39,5001.97,0,0,0,0,0,0,0,0,-35003.96,-35003.96,162496.04,35003.96,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
12,投资收益,-2307949.15,68960253.68,37725161.34,32838112.27,24390976.45,21510195.59,14726433.32,8877387.40,19263769.38,19777761.40,13676166.89,4192836.75,85603545.08,32047881.17,29121883.41,9116583.49,155259116.90,144192637.05,122050517.99,28418115.41,66697663.83,35040383.12,27013220.25,2745170.47,16102621.17,11530042.22,7984454.91,2915778.09,4491214.00,3743664.37,335805.79,-59141.21,-14385.11,0,0,0,0,0,0,0,0,0,0,0,0,0,11058228.77,0,0.0
13,其中:对联营企业和合营企业的投资收益,-2307949.15,-3143390.36,-2430638.18,-2141044.08,-7063898.74,-3365779.85,-3017398.58,-2300485.96,-7818195.56,-6934137.01,-4282582.79,-1987047.01,-5665631.07,5821819.20,13201845.26,-1324104.06,-12267456.28,-10723447.23,-7978532.23,-2944101.12,-4291304.77,-2292738.39,-775725.08,-552856.99,-754853.76,-277576.95,-177874.68,-77372.59,-278172.74,-185695.73,-127344.89,-59141.21,-14385.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
14,汇兑收益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
15,三、营业利润,173751287.14,187779989.13,135310479.40,78557169.72,64002123.20,71628469.38,34121199.36,13640226.88,73527370.33,63568272.06,29186107.34,13849292.52,98563265.04,40659098.69,23941764.13,-12762398.44,172192588.98,154412536.82,125054962.83,26017200.86,99858497.17,93885776.90,70574769.41,15577978.60,127717851.05,109076868.96,68972791.69,26055896.79,128216916.00,106045240.56,65987688.93,26967174.08,169453048.91,126277778.37,80703152.37,35027479.58,154728025.30,105716876.72,62852089.32,26617400.05,99870236.78,66556152.83,40101088.95,16446299.09,82590600.96,63285875.13,75502059.57,12744906.66,0.0
16,加:营业外收入,694293.35,1862191.25,2032286.33,1659608.94,2149409.79,4566848.29,4054414.33,1463596.09,14453183.19,8927710.15,5094494.87,1098268.57,24213986.76,8153138.88,4071534.69,1120470.53,15307192.18,9093078.67,6503154.18,3071797.23,31850161.18,11427807.64,10745740.11,5380422.33,28491576.92,9494954.21,6112342.44,1493133.07,21603724.47,4342619.10,4313608.26,3285488.23,24246201.07,14813479.60,6568550.37,56100.22,12452314.18,3377010.00,3260135.00,6930.00,2570088.60,2835136.67,1057200.00,900.00,1110619.84,249619.84,15623.83,39320.00,0.0
17,减：营业外支出,420859.68,406443.06,89158.34,44298.08,585025.48,416809.35,384910.17,398762.19,180128.31,342017.74,246265.54,64334.82,2355966.16,2477086.92,1177047.05,20549.41,241275.43,179610.89,92149.69,70376.46,472899.48,414080.69,88266.24,68425.97,232378.19,142291.36,45001.31,32560.43,213716.15,177078.96,39617.72,16727.25,67541.25,52897.36,44660.00,9160.00,20560.93,7538.47,1936.30,1936.30,1079595.04,1074162.29,1054676.17,1049580.63,74733.70,74733.70,3282.48,16239.31,0.0
18,其中：非流动资产处置损失,0,0,0,0,0,0,0,0,0,155655.66,81555.54,54274.76,943860.77,936952.80,724690.36,255.14,129693.49,85706.73,21782.13,19479.21,113610.71,69481.66,63166.24,43425.97,21926.99,8024.35,5438.16,1236.86,39863.62,17371.39,17371.39,13250.25,15691.33,6229.36,0,0,10270.17,1936.30,1936.30,1936.30,67845.04,0,0,37830.63,0,0,0,0,0.0
