,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20041231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,2340929623.06,1516261624.45,791335602.65,3791321341.29,2976099736.87,1971578911.75,802154590.67,4376025786.02,2806818693.32,1525409336.32,710160222.04,3161904621.70,2038940731.39,1314521152.18,411142297.46,2261423352.65,1479532045.26,929816366.58,287359376.64,1954608866.82,1156185143.43,689645259.88,239281051.76,1408784506.56,946034173.84,594777513.64,204686551.99,1403974904.45,1015209126.43,704752766.09,218053647.54,1121783606.22,709218162.67,423904150.73,105477244.69,929793622.91,570857060.74,284907299.47,58937316.57,434737713.97,269912969.64,142530476.45,46161409.28,394549423.63,228461718.14,135608757.93,41682804.69,319576416.34,170698333.18,104287885.43,28510834.74,217492005.33,107262254.40,63601870.54,19256349.68,167993094.18,115804043.44,0.0
2,营业收入,2340929623.06,1516261624.45,791335602.65,3791321341.29,2976099736.87,1971578911.75,802154590.67,4376025786.02,2806818693.32,1525409336.32,710160222.04,3161904621.70,2038940731.39,1314521152.18,411142297.46,2261423352.65,1479532045.26,929816366.58,287359376.64,1954608866.82,1156185143.43,689645259.88,239281051.76,1408784506.56,946034173.84,594777513.64,204686551.99,1403974904.45,1015209126.43,704752766.09,218053647.54,1121783606.22,709218162.67,423904150.73,105477244.69,929793622.91,570857060.74,284907299.47,58937316.57,434737713.97,269912969.64,142530476.45,46161409.28,394549423.63,228461718.14,135608757.93,41682804.69,319576416.34,170698333.18,104287885.43,28510834.74,217492005.33,107262254.40,63601870.54,19256349.68,166536436.91,115376101.74,0.0
3,二、营业总成本,2612598044.41,1715644197.99,918089910.38,5059832197.07,3127712923.19,2035136955.17,814745966.54,4422318101.76,2815012081.79,1533518636.15,695735303.32,3196353582.26,2066054760.03,1301942166.12,429378781.95,2190984687.23,1378927350.12,876010471.01,286673834.89,1856359534.60,1082072025.40,640186065.16,234038769.88,1336495951.66,877310736.93,539682044.31,199792410.80,1347572607.13,934429908.30,648084638.86,212942735.91,1067245369.74,616984711.63,372852125.42,101214966.86,779723378.21,456443176.29,226066198.48,57401952.53,353094840.12,210772836.08,118804915.86,46851030.97,343509049.22,197442135.92,124968885.30,39990023.98,255963413.07,151613742.68,97729427.34,29633976.46,180886492.84,95155613.60,59836596.99,22497189.16,144956923.58,101634973.24,0.0
4,营业成本,1648821695.72,1090944629.91,563222244.97,2789031068.37,2111720810.70,1406704439.74,529684444.77,3067854594.34,1909381590.36,948466372.30,445469143.12,2154542536.83,1369621591.35,874049279.13,252081723.11,1531321383.00,975402861.58,627101532.37,183732822.70,1348845068.98,790389647.83,471853273.22,167033027.63,1001124867.48,676626473.14,414675869.30,143253572.44,1019225000.86,727499114.41,498790986.37,152922036.36,782662013.91,455124533.16,272387115.04,58042168.03,568431180.79,324687033.88,149876166.34,30408739.60,240880680.33,145294763.69,78253487.70,25801511.08,233614034.43,132278488.99,81870843.23,24923467.80,191095551.02,106800641.06,67514127.76,19980839.77,130827115.34,62764706.69,38316992.91,10789251.95,93766492.96,60460652.36,0.0
5,营业税金及附加,10575304.73,8526471.91,3683337.96,38505708.81,16202002.68,12768532.06,6385609.08,32885256.20,13226049.93,9514678.99,4514623.30,22445540.76,5510062.49,4260403.79,1586453.78,14007094.00,3856811.38,2868248.72,1414916.09,9456955.63,2875862.58,2081850.26,1004421.15,5944802.62,2655550.71,1993100.10,462095.11,7982942.26,2366732.64,1525673.11,209543.34,6229955.65,1177517.74,359696.13,94376.45,4853774.92,510719.11,296807.01,78583.01,1391522.37,413732.41,255231.15,77692.82,1376692.70,472284.74,281761.29,52152.94,964814.45,316425.22,223014.69,0,758623.04,274886.43,194685.98,0,562685.37,318368.99,0.0
6,销售费用,255257829.51,143669464.93,71218181.98,351435369.76,229733527.12,145182351.77,67516436.20,305158261.72,216226174.20,134092074.28,63609799.49,278410474.79,199708707.65,129457295.86,49231937.55,189807432.48,132462817.95,84444495.75,35236005.05,199150851.53,105734155.97,61834633.37,24206092.94,137445385.70,78640290.50,44839435.94,21320747.03,125643004.16,66552674.98,44288673.73,18613512.72,116233830.96,61832451.30,39976345.39,16014471.96,74329858.60,50668508.39,23065158.93,11318195.41,50607079.15,31170680.20,20009613.33,8255718.17,41286484.27,25425889.76,16746547.36,6405109.57,25716830.57,16976714.37,11202974.23,4557392.03,20075192.89,15041376.80,9971695.46,4968641.34,23057113.07,17822158.00,0.0
7,管理费用,190391464.77,120389932.83,68859594.36,246475549.07,201053673.60,268889587.54,131988437.82,571442942.58,400694392.31,251552953.15,112447206.23,410130913.03,296274333.78,185257666.59,87553311.88,299176856.50,198642762.81,120346319.09,53887353.56,195775378.03,125184948.02,73197034.35,33583854.10,132521222.42,85584486.53,57450550.47,30605916.89,129189173.05,94171120.86,58571307.63,32420546.17,130263452.38,87969668.95,52391341.94,23827185.05,95918341.34,59642357.71,35716283.63,13990125.46,57849758.46,37028122.82,22702570.96,11190382.40,49865520.37,33865030.54,22349065.98,8846548.70,30806226.47,23809766.80,14506726.85,4679224.80,22177147.71,14382587.18,10541594.59,6121366.64,23582551.74,19702072.60,0.0
8,财务费用,320568127.92,224436628.40,103759182.92,442377240.53,293724745.66,185548349.83,94855933.73,325735410.31,225883353.74,150848180.50,71331879.19,245803802.13,168462285.32,95193981.92,43707287.83,123298438.82,69172684.90,44036145.44,21121266.71,59729197.17,36261181.69,21468002.34,8220338.15,36165362.62,29507832.24,20250495.27,7682705.08,49107406.74,39153684.73,25604538.18,8801463.59,22707731.53,14405555.23,6776769.70,3243465.37,12180110.04,7813045.72,4241297.34,1619609.05,4330326.50,2534579.38,1758856.13,1525726.50,3291681.36,1947870.53,268096.08,-336119.76,-570927.36,485724.32,1058112.90,354973.07,2748260.17,1317916.62,338487.69,588037.64,3988080.44,3331721.29,0.0
