,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19971231,19961231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,49418495537.76,30682967887.95,13496073058.96,63293810080.77,45776998599.06,29791949556.58,13453321246.31,48407085357.35,33096758245.65,21581083977.71,9145440555.02,32975049915.75,22008039551.89,13647944193.57,5946112668.46,21023578553.66,14304519846.81,9498465125.01,4334592325.91,22091461381.31,15015982725.08,9939171246.29,4618085729.72,23737688970.91,17127308592.30,11127354665.67,3910483305.32,24813671075.88,16924191557.38,10990929851.90,4879161364.65,23861491266.20,17468449118.25,11107153946.05,4716301217.98,14911221343.21,9522661784.38,5502761997.74,1971389157.93,8707518518.42,5723285757.56,3429843924.89,1333739868.45,2715496780.88,1605180802.33,1047508069.53,390754928.94,2007172405.88,1331890488.34,892514092.27,460517637.40,1728323613.41,1222458893.30,806790051.10,366421117.25,1848180358.67,1406339756.69,946907118.68,452537867.13,1767064003.72,1228666653.62,777970898.51,348114050.45,1619730058.27,1268646403.42,788173689.13,341352674.07,1355773455.08,883768028.26,533211161.39,0,846477100.53,313788000.19,813353310.32,351092487.77,725359044.87,194463252.45,756345006.11,807368758.88,968568435.69,0.0
2,营业收入,49418495537.76,30682967887.95,13496073058.96,63293810080.77,45776998599.06,29791949556.58,13453321246.31,48407085357.35,33096758245.65,21581083977.71,9145440555.02,32975049915.75,22008039551.89,13647944193.57,5946112668.46,21023578553.66,14304519846.81,9498465125.01,4334592325.91,22091461381.31,15015982725.08,9939171246.29,4618085729.72,23737688970.91,17127308592.30,11127354665.67,3910483305.32,24813671075.88,16924191557.38,10990929851.90,4879161364.65,23861491266.20,17468449118.25,11107153946.05,4716301217.98,14911221343.21,9522661784.38,5502761997.74,1971389157.93,8707518518.42,5723285757.56,3429843924.89,1333739868.45,2715496780.88,1605180802.33,1047508069.53,390754928.94,2007172405.88,1331890488.34,892514092.27,460517637.40,1724721221.72,1220126599.03,806278962.93,366250164.77,1845191481.89,1405561388.55,946378897.32,452374580.26,1757673803.98,1222751719.09,774140818.59,346243866.01,1614599430.19,1265926398.12,786619557.94,340695547.21,1352554154.23,882502498.80,532462264.84,0,845567982.87,313314823.07,812587700.15,350258649.98,719071428.70,189725439.89,744939197.57,799836565.08,961762621.03,0.0
3,二、营业总成本,49049594583.52,30407401079.58,13405779919.52,62889974692.49,45486632532.74,29614092590.05,13369498465.72,48251759109.35,32943195288.91,21490760705.35,9095238591.07,32771408020.19,21852541751.74,13550614994.67,5889324900.80,21072142723.59,14262341284.46,9460832514.85,4309112503.05,21997081754.04,14947928024.23,9887048510.78,4588785303.78,23660053419.32,17075130060.66,11110343676.40,3907141937.99,24798255710.80,16974955519.94,10981439660.39,4866500729.26,23807226959.87,17438779830.79,11101787469.34,4722077501.29,14781294513.75,9431339611.85,5443798363.32,1941843128.08,8677152970.96,5707550409.57,3436518309.05,1336951011.03,2721385677.55,1602373483.09,1050713786.48,393827274.21,2097235707.58,1364358339.19,913466592.85,472624554.69,1800666253.56,1277212048.02,835271322.57,364782559.09,1842198481.50,1402377379.40,944957283.72,452039331.04,1742189424.25,1206204944.16,764332832.81,341677607.27,1583214103.68,1241257820.67,772335378.16,336055650.48,1311521091.27,864733639.89,525783836.60,0,824852546.22,307835967.04,782761567.40,343880600.65,694125572.85,186233471.85,723101939.82,776460198.00,944223514.14,0.0
4,营业成本,48253709728.35,29906124783.87,13140712013.16,61826149869.69,44759288909.44,29135349291.38,13158979570.55,47247837595.34,32336372624.50,21128165443.08,8950739186.40,32092834584.74,21394351854.05,13248072303.82,5759290091.49,20407962875.42,13856477231.13,9225712223.92,4199562323.59,21502665008.99,14616308815.84,9669488580.88,4489720750.49,23235963076.76,16792539715.65,10931075920.62,3822257218.44,24454925068.67,16694725615.37,10786232039.30,4777118287.36,23454026192.64,17200085282.99,10937823605.56,4662309314.66,14500951196.53,9234369225.05,5292633262.57,1889540207.50,8469699450.77,5536956564.92,3322680709.92,1282913502.25,2518434344.27,1477214673.58,965893439.25,353177484.41,1885099972.37,1249730880.93,836349871.55,435707243.81,1631801223.81,1150968702.55,746611013.89,333733457.73,1692806033.04,1304785512.31,875189363.13,415770670.58,1578410563.39,1106283072.24,699698496.14,306030514.92,1439696378.63,1143241621.17,709323187.08,305582643.24,1199436831.48,798898176.06,486305634.01,0,759887323.76,281536245.31,723370238.67,318294384.33,657641148.77,172711465.97,681808263.55,732730379.53,889649649.73,0.0
5,营业税金及附加,34406978.35,21997350.77,7521828.97,55793764.01,33107550.49,19131389.26,7252905.45,31731640.96,21823453.95,14893381.53,6742410.58,24548914.35,7127154.32,3343640.24,809613.01,20556252.16,14255273.04,9867516.46,4158356.35,15889699.82,7756707.81,4205770.91,1363492.46,12420595.93,7010501.66,5323657.27,2115173.56,10451493.20,6569062.80,3914757.42,1979730.88,12592785.43,6381985.65,4092603.99,1711924.12,9303079.17,5304593.23,3655076.99,1680649.50,8391741.18,5793368.64,3821003.06,1698560.03,7930931.70,4339075.47,2790419.24,1334366.42,4913973.76,3690096.61,2687549.74,1321539.61,4518117.75,3551459.32,2598287.39,1237941.18,4648776.41,3993977.99,2500367.72,1286366.36,5445629.94,4673128.44,3438272.02,1554046.61,6830439.18,5377385.14,3904321.35,2087196.71,4072460.49,2715529.73,1407244.68,0,2826412.49,1170688.99,2703844.05,1129145.54,1020108.34,117058.32,553712.56,459979.75,866827.17,0.0
6,销售费用,215851336.99,145227706.93,88948869.98,246272950.73,184848310.66,121201909.25,47864910.04,264463502.35,167404996.12,106626092.19,51048162.00,188154781.59,127521412.16,84136510.35,40930209.75,148017577.46,109176337.56,68363377.01,32132336.22,111663439.86,76767473.15,49351009.31,22302526.16,62784613.62,46133897.81,28725182.46,12155328.81,64850987.54,52878482.13,36186256.27,17791190.92,57587248.40,40236970.24,24191018.70,5791886.25,48548375.99,30062249.29,15810497.31,6125648.48,31392343.55,39501518.01,32897905.94,16550529.07,48410581.89,34309576.95,22957052.81,12088957.03,54439424.04,34267178.27,23680235.94,11350050.69,62709376.23,43640178.30,28316308.71,13743206.09,62428481.61,43626263.77,31458357.25,16850180.13,63460042.67,41080731.01,24736508.36,12501674.00,58949310.66,39150651.02,24229189.50,11352089.67,51800858.25,32153919.30,18412752.53,8218631.76,27246955.66,10978845.25,29827464.98,12366392.80,21735262.03,7093419.35,19797912.90,17041395.26,25321744.72,0.0
7,管理费用,216316461.99,144300046.82,74532297.66,293533972.04,191483046.92,113476049.17,47968088.21,278862403.30,169204012.84,109958972.85,53749383.88,256909439.22,188719967.19,127509443.11,60875950.97,246511821.35,174089401.64,114717483.73,53771532.95,239679111.37,164339566.29,113867688.32,57945090.65,267206087.74,191246244.95,128082798.62,66601599.78,230750816.01,169182911.88,115436352.89,52799347.64,187787353.78,131764757.06,83293271.56,36449666.10,177453747.33,106733083.23,67384623.48,30444933.76,114161984.09,82957773.75,47756978.42,23529199.13,103639729.96,60073442.96,40975187.86,18923696.30,97588377.20,46711937.61,30891371.63,15410620.00,70942351.36,56374716.71,41964702.01,11341992.37,56013340.64,35040494.04,22991811.17,11034976.82,63611184.59,37075996.02,25439827.34,14294954.98,55368881.25,39410691.00,25544178.38,12077398.75,41545498.08,24602181.15,16077352.13,7051084.50,25594648.53,8328491.39,12526617.53,5354185.10,8111571.98,4008591.16,12869017.99,13114964.25,14997937.39,0.0
8,财务费用,329310077.84,189751191.19,91833578.35,369709578.32,314995726.47,213312179.65,79465277.29,319127762.30,204821174.79,112237323.97,25786272.38,158633514.26,116215623.56,68691292.08,27312947.27,129107459.74,95104991.95,38551200.44,19736571.25,86509959.80,71409338.19,39420939.93,17438630.66,38535822.40,30597743.05,12846792.84,4052016.24,36300407.47,49293898.55,36930530.62,16810419.88,85640368.65,54818021.13,46507659.02,15815710.16,37567525.03,38332299.68,25768730.55,14051688.84,45403461.48,38879708.34,25900235.80,12259220.55,34740062.34,25318261.08,16979234.27,8302770.05,43625232.94,28573763.15,18473081.37,8835100.58,30695184.41,22676991.14,15781010.57,4725961.72,26301849.80,14931131.29,12817384.45,7097137.15,31262003.66,17092016.45,11019728.95,7296416.76,22369093.96,14077472.34,9334501.85,4956322.11,14665442.97,6363833.65,3580853.25,2285155.56,9297205.78,5821696.10,14282807.87,6736492.88,5412033.08,2302937.05,8073032.82,13113479.21,13387355.13,0.0
