,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20011231,20001231,19991231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,44644476404.16,32709864477.48,21022078606.53,10048891243.77,38739827104.46,28777116460.43,18771091090.81,9129920236.31,36284746328.98,27067656576.44,17604079391.61,3568003584.79,13386417453.22,9918361069.75,6524654750.22,3269203030.97,12078194124.27,9071285860.12,5939725604.85,2939336476.22,11538342521.98,8544561450.87,5583644547.21,2704890874.74,10081474206.09,7448627279.41,4841118986.51,2378139113.92,8591632462.81,6372886145.15,4131504204.14,2022639942.95,7042245941.81,5067355660.35,3288255602.59,1617924922.02,5918037614.81,4398808844.71,2813725027.38,1392717512.85,5194599535.20,3877620207.00,2480190783.50,1246303990.50,4385472469.36,3252818462.00,2149416832.11,1065627404.34,3573788010.91,2653502135.98,1696532974.99,840775944.95,2810150427.35,2118102668.79,1374698566.40,685854342.09,2335897174.88,1739908434.57,1110000879.62,558695680.29,1804263693.76,1324310333.57,849403976.87,433065324.56,1476910310.79,1069048816.23,671995669.23,346395784.93,1228753440.74,915529031.23,583512763.78,1223830178.19,1100051367.40,795072763.91,0.0
2,营业收入,44644476404.16,32709864477.48,21022078606.53,10048891243.77,38739827104.46,28777116460.43,18771091090.81,9129920236.31,36284746328.98,27067656576.44,17604079391.61,3568003584.79,13386417453.22,9918361069.75,6524654750.22,3269203030.97,12078194124.27,9071285860.12,5939725604.85,2939336476.22,11538342521.98,8544561450.87,5583644547.21,2704890874.74,10081474206.09,7448627279.41,4841118986.51,2378139113.92,8591632462.81,6372886145.15,4131504204.14,2022639942.95,7042245941.81,5067355660.35,3288255602.59,1617924922.02,5918037614.81,4398808844.71,2813725027.38,1392717512.85,5194599535.20,3877620207.00,2480190783.50,1246303990.50,4385472469.36,3252818462.00,2149416832.11,1065627404.34,3573788010.91,2653502135.98,1696532974.99,840775944.95,2807039715.26,2115346510.03,1372839677.63,685119343.50,2333882107.36,1738108312.25,1109068274.83,558452970.17,1801012032.47,1322791218.05,848206142.76,432596448.95,1472037456.01,1067163357.82,670543163.07,346105675.08,1223820747.28,911770337.46,581044342.69,1220894842.19,1098715312.50,794414822.14,0.0
3,二、营业总成本,42369926367.25,31225059889.23,20013667708.48,9682002485.80,37050271128.07,27534439994.77,17916945438.77,8816030933.94,34715745586.73,25933406597.01,16838747502.96,3404899554.19,12823024479.89,9470608301.31,6225958577.56,3128436949.28,11549427902.23,8666888981.60,5677830092.23,2822535137.35,11055397252.64,8165501410.93,5340821976.87,2608723307.28,9733854954.66,7159507585.03,4669239828.95,2302257044.21,8384518407.62,6201760450.95,4034735211.12,1964046342.51,6875197738.16,4849605036.27,3150680431.12,1555808173.00,5632194553.61,4155869159.89,2662235699.74,1318257017.40,4955967311.54,3674989007.33,2339782981.10,1176691096.36,4189307755.86,3080407018.06,2031900784.01,1005336144.28,3403149527.78,2509491800.53,1601247723.37,792010386.81,2709357037.50,2031428462.12,1317951378.41,658913766.85,2276542364.40,1691219150.59,1075934470.36,537182174.96,1744688229.62,1277849656.80,817203774.36,413103664.61,1422145346.96,1023613730.17,640469197.41,329820644.59,1182681478.22,875314281.25,558666383.42,1188848920.90,1074116218.30,777334130.67,0.0
4,营业成本,40736871644.16,30004214539.29,19235281034.77,9272802810.29,35320731172.39,26253592409.84,17053691943.51,8358786171.91,33450724694.09,25129190805.52,16376225791.77,3301877374.13,12392550283.38,9160824062.53,6031909164.00,3026956635.53,11117884801.17,8340844352.62,5477120830.55,2729302077.83,10625882514.27,7850017715.57,5128087393.88,2518921969.86,9334655064.31,6873321324.30,4499559122.75,2223789596.90,8023654448.76,5949079150.78,3870817311.45,1889834251.64,6592719791.19,4667524856.15,3027370636.08,1486066433.97,5394980615.32,3989510456.72,2552944086.71,1261527832.56,4730368741.14,3520667911.82,2245504645.73,1130523000.77,3978847528.33,2947021839.59,1943246283.34,956697228.39,3207229270.45,2383356844.78,1526750311.65,755869542.56,2550772992.57,1914593715.19,1240515351.10,620416730.24,2128770120.59,1583560201.50,1008324941.79,504916936.15,1619869302.62,1186291821.92,759667861.01,387366920.60,1312021117.77,950883932.72,594439104.78,307791534.94,1091053819.28,814136750.78,518127626.02,1105254845.47,986227478.80,700446201.65,0.0
5,营业税金及附加,103728479.86,66910224.57,40005594.76,21591173.00,85150874.40,60680403.88,40255012.70,20502783.20,84335381.37,56175272.90,32986247.53,5035244.82,28183309.91,14627751.25,12138337.20,6320341.93,18076011.95,16525674.82,13622480.65,6370097.44,13795082.58,11991103.34,9030151.62,5490424.77,9429009.61,5019376.06,2424658.79,989309.24,15530848.04,13458276.67,6769869.03,3244667.26,10072972.89,5961178.50,4386197.73,3037259.70,11724607.53,8424819.06,4156536.66,1129974.48,13174296.30,10364456.44,6846294.59,3305006.50,7343803.51,4108303.14,3186660.82,2319652.92,5811884.12,4688193.91,2511528.86,1407902.86,5624799.08,4366249.57,2646853.48,1372172.24,2688274.37,1758448.03,1143292.66,269519.98,2278623.30,1408205.88,758589.41,450574.15,1293608.90,962301.60,881351.82,738390.65,1425567.27,1181920.54,861448.02,1705680.60,1489354.32,811722.74,0.0
6,销售费用,1048411619.03,703779243.05,480756848.14,247241754.88,1043658606.12,799638280.18,522749948.65,276164748.51,694011207.06,401711957.27,255425278.69,58012950.03,215466387.13,147847573.98,97559760.62,45346598.70,228846048.02,169641890.51,107937186.59,46594649.32,221316323.93,160155192.02,103176544.78,45942662.37,201043167.50,138061655.83,87323978.32,38901017.73,166463488.86,111403979.86,75308541.42,34216375.89,124718936.10,79847081.19,50936134.49,24698711.58,105649958.83,71618773.77,46754335.26,21379716.93,79806728.02,51726905.67,30232912.55,11665317.29,70579269.71,46201677.69,29984588.16,15204399.65,56028689.18,37183102.78,20856596.15,7738916.76,47413319.50,33782662.09,22061023.29,10553474.04,45130356.17,28297399.53,18988092.24,10078689.90,48045052.26,33368069.58,23081471.40,10307850.90,47328849.35,33402159.95,22429938.86,9211539.58,35667161.26,24578148.64,15791981.34,35324174.96,41031583.08,36420567.45,0.0
7,管理费用,425435061.47,326804071.45,182355576.90,87881385.52,402253908.57,263342074.30,198135148.57,100187192.89,383825475.72,266838383.57,169258974.41,37524766.43,186954658.87,132902418.72,83600816.61,44303358.06,167980133.73,127766977.72,74613621.88,38624151.21,163374543.91,112581853.26,78977818.06,32382893.15,143551762.75,102616924.72,61753149.50,31999896.66,136021117.43,87456565.24,62014656.66,22833371.15,107467534.81,66652309.46,46998458.06,23509805.84,96824900.18,61085991.60,41051564.53,23127825.38,108466465.41,65800740.97,43089839.45,24384240.42,105697223.22,65588494.10,44663422.49,23073767.97,109240645.60,65293895.83,39105431.22,20171550.94,99427141.41,73769212.02,49088923.82,25093146.48,90670528.40,70771772.33,43064357.04,20681613.93,73186540.04,53697248.00,33398540.97,15001537.67,59542934.79,39237718.66,22909096.24,11344490.23,54675741.07,35503609.10,23815737.47,44807260.93,40123765.61,34021150.24,0.0
8,财务费用,10551208.43,105543836.41,62491072.45,32315703.21,152255516.60,126956237.32,91297010.23,50741357.23,150335037.28,119596255.03,59128217.19,-3843725.32,-15010392.75,-13517747.45,-10678785.55,1172420.65,14985517.67,8655686.98,1185284.87,4771756.55,15436031.22,22561390.36,20262694.16,12173885.15,22413095.30,20562926.89,11247123.72,6118491.28,29083538.87,25506849.67,14245816.67,5140930.78,20029739.44,15348957.48,15525907.91,7341747.58,22833926.87,16848924.42,11975616.31,7660168.36,15643828.63,10967570.74,6381100.60,2864108.17,24008228.65,18160881.67,12704224.10,5069960.09,12159170.21,7195287.38,4609719.69,1633590.52,6118784.94,4916623.25,3639226.72,1478243.85,9283084.87,6831329.20,4413786.63,1235415.00,1308711.40,3084311.42,297311.57,-23218.71,1958836.15,-872382.76,-190294.29,734689.19,-140810.66,-86147.81,69590.57,1756958.94,5244036.49,5634488.59,0.0
9,研发费用,44928354.30,17807974.46,12777581.46,5781563.14,30443130.01,10194479.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
10,资产减值损失,0,0,0,2760795.17,-928165.18,20036109.27,10816375.11,9648680.20,-47486208.79,-40106077.28,-54277006.63,6292944.10,14880233.35,27924242.28,11429284.68,4337594.41,1655389.69,3454398.95,3350687.69,-3127595.00,15592756.73,8194156.38,1287374.37,-6188528.02,22762855.19,19925377.23,6931795.87,458732.40,13764965.66,14855628.73,5579015.89,8776745.79,20188763.73,14270653.49,5463096.85,11154214.33,180544.88,8380194.32,5353560.27,3431499.69,8507252.04,15461421.69,7728188.18,3949423.21,2831702.44,-674178.13,-1884394.90,2971135.26,12679868.22,11774475.85,7414135.80,5188883.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
