,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20041231,20031231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,1349990688.08,887283679.70,357378403.42,2272495886.73,1663847039.98,1143745988.12,534214883.89,1859901688.90,1060160843.69,697379250.72,243009028.28,1175490158.10,841918922.27,554046769.62,194701760.84,1041456861.05,784964864.19,540653115.06,187359000.07,1049511907.39,787020352.18,540442617.24,183890528.62,1006280278.76,749927557.06,490965562.70,155594928.58,933508421.83,705481500.57,464821888.89,179000608.92,1037597781.73,810624145.19,542612295.68,203454277.97,1011467414.54,750439023.08,456063842.82,156699305.53,759812413.15,535131469.71,329406159.78,122433358.10,861321124.06,667586106.88,425516363.51,171065881.57,860571661.97,633139937.33,404023167.39,158865724.23,646188757.52,462081807.60,282335121.89,120103261.25,498167033.19,347802948.56,426213192.25,353128076.61,0.0
2,营业收入,1349990688.08,887283679.70,357378403.42,2272495886.73,1663847039.98,1143745988.12,534214883.89,1859901688.90,1060160843.69,697379250.72,243009028.28,1175490158.10,841918922.27,554046769.62,194701760.84,1041456861.05,784964864.19,540653115.06,187359000.07,1049511907.39,787020352.18,540442617.24,183890528.62,1006280278.76,749927557.06,490965562.70,155594928.58,933508421.83,705481500.57,464821888.89,179000608.92,1037597781.73,810624145.19,542612295.68,203454277.97,1011467414.54,750439023.08,456063842.82,156699305.53,759812413.15,535131469.71,329406159.78,122433358.10,861321124.06,667586106.88,425516363.51,171065881.57,860571661.97,633139937.33,404023167.39,158865724.23,644987172.18,461184349.18,281778131.92,120103261.25,496663498.80,347503590.37,425305906.41,352595112.02,0.0
3,二、营业总成本,1289923247.96,843020584.60,368699825.77,3061327106.18,1637127312.54,1118240057.24,531911090.50,1697409226.19,956616789.07,619721577.26,233636896.35,1043047793.08,737500908.18,475926701.82,186560378.47,966429422.88,715661327.87,488713833.94,187115072.71,968606983.23,714881255.11,483659819.44,183531569.42,933522426.30,692272109.83,447051288.52,158868774.44,891132919.48,668461869.22,439125517.52,183676259.52,973557701.48,746625779.99,502004992.18,198191789.71,940892297.26,694799902.24,425859553.95,154959770.15,719219792.71,503937253.13,312414004.71,122989183.47,844838885.14,630122528.47,397605867.22,161677683.28,776065670.23,561318397.54,355652654.54,142481645.33,574046966.41,408423598.77,249816696.70,107725112.97,457893573.33,322950896.50,388297099.66,321554016.46,0.0
4,营业成本,849659075.13,556115496.25,228157933.43,1463326035.35,1077031471.34,732195581.40,322440475.02,1216858067.55,746553514.76,485706939.00,175763756.89,787081993.31,556590931.46,359093152.58,136376713.63,722438030.24,542488210.29,368743248.30,135274935.65,734776626.63,544159723.29,372468263.46,134495820.45,711765295.55,524610926.00,339289609.11,115517273.81,681263237.69,514421417.15,339243940.91,140954492.62,774949506.02,600900961.82,398850651.21,156908544.13,767007365.67,567878225.79,344807663.46,124505492.47,571301807.12,400010550.45,246286104.86,95897303.28,681447073.23,518462618.59,323242795.83,131229294.48,658859851.38,484309965.84,307121796.08,121547847.38,491577135.64,350351815.46,212870645.30,92140322.38,393309166.95,275915614.26,334412532.62,279305004.40,0.0
5,营业税金及附加,11130179.27,6974460.00,3205041.71,16955867.50,12476699.82,7873358.64,3096736.96,16528984.05,10527854.95,7710291.41,1884837.20,13101951.31,6631607.26,4823441.10,1663313.86,8275575.26,6029802.22,4431850.46,1504575.69,7652595.86,5633313.97,3564364.57,1274628.55,7281022.91,5443587.98,3576736.78,958004.34,6968600.46,4958915.87,3236484.55,1231535.76,6456438.27,4753989.06,2476751.11,1066184.87,1573232.82,839518.39,542381.63,117844.14,847881.16,564079.75,374999.43,125728.78,1040511.95,860995.80,566431.55,279696.49,780528.25,520993.54,333223.37,117692.21,487496.91,333612.48,199414.92,103953.34,410750.91,272896.64,363413.01,321379.75,0.0
6,销售费用,235926509.56,149417171.50,73629387.18,459556281.44,319365713.90,221923294.64,138411307.44,260853486.32,81995719.83,51484580.96,23573852.59,102169431.14,70483587.01,45786459.87,20004437.36,83531209.52,61265227.05,39792429.22,17481034.40,79266704.42,59874567.45,38100208.24,17625936.73,71648439.61,55200905.35,35684905.62,13614423.35,62433067.97,45520970.23,32048601.01,15002645.66,71179448.04,50543505.54,36589637.42,15490774.30,59138598.04,44684565.50,30683173.44,11502362.78,50092250.35,36760873.34,21666481.93,8750928.51,48263670.18,35100792.59,22876524.37,9342283.64,30218331.96,20860663.32,13360449.04,6885023.55,22371642.07,16037976.76,9707033.43,4322748.72,18519452.78,13618328.60,18692962.87,16897733.17,0.0
7,管理费用,107670510.15,72993989.18,35483536.42,229823036.02,130492010.14,111746671.77,47799600.27,162596964.10,104248744.05,63626136.60,30843643.98,126765443.79,91863382.64,56409653.03,26549191.28,114622906.13,82259675.24,54649748.71,25898830.54,106453234.60,77019262.57,49509303.66,21857720.48,99655766.89,72423710.35,43300274.67,19933969.98,95512750.53,68873851.59,41192159.98,17230273.40,81860048.44,59723786.39,41341019.37,16377278.41,76300278.80,57191596.56,33186061.50,12882200.03,62832452.54,42791402.92,27325501.30,10856197.30,65508420.31,45663021.88,31029933.66,13573296.98,52728496.70,35616852.95,20668700.65,9831137.41,36968216.98,25866595.87,16831424.92,6025051.79,27933839.62,20196976.18,23692625.77,17004686.61,0.0
8,财务费用,45329140.89,32042401.06,18453124.86,68569136.86,49809208.42,35009296.32,19205674.68,27405682.17,8610453.10,3788636.71,1531152.44,3422006.30,4159001.27,2593864.46,1966722.34,23982204.78,19548825.62,14522045.35,6955696.43,32808059.80,24142070.07,15518132.14,8277463.21,37227054.09,27911559.94,18395410.80,8845102.96,39323314.67,30267529.78,19437343.59,9257312.08,36856338.52,28452097.17,19058711.39,8158880.47,27930452.41,20751546.93,13599687.54,5869212.85,29261079.62,22551343.85,15501914.37,7359025.60,39263412.11,28220721.55,18251274.74,7253111.69,26928404.22,18708300.37,12497454.74,4084546.84,22642474.81,15833598.20,10208178.13,5133036.74,17720363.07,12947080.82,11135565.39,8025212.53,0.0
