,报表日期,20200331,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20141231,20131231,20121231,20111231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,5287188022.89,15263757862.93,11265116373.28,7265221483.07,3804717906.35,12730711830.05,9555835993.91,6226525440.97,3260913391.58,11330380155.67,8385881498.34,5567541536.36,3032284231.77,10776961642.49,8103197459.05,5408586404.76,2966357625.03,10485584732.83,9835166218.93,9000102197.79,7832135325.51,6785176307.99,0.0
2,营业收入,5287188022.89,15263757862.93,11265116373.28,7265221483.07,3804717906.35,12730711830.05,9555835993.91,6226525440.97,3260913391.58,11330380155.67,8385881498.34,5567541536.36,3032284231.77,10776961642.49,8103197459.05,5408586404.76,2966357625.03,10485584732.83,9830325609.06,8975352765.17,7811754502.43,6785176307.99,0.0
3,二、营业总成本,5058244520.64,14711270603.13,10816920647.32,6983315127.80,3637859770.90,12282874842.15,9189432495.76,5993653431.94,3114652228.52,10933370411.43,8088918802.73,5378957438.08,2912662036.04,10433920248.45,7847112681.49,5227557778.01,2845075246.07,10138243933.20,9472091202.92,8672567364.09,7569029574.75,6583200074.72,0.0
4,营业成本,4153953205.65,11929238208.08,8840871687.12,5699752089.29,2975912099.40,9958622005.98,7492415237.66,4889401497.68,2558535173.39,8885324603.91,6631434428.42,4403915195.33,2390102416.59,8440862341.59,6364833849.93,4228526183.35,2316476777.64,8163656518.43,7654991376.44,7062281426.09,6171757828.66,5398253408.61,0.0
5,营业税金及附加,16124863.40,52510424.55,40812728.46,29246555.80,14438659.49,56725963.92,44852576.39,32582093.47,15167462.17,48149847.92,34694394.92,25793203.78,14788159.83,54948819.25,32318029.48,26364925.86,16767527.57,62610298.27,52968749.94,46954406.41,42832040.86,35538634.22,0.0
6,销售费用,769428736.59,2406224176.47,1716045397.08,1107737713.03,568465119.43,2029227615.34,1487143750.72,957218910.19,485918780.61,1813808154.78,1309284771.07,870587573.09,464470243.23,1750187405.15,1298914031.48,871372064.65,458560029.53,1732335999.23,1608811183.07,1418863259.08,1191440983.14,1008190084.00,0.0
7,管理费用,123269241.04,318738510.49,229830897.62,152063653.26,74350254.19,301430180.20,209293660.74,140232717.51,68933260.90,246217505.40,156044910.41,103072923.55,49043461.94,208783398.65,163597524.12,113585163.02,53449646.63,207245813.23,188639499.15,178813411.94,158371324.28,136535474.15,0.0
8,财务费用,-4531526.04,4559283.54,-10640062.97,-5484883.58,3435391.66,-59410522.55,-43877622.18,-23819424.26,-13572633.11,-63051415.55,-43294870.05,-24266303.19,-7872998.14,-25712096.59,-19304226.22,-13002102.32,-2386096.18,-30661724.16,-37349382.64,-35501331.80,2476776.42,3617497.21,0.0
9,研发费用,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
10,资产减值损失,0,0,0,0,1258246.73,-3720400.74,-395107.57,-1962362.65,-329815.44,2921714.97,755167.96,-145154.48,2130752.59,4850380.40,6753472.70,711543.45,2207360.88,3057028.20,2873036.96,708307.70,2150621.39,1064976.53,0.0
11,公允价值变动收益,206753.05,378123.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
