,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20051231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,819278229.93,544697236.59,202596344.72,960246763.97,739951939.79,496950010.30,185066199.51,1177742766.51,794968552.97,579083564.41,269621336.00,1555401032.78,1074034085.19,656526858.37,279418952.90,656885252.16,362538816.83,225501333.58,86129503.18,747813260.55,583261242.55,409918546.67,169836836.05,715309025.72,518343382.54,282095246.03,120013860.33,792316521.23,602438544.28,418942928.53,203973253.91,899998805.39,695674734.08,413999410.28,146197209.66,686492206.13,456787910.23,275038002.78,120566240.29,562785440.91,399643313.28,242923070.00,103072907.63,546817402.11,405614934.03,249598929.05,92875925.16,484288863.84,349920120.88,213506384.59,81909101.56,372069167.53,328465303.34,0.0
2,营业收入,819278229.93,544697236.59,202596344.72,960246763.97,739951939.79,496950010.30,185066199.51,1177742766.51,794968552.97,579083564.41,269621336.00,1555401032.78,1074034085.19,656526858.37,279418952.90,656885252.16,362538816.83,225501333.58,86129503.18,747813260.55,583261242.55,409918546.67,169836836.05,715309025.72,518343382.54,282095246.03,120013860.33,792316521.23,602438544.28,418942928.53,203973253.91,899998805.39,695674734.08,413999410.28,146197209.66,686492206.13,456787910.23,275038002.78,120566240.29,562785440.91,399643313.28,242923070.00,103072907.63,546817402.11,405614934.03,249598929.05,92875925.16,484288863.84,349920120.88,213506384.59,81909101.56,372069167.53,328465303.34,0.0
3,二、营业总成本,915776639.30,607624214.74,214952936.94,1148076675.97,761167008.99,521809165.41,194421440.85,1097643873.51,746901254.01,538236904.39,269759587.32,1537547541.07,1071584607.25,638197498.67,292443008.74,642317111.24,362858431.67,225941586.20,102585490.43,837713487.07,668113137.54,494360281.81,185126735.76,745669442.63,539668821.09,302499619.99,134868013.46,801765487.05,610601353.50,424982332.51,218429133.43,932379844.36,682469229.82,407629290.69,164807427.36,671424471.91,444808104.52,274474657.75,126718458.16,537812910.54,385708775.74,241333276.20,111091668.47,521043358.72,375426079.73,230097492.66,87655130.21,441677935.81,323880497.25,192765110.48,77609067.97,338722388.83,293430120.95,0.0
4,营业成本,768952443.87,509387573.50,184697955.85,835410970.81,650368567.79,436817367.34,155662756.51,906723386.93,666066617.79,490398383.80,238555088.72,1275830921.28,912725624.10,547869240.14,237816227.42,496512146.70,272770867.84,171556402.13,69156709.51,620735785.50,500485880.47,367835366.73,144486732.91,553206932.32,419290605.94,223250507.75,102321782.56,596125383.39,455921815.99,320146060.14,165693583.25,689660155.96,515222116.27,302844825.14,118840287.09,502611464.24,327552112.23,196942547.12,91204106.70,400909942.51,292911187.77,180638274.71,79969708.22,385641353.44,275004105.58,165774651.77,62631089.57,327414467.81,240793260.64,141649151.71,55231307.18,249452872.16,226341378.61,0.0
5,营业税金及附加,2746665.32,1873840.62,1592975.04,14386523.53,2565868.72,1751717.80,668199.78,16240414.74,4254428.57,3364621.56,737872.28,12042342.53,4261893.25,3029436.93,1386068.08,5128035.32,3221855.37,1592655.92,841718.09,6666328.35,3687521.27,2069473.37,1094584.00,6104386.54,4752607.68,2958128.13,1044666.93,7229526.38,4838322.90,3041747.35,1510970.49,8545676.40,6352305.45,2802000.92,716758.53,5287624.90,3364421.24,2190599.56,684983.10,3928867.42,2667517.35,1402803.59,385045.76,3726495.90,2927401.67,1956882.02,503573.82,3418207.42,1682780.12,1033220.33,300505.88,2201894.79,2136884.07,0.0
6,销售费用,6776328.16,4145457.80,-98227.53,7396400.66,4939108.08,3402248.38,1585535.68,9350665.79,6172431.68,4212737.83,2035734.54,71299054.60,52305343.46,28791503.79,20315959.85,59482868.07,35771280.27,28703493.00,15878508.18,86207408.74,64874170.90,48992552.28,16549076.60,67725079.70,44239777.26,30750552.80,13869104.52,74936745.39,54625045.99,35976051.31,19216528.96,108385630.20,67803896.34,42775612.02,21637339.97,86626301.39,63027226.47,43685379.83,19600641.15,69797981.98,48541288.98,31082856.86,16094951.09,72139282.83,54138691.37,34656250.17,12139174.95,70924405.00,51744895.09,32863288.46,14660543.81,58301904.73,40709135.78,0.0
7,管理费用,29550327.79,20328595.47,16530260.80,67408686.96,40210150.17,26436733.97,16644152.20,54154885.80,33553678.94,17321142.61,9446784.33,61344959.30,41998472.90,23647859.29,19374260.13,36960188.14,23816679.78,13769502.39,8221917.35,44522784.96,31622182.74,25626416.26,8249580.68,33183421.67,20150158.25,12104102.02,5244639.75,29583642.92,19952882.88,13741388.09,7632301.34,37734426.49,26131260.72,18164300.49,8541902.68,25673596.50,15424719.19,10324711.21,4495964.85,20796593.70,12950239.73,8989692.94,4452087.22,21143876.59,14271377.56,9051634.05,3960097.34,20528257.49,12091271.39,6882666.38,3548803.93,13783535.44,14304054.18,0.0
8,财务费用,107750874.16,71888747.35,12188364.07,122139609.64,57639904.51,39759157.64,19835756.51,88931520.40,32524861.47,18838711.70,15660764.34,118087053.10,55027141.43,30882822.10,12560267.01,45492720.93,23540587.71,7158660.39,7993648.34,74959157.11,64000423.00,46194901.86,14377130.06,83313735.50,49224216.27,31583910.71,12351107.34,92996434.71,69358483.65,50202646.30,24330740.07,85489153.10,62013010.34,38334706.57,15275951.50,49760667.10,34923033.45,21584038.19,9989908.27,42484355.53,28430554.69,18851859.22,9610856.38,37240852.38,28352760.10,16772608.93,7831221.08,19376715.18,14378839.35,8564517.58,3867907.17,13095962.22,11130902.88,0.0
