,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980331,19971231,19961231,19951231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,13241085241.08,9470041407.82,5972960053.46,2735295771.57,11981081734.45,8973958831.17,5808905428.03,2828271449.20,10751554129.91,7729036616.73,4854538522.10,2379391487.58,8538321095.20,6109814634.31,3895679310.71,1894349958.63,7610234181.37,5612946931.69,3587466029.23,1797732885.66,7418067382.52,5592656446.29,3607926453.32,1701033432.32,6570259191.92,4662134221.50,3045191056.52,1494732272.69,6092949825.25,4617632988.65,3010679708.80,1432496605.66,5876903981.40,4529503466.23,2961678243.47,1468200407.44,5486202347.10,4092724316.41,2666714268.46,1190548453.53,3618861362.84,2598401989.91,1549141219.47,755675168.82,4317355651.12,3594400765.37,2379962123.86,1129365252.61,4267379851.26,3145661501.72,1937973601.91,906874079.21,3435793843.03,2546066522.84,1611900206.83,711502184.87,2435616934.45,1708142291.30,1070641622.60,504501164.03,1858096253.16,1385506761.95,819578770.08,361962272.81,1225457396.56,893725568.54,559443626.54,275427067.97,892237330.32,650911162.10,400432948.05,180387181.48,725122340.69,379500005.85,992767583.97,443603432.62,778256881.55,305069318.55,572425178.44,134027176.00,565724897.00,472325670.00,375091463.00,0.0
2,营业收入,13241085241.08,9470041407.82,5972960053.46,2735295771.57,11981081734.45,8973958831.17,5808905428.03,2828271449.20,10751554129.91,7729036616.73,4854538522.10,2379391487.58,8538321095.20,6109814634.31,3895679310.71,1894349958.63,7610234181.37,5612946931.69,3587466029.23,1797732885.66,7418067382.52,5592656446.29,3607926453.32,1701033432.32,6570259191.92,4662134221.50,3045191056.52,1494732272.69,6092949825.25,4617632988.65,3010679708.80,1432496605.66,5876903981.40,4529503466.23,2961678243.47,1468200407.44,5486202347.10,4092724316.41,2666714268.46,1190548453.53,3618861362.84,2598401989.91,1549141219.47,755675168.82,4317355651.12,3594400765.37,2379962123.86,1129365252.61,4267379851.26,3145661501.72,1937973601.91,906874079.21,3398614236.80,2519547616.53,1595753328.67,703947666.96,2412539606.46,1691872679.23,1060478966.75,499885323.46,1842531049.90,1373902170.10,812625220.62,359026591.54,1217436805.89,888564129.91,555914768.43,273593047.39,886082337.06,646610278.06,397740052.11,179217107.53,720009440.22,377420481.99,988693270.77,441667531.98,773799948.26,304306374.33,566206988.86,133866359.00,564933174.00,471206979.00,374899551.00,0.0
3,二、营业总成本,11468076154.70,8208970470.31,5239266272.28,2453477141.46,10871880973.49,8092678311.62,5229975989.63,2522011436.64,9557241113.27,6822472323.98,4255662096.18,2053665059.26,7681556036.05,5544577821.23,3542129346.04,1708453843.58,6994083586.97,5194217191.85,3311464844.29,1659414708.19,6857508145.58,5114736696.48,3289932122.59,1559341188.54,6139847375.92,4351890031.53,2833287422.36,1396021316.85,5727065344.29,4313351829.76,2787994906.78,1329127557.51,5387394689.90,4079862966.33,2618039482.54,1299677426.51,4923209847.95,3618474634.15,2329640832.07,1063266532.93,3337661779.50,2428086366.77,1456360358.07,743414943.41,4309159413.58,3356589177.51,2204706117.81,1078111045.93,3848054611.33,2789877106.75,1725169917.36,831709207.75,3003019462.46,2166411766.67,1382995167.96,610477134.75,2221095390.82,1596254449.49,1015766853.62,485804935.04,1571786511.56,1147076251.51,691867823.24,322437918.12,1097761864.65,790477101.34,488837656.88,238882330.31,800584791.94,589800832.18,371354917.66,168175100.83,687787889.39,339646960.87,799633343.18,366130913.09,654842161.47,269232551.33,527515895.92,128960026.00,511804713.00,426236153.00,324400163.00,0.0
4,营业成本,9712746952.84,6930742485.79,4428556854.03,2069585942.22,9324145327.31,7146678127.44,4621211676.73,2248356549.14,8443220565.82,6023673127.81,3722813587.69,1785177983.71,6784737391.83,4898151915.48,3118004674.16,1500081358.85,6177241165.67,4596812461.59,2938244922.10,1501201104.95,6126745515.47,4627906482.65,2968623999.68,1408086141.72,5586515300.81,3957463424.14,2586706180.34,1289226780.35,5263468159.76,3966628661.36,2556616789.13,1224835427.21,4976793006.11,3780799590.72,2422607898.76,1205730358.62,4560470033.17,3364312616.92,2166550249.61,989325272.44,3061120988.30,2208136331.08,1308620725.70,671585492.16,3878024071.52,3124397699.23,2053676241.37,1006421256.70,3566639581.16,2589098339.43,1600605126.17,771875277.17,2756812288.51,2000113365.17,1276279394.65,558553307.25,2038782713.21,1467693186.23,932853385.50,445268489.98,1407743642.88,1033802219.06,621851134.87,291571963.86,995596829.96,715472533.38,440405402.62,215497262.01,714924042.64,522486146.92,326184278.01,148536218.18,612143970.99,300350180.20,720228894.23,332786825.65,593590358.63,243180016.08,482557202.07,115002239.00,471023107.00,398702573.00,306000934.00,0.0
5,营业税金及附加,75887268.64,52583013.59,31253776.97,16399243.20,80421455.09,62099099.95,41288722.93,20298683.32,85679719.88,67692880.00,45941516.00,18843584.58,52088221.57,26945855.86,17916501.20,9078389.45,26501690.97,17991101.96,11370265.73,6164626.56,25193446.57,16983795.60,11517905.43,2543163.91,39045321.59,31097295.78,16604334.33,4397463.91,22289831.42,16729197.51,10801554.27,6004309.82,11933912.94,6311883.58,2224133.81,1766803.58,3304183.01,1200808.88,866885.73,254153.91,1119289.70,777021.16,489049.68,178089.64,1307916.36,940268.27,520804.55,348896.25,1084239.27,695872.44,438358.94,174055.93,548984.15,393271.42,263343.54,109322.95,421887.31,298765.67,178947.41,91794.98,148376.60,112505.77,67430.24,20029.73,137674.59,101365.67,68220.44,37802.21,58009.43,23761.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,销售费用,287808752.24,201373033.78,128705260.66,61936970.40,243669568.04,187965755.61,118159138.97,55767491.68,229776589.69,169980943.10,111461280.05,60677878.98,203012619.09,150530294.81,95488158.35,45831780.10,174403604.79,128622178.35,82574703.60,40387296.24,172301926.73,131397164.11,85305114.96,41171763.36,159237905.13,114773391.43,73831040.95,35077137.85,131003004.58,99676792.03,64284718.80,30523777.86,114689816.03,87190483.27,56560395.71,27804623.69,95813401.64,73514437.86,47022019.91,22323278.22,78576479.83,58571134.42,35873503.28,16153870.04,76040286.83,59435712.96,42440441.79,19236953.56,69662063.30,52865251.07,33042522.61,16236292.76,56626273.29,42865028.85,28168075.66,13430571.92,48397005.25,34898949.86,23148674.51,10586873.88,45761598.56,32896742.22,20824587.98,9539246.55,34957301.48,26130087.19,16735166.48,8463364.07,31947452.52,24843152.63,17196964.01,8761681.09,22076023.24,11559036.79,29243938.31,12500934.71,16378727.48,7045103.79,11259716.12,2219201.00,9674779.00,7234561.00,4140151.00,0.0
7,管理费用,644250481.72,468246608.82,280521103.67,121056847.78,484026813.51,203309201.88,356473565.01,162709543.61,684070294.51,492091950.87,322960056.74,161981967.17,542800552.57,393640169.58,257543718.42,129193251.07,486253458.60,347705856.62,220230889.42,84243284.30,439315123.16,276850633.60,184906745.97,89708091.18,303499416.00,207282066.33,127770147.63,57599791.41,254868923.86,184669940.98,122855842.07,54204195.79,235475422.05,170566812.94,112476729.78,53799941.38,202926653.64,148046338.57,94906281.86,40947163.58,175538927.20,122511955.47,83197429.87,38627708.33,142237588.45,111743526.88,70839880.23,30790762.92,148726709.06,101525810.83,60639131.20,28053678.33,139195713.08,87915919.77,55801998.41,27666301.01,93450105.04,66279955.65,43113876.26,21701152.65,88709371.64,59832808.11,36979296.48,16571979.36,51078222.23,37066598.25,24746828.56,11676644.69,41708551.02,33787255.82,22595717.56,8252437.81,40279078.29,20836477.24,33991682.17,13312874.84,34315910.66,9919637.22,18063594.42,4356519.00,16886043.00,10526240.00,8967593.00,0.0
8,财务费用,142278492.86,116636864.70,93199136.04,46619159.98,184766046.96,138897893.83,83989700.19,35777080.48,86750757.62,58169560.56,42746556.90,22420066.21,86220078.69,67638543.59,46232925.98,22232259.73,114523660.23,89282550.42,43188514.63,25382252.86,64979477.26,48777108.27,31645774.54,18893419.08,47200685.52,37279520.08,24381385.34,9720143.33,46671589.66,42366478.51,28936635.81,13559846.83,45510882.71,31845552.60,21021681.26,10575699.24,56060263.14,34628427.94,23523390.98,10416664.78,49787816.06,39893143.39,29982868.29,16869783.24,80330810.96,58709724.92,35866504.62,21313176.50,61845837.09,44735007.51,29487952.97,15369903.56,49836203.43,35124181.46,22482355.70,10717631.62,40043680.01,27083592.08,16471969.94,8156623.55,29423521.88,20431976.35,12145373.67,4734698.62,15991836.39,11706516.85,6882038.78,3207257.33,11946736.33,8660515.68,5377958.08,2624763.75,13288816.87,6901266.64,16168828.47,7530277.89,10557164.70,9087794.24,15635383.31,7382067.00,14220784.00,9772779.00,5291485.00,0.0
