,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010930,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19960630,19951231,19950630,19941231,19931231,19921231,19911231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,1724510114.79,1171741047.15,719930211.46,3436940910.61,1640425559.75,736268351.51,384919312.24,2942727804.37,1128756584.14,667650863.16,304054735.62,1561230908.03,1191045939.65,742674038.33,319007018.60,2302017620.38,1784888141.84,1232026463.52,366389150.48,2144412617.26,1257388137.83,730950130.29,331683464.83,1565306163.41,1170158027.26,681022794.03,315446846.76,1453353016.90,1093421865.82,637478545.49,267483528.51,1329788759.26,950533513.67,550701311.63,250114527.79,1162208056.26,836468752.22,519628991.61,251416444.98,1435632063.52,705308404.85,411372842.82,187101737.17,945739226.38,738905483.77,477238191.60,217936165.54,858563390.02,612473760.36,353269429.99,161915634.52,746977698.07,497742176.13,318538797.18,151167080.51,868849826.84,651945743.62,401226239.04,185983229.80,978140218.68,726581864.80,464385002.00,200367864.03,858342382.54,562438942.99,360238753.83,169285536.07,892742438.27,673746595.00,437449620.25,243568569.00,829240913.00,715454130.00,473340717.00,940460065.00,465917006.00,837248165.00,372409028.00,882147276.00,429833466.36,832710053.59,389688952.30,691506625.77,312135750.27,680032552.44,327385100.75,533943163.35,390725611.94,320385300.00,223323800.00,0.0
2,营业收入,1724510114.79,1171741047.15,719930211.46,3436940910.61,1640425559.75,736268351.51,384919312.24,2942727804.37,1128756584.14,667650863.16,304054735.62,1561230908.03,1191045939.65,742674038.33,319007018.60,2302017620.38,1784888141.84,1232026463.52,366389150.48,2144412617.26,1257388137.83,730950130.29,331683464.83,1565306163.41,1170158027.26,681022794.03,315446846.76,1453353016.90,1093421865.82,637478545.49,267483528.51,1329788759.26,950533513.67,550701311.63,250114527.79,1162208056.26,836468752.22,519628991.61,251416444.98,1430621858.87,705308404.85,411372842.82,187101737.17,945739226.38,738905483.77,477238191.60,217936165.54,851117459.44,612473760.36,353269429.99,161915634.52,745865449.07,497017089.24,317920296.38,150606203.73,866981934.44,650680350.75,400035857.12,185673443.45,975818028.47,724996814.23,463380721.37,199985601.29,856230237.83,561434995.57,359760642.34,168930582.38,889413377.00,671684482.00,436039998.77,243073305.00,814193974.00,713545563.00,472090750.00,937695288.00,465035251.00,835056515.00,371378790.00,879759496.00,429168197.74,831134886.83,388756806.63,661439393.10,298121987.78,678138946.67,326066211.21,532318974.18,389173310.36,320385300.00,223323800.00,0.0
3,二、营业总成本,1442327801.06,982327060.18,572699744.05,2828198715.26,1499251210.90,775235541.11,376232039.69,2495268939.93,1177031315.11,705553324.20,322364580.17,1582410294.95,1180139935.01,716608582.01,306688733.96,2057109487.80,1572277141.73,1037405050.10,356441377.02,1995739479.03,1238227477.96,724490725.28,327771054.71,1610438411.51,1165776422.36,680383312.94,312523231.01,1463472838.50,1092735068.67,647419623.13,279425231.81,1300734304.05,945779456.74,552786338.08,251400273.45,1166868361.76,822537089.26,512481967.29,243892733.11,1364657277.39,709752144.64,417200068.74,189125669.03,973501203.97,745538061.32,484120021.16,213985555.05,894667620.54,617565675.26,360338276.35,163968928.08,836641405.04,495302431.04,319370711.81,150415576.52,903591479.58,641383039.26,395495534.54,184834177.17,938567752.41,716089106.50,458879834.27,201915110.71,845392271.76,564062694.77,367333884.49,171310573.05,887801898.63,672159504.00,434401070.41,238978406.00,897520210.00,734744007.00,495428770.00,1003725930.00,434103098.00,836777144.00,361253687.00,831922682.00,392970156.70,809662145.32,0,651120842.38,0,669822252.27,0,524750699.18,378812092.56,293027900.00,204023300.00,0.0
4,营业成本,1157999879.83,767101731.54,422570085.77,1963989657.28,1178173325.88,630101276.13,305799272.64,1756909047.39,976693487.35,579206128.72,263237447.42,1285034921.87,971914370.70,587732234.37,250055641.93,1578689373.38,1193928717.97,770011193.01,289509415.63,1611579555.48,1107957825.97,642229044.43,289050911.29,1395344583.31,1046113021.21,605365121.73,280756443.21,1300136727.76,986644960.16,576861258.18,243675395.00,1167874695.09,847684080.29,489204514.13,220372558.92,1013299932.69,740615713.38,457644863.60,218568111.70,1217785209.38,622851996.32,361455047.61,163332908.28,829018808.34,644731852.17,414443167.95,186800257.54,737504362.36,515350928.34,296558564.34,136744159.75,667753844.33,423237294.09,270900532.63,126648253.72,742428269.82,559133348.76,341218664.45,157577299.42,810926061.19,612990840.28,388335689.44,168141663.60,723605120.85,478449718.64,309283263.82,143391365.54,754191528.39,582831666.00,377031726.05,204868024.00,713368020.00,604228242.00,403301449.00,820131951.00,369195559.00,677046476.00,292010801.00,675139213.00,323173094.64,661341978.64,0,515644071.23,0,552915214.09,0,436242984.32,321684420.38,293027900.00,204023300.00,0.0
5,营业税金及附加,128998225.15,103823090.99,88926224.50,443017523.16,101866871.97,3083264.76,12362949.36,356153871.68,5061344.90,3148548.26,774736.23,23018855.08,18831220.77,18239361.31,9340275.51,175997644.72,163397154.59,132095440.94,11768244.76,121349357.03,3708345.17,2650296.45,1167110.44,5481433.75,3700420.00,2526826.90,1080269.57,7085067.05,5160368.08,2905542.14,1418665.21,7061463.71,4554458.15,2968404.73,1814002.63,11897249.40,4701360.22,3681045.34,2358891.02,32283860.98,2941655.33,1885274.49,939351.08,3681050.46,2740148.35,1650649.40,907891.91,3342284.88,2420115.43,1602483.73,787132.69,1930130.26,1191195.25,600665.39,766563.97,4673953.46,2737973.12,1963813.12,1081251.51,11668243.06,9335829.32,6714396.49,2255267.57,9549420.86,3340316.83,2695738.81,1413203.09,9587418.24,7288697.00,5510202.51,4219419.00,4781610.00,7520840.00,5480779.00,7936506.00,5518198.00,7565290.00,3285470.00,6641878.00,4607591.15,4717319.90,0,2129768.30,0,1665035.35,0,1704345.13,1392407.52,0,0,0.0
6,销售费用,41099396.81,33055823.22,18447108.41,212075765.61,94302807.16,54126449.41,15279348.69,155158698.03,66110750.14,38507133.66,17351102.35,69452070.76,49791027.78,27515589.69,12701924.72,86590777.54,70542338.18,48981127.35,19462352.42,72539779.75,31710878.95,20418633.42,10424904.03,35120473.15,23826978.45,13347298.41,6124703.25,32403112.98,21218664.74,13647759.04,5982569.75,23472213.08,17262211.04,10586000.38,4886619.10,23515408.93,16678179.97,10031261.40,4945424.12,23424365.72,17678376.00,11770727.91,5927565.99,31517097.11,20174249.93,13123471.58,5512014.88,21171614.16,12206303.09,7073755.78,3165915.10,16830074.18,10135139.07,6256696.20,2874825.54,15957021.46,10313262.64,6414367.90,2905714.07,18875566.69,15681470.61,11822796.02,4232218.57,12306620.81,9665752.95,6332117.40,3058858.85,19462580.49,15018804.00,8165832.02,3738589.00,16982509.00,19860134.00,15124206.00,19407797.00,8765227.00,21222369.00,7080342.00,15933975.00,5164283.91,13267194.16,0,7609968.14,0,9381263.74,0,9151886.32,7232017.36,0,0,0.0
7,管理费用,112829059.01,76374141.01,39196986.96,173033625.86,126230448.30,85103893.30,41847401.31,198784077.66,124303168.52,81424837.55,40513817.44,183630065.55,137599411.39,81740806.31,35761865.54,206948354.59,126458077.25,83937563.13,35400609.91,159718052.63,93140531.50,58245902.67,24603105.25,131907635.99,83793958.52,53906634.32,24420479.87,114617508.00,76893610.90,51835998.19,27342246.59,85038529.04,64485687.37,42564285.36,21989931.62,85481118.59,45416016.76,30127271.41,15607927.75,62079013.33,43769877.64,28307131.37,13442614.62,71073672.68,52092337.26,36664765.51,14427568.60,64753132.69,46109935.71,30274639.61,11850030.08,110102359.13,39783137.84,27536603.16,13066856.70,104945624.17,42730919.45,28379186.29,15190802.79,61218820.79,46512080.23,31578265.92,16988304.64,55530675.54,45008207.47,30643298.60,15018928.86,59883707.22,44489440.00,29933951.34,16210051.00,120733468.00,67524025.00,47622183.00,121842065.00,40069619.00,104124514.00,39860110.00,80646525.00,36669877.40,71435972.29,0,67114531.41,0,54243635.75,0,48970018.52,32167487.54,0,0,0.0
8,财务费用,-19354500.57,-10717162.50,-2460909.85,773597.08,2423137.77,2556238.88,943067.69,8004999.31,3547525.08,2219956.22,488289.03,2002999.87,469828.47,-153850.29,-1170973.74,-2413821.78,-244432.35,582830.50,300754.30,7943074.26,6024157.82,3569162.29,2525023.70,9511073.01,5324619.15,2220006.55,141335.11,550017.66,2820338.18,2250346.03,1006355.26,14790420.68,11170362.67,6840476.26,2337161.18,18667036.85,13220744.40,9092451.01,4234659.72,28329297.50,21586556.31,12858204.32,5483229.06,34144806.80,21662226.92,14100720.03,6337822.12,47379538.64,39715686.65,23066126.85,11421690.46,40024997.14,20955664.79,14076214.43,7059076.59,35586610.67,26467535.29,17519502.78,8079109.38,35879060.68,31568886.06,20428686.40,10297656.33,44400433.70,27598698.88,18379465.86,8428216.71,44676664.29,22530897.00,13759358.49,9942323.00,41654603.00,35610766.00,23900153.00,34407611.00,10554495.00,26734636.00,19016964.00,53561091.00,23355309.60,58899680.33,0,58622503.30,0,51617103.34,0,28681464.89,16335759.76,0,0,0.0
