,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20071231,20061231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,575061342.97,410733396.52,259341339.31,110983742.52,549963261.99,392688418.14,259110898.62,124007898.39,549652842.55,375928528.59,234999222.81,109492298.64,517103043.30,358933949.79,224072904.32,105343339.12,545348932.10,368665793.62,231437603.93,92908292.46,461792180.01,318535023.97,195534039.88,78502747.79,396737493.67,252672398.56,152525365.58,66374995.10,304084984.40,206033683.99,128929075.63,57314154.71,249639335.34,167372123.64,98081422.01,37661906.42,165866083.00,109479813.82,63187470.33,22607868.34,140793354.82,99281460.34,62197492.71,22104328.51,103447988.49,73928587.94,72321065.52,44121176.38,0.0
2,营业收入,575061342.97,410733396.52,259341339.31,110983742.52,549963261.99,392688418.14,259110898.62,124007898.39,549652842.55,375928528.59,234999222.81,109492298.64,517103043.30,358933949.79,224072904.32,105343339.12,545348932.10,368665793.62,231437603.93,92908292.46,461792180.01,318535023.97,195534039.88,78502747.79,396737493.67,252672398.56,152525365.58,66374995.10,304084984.40,206033683.99,128929075.63,57314154.71,249639335.34,167372123.64,98081422.01,37661906.42,165866083.00,109479813.82,63187470.33,22607868.34,140793354.82,99281460.34,62197492.71,22104328.51,103447988.49,73928587.94,72321065.52,44121176.38,0.0
3,二、营业总成本,564707076.99,393421389.42,242245781.38,112910827.10,703516978.15,385473288.10,251070168.19,123973631.98,546867393.73,362566514.96,223460490.38,101635856.99,490727646.61,344992022.71,215322103.97,102667680.61,508969016.14,336492482.32,210663583.99,84711554.79,411090969.37,278386629.65,177867020.47,74294563.42,353897648.12,230245281.35,140657627.68,63593924.13,269270502.72,181462381.86,113055762.79,50387634.52,209582280.01,140150812.56,83933410.32,33960144.41,138243339.38,89573982.40,51649303.09,20048689.64,112007215.06,79182703.51,50069723.20,20128446.48,83726203.96,60351940.48,57115814.45,34225473.09,0.0
4,营业成本,325490693.86,232224554.42,145027904.31,63493883.65,326394003.75,221565962.74,143855874.13,66717108.13,304136538.48,205998472.31,122822936.08,57684396.60,276461921.28,195947980.32,123292112.41,58361289.15,308530875.26,210585279.80,132804602.10,50333390.53,261627048.61,182346457.52,119834042.49,47729914.16,230204329.40,149102051.38,89173509.40,39868499.45,171652796.66,117356881.42,73794911.37,34060484.58,139415843.93,93133405.26,53625296.11,21312772.59,91919981.09,59280511.53,33852923.08,11884519.98,74976684.14,52465734.81,32124210.15,12141636.28,55364479.49,39695511.79,36417270.02,18868664.91,0.0
5,营业税金及附加,8247412.16,5103167.71,3357424.40,1717253.70,8405776.31,5917731.77,3969078.69,2198473.05,8933922.06,5574520.57,3128016.28,1635922.34,7625643.17,3475066.26,2175324.54,1102318.40,4121631.97,2466670.89,1759384.10,803224.55,4166140.97,3268601.15,2081061.19,690985.50,3087718.22,1894551.37,1220741.33,629521.67,2016132.22,945549.30,1422392.48,70971.21,746541.93,420334.21,180809.98,97279.21,346918.72,221764.37,92740.33,37979.18,560914.49,429394.42,318792.46,146944.66,534321.29,369940.96,626873.77,271446.57,0.0
6,销售费用,95690953.93,64544668.33,36361287.86,17000087.52,98266219.44,61130152.86,38068749.37,19729665.37,90861790.94,58691945.99,38031365.12,16383402.96,96800699.86,66071230.32,37911577.54,18271730.27,96790260.40,62593570.79,38947390.20,17155851.61,76390940.66,50429028.42,30031563.08,14339060.33,61511063.48,41398680.66,26507926.05,13699859.29,48871621.70,31537055.65,19131741.92,7856888.79,36940813.42,26522973.31,17141452.18,7069360.59,21590518.68,15716393.52,9106895.27,4361087.93,17590121.97,12361935.79,8260000.78,2835294.77,12962505.63,9242681.80,10385726.96,8512974.89,0.0
7,管理费用,84549003.52,57803438.83,34779030.95,17988656.14,94136287.78,58851712.62,49401766.30,24780881.68,100197441.23,69438924.83,45015959.37,21860125.53,96644859.92,67338018.76,43706673.11,20848067.15,86846118.57,55707569.05,32302397.93,14472485.86,68333115.07,44459666.50,27849266.38,12884931.28,59995947.12,39240932.66,24658826.46,10333052.80,51164944.06,36438930.08,21911427.43,9981228.47,37337326.14,23260892.96,14629400.18,6355999.33,29297202.92,18293934.95,11276346.60,5064216.48,17581520.23,12881392.65,8484650.02,4477318.21,14054690.88,10679354.76,10259976.32,6351472.72,0.0
8,财务费用,27223253.18,19398476.58,13228417.75,8588846.69,23013362.80,16374676.23,12888180.52,10547503.75,28939845.70,20445839.32,12045378.94,4072009.56,11152135.67,10270082.55,6572030.47,4090525.31,7710382.46,3293222.15,2983684.94,1614667.53,-2120524.90,-2550365.12,-2361055.49,-1325765.55,-2193077.58,-1768879.04,-1259658.47,-942885.48,-5273349.60,-4965100.39,-3356522.89,-1581938.53,-5451676.56,-3702013.44,-2163832.69,-875267.31,-5273971.75,-4031362.16,-2772342.38,-1299113.93,1115169.01,914131.28,753326.58,454584.51,652486.32,315860.01,-105571.92,-10464.68,0.0
9,研发费用,23505760.34,14347083.55,9491716.11,4122099.40,25520989.40,18746532.70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
10,资产减值损失,0,0,0,0,127780338.67,2886519.18,2886519.18,0,13797855.32,2416811.94,2416834.59,0,2042386.71,1889644.50,1664385.90,-6249.67,4969747.48,1846169.64,1866124.72,331934.71,2694248.96,433241.17,432142.82,-24562.30,1291667.48,377944.32,356282.91,5876.40,838357.68,149065.80,151812.48,0.00,593431.15,515220.26,520284.56,0,362689.72,92740.19,92740.19,0,182805.22,130114.56,128743.21,72668.05,157720.35,48591.16,-468460.70,231378.68,0.0
11,公允价值变动收益,4958859.97,0,0,0,0,0,0,0,0.00,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
12,投资收益,15782597.29,12040015.74,3915183.41,4358709.82,-6071302.73,-3139859.66,-2391488.09,-1389879.51,195683.75,-3290539.46,-2000416.89,-1871374.36,-1580299.95,1527006.59,1723482.19,2686568.32,1863399.80,681574.16,242364.81,3295.65,2813243.08,1487571.07,860988.67,448992.42,1909076.69,1263986.00,840212.10,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16213.93,16213.93,60306.40,0,0.0
13,其中:对联营企业和合营企业的投资收益,5715611.75,-4458538.44,-2878512.30,-1424916.43,-6672703.63,-3289170.30,-2470106.99,-1427730.94,-5550009.48,-3290539.46,-2000416.89,-1871374.36,-1771354.75,1527006.59,1723482.19,0,2428245.01,0,0,0,1294032.86,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
14,汇兑收益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
15,三、营业利润,37575687.25,32686269.09,22921497.34,6829869.38,-144318218.33,18007306.12,15581422.90,5379802.84,16933268.45,13459275.07,10606843.40,5985067.29,24795096.74,15468933.67,10474282.54,5362226.83,38243315.76,32854885.46,21016384.75,8200033.32,53514453.72,41635965.39,18528008.08,4657176.79,44748922.24,23691103.21,12707950.00,2781070.97,34814481.68,24571302.13,15873312.84,6926520.19,40057055.33,27221311.08,14148011.69,3701762.01,27622743.62,19905831.42,11538167.24,2559178.70,28786139.76,20098756.83,12127769.51,1975882.03,19737998.46,13592861.39,15265557.47,9895703.29,0.0
16,加:营业外收入,105482.88,3274.46,3268.36,2923.70,110180.37,91350.00,15250.00,0,152887.73,6375327.78,5912453.55,2379925.19,16979576.17,10378387.76,6737688.56,2648905.61,12734873.40,5877803.10,3620660.30,2379067.90,13016187.84,8775189.16,3935503.10,2600057.57,15417048.28,12310180.24,3465331.48,1919779.28,12943407.46,9690010.51,5920045.85,2151359.14,6670884.34,5713311.81,5668831.98,5232956.97,8925335.70,3911433.69,1268158.68,230787.27,2101416.18,1573480.25,973480.25,124350.00,4591030.35,277530.35,759539.00,0,0.0
17,减：营业外支出,679890.84,134200.21,118896.86,114421.89,282264.62,85930.72,1656.72,2670.03,157651.80,611547.13,446808.53,358839.08,1263300.11,1118881.70,73451.60,18243.94,1198062.82,977655.14,140000.00,90000.00,593644.71,2472.57,138.60,138.60,384328.67,351732.70,214043.40,12094.90,291582.91,41142.88,30564.88,0.00,108000.00,152916.00,49916.00,49816.00,3084857.05,3018708.22,3018708.22,0,100.77,0,0,0,170000.00,60000.00,65722.30,33870.70,0.0
18,其中：非流动资产处置损失,0,0,0,0,0,0,0,0,0,456256.13,382388.53,294719.08,19024.76,19024.76,19024.76,0,4331.45,0,0,0,43644.71,0,0,0,9595.97,0,0,0.00,39005.45,605.42,605.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
