,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20011231,20010630,20001231,19991231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,10235446133.05,7306507980.48,4669269018.57,2216121335.56,8630589403.54,5581803214.46,3895097346.67,2128251439.84,6532775909.37,4641920478.71,3032690573.59,1362643760.74,6070761810.50,3953616186.17,2601909344.45,1390928801.28,7205337401.57,5064435758.22,3278708963.52,1566381250.62,6885779868.88,4689715317.64,2970116564.23,1538586616.61,7519711952.57,5077746235.44,3067813350.82,1257180234.50,6131477578.29,4014083123.35,2548967469.79,1425766711.61,5706273972.86,3979521707.25,2593641446.97,1155617801.66,5313048737.74,3444247961.99,2053969660.22,1034818304.27,4509837470.39,3018348713.40,1955770125.23,985209915.45,4587715136.04,3127285522.04,1978286143.30,793185630.26,3130414122.24,1850999423.59,1092958246.03,478605730.79,1837296163.06,1322223827.62,871949048.03,415571680.16,1602601837.04,1127502089.30,670501653.28,337890635.74,1180619960.55,747915364.89,419688630.01,185871987.88,103326238.72,82144618.22,60067768.07,36235243.44,138805636.78,119116390.02,88011808.67,178207054.46,105491387.79,197101507.58,200666760.38,0.0
2,营业收入,10235446133.05,7306507980.48,4669269018.57,2216121335.56,8630589403.54,5581803214.46,3895097346.67,2128251439.84,6532775909.37,4641920478.71,3032690573.59,1362643760.74,6070761810.50,3953616186.17,2601909344.45,1390928801.28,7205337401.57,5064435758.22,3278708963.52,1566381250.62,6885779868.88,4689715317.64,2970116564.23,1538586616.61,7519711952.57,5077746235.44,3067813350.82,1257180234.50,6131477578.29,4014083123.35,2548967469.79,1425766711.61,5706273972.86,3979521707.25,2593641446.97,1155617801.66,5313048737.74,3444247961.99,2053969660.22,1034818304.27,4509837470.39,3018348713.40,1955770125.23,985209915.45,4587715136.04,3127285522.04,1978286143.30,793185630.26,3130414122.24,1850999423.59,1092958246.03,478605730.79,1824420142.54,1314958632.74,867124526.03,412292906.40,1596796969.40,1122206851.70,667890189.58,335980953.34,1178186710.20,740430048.65,418717244.82,185796033.26,103250872.04,82104329.22,60067768.07,36235243.44,138805636.78,119116390.02,88011808.67,178207054.46,105491387.79,197101507.58,200110211.29,0.0
3,二、营业总成本,9795347973.43,6985243034.75,4472893102.64,2097744985.82,8450409946.58,5436232187.62,3773109742.08,2086942155.70,6525868328.02,4625562572.24,3025105932.56,1353571145.54,5945382421.56,3799098300.46,2498822368.35,1351878411.58,7024105671.04,4798575154.23,3141670692.97,1511834875.82,6614147282.43,4477695973.66,2872897403.71,1489813077.39,7241623095.42,4886449125.43,2944632233.11,1208681557.52,5877673435.84,3805007433.85,2402607865.41,1361857521.71,5397375039.06,3690519071.70,2422210211.41,1096462118.58,5085416958.87,3267762462.22,1952161496.58,1004490859.70,4274214815.90,2866954792.97,1854027135.25,957456538.55,4461458111.94,3037566696.48,1914378391.21,733674638.32,3023867726.61,1754167759.71,1025674298.29,457461673.69,1737545541.46,1247459684.37,821777696.43,396347892.33,1539254525.87,1077126998.85,638138381.60,320072933.15,1127329840.04,716759685.79,404233384.52,177759666.66,102386907.27,80625373.30,58464062.15,34583549.44,129371631.58,111196709.99,80376135.71,159348557.90,94534242.67,178003607.99,181008957.71,0.0
4,营业成本,8681378695.76,6176709579.17,3938008149.03,1858136265.68,7450861044.82,4782317259.60,3427563148.34,1901358357.54,5779977965.48,4165155237.99,2734777357.46,1197993964.61,5163770477.50,3308359935.91,2161239543.98,1154455932.94,6011450555.26,4213861910.66,2734309259.83,1305489854.72,5743806741.13,3927160210.14,2514805125.22,1307540287.73,6369935826.63,4379534734.50,2607750644.62,1034958758.87,5152439755.31,3328379279.47,2118496113.95,1225783768.31,4888546217.17,3386499214.03,2215864310.56,994525986.10,4681362518.82,3001087898.36,1768669618.76,908168343.65,3879524719.29,2585256277.70,1653286584.59,859710208.69,4048073101.43,2754641191.19,1731004787.05,678840634.23,2695803621.64,1569809798.71,902886405.58,399777699.49,1541949859.16,1104055291.58,728584574.70,350638064.72,1344931006.29,929475530.49,530846268.51,274555829.97,1006841844.49,644828925.55,362041446.72,163208036.42,82560467.57,66568755.30,48602002.79,30370462.82,111774269.31,97050528.91,70204104.44,143207555.29,83863347.16,160068946.59,160107841.85,0.0
5,营业税金及附加,46326855.42,30651558.81,22886209.26,4627900.61,43070749.68,28253937.69,20764962.62,9327454.94,38208436.02,26352456.49,20248134.56,8901430.42,58632482.95,31528125.21,27355311.44,21571416.74,110411377.75,78918537.81,51813732.37,22805674.55,103979625.85,70315109.17,49535109.25,22305951.50,109653445.71,66417773.28,44030612.34,19390359.03,94931777.40,58124695.50,37347071.23,16888556.59,80414619.50,48344610.57,30768845.66,14350225.43,56224756.16,34871878.36,21117679.90,8976356.08,44858585.82,25139095.92,18109001.42,7942172.70,29102346.74,17607370.60,12084970.23,5870526.39,26360493.57,13119924.34,7114826.12,3502165.38,17377565.79,11623655.66,8874647.01,3794675.58,12619652.65,6638493.88,4864989.11,2180932.54,11931889.63,3348193.74,2589587.96,422908.01,254546.02,62999.35,518.30,518.30,149292.58,149292.58,132501.82,786599.40,287249.45,425546.50,334347.87,0.0
6,销售费用,146023315.19,98361758.91,68632860.18,32810514.75,112636362.52,86294589.36,56959138.04,29983315.65,139896241.44,107633322.28,62505391.45,26441082.81,139023180.33,96608042.49,60215280.27,28353265.06,131554634.82,91358725.28,60284009.96,28710255.41,124276399.80,80996521.64,51498961.19,27793728.17,125805313.49,88942462.37,57176069.58,28136190.39,130297513.87,66931389.91,42783843.87,18438935.29,81995753.01,50354375.26,31887905.01,16866232.35,87088893.49,61706181.56,42886763.44,23707824.78,87922212.58,63942559.41,40244846.78,16141619.80,121413816.03,83891234.06,51966274.44,29732126.15,75670198.03,46498195.13,32295193.01,13031471.69,47410787.20,33265909.10,16533919.25,8863245.67,38751218.31,40475549.94,30934529.28,10550024.78,30416349.32,19562865.19,12259972.15,5494723.98,13143471.62,9227385.35,6167552.50,2533842.82,11286577.77,8548435.28,5926401.64,8477219.98,6080673.66,8384529.03,11358973.67,0.0
7,管理费用,362717450.61,264834335.48,179771861.03,94756932.45,320076972.67,231706745.55,209099372.75,120647078.53,361071444.48,253310172.81,171531668.98,90224827.93,372242367.31,290175646.98,210687454.95,115453624.25,460945822.69,327554771.06,227741303.04,119125829.72,421118302.10,281378014.47,181847983.09,90521582.61,376845396.52,274939662.20,189984939.46,96835991.08,341829251.15,251410523.31,149912264.35,77329889.24,255779695.51,163826627.33,112147180.15,59409108.56,188776284.10,137592664.31,94897453.02,54196719.47,179066491.17,132545400.63,95345586.98,55487355.32,187693819.37,130121179.55,90031569.05,45262795.25,123240476.43,87006015.39,56506804.79,32854449.51,97252814.19,73183432.74,51330246.45,24320808.65,102192796.72,69460976.14,50911869.77,22445069.20,54018617.07,34495911.10,20508449.14,7140825.32,7511796.09,5643684.74,4364576.16,1780022.35,7461969.32,6185420.32,4375348.02,7152484.90,4225495.49,9579949.94,9512156.50,0.0
8,财务费用,156409922.94,122967946.92,81016929.51,41794960.89,161352828.68,130242671.99,84515328.53,43125949.04,148269817.35,102902447.05,66763408.55,30664966.62,128913063.25,98199841.84,64997456.49,32386578.76,158509658.07,103769782.77,74648273.84,35774335.64,160707572.38,127024213.35,84154512.94,41370250.72,130324455.79,86669735.30,55078953.55,29756818.56,136774398.65,102396487.75,56303514.10,23416372.28,55642954.48,34817078.54,24624860.71,11310566.14,35827635.61,26621224.47,18280122.56,9441615.72,61183076.17,48278528.79,35256392.58,18175182.04,73403228.25,50520698.55,28521707.18,13968556.30,44719004.44,34147150.12,23284392.77,8295887.62,33554515.12,25331395.29,16454309.02,8731097.71,40759851.90,31076448.40,20580724.93,10341076.66,24121139.53,14523790.21,6833928.55,1493172.93,-1083374.03,-877451.44,-670587.60,-101296.85,-1300477.40,-736967.10,-262220.21,-275301.67,77476.91,-455364.07,-304362.18,0.0
