,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19960630,19951231,19950630,19941231,19940630,19931231,19930630,19921231,19911231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,8792808203.99,5914482224.79,2249620923.69,11768075485.88,6687454480.70,4364336430.65,2033456791.47,7070802396.20,4903242959.95,2957619268.51,1274518068.00,6449506322.28,4217581046.18,2812909026.33,1388897960.63,4895400840.72,3145235221.07,2003775538.94,906697053.59,4311476903.50,2661760998.10,1814000027.15,784374239.22,4155024013.80,2856706771.03,1985552015.09,984443732.50,4024590406.58,2923502723.32,2095996655.17,738574188.59,4065255660.43,2454725871.95,1817697976.22,659434088.75,3216777166.92,2175829561.62,1625919185.66,879085530.33,3269389382.12,2297152580.17,1759557392.36,871387897.36,2892235677.33,1952183004.49,1222561962.02,502433336.29,1948492215.22,1013010378.71,808026134.96,341501491.60,2506388549.07,1457150889.21,897648562.70,381194573.34,2073186506.19,1138935472.07,765818532.30,254612370.15,1562405858.45,1044224830.52,733744386.25,193380455.45,1305357302.69,612263013.40,404719117.19,139579805.99,1035485251.24,461377560.80,261163114.46,131538644.53,869548626.68,351917346.72,672839114.99,283553042.31,886033717.47,381747331.63,581111747.00,301675400.92,733170428.47,485841159.20,593796144.87,498057670.80,769241227.38,385141450.04,1063889965.09,507037374.56,960150265.54,518606100.19,850615265.57,431173444.01,0.0
2,营业收入,8755575592.59,5891655023.50,2239608579.29,11715547130.35,6649258486.63,4337867219.49,2020831898.66,7023511217.26,4873115455.34,2939175274.87,1266637689.29,6411749425.42,4189033618.77,2794445066.40,1379832178.52,4865351411.77,3131249657.95,1994821805.00,903315994.17,4311476903.50,2661760998.10,1814000027.15,784374239.22,4155024013.80,2856706771.03,1985552015.09,984443732.50,4024590406.58,2923502723.32,2095996655.17,738574188.59,4065255660.43,2454725871.95,1817697976.22,659434088.75,3216777166.92,2175829561.62,1625919185.66,879085530.33,3269389382.12,2297152580.17,1759557392.36,871387897.36,2892235677.33,1952183004.49,1222561962.02,502433336.29,1948492215.22,1013010378.71,808026134.96,341501491.60,2491383744.50,1444742642.95,889243316.02,377019000.70,2054906480.34,1126031913.65,756481418.12,250932710.28,1543917159.13,1032151939.87,726439476.36,191046417.36,1283529374.72,600864490.70,397118171.82,137518273.64,1018547723.76,451933640.83,252920826.51,129792025.47,849414725.37,345863983.08,644126777.94,267109556.49,858626345.97,374611104.83,566737582.00,298167712.00,713678581.32,483975168.61,572168508.91,491654891.43,741130043.84,370515503.21,1012807089.85,412825407.23,940397971.98,518606100.19,773356114.96,409097541.96,0.0
3,二、营业总成本,7946491816.92,5340585790.12,2117828413.00,10748688763.49,6290665282.41,4126431545.64,1832464397.15,7144811669.31,4747046350.39,2834452655.35,1233785051.62,6379068774.51,4069625337.30,2662149513.70,1240300001.17,4771965660.82,3074737907.41,1914540077.95,893431793.54,4252341420.60,2652577817.47,1826946265.32,783629403.50,4236688572.79,2815574272.76,1818783533.13,893823842.56,4068151759.18,2802129298.58,1964664014.08,683643530.60,3747215080.70,2180311287.93,1585050207.10,584314560.00,2944079030.09,1895948392.92,1341262743.85,728673322.65,3024403515.61,2069563096.40,1552606706.03,789151376.07,2471182188.54,1649126311.99,1073420374.96,460740893.88,2039389799.35,1075146579.85,856107753.74,349535157.78,2387300548.37,1390188547.23,852740504.90,362128502.98,1978503844.96,1100234444.51,730795544.55,241247953.05,1489478250.17,1006050193.22,708642005.13,194168000.10,1259290644.68,617419666.80,407424499.81,137944157.76,1042668867.55,497325785.05,290557892.37,154794801.73,964838635.40,386108677.86,720833721.77,312491790.38,967988996.36,462112325.84,1089814562.00,510472657.80,809996357.86,0,659998443.01,0,730356863.66,0,826891624.64,0,789587479.65,0,619543125.54,335873544.52,0.0
4,营业成本,5605026046.65,3772878211.96,1438458314.03,7381166435.70,4299501654.38,2785651706.88,1227391747.48,4655527901.97,3188548214.17,1916604459.37,846291155.02,4445689645.70,2829723205.85,1862111443.32,894246839.73,3238027168.50,2062965239.47,1288553189.64,594582908.31,2927186352.95,1706463596.28,1165672573.89,515225472.63,2668207086.10,1800126377.45,1216684663.08,612147794.72,2599368895.01,1863523949.64,1337036721.14,446749240.77,2577988097.10,1487647014.64,1113039147.86,395502670.12,1982299830.43,1279099819.86,922456500.54,516655707.85,2152099799.17,1530049098.55,1195098303.57,610092232.14,1828416947.73,1209897698.18,751551222.53,317587758.79,1339469781.43,637974585.55,584298877.96,239168040.77,1771928945.84,1003011630.74,601798223.73,249537510.80,1401934439.09,746729454.64,490772717.69,144326622.79,1065728709.84,680119802.41,496690625.13,114494554.66,794984916.47,379704021.65,247749188.43,79722855.34,724093001.98,286704789.10,145729361.76,88158575.57,576733028.85,235236770.78,436141077.48,171952604.15,567159418.69,260039194.21,406864348.00,207956361.55,512777709.33,0,397996912.33,0,549695076.44,0,660064082.98,0,615188437.29,0,576630247.76,316298990.83,0.0
5,营业税金及附加,307553230.16,232221397.79,42929849.14,419558322.66,168476206.08,128536578.65,80280358.35,124422311.17,84547825.53,51428315.63,15244724.92,112260192.17,68314138.57,48827027.64,20721927.00,109294555.55,64761097.86,35755928.17,15465703.31,113216375.21,55368583.14,39513046.99,12803637.53,249139789.03,111283703.56,58618455.86,32044209.04,140810351.94,94409265.97,72188577.52,19985455.07,192261204.23,80573523.55,70311435.49,26364297.83,135512400.24,80647479.49,70051508.41,43148193.28,175689841.73,77460459.67,66486883.06,34041995.81,120599147.90,76337542.32,46739537.92,19891190.89,59510272.26,33784749.79,18929458.27,6481537.99,89414724.79,40960088.30,20696457.45,8636067.03,70289399.62,29179734.52,20137576.62,8602541.29,39538360.65,23553783.83,14409397.13,5294032.61,36841931.00,15408246.22,10616092.34,2386825.83,24487559.13,10380172.89,5348619.55,5169235.14,25864663.24,9637573.56,16081733.16,6550172.95,22916907.54,9955249.74,14096753.00,8137143.54,11423469.39,0,6568114.36,0,12712090.34,0,31896767.78,0,21429559.06,0,23475034.99,6303729.51,0.0
6,销售费用,862527911.28,552117546.36,256440521.98,1087221814.24,676069302.45,417577185.24,179682148.69,760923857.67,474650054.68,272713683.54,114387355.10,612809067.21,387864864.78,241852280.72,99747945.42,529655456.19,334344059.01,208215626.23,95539994.89,496018206.47,319882383.49,210841809.52,80445973.91,547673738.89,337293526.78,211139356.77,87774973.65,537867985.85,323352743.41,210000561.70,80843077.16,411738891.53,257715994.55,166226112.86,66132549.38,355072758.21,239604297.05,154214985.20,70060068.97,316563401.75,210481006.56,134860565.85,69035236.59,245406205.22,148357351.08,113231360.35,50468904.05,205311375.45,151883351.28,85918893.20,33886284.36,204936034.69,132732124.34,87867316.19,37978873.64,213129278.56,132803443.71,89875362.15,30033408.73,157161885.94,107268563.91,71226965.62,25324867.87,127554670.50,82578393.34,50789276.17,16042388.21,108176015.34,67428371.89,45290369.98,10035173.39,79831294.88,36743358.97,61993283.30,26498689.94,65511308.37,27607950.09,52991328.00,24849481.39,51430981.94,0,41824928.01,0,19828450.48,0,13118086.84,0,19690316.18,0,3905041.07,12540211.84,0.0
7,管理费用,546623454.69,360962208.27,162411221.17,733836797.77,538809946.84,516901862.91,214647060.44,921150162.39,637048389.08,391629146.87,153251763.13,744843102.14,544990836.98,349590948.34,140897115.41,526119763.56,424385875.58,264187593.68,127818527.83,444557983.49,383585134.77,266468047.05,124660094.46,517071834.89,390176359.35,229068573.46,102951146.18,491278566.33,327692248.12,228619646.80,90408596.10,420772002.09,263453691.63,181054308.89,69328880.73,315487359.54,204846832.37,136633537.61,70533738.88,250076025.24,157267376.22,102267982.74,46447400.21,211124885.48,142266460.59,105892382.10,46015746.54,258941699.13,152696121.42,103238770.04,46268301.59,203896211.32,146578601.40,99571739.35,47889892.78,198056007.96,127219506.45,85302734.90,34506086.88,130600414.66,128069631.84,83397737.27,29567326.48,221150473.84,95304595.30,63184637.87,24402179.73,101803575.89,74675923.90,41289139.12,21940630.97,133514049.35,40094004.94,112364477.19,46436207.36,104471769.47,49761131.82,251493795.00,70594923.28,123422316.58,0,95392769.53,0,70124599.28,0,71454315.09,0,78113559.99,0,15517258.99,2227076.61,0.0
8,财务费用,346166919.12,243754232.88,130677455.27,444584935.84,321378519.76,219884545.17,115569324.85,453324745.17,325328180.28,181732546.63,90186805.10,366663054.00,210192437.42,138669261.79,69817889.77,246973336.89,161310350.14,98281752.50,53757992.16,185991004.54,144811215.95,105598893.64,45967647.34,213215330.76,164487436.30,93807516.47,53806449.27,255133449.97,184875741.64,112199547.62,42940535.46,128800336.78,85427576.46,51220338.30,24140463.70,108879696.51,81326049.78,58380550.82,26838948.50,117704402.85,91471630.29,50307424.85,29894873.01,69557629.84,72344206.13,55427741.20,26777293.61,112347337.12,99346599.82,63945219.68,23919355.09,117124631.73,66906102.45,42806768.18,18086158.73,95094719.73,64302305.19,44707153.19,23779293.36,96448879.08,67038411.23,42917279.98,19487218.48,78758652.87,44424410.29,35085305.00,15389908.65,84108715.21,58136527.27,52900401.96,29491186.66,148895599.08,64396969.61,91273771.14,61054115.98,207929592.29,114748799.98,356732044.00,198934748.04,110941880.62,0,118215718.78,0,77996647.12,0,50358371.95,0,55165607.13,0,15542.73,-1496464.27,0.0
