,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010930,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19960630,19951231,19950630,19941231,19940630,19931231,19921231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,12452427972.64,8559933589.85,4090874843.32,15599919717.89,11343362135.86,7622403676.47,3659531718.72,13981423951.75,9973899820.26,6691820683.80,3077939563.46,13023604486.19,9575428074.25,6608108691.54,3064105620.80,12904990131.21,9340276416.57,6370394927.86,2971128232.88,11542120188.27,8362134698.79,5749679791.65,2627405319.43,10315184982.38,7516036169.32,5150377976.15,2387207678.64,8590742942.25,6070707965.80,4195317662.68,1897116470.45,6958445698.77,4829636571.63,3241082301.55,1517056974.31,5227949157.98,3615464801.97,2504638473.86,1149826558.67,3913800036.96,2702053078.44,1957094774.42,898041614.17,3420611778.78,2365295217.53,1779005282.45,809776027.21,2631483791.14,1548952602.16,1161711488.54,531986083.11,1646544845.37,1203861014.92,886019546.12,396357660.95,1235958425.95,847293644.16,582174410.89,298998937.42,869439297.04,657372816.48,450628937.89,212209826.19,759744085.43,553184162.49,391210589.09,189951855.02,715658980.44,520938893.90,368347487.81,184426240.73,665480647.49,497994501.02,348545232.52,638321190.29,313377388.00,521678123.26,251846424.61,345417510.78,243235917.22,474109959.58,223827171.55,377975574.75,177313288.26,229967956.41,105320402.81,172630390.00,88276568.72,106201686.51,68115220.00,0.0
2,营业收入,12452427972.64,8559933589.85,4090874843.32,15599919717.89,11343362135.86,7622403676.47,3659531718.72,13981423951.75,9973899820.26,6691820683.80,3077939563.46,13023604486.19,9575428074.25,6608108691.54,3064105620.80,12904990131.21,9340276416.57,6370394927.86,2971128232.88,11542120188.27,8362134698.79,5749679791.65,2627405319.43,10315184982.38,7516036169.32,5150377976.15,2387207678.64,8590742942.25,6070707965.80,4195317662.68,1897116470.45,6958445698.77,4829636571.63,3241082301.55,1517056974.31,5227949157.98,3615464801.97,2504638473.86,1149826558.67,3913800036.96,2702053078.44,1957094774.42,898041614.17,3420611778.78,2365295217.53,1779005282.45,809776027.21,2631483791.14,1548952602.16,1161711488.54,531986083.11,1636289307.00,1197531658.82,881914905.03,393454681.44,1228720838.67,844951799.76,580876402.91,298710782.29,867871290.64,656524097.54,450283576.51,212144429.38,695410389.68,509563560.13,363292721.11,176042224.31,655923778.20,480721625.95,342727962.47,171747002.16,613889604.32,467431274.32,329533371.16,604784536.77,297673366.03,499128304.10,238802758.62,326824695.69,236738589.55,467926935.76,216043190.67,369751460.45,175326206.59,221779317.76,101366928.86,167741750.00,85503245.75,101166405.29,68115220.00,0.0
3,二、营业总成本,11850620152.46,8143099978.48,3916292218.52,14812136917.64,10773372184.40,7250998251.18,3502433210.63,13168907716.30,9430253824.38,6342670423.98,2940756414.22,12289968579.15,9109828682.22,6301410023.07,2943429974.01,12210735821.21,8915025541.08,6093593613.40,2860540902.38,10976405502.60,7998361634.94,5516387477.77,2556708223.18,9900010622.93,7251599160.43,4982534519.56,2326091730.80,8252723707.90,5856276002.62,4055423482.33,1845267450.79,6675467464.66,4645736409.71,3121457431.95,1472547325.71,5006828978.46,3467120257.27,2408194341.86,1112053344.99,3725930444.63,2565891931.29,1867609100.94,863884963.64,3243996679.14,2241964513.66,1698066464.80,779013377.92,2502272733.78,1458572572.12,1103210494.37,509216216.06,1555356254.30,1143345392.14,846734527.91,381147172.47,1169222184.16,799643840.49,550850824.69,285916315.33,812080370.66,617008614.66,425712047.94,202189065.98,707506913.49,518610962.50,367632745.67,180559555.68,666507143.20,487462512.58,346264381.13,175441946.91,617626872.00,466333874.77,327649386.81,593356217.02,294769818.91,486124869.23,226856807.02,314033120.66,228406373.07,441865822.71,0,352101641.77,0,206755850.06,0,0,0,91710173.87,61028939.00,0.0
4,营业成本,9545273231.57,6598478859.20,3135181332.11,11967668077.01,8728506312.03,5883474350.19,2820141425.95,10827822798.98,7844000620.53,5315439847.04,2417066752.82,10288909870.02,7658225356.84,5334726024.26,2456283521.10,10335613381.30,7584155733.82,5219815651.53,2435893065.06,9326517138.35,6855925588.56,4772601158.56,2180930528.81,8588891224.90,6328303745.62,4380325290.27,2015233154.88,7206545886.00,5127399473.94,3588690289.47,1619135034.37,5843578541.51,4123351836.90,2795124492.71,1310251953.08,4451536631.85,3096079614.82,2172225875.34,976753629.57,3279499791.58,2277564940.77,1670203585.26,759135645.32,2856423067.29,1974964168.89,1522274457.97,682236817.57,2186868767.07,1304672426.50,995310822.08,454909058.34,1369608116.34,1022693374.97,769357783.26,338918557.13,1017573763.99,699953981.52,484160527.42,255901187.37,709273246.35,550269229.64,383807614.13,182106357.65,628947684.51,466329062.30,333022168.25,162710409.58,596696626.41,437916072.04,312653388.50,158522282.25,559025255.26,424545348.20,299359166.46,543678467.55,271694077.37,445488301.28,207599962.54,274753696.06,208383704.81,411410232.89,0,326346248.08,0,185218871.18,0,0,0,83865383.18,57641971.00,0.0
5,营业税金及附加,174326786.12,117497794.16,58407743.51,220898476.56,156464947.07,105522553.04,54053725.87,195331740.65,130966995.42,85562965.71,41774578.04,174707094.40,80847478.70,52237801.03,29799918.68,164429299.41,104622257.90,71226302.62,27472065.60,122930913.92,80384718.26,56048503.21,20718822.69,92968153.82,65612208.24,42569710.58,17384433.99,74994723.45,54142829.91,35392325.69,15776039.38,56171101.46,29248114.00,19217648.77,8721048.82,31956491.13,21388252.37,14427469.43,7031606.31,27096163.46,18548557.90,10972934.50,5612793.19,24236064.20,15259471.36,10922365.13,5449376.76,20123799.71,11796153.28,8598786.12,4456720.23,12281714.84,7706609.56,4923560.34,2347498.29,8007708.84,5643614.31,3943827.59,1798791.96,6214684.11,4364164.39,2441521.45,1321215.59,1681379.05,1300908.87,837473.06,562191.11,1459764.79,1161754.68,881964.40,567699.32,1563461.97,1045457.35,633475.61,1606226.59,920791.68,1502278.40,653227.69,1077888.24,626450.11,1324510.15,0,821233.38,0,509475.37,0,0,0,4110675.13,2024044.00,0.0
6,销售费用,539857333.47,370960987.16,193525947.93,695456095.69,512865760.71,337750350.38,189673508.88,538366151.00,355498942.38,246645072.20,125025497.77,442931728.13,310975890.83,221899799.58,111113682.02,423835688.64,301143197.34,204212302.59,103698489.44,413212547.06,271638851.69,189852465.12,104796254.92,329183367.47,228091721.61,168746253.00,93411387.60,233301994.52,155065943.88,99185890.01,49485252.95,216944350.30,119072166.50,81491311.60,47977916.67,142671760.26,96173367.42,63288710.84,41325779.13,117535687.33,72277725.74,47653590.69,24638195.11,104696510.96,61171746.58,42130887.58,26368820.85,65721825.63,34672822.15,24439598.45,11916953.15,47474725.91,26931742.19,16784689.91,8732644.20,32686999.39,20167459.64,13700699.84,5701109.83,22342175.55,15708860.30,10803020.15,5785192.13,20385889.83,15302434.42,10474143.52,5160828.74,18662215.10,14458685.61,10107556.76,5176191.26,17772093.23,14530883.23,10850737.25,17574132.93,9108184.69,12610610.85,5955732.76,14610400.21,8522977.81,12549835.43,0,9669934.57,0,8296457.26,0,0,0,2034545.39,0,0.0
7,管理费用,1219959464.53,803262618.11,408946434.71,1480151036.43,1053861885.42,711976693.44,336572029.52,1236970372.07,835696151.23,528260164.36,275169512.07,1090557275.89,846731065.24,564504252.83,283617817.89,1047328929.94,750347014.01,485405218.31,245160393.73,930601198.96,661561281.02,419396327.35,218479528.27,778949457.79,558265929.18,349858341.04,180059565.01,647943898.86,453333970.88,293673758.70,149311039.50,518187971.11,353466048.61,213937538.63,101099597.42,357159983.48,241989608.28,154246448.04,85422479.74,285596220.25,187184466.91,133717516.44,72092580.03,234138338.69,174246723.16,114492333.58,61866601.64,212387311.70,97702683.91,69381657.87,33484949.71,116925522.38,81538048.15,53651640.78,30107874.43,106888281.49,71315530.51,47435570.82,21931035.40,75568972.67,48303148.21,30600130.91,14306696.73,56387695.80,35927212.66,23458942.01,12081858.89,47302262.93,32102836.64,21850682.03,10532249.79,38949915.75,25427807.24,16265536.07,30423782.64,13028500.99,25732987.56,11902970.19,19330927.46,9108303.59,15169871.25,0,12887492.46,0,10729156.62,0,0,0,2183476.89,903922.00,0.0
8,财务费用,371203336.77,252899719.85,119099800.32,449409491.30,332270304.67,219074191.98,102090127.25,359282032.80,261658523.16,164420824.93,81371477.80,289002643.49,209782356.29,124953155.07,60550531.53,236708587.88,172544098.89,110720555.59,48184159.23,183034984.26,130222523.18,80114601.84,31709397.41,108174798.66,71952816.30,39744193.78,19222830.91,88302872.87,64389553.59,37611016.89,11177771.24,38997045.03,19934336.86,10079335.69,4095747.86,20651103.70,11156670.75,3879666.92,1504164.68,16182322.90,10364652.95,4914998.05,2224104.69,25526152.60,15969111.99,7740539.34,2695971.17,16881967.54,9427901.35,5388166.58,4365003.90,9066174.83,4475617.27,2016853.62,1040598.42,4065430.45,2563254.51,1610199.02,584190.77,-1318708.02,-1636787.88,-1940238.70,-1330396.12,104264.30,-248655.75,-159981.17,44267.36,2386273.97,1823163.61,770789.44,643524.29,316145.79,784378.75,540471.42,-722541.66,18264.18,790691.14,744913.84,4260208.69,1764936.75,1411372.99,0,2376733.28,0,2001889.63,0,0,0,-483906.72,459002.00,0.0
