,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150630,20141231,20140630,20131231,20130630,20121231,20120630,20111231,20110630,20101231,20100630,20091231,20081231,20071231,20061231,20051231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业收入,17040817296.16,12043714920.85,7368149422.43,3700779342.12,9925406079.33,6328408172.78,4306633395.93,2617949307.96,11344192279.74,8916757625.99,5668477685.72,2964345775.78,13239917400.53,9734670363.49,6397567122.64,3301246846.79,26259945241.09,14167286060.18,11412328515.14,4268971000.00,7482309387.21,3828314000.00,5552170900.00,2919570627.64,5922963200.00,3148044778.17,7900246173.14,3204618684.10,9804327377.41,6125386000.00,14489402000.00,3126354848.04,761492249.12,0.0
2,手续费及佣金净收入,5773267869.57,4530870132.12,3060166108.14,1429030601.77,4805378538.11,3769743209.43,2742048776.36,1427587956.85,6085200000.79,4482694170.69,2747467208.29,1349098707.91,7707872025.75,5773083154.90,3934724621.92,2040782090.47,16832755477.82,9701446130.31,6933893854.73,2376180100.00,4868279132.71,2242193000.00,3722896100.00,1950701257.56,4495219100.00,2491389510.50,6660183629.73,2834414063.87,8670413168.09,5715934000.00,11834633000.00,2825898699.34,876322651.59,0.0
3,代理买卖证券业务净收入,4551498096.36,3591327970.10,2441176521.98,1144755217.45,3463872414.42,2733386005.96,1972370826.40,1187855889.75,4394872551.84,3347945273.57,2069091820.46,1058950913.24,5750783157.60,4398347542.09,3040719938.65,1657171930.95,15203795246.55,8906318907.00,5359999297.06,1633807300.00,3966448470.76,0,2655779900.00,1462726755.46,3567441700.00,2111196813.19,5642452541.54,2531466813.91,7944040597.20,5149228000.00,10497550000.00,0,0,0.0
4,证券承销业务净收入,480027166.25,402290194.80,255185786.11,102753226.15,530810897.11,418458787.68,333429032.94,147200864.39,556970697.57,291585362.32,139433014.47,44862481.90,1027781182.01,688904085.90,451459493.69,257001520.51,757489895.46,366591603.33,1044172249.59,520062100.00,390181565.64,0,675968300.00,278756666.11,627726300.00,335658247.50,669810903.85,244751462.42,576559880.55,458509000.00,925893000.00,497870513.37,66942819.66,0.0
5,受托客户资产管理业务净收入,633750486.50,488937902.60,325932351.24,162842875.44,746668031.23,572195109.09,382444751.39,205937818.45,692736899.34,506225144.08,312976300.02,135648651.53,452854550.44,342826300.98,212903803.56,108175833.81,448557705.65,202526540.45,191804847.22,80813700.00,125461016.71,0,41188700.00,9781862.84,27140500.00,15733060.20,31253686.50,11515176.34,41797709.54,2000.00,33753000.00,30929962.90,-136522.77,0.0
6,利息净收入,3491712752.89,2541725606.10,1629995900.92,741726046.61,3444688773.65,1897069513.30,1263940663.46,807192504.14,2986406469.44,2289389512.67,1531694962.93,761962574.12,2461715096.77,1733310914.40,1091829802.56,535615664.78,4695407508.38,2916415422.63,2804752078.73,1235867800.00,1981819701.67,835572000.00,1419543200.00,708586269.66,1319945800.00,537546319.10,914188545.08,394448108.48,800855865.38,739546000.00,793459000.00,-308453424.60,-222325050.35,0.0
7,其中:利息收入,9527423915.52,7084636409.43,4733502813.30,2187931750.01,9480578826.31,6362568211.26,4288530010.85,0,7344019279.46,0,3441897331.04,0,7301985799.43,0,3784585361.18,0,11725455981.49,0,4181986339.65,1695740000.00,2666446495.59,1124306000.00,1698647800.00,844941633.08,1629267700.00,0,1243137445.50,0,1104419506.93,1195598000.00,1373471000.00,374800181.04,203189306.11,0.0
8,利息支出,6035711162.63,4542910803.33,3103506912.38,1446205703.40,6035890052.66,4465498697.96,3024589347.39,0,4357612810.02,0,1910202368.11,0,4840270702.66,0,2692755558.62,0,7030048473.11,0,1377234260.92,459872200.00,684626793.92,288734000.00,279104500.00,136355363.42,309321900.00,0,328948900.42,0,303563641.55,456052000.00,580012000.00,308494907.94,224589102.28,0.0
9,投资收益,3251790864.66,1707370407.81,1047044278.68,107312215.77,-612706836.27,-399304888.92,-328961748.85,-268829340.66,2479867865.48,1737574446.00,1036352756.65,294201688.21,3992660519.81,2371488964.09,1610496764.17,752868795.69,4704242912.25,1211588722.87,1010445563.42,486288900.00,826907821.92,387256000.00,356658600.00,173852694.86,126488500.00,170237069.82,352557315.14,-7168872.45,-150926789.22,22093000.00,1458010000.00,50494838.91,-176229437.86,0.0
10,其中:对联营企业和合营企业的投资收益,10886467.81,4737047.06,346934.89,-8963231.53,-2576857.64,-8134219.25,-2327798.56,2434930.40,0,0,0,0,0,0,0,0,0,-397000.00,344562.22,894900.00,-334000.00,0,0,0,0,0,0,0,0,0,0,0,0,0.0
11,公允价值变动损益,1655790172.37,1659587931.84,1069068044.99,1313588105.81,1555930606.25,1021019606.04,588592554.53,641329504.19,-223506678.93,391339625.82,343225823.63,534180979.94,-971643134.10,-152498595.29,-255635838.44,-34527789.24,-250605741.99,71749894.89,642564000.65,161081300.00,-129814820.59,0,42708100.00,81904925.86,-22078200.00,-72767134.64,-38931337.49,-21631114.11,470735234.77,-536286000.00,97838000.00,0,0,0.0
12,汇兑损益,21593019.93,23226185.98,3854889.13,-3725787.06,-8612474.92,-8316228.65,8819801.99,869547.02,-10093941.05,-9398567.89,-2340300.61,583211.72,-5467867.75,-13670623.23,5653171.56,-526936.28,248777631.03,255209131.75,238496.34,3296000.00,-78915225.19,0,-1215700.00,-861223.60,-10087100.00,-550143.28,223506.08,-228900.36,11266.16,-9761000.00,-5810000.00,3301831.05,-105078.66,0.0
13,其他业务收入,2790162114.26,1565778294.96,547978435.74,107659200.89,734651912.48,34921098.93,31787674.41,9650815.69,21419178.70,25158438.70,12077234.83,24318613.88,54780760.05,22956548.62,10498600.87,7035021.37,29367453.60,10876757.73,20434521.27,6257000.00,14032776.69,7929000.00,11580600.00,5386703.30,13475100.00,6456096.47,12024514.60,4785398.67,13238632.23,193860000.00,311272000.00,180354205.64,82903910.22,0.0
14,二、营业支出,10191546074.83,6900343615.84,3971365350.98,1699665138.41,6253062932.89,3927485496.71,2597650240.55,1386743925.41,6495594731.24,4789554682.71,3046833696.09,1709421736.54,6690823075.45,5114596503.40,3467889488.91,1989734652.36,13136692108.81,6682227160.48,6427747534.97,2501307700.00,4588266968.66,2498375000.00,3655628900.00,1777600872.33,3677291500.00,1661286967.80,4020964498.49,1362998100.66,3679894894.25,3290819000.00,5511355000.00,1055224693.37,1447424810.08,0.0
15,营业税金及附加,124430190.18,89279177.58,56081996.31,23125078.60,102386637.77,69853363.69,41722415.54,18288222.50,104056691.44,60058656.34,35810426.78,13649824.35,373256312.14,346549793.16,316087441.55,224990917.43,1656959188.46,869129658.23,589554939.98,214164300.00,392059999.55,0,254351600.00,131167996.77,278076500.00,155421923.36,397104398.27,164899995.37,503317437.62,336922000.00,755349000.00,175728167.38,56362746.58,0.0
16,管理费用,6955044196.00,5234174107.78,3363096153.42,1631341003.11,5046415996.35,3527789280.14,2339568338.23,1344058534.16,5709383232.32,4339349199.82,2776898859.45,1485588691.33,6045874859.08,4735045561.64,3141201042.88,1762775008.12,11338246496.28,5800096978.25,5798166190.10,2269187900.00,4002700115.59,0,3374155300.00,1658246145.89,3378508000.00,1506222018.06,3604961620.53,1196578406.50,3115680690.85,2883967000.00,4725665000.00,1547797669.23,1164048846.47,0.0
17,研发费用,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
18,资产减值损失,0,7799770.90,0,0,0,0,0,22970753.66,682109135.07,390145702.32,234124409.86,188971020.86,252516027.87,32991562.25,10591418.12,1954156.26,141644450.69,13158559.34,40618771.97,18639400.00,192166123.42,122135000.00,26970400.00,-12256467.23,19544300.00,-1886917.06,15913638.71,-13014.23,57770168.75,50175000.00,2324000.00,-684722380.47,223952489.99,0.0
19,其他业务成本,2701626653.62,1522365756.62,518615067.73,98810805.09,695912267.87,13335922.25,1926818.86,1426415.09,45672.41,1124.23,0,21212200.00,19175876.36,9586.35,9586.36,14570.55,-158026.62,-158035.34,-592367.08,-683800.00,1340730.10,799079000.00,151600.00,443196.90,1162800.00,1529943.44,2984840.98,1532713.02,3126597.03,19755000.00,28017000.00,16421237.23,3060727.04,0.0
20,三、营业利润,6849271221.33,5143371305.01,3396784071.45,2001114203.71,3672343146.44,2400922676.07,1708983155.38,1231205382.55,4848597548.50,4127202943.28,2621643989.63,1254924039.24,6549094325.08,4620073860.09,2929677633.73,1311512194.43,13123253132.28,7485058899.70,4984580980.17,1767663300.00,2894042418.55,1329939000.00,1896542000.00,1141969755.31,2245671600.00,1486757810.37,3879281674.65,1841620583.44,6124432483.16,2834567000.00,8978047000.00,2071130154.67,-685932560.96,0.0
21,加:营业外收入,29148508.07,10276926.24,2207080.19,485472.50,25724107.79,21919018.11,11510205.33,4509475.82,14158851.77,17649887.86,8284393.54,2898901.69,43696934.46,36835741.62,17502750.86,7998830.64,22890700.46,12885233.80,26674447.65,3618800.00,8861627.07,0,21784900.00,4076386.13,19974700.00,10598475.44,22612838.78,4171249.69,33763355.33,10632000.00,17540000.00,5288615.20,15526026.12,0.0
22,减:营业外支出,48290376.24,34102062.25,2791250.63,415852.88,15973459.68,13815938.94,619826.67,504595.90,54101566.76,14846684.67,12729902.06,971580.56,16160509.53,14226452.34,11630824.22,2334941.60,12173758.71,1446639.82,7956919.25,1358400.00,9885649.65,0,32013300.00,8646645.14,4668500.00,2293510.77,11267192.36,4183136.18,32347435.85,10305000.00,10474000.00,14287413.19,7280827.11,0.0
23,四、利润总额,6830129353.16,5119546169.00,3396199901.01,2001183823.33,3682093794.55,2409025755.24,1719873534.04,1235210262.47,4808654833.51,4130006146.47,2617198481.11,1256851360.37,6576630750.01,4642683149.37,2935549560.37,1317176083.47,13133970074.03,7496497493.68,5003298508.57,1769923700.00,2893018395.97,1329939000.00,1886313600.00,1137399496.30,2260977800.00,1495062775.04,3890627321.07,1841608696.95,6125848402.64,2834894000.00,8985113000.00,2062131356.68,-677687361.95,0.0
24,减:所得税,1579984891.85,1240468103.69,791151228.80,458705214.62,750356961.50,505389405.00,385379358.59,207631824.68,789680856.38,716321740.66,485983400.16,130796304.03,1391224102.28,1069902751.27,664490474.32,300159416.60,3257319971.38,1830252465.52,1212914969.88,417390900.00,738086672.43,352042000.00,453775100.00,260733929.29,676138600.00,373481128.69,1061520621.41,468583056.36,1581774658.78,791990000.00,3859664000.00,429326373.34,209748.49,0.0
25,五、净利润,5250144461.31,3879078065.31,2605048672.21,1542478608.71,2931736833.05,1903636350.24,1334494175.45,1027578437.79,4018973977.13,3413684405.81,2131215080.95,1126055056.34,5185406647.73,3572780398.10,2271059086.05,1017016666.87,9876650102.65,5666245028.16,3790383538.69,1352532800.00,2154931723.54,977897000.00,1432538500.00,876665567.01,1584839300.00,1121581646.35,2829106699.66,1373025640.59,4544073743.86,2042904000.00,5125449000.00,1632804983.34,-677897110.44,0.0
26,归属于母公司所有者的净利润,5228429052.09,3860235940.60,2595001801.41,1532712615.87,2887126757.58,1869737198.88,1311046156.12,1014308288.16,3980730433.74,3383440647.07,2112212271.46,1117341620.62,5153546221.82,3549505620.56,2255462130.95,1011445568.21,9835510426.14,5642806771.69,3770727490.99,1346566400.00,2135247343.42,967691000.00,1419779300.00,865754043.84,1578129600.00,1121581646.35,2815652587.87,1373025640.59,4540015486.65,2040963000.00,5125013000.00,1632804983.34,-677897110.44,0.0
27,少数股东损益,21715409.22,18842124.71,10046870.80,9765992.84,44610075.47,33899151.36,23448019.33,13270149.63,38243543.39,30243758.74,19002809.49,8713435.72,31860425.91,23274777.54,15596955.10,5571098.66,41139676.51,23438256.47,19656047.70,5966500.00,19684380.12,10206000.00,12759100.00,10911523.17,6709600.00,0,13454111.79,0,4058257.21,1941000.00,436000.00,0,0,0.0
28,六、每股收益,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,基本每股收益(元/股),0.520000,0.380000,0.260000,0.150000,0.280000,0.180000,0.130000,0.100000,0.390000,0.340000,0.210000,0.110000,0.540000,0.370000,0.240000,0.110000,1.110000,0.690000,0.500000,0.180000,0.310000,0.150000,0.240000,0.140000,0.260000,0,0,0,0,0,0,0,0,0.0
30,稀释每股收益(元/股),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.310000,0.150000,0.240000,0.140000,0,0,0,0,0,0,0,0,0,0.0
31,七、其他综合收益,599275966.16,574512874.67,481836779.43,451249929.29,-242000170.33,310226994.22,-126802249.74,-8462102.70,160811654.82,406629098.61,157402615.19,138783980.78,-948291508.35,-603474390.48,-1309814344.59,-725915663.78,385463474.26,446638885.47,545551573.11,240107000.00,-301510472.50,0,7309700.00,-65005.57,-21478000.00,0,-24774720.76,0,6615013.71,0,0,0,0,0.0
32,八、综合收益总额,5849420427.47,4453590939.98,3086885451.64,1993728538.00,2689736662.72,2213863344.46,1207691925.71,1019116335.09,4179785631.95,3820313504.42,2288617696.14,1264839037.12,4237115139.38,2969306007.62,961244741.46,291101003.09,10262113576.91,6112883913.63,4335935111.80,1592639900.00,1853421251.04,0,1439848200.00,876600561.44,1563361300.00,0,2804331978.90,0,4550688757.57,0,0,0,0,0.0
33,归属于母公司所有者的综合收益总额,5825859935.31,4423768886.11,3067429459.04,1983962545.16,2645126587.25,2179964193.10,1184243906.38,1005846185.46,4141542088.56,3790069745.68,2269614886.65,1256125601.40,4205254713.47,2946031230.08,945647786.36,285529904.43,10220973900.40,6089445657.16,4316279064.10,1586673400.00,1833736870.92,0,1427089100.00,865689038.27,1556651600.00,0,2790877867.11,0,4546630500.36,0,0,0,0,0.0
34,归属于少数股东的综合收益总额,23560492.16,29822053.87,19455992.60,9765992.84,44610075.47,33899151.36,23448019.33,13270149.63,38243543.39,30243758.74,19002809.49,8713435.72,31860425.91,23274777.54,15596955.10,5571098.66,41139676.51,23438256.47,19656047.70,5966500.00,19684380.12,0,12759100.00,10911523.17,6709600.00,0,13454111.79,0,4058257.21,0,0,0,0,0.0
