,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19971231,19961231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,1105128356.15,778525341.11,423617028.26,95273965.84,1537403748.49,1279040433.21,1019854906.74,310452843.26,2663951067.74,1503587185.90,897685573.52,241744071.26,1575020648.98,1007214488.11,608422009.33,301932079.60,2345681368.69,1574461644.80,616938930.41,361411255.47,1564141708.36,819480392.19,492785223.31,327490494.47,1399460247.10,832598457.71,550511336.88,193026019.87,1261497083.96,742711978.88,534717569.67,228466659.84,1335248865.52,966763324.89,697325626.74,153732564.77,823617768.93,488320499.13,362965054.81,193675120.91,966700084.31,399108240.60,280292702.99,76431692.80,851577657.63,722675352.04,608244294.85,147794283.39,677842642.94,506203960.47,349051612.82,133936587.09,950204104.85,633052566.81,417469833.01,204595157.50,822465427.98,553744747.39,353956950.19,198444142.02,658371430.90,429471499.45,298456915.72,153976135.21,548191032.72,353538180.03,247967568.70,147580278.98,373620211.29,231733959.61,163927405.04,99488606.53,222948839.34,123259311.98,458814570.10,215641266.12,808219002.59,318406766.05,801553144.63,745963789.52,787709463.29,0.0
2,营业收入,1105128356.15,778525341.11,423617028.26,95273965.84,1537403748.49,1279040433.21,1019854906.74,310452843.26,2663951067.74,1503587185.90,897685573.52,241744071.26,1575020648.98,1007214488.11,608422009.33,301932079.60,2345681368.69,1574461644.80,616938930.41,361411255.47,1564141708.36,819480392.19,492785223.31,327490494.47,1399460247.10,832598457.71,550511336.88,193026019.87,1261497083.96,742711978.88,534717569.67,228466659.84,1335248865.52,966763324.89,697325626.74,153732564.77,823617768.93,488320499.13,362965054.81,193675120.91,966700084.31,399108240.60,280292702.99,76431692.80,851577657.63,722675352.04,608244294.85,147794283.39,677842642.94,506203960.47,349051612.82,133936587.09,946766285.45,630429586.01,415861581.05,203817353.25,819784617.93,551883220.83,352818009.62,197843738.93,656171690.42,427840714.99,297303326.91,153401299.64,548402351.62,352626633.02,247947560.21,148271547.63,372734296.49,230087373.70,162582999.72,98846083.18,219771123.67,123184114.19,458737131.58,215727854.83,802574434.04,317882579.01,798229599.55,745283321.08,787737723.64,0.0
3,二、营业总成本,1007725280.32,737547555.75,388157607.91,84330929.96,1441010233.35,1214953991.19,971254790.95,306078916.63,2578875730.13,1441069019.71,842863596.36,237912074.19,1544830860.66,995968896.06,604598747.44,301182214.70,2631496628.79,1883713456.07,657758005.03,403217353.35,1636475602.90,805670626.68,478580096.81,321151804.29,1373901598.69,804241512.41,526007364.38,189207657.25,1244034405.31,718594000.12,517120060.67,226371165.53,1267550916.21,912207793.52,668740045.98,148497408.50,795107349.99,484541040.53,349415017.83,185439239.45,945456734.93,390183333.17,272199801.51,78912813.84,853228138.49,704928393.58,593561812.77,133802410.67,681186792.58,510764648.88,344624969.67,131910869.47,926521843.17,620391877.99,409877347.89,202118696.94,791969984.47,536674195.90,343613913.21,195310243.35,644276981.72,422391579.55,292659680.04,150879349.60,535771384.43,346826657.92,243308211.47,144637421.02,364239090.27,225094660.31,159288343.88,96845506.70,213608028.08,117267532.26,453277828.84,235931781.26,752414211.94,306602158.27,741786759.13,691515158.78,751508664.85,0.0
4,营业成本,830031842.63,608866090.92,298557372.62,42923048.11,1221228268.69,1076219962.37,878910289.18,281410552.20,2362548778.63,1325718839.26,767963336.38,212849240.84,1373172834.23,884172833.77,540389304.71,279036483.89,2423992767.23,1751629940.41,603416925.65,366986377.92,1455077443.48,725897090.32,427357070.59,293842343.74,1189977699.55,696243863.06,456339776.05,160406143.51,1089303629.31,622480635.43,451872880.57,191071682.97,1082438186.18,806204088.32,598530589.88,126652619.79,678497856.01,409318991.68,303839403.67,161294855.70,800149644.65,302663594.73,209409284.46,60676018.24,724976405.14,619305768.98,529804934.30,115947312.55,565725060.24,440562219.95,300676696.63,116314111.85,787532992.75,528486633.66,351615465.21,174535224.56,675340520.79,467012777.80,301408630.34,176739632.57,572276243.79,380670406.80,262558962.75,133435972.13,469913252.45,307751936.51,216501109.05,131807544.39,325601149.85,203252055.09,145707275.29,89700055.96,186010286.41,102242272.22,407494612.35,212454797.59,671016018.95,263208055.28,655180663.90,592302559.48,633112031.71,0.0
5,营业税金及附加,19918960.40,6351078.79,3742349.85,1469491.88,32701236.34,27916149.74,23608439.63,2069549.80,68329815.32,32593424.24,21242271.37,3751168.35,22756532.09,15723555.22,4406753.61,1998113.02,81731150.26,53366575.37,16187271.83,13966764.64,74890867.91,16982475.58,7581062.63,4758822.39,26981527.70,14249982.75,10063916.68,2976194.88,23077609.11,16708413.53,10973766.07,4948393.71,52007125.81,36617821.93,29384675.56,2257998.45,30672518.82,25508247.58,19947641.49,7738892.61,47700483.97,18414139.75,13531458.13,1883411.96,34677141.95,31470364.95,28832845.22,4280278.77,21451716.28,13778682.86,11488775.42,2116348.66,20553098.55,11057304.70,6425948.29,2526541.03,16071391.31,9421879.72,5385860.27,2017173.42,3681975.54,2210029.85,1694542.51,1088603.37,4895405.10,2488659.36,1524155.88,398147.96,3090174.14,1391347.47,1067894.63,791866.52,2801741.73,1576888.12,1799261.14,58748.51,1907947.89,672279.63,1168992.02,873415.68,763439.63,0.0
6,销售费用,10311223.00,6891236.95,5102104.37,2186491.66,18183680.23,12234475.81,9135210.27,3932895.47,27411303.70,15559113.25,9520337.96,6529846.71,21161600.57,16722770.39,10482621.60,4720022.48,25093034.96,14582658.77,9263799.76,4033349.06,26754904.24,17460403.95,12905240.61,5803225.83,32162175.10,18761436.42,12283867.77,4686489.25,31269351.00,17972089.97,11979560.58,5633506.46,33036612.37,18863247.01,11866706.03,6675680.00,30502147.91,19479844.24,12696313.85,6815678.49,38776274.85,31095401.79,24549173.43,5041884.85,32696885.36,19923164.03,11757808.98,4795647.61,44025901.73,29354504.77,18688066.00,8656197.81,57766782.75,42194898.48,29092097.88,15190535.18,53629065.93,34619760.28,22768334.18,9459108.85,45853024.56,24749284.02,18381308.16,11508853.45,41504118.94,24527524.77,17323939.47,9537565.54,25154551.24,17403456.84,10652252.29,4193554.20,23651680.02,10161837.75,36775860.83,20659634.89,43670037.28,24845880.46,44557186.70,40569136.13,44285154.72,0.0
7,管理费用,36662659.55,26540580.11,20519270.68,9935314.33,44790315.92,25228473.00,26495215.45,12634546.56,70959371.43,43753254.56,27609097.25,13454303.32,61402738.91,40172934.75,25930091.66,11817409.46,61439584.75,39478462.27,26101065.98,13647992.25,57162371.28,34533593.58,23246430.58,10373397.02,81071975.07,47310754.41,29063929.02,14329433.69,62687315.80,40207060.99,23474764.17,12045492.72,58750576.95,35772648.88,22490581.06,10825547.38,47720362.80,31833122.79,20884186.73,10203836.75,43473280.38,29279732.78,17892367.46,8449330.86,40638203.19,25224459.30,16021224.53,6588183.00,31945584.77,18931372.88,11038937.11,8021358.22,47478266.39,31258087.96,18543075.38,8913274.44,39236893.33,21606735.32,11646172.73,5674761.35,17591224.57,11717552.45,8380643.30,4200204.81,21489584.01,14153091.06,9319308.24,3543655.43,10078638.76,1874175.31,1196133.88,1874488.97,9482150.28,9269736.50,20783462.66,14234514.87,30771749.76,15999585.07,28193367.10,32791901.34,30220799.94,0.0
8,财务费用,77720121.94,62272220.09,38592939.30,18409527.29,71497007.63,52106318.48,33701861.49,14356027.29,40685694.91,27603742.18,13902290.91,8205367.23,39535512.03,30639393.63,21550312.91,2558089.82,38750157.90,10333629.68,4087290.18,827536.95,9309739.95,7703021.93,5000925.89,1397620.88,31140317.61,20419580.30,13068029.47,4688584.48,19163590.03,15139203.26,13583958.36,6324746.44,18321724.35,11727777.14,7744761.86,1809406.33,11090592.03,6096972.56,3558248.88,1130905.32,-5603008.14,5784377.01,4203347.31,1788668.25,13743003.27,10027149.44,7123358.13,2105401.47,17630386.45,12488527.31,8992103.05,4235309.05,13190702.73,7394953.19,4200761.13,953121.73,7692113.11,4013042.78,2404915.69,1419567.16,4874513.26,3044306.43,1644223.32,645715.84,-2030976.07,-2094553.78,-1360301.17,-649492.30,314576.28,1173625.60,664787.79,285541.05,-8337830.36,-5983202.33,-13060243.42,-11475914.60,3887670.36,1876357.83,12686549.41,24978146.15,43127238.85,0.0
