,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19960630,19951231,19950630,19941231,19940630,19931231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,86803376390.13,62975586846.48,42335767305.41,21755299135.68,81858054493.23,53354576341.71,33046881928.68,15784658438.53,62215950458.56,40199055915.26,26099940251.29,12224921603.66,40531123500.93,23822317957.58,11710253508.19,90353490.67,458063353.60,331793893.65,209671336.10,97381446.19,509055702.64,376265655.59,241273996.55,116038533.86,533058587.93,374826817.51,229714230.27,110840382.43,457288568.49,334894724.02,212181685.06,100921469.78,433686988.99,323399216.32,218854679.75,104714706.33,402162769.87,286491230.86,179792192.28,100211088.21,339365609.55,269702556.53,161063587.52,78326494.90,279719231.71,199844639.79,132335971.01,75838015.21,380575335.57,281774528.18,175057512.87,88508387.10,371415225.03,265666705.06,173888285.49,91774597.03,436625954.26,329738490.89,207522133.94,108573374.10,371783273.40,309288744.35,204148089.50,100510150.64,997891873.14,707422444.46,342427532.20,159563931.45,692903926.64,473951814.83,310483691.40,148724838.78,1249512946.18,693960023.58,418065990.08,194056851.59,614416915.55,315060526.76,596921868.13,277413851.18,666692566.29,381784673.17,567316725.61,397200664.06,613020502.36,326811700.00,655861248.13,324774400.00,777023482.89,0.0
2,营业收入,86803376390.13,62975586846.48,42335767305.41,21755299135.68,81858054493.23,53354576341.71,33046881928.68,15784658438.53,62215950458.56,40199055915.26,26099940251.29,12224921603.66,40531123500.93,23822317957.58,11710253508.19,90353490.67,458063353.60,331793893.65,209671336.10,97381446.19,509055702.64,376265655.59,241273996.55,116038533.86,533058587.93,374826817.51,229714230.27,110840382.43,457288568.49,334894724.02,212181685.06,100921469.78,433686988.99,323399216.32,218854679.75,104714706.33,402162769.87,286491230.86,179792192.28,100211088.21,339365609.55,269702556.53,161063587.52,78326494.90,279719231.71,199844639.79,132335971.01,75838015.21,380575335.57,281774528.18,175057512.87,88508387.10,371415225.03,265666705.06,173888285.49,91774597.03,430220588.36,328243474.10,206233341.10,107732293.50,369662712.74,309619773.35,203848681.32,100549476.33,1002495718.20,705400102.62,341183820.10,157887837.43,690556243.68,472557718.56,309290496.63,148321036.30,1247674900.38,693087007.14,415887077.41,193218431.92,608704201.54,310766516.58,591102586.86,275699586.33,657362959.69,378077789.08,559136847.01,395031921.67,600445676.52,322978700.00,640568699.22,317526800.00,770646673.24,0.0
3,二、营业总成本,85997595394.26,62485643504.65,41885018456.83,21556679256.99,81324595275.36,53037234646.38,32779216142.66,15656140889.69,61583412671.05,39684728077.94,25799643718.17,12127459197.09,40334979777.57,23696576837.16,11660915435.22,97250763.39,480133437.88,345976935.31,224945633.92,106986280.94,511935509.51,379736705.77,246279404.82,117446745.97,511374312.47,372902817.59,229310569.42,111998375.44,456583351.57,334061418.79,213358238.24,101207947.95,429465437.86,318941900.13,213373253.68,100621838.89,391174793.79,291622177.33,179327128.98,100939481.08,370937840.37,273063074.38,168586061.91,79016748.61,467007774.87,214105466.68,140102336.63,77846482.07,572519324.83,302748046.07,192006785.81,95801783.25,503362051.59,300488330.25,202110612.58,104826985.40,619333532.84,386500754.65,250647582.26,124374078.00,717946546.07,503977633.67,370888960.37,133495418.80,984690271.01,731825793.51,371047732.10,174110373.34,779061394.14,526698589.55,344460649.24,167780030.02,1208615080.26,671608294.77,411259834.18,185348936.95,637536075.00,321411006.08,1099618459.05,335756684.52,762589548.76,0,556430833.88,0,621337538.04,0,623260813.50,0,696671843.96,0.0
4,营业成本,83316650862.54,60501769448.49,40677753815.57,20955685241.54,78561585904.99,50978394255.41,31477992040.01,15051271021.43,59290822747.85,38155937963.76,24721968173.09,11542747542.51,38554241329.19,22555506266.52,11053543881.81,80107612.26,409062925.80,297542282.71,188666553.26,87803315.40,445502232.55,332679594.46,213935714.85,101656355.45,469488474.28,328164423.28,199598996.67,96594856.14,396785898.71,290811085.77,184063259.80,88017185.41,368483259.33,269261938.88,183348255.13,86091371.13,335751191.96,233250592.85,146200666.96,84628403.90,279829185.68,215442830.56,132084874.93,64774468.85,254457757.05,177242067.85,115523385.61,65636365.95,342838893.59,245144655.75,153993801.27,78653123.83,335603372.72,234096593.95,160229991.21,82235065.82,420700927.56,311074032.14,197601364.25,97486679.78,444160296.77,307672510.40,201958665.64,101493632.43,845915151.42,632175039.16,309094826.75,143701256.34,626900641.12,426630712.98,278583981.35,130419170.06,1058485194.58,614191248.19,365587159.99,159845295.25,515525665.39,268936269.01,583503232.19,262268059.95,622641632.56,0,478338453.60,0,551448196.14,0,556459513.72,0,631272048.67,0.0
5,营业税金及附加,82483190.11,54462653.72,31590524.59,15245060.06,81953570.68,57304379.91,39807922.32,17567946.64,90175311.14,41400509.66,23674737.34,10020714.94,67896934.66,14799370.83,8511021.05,247311.15,1945818.76,1072876.42,660152.52,288309.73,2172346.56,1506440.93,1117262.50,600107.28,1899985.76,1366371.89,919836.12,421027.63,2004908.23,1402316.71,835264.31,336520.56,1992568.75,1435758.18,771614.52,446827.59,1154219.07,772339.76,530529.73,331560.71,794857.32,5623761.07,434231.16,233925.40,688922.30,515468.11,0,145215.65,725002.11,550985.70,409997.36,297551.09,582075.51,297571.08,242581.39,128011.24,2339202.09,462166.60,297994.56,165126.41,594003.75,-531407.69,-680868.00,-1086162.47,9703152.46,8219197.92,1552442.76,839443.94,2342948.17,1349393.40,884788.72,546347.72,11205811.45,1641590.47,1330909.49,-272410.60,8503395.14,3996174.20,5819102.35,2372954.61,4271167.41,0,4968558.85,0,4287556.83,0,7385447.40,0,14869588.03,0.0
6,销售费用,1698215203.52,1181143291.95,756116290.96,345802700.94,1633915868.48,1105185945.97,725006640.12,343449516.17,1612968660.32,1107423802.52,723693744.93,337007460.09,1177764768.70,734726912.57,359452508.29,4013062.14,21453421.67,15574018.67,10934660.14,5498101.07,26310837.57,19406844.92,13170610.80,6813620.73,25108759.56,18363886.26,11810330.26,5569550.09,26418021.11,19125027.06,12881266.44,5632966.38,24969600.73,20016886.83,13595925.30,7136985.19,26139640.86,20063166.37,11595027.99,5716006.07,23563627.50,18259446.55,10864203.95,4552839.49,12015647.99,5038225.95,2887779.25,1171871.90,9926660.68,6284196.78,4677017.61,2303169.49,12030433.80,8917806.12,6618207.79,5202608.50,58625815.20,14124592.13,9922778.66,4010973.30,30521203.16,20420008.31,15902055.86,7326565.29,26494058.25,19144169.52,11136318.08,5006749.59,30193623.79,24519990.93,15280996.38,8677806.06,33583132.19,14108843.26,11091405.74,5864176.49,16150699.99,8395000.24,19569068.66,7936455.72,20965628.88,0,19866094.62,0,13633611.88,0,7210183.64,0,4381204.59,0.0
7,管理费用,264454079.15,173973968.13,110422308.35,61701979.50,259433119.44,158334838.09,147309014.16,82117127.82,367663898.79,256410919.95,157450741.76,70158808.07,292592064.40,192458954.49,103376931.79,9377724.95,45579568.14,27365112.95,19857122.44,8775611.24,36966582.72,25873138.36,17837859.73,8196225.50,32286156.08,24057821.15,16266596.54,9086581.39,30701182.50,22961414.42,15701483.43,7373266.48,34382926.18,28478309.67,15512968.75,6902392.46,32483261.88,37404390.79,20875413.64,6337543.30,33151988.94,20138010.77,12045301.72,5757900.46,33439301.89,18873448.54,13036862.16,6681731.16,29438927.81,25022299.79,15964434.96,9264206.12,39491469.91,23799837.24,15973636.01,9891239.93,93467568.86,32433436.24,23571954.54,13099204.51,199014640.53,147613780.31,134402426.49,14805809.37,62682272.28,42377847.61,28265824.30,14153076.66,75924755.39,44856731.24,29451516.27,16623057.27,70219623.52,28784063.75,19472090.47,-132938.21,51462823.82,14528328.75,281962501.32,20079481.64,53337500.88,0,38450788.85,0,36739185.73,0,41550722.26,0,39164351.93,0.0
8,财务费用,490287007.09,494300464.13,263849367.10,58805629.67,674283209.44,532518742.24,290910608.91,45507831.62,243584256.74,120649733.21,127886205.41,72460113.30,416764225.02,249788958.22,158348743.36,3408599.19,-211125.52,162136.43,168448.79,85612.19,509711.73,276568.02,223837.86,180437.01,395189.10,830219.74,594714.56,326360.19,129492.19,-246885.89,-171496.46,-151990.88,215091.01,37346.20,146055.57,133267.28,409446.16,164011.56,54545.46,3925967.10,27803472.90,14732848.28,7909066.90,3697614.41,50933838.91,12436256.23,8654309.61,4211297.41,21180437.38,14413408.05,9679034.61,4983732.72,47650682.75,33376521.86,19046196.18,7370059.91,44200019.13,28406527.54,19253490.25,9612094.00,43656401.86,28802742.34,19306680.38,10955574.18,39895636.60,29909539.30,20998320.21,10409846.81,43699425.67,29341761.00,20259366.52,11513648.91,35121318.52,12882549.10,13778268.49,20044814.02,45893490.66,25555233.88,87087512.23,43099732.60,61373619.03,0,14806937.96,0,15228987.46,0,10654946.48,0,13964192.01,0.0
