,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010930,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19960630,19951231,19941231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,684441835.35,621287825.19,416976244.01,2637585197.66,1981982300.60,1479560025.68,827775004.49,2198618602.41,1051132496.03,614536185.00,359287136.47,1150093283.48,637770697.96,423273525.38,169065420.78,879894002.28,661893699.89,443938464.79,178835232.51,824599862.16,619007722.21,420006074.24,174436713.53,811123424.45,606815173.46,399113234.62,168636483.50,739194260.49,535428682.58,346821908.45,144930335.67,934718361.11,677348044.01,454286214.44,209663319.77,878376003.42,642404001.58,428384621.13,184255955.14,831350666.88,630836341.01,452717676.30,262162697.62,1454610906.44,1154822896.27,819672933.82,417047930.62,1697186968.06,1234456777.79,821886463.25,359346627.17,1813077003.49,1317746008.58,869983683.48,407975933.82,2104565148.65,1609260952.84,1147790928.87,546701237.72,2318159138.18,1712343029.37,1134091727.52,520911839.80,1801801880.58,1259371740.02,808795795.73,357107962.65,1270539229.82,919725227.32,592793112.20,268893457.12,280416696.67,208313817.41,107093660.90,405288365.18,332362290.74,1309259357.33,680562306.77,3358512893.21,2118267424.17,7048415174.87,2791190438.58,3484391132.40,1098849362.92,1392767782.46,798119196.46,0.0
2,营业收入,684441835.35,621287825.19,416976244.01,2637585197.66,1981982300.60,1479560025.68,827775004.49,2198618602.41,1051132496.03,614536185.00,359287136.47,1150093283.48,637770697.96,423273525.38,169065420.78,879894002.28,661893699.89,443938464.79,178835232.51,824599862.16,619007722.21,420006074.24,174436713.53,811123424.45,606815173.46,399113234.62,168636483.50,739194260.49,535428682.58,346821908.45,144930335.67,934718361.11,677348044.01,454286214.44,209663319.77,878376003.42,642404001.58,428384621.13,184255955.14,789846716.16,630836341.01,452717676.30,262162697.62,1454610906.44,1154822896.27,819672933.82,417047930.62,1697186968.06,1234456777.79,821886463.25,359346627.17,1785633976.22,1297848208.73,857613252.36,402600561.54,2080397288.53,1594825612.39,1136815148.97,542798648.94,2291422040.78,1696361420.10,1123908975.55,517993275.40,1782530959.42,1246203077.88,800068709.55,352987894.22,1256899528.43,910892419.54,588247837.52,267572084.62,273169852.61,202809750.37,104302602.03,399992333.92,329139846.36,1307759463.83,679269305.25,3355018161.95,2117248246.19,7046439468.61,2790347527.30,3482254221.03,1097794398.02,1388517961.66,795807414.46,0.0
3,二、营业总成本,864813631.37,729387876.32,464118918.60,3393008662.50,2220622072.22,1614201719.68,843010408.13,2217168956.25,1085007200.49,634267273.94,361375130.97,1142092271.69,637023246.39,423546839.66,174944353.68,860468052.47,642970581.27,432737505.49,178115327.40,792279216.60,600157654.75,406183984.83,170745079.73,781260279.87,586775414.65,384916132.66,165452744.71,705237252.37,517791396.20,334230729.15,142614496.89,876645245.36,628597510.16,435598723.39,201648040.87,851938171.23,627576714.29,422397350.05,183311865.94,817786814.87,641312828.19,464002151.25,270284997.52,1560634201.36,1198034728.73,865585504.36,438074202.41,1702169177.71,1231087262.69,820524917.66,363086126.57,1801494124.35,1305438938.30,866066871.03,406336138.62,2063570416.78,1578050806.09,1125456138.74,533056576.02,2262579138.00,1677329822.76,1112475962.38,508946895.46,1756216355.11,1226488394.55,785023397.94,345910463.54,1232894635.16,890070351.12,574341727.55,260010759.31,309648723.76,241124435.31,128757922.59,470286870.30,394995236.23,2273836006.23,1212331337.67,3864157301.61,2105133678.69,6983096402.17,0,3413933229.86,0,1351125431.79,765213490.60,0.0
4,营业成本,674354144.44,596532701.60,392645719.42,2559498172.75,1889525247.91,1421126404.13,790817983.59,1988003803.12,939316228.88,539364163.70,318628521.35,997284858.86,554965104.19,367201758.28,143330617.90,764796301.49,576917194.54,390879605.77,159086087.56,703053225.89,533769522.61,361712799.88,148683638.08,687660770.03,517234572.25,338733413.23,142658056.12,621719470.48,456513336.31,294600121.64,124197563.47,794177286.36,585119846.39,389440510.87,181152686.91,754952416.43,565798039.70,381601542.70,163427194.04,699569208.70,568964762.20,416033565.57,243403292.63,1359846881.37,1090151195.09,788592415.94,399006396.38,1594373519.98,1162074413.99,776912566.96,342786128.95,1709540989.27,1239179730.96,821284919.57,385964494.36,1973960188.26,1514430550.33,1080913647.09,511979499.12,2174315640.61,1613576727.75,1069175351.21,489514801.49,1687583372.90,1177506983.54,754449845.14,332581126.93,1181991385.90,858683759.53,554343040.10,251056482.17,263312580.93,197370202.37,102576697.90,405684173.86,329502797.34,1306799280.56,678756976.27,3605644162.84,2027724355.69,6849317553.44,0,3342035955.96,0,1308773616.01,743445840.10,0.0
5,营业税金及附加,3772967.29,3326038.79,1649896.53,5186317.86,3306596.43,2084766.28,976477.08,6580657.54,4977485.18,3849916.57,2193571.12,7021947.11,1362123.81,980586.17,726674.43,4269564.69,3232943.09,2470998.27,1055321.52,4289360.74,3013789.99,1921888.59,649232.56,5089234.42,3789350.65,2689781.17,1190756.29,3994647.10,2621779.31,1620918.29,597808.48,5328973.17,3221474.92,2084702.22,868676.95,5593430.36,3421288.90,2295992.56,1114422.66,3809827.56,2066589.98,1402356.33,543029.33,2062127.24,1309466.56,815143.41,216387.42,3158391.50,1278872.69,659114.32,155981.96,1829803.02,593537.45,292852.11,170973.28,2126896.09,1236056.10,871931.28,454474.65,2250821.49,1410279.35,895649.86,446748.17,1273022.94,847886.90,581501.25,363552.15,1268944.20,756326.43,491760.41,351831.41,195157.71,171537.96,66767.26,1455429.97,675898.84,3388660.49,1117177.53,4048125.53,1889393.44,1959697.58,0,498722.14,0,693819.67,372445.52,0.0
6,销售费用,20905336.80,15193135.99,8258297.89,198914765.10,152327991.42,93208554.85,23478143.57,56588850.24,31664157.56,19399252.04,4470546.24,47961432.24,35372279.23,24805312.69,12638016.18,54043010.55,38131592.40,23166203.44,10090986.10,47178330.11,35994155.61,23547932.34,11163317.90,49137232.48,37212286.73,24274427.38,12337958.33,42705237.18,31372681.32,20071605.96,9856186.70,46718486.65,32838320.34,21201808.33,10585260.95,40535335.22,28883328.52,18668553.29,8842516.37,55037158.07,42946659.01,31038073.77,17970203.46,89084724.37,67117481.72,45518329.59,21972853.59,60910013.99,37732245.61,24307975.12,11685276.19,50266737.69,35654829.57,23021966.50,11848790.41,52072747.23,37121286.54,25109680.46,11432965.97,47414286.64,34462942.33,22385596.99,10254409.13,30234888.09,21030812.22,12505671.11,4924772.44,16369130.13,12029301.25,7906495.88,3184182.13,13229719.63,13848621.67,6726206.22,23051216.89,17644630.36,56190993.55,23560630.20,71653113.80,32504595.19,69919041.06,0,28536278.78,0,18357934.70,19527501.04,0.0
7,管理费用,53288877.87,37198455.69,17790290.51,93611260.01,63606706.93,62506192.47,26723259.37,126283270.90,90561677.14,59893864.23,30347592.72,74515733.12,39110953.13,24428072.16,12749993.51,37586889.16,25014500.94,16150197.51,7936220.09,37367647.42,27724666.91,19088939.14,10527679.69,39229137.69,29162603.69,19263450.93,9639942.93,40134280.91,28611311.37,19028708.68,9252154.18,43264078.31,32464111.64,23212408.28,9145036.80,43918595.24,29437720.99,19698266.28,9970769.68,48923878.28,34764853.82,22783936.06,10830523.02,48212345.67,36245991.72,25998186.10,14666793.30,34559391.51,23805824.91,15599959.29,7424084.69,30161805.34,19677086.23,13199212.28,8430128.03,32694984.33,24249230.58,17152865.52,8445676.74,35311203.99,25041822.20,17573458.46,7546002.45,34487803.02,25076221.56,16407213.38,7585208.02,32951030.13,18312827.31,11461081.78,5460774.32,31579858.06,29449226.27,18973268.95,55400292.80,33414860.42,530993564.96,302402589.71,55473871.20,21865433.61,47902634.76,0,20872335.20,0,16898786.21,9940748.90,0.0
8,财务费用,54862148.33,35513468.38,19509141.02,75746160.77,58267118.14,30981253.95,1383776.13,29987150.81,20072541.94,12857191.06,5149832.34,9752091.79,980872.70,549828.05,122267.13,746354.38,601641.39,384340.04,-23274.53,239882.03,379203.85,378777.81,48567.75,-111974.89,-10817.51,-5894.57,-201814.46,-1896842.56,-1328876.64,-1130362.54,-1152886.90,-1426117.08,-515185.31,58054.74,-97386.94,9482.11,111181.51,65101.49,-20509.49,-2620199.78,-2382423.59,-1936513.43,-1320143.41,649464.88,3214365.25,4399834.73,3091326.23,4701788.69,6983938.33,3785383.13,1156610.83,9694789.03,10333754.09,8267920.57,-78247.46,2715600.87,1013682.54,1408014.39,743959.54,3287185.27,2838051.13,2445905.86,1184934.22,2637268.16,2026490.33,1079167.06,455804.00,314144.80,288136.60,139349.38,-42510.72,1331407.43,284847.04,414982.26,3125795.01,13757049.27,347945528.11,139087677.16,127338028.24,21149900.76,13997475.33,0,21989937.78,0,6401275.20,-8073044.96,0.0
