,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100630,20091231,20081231,20080630,20071231,20070630,20061231,20060630,20051231,20050630,20041231,20040630,20031231,20030630,20021231,20011231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业收入,3680544587.40,2987334293.31,2076443332.46,1332414060.86,2237341729.03,1626557705.82,1143222664.85,563325386.63,3169944961.76,2243003506.82,1425041690.43,663273986.06,3406329331.96,2584733124.37,1698567707.39,917085752.44,5640878792.18,4096395039.41,3015296001.91,1093795941.51,1938470480.53,1114126203.07,550014879.04,282295948.04,1128672299.16,869766272.75,565682836.11,353577152.74,792940460.18,623700216.90,418694723.90,209165829.95,1032792520.97,872862307.94,647987484.23,443452825.00,1536421817.92,667420567.86,1743799436.58,1024075690.56,1034969390.30,2638229263.32,1428116394.16,1324150774.03,337363869.24,178175014.38,82212695.27,220551364.47,159210706.56,186521518.56,92208134.52,134618030.19,262945520.62,0.0
2,手续费及佣金净收入,1258670570.85,962101914.87,666523774.86,383580305.99,939056701.52,716038359.55,523243552.75,281042530.58,1546760280.90,1084318216.54,670385563.21,370223491.96,2002797897.39,1384966332.41,979448905.04,525752774.26,3572698208.98,2725231179.76,1792496083.00,580563015.22,1189419888.71,660126949.46,341159648.42,190449134.16,737201005.03,548654870.12,340434844.62,177934957.88,494662915.05,0,0,140549328.55,772927987.54,0,436123102.95,255788122.35,1272429892.74,514634638.65,1502730595.92,858318628.82,553069973.20,1646006751.60,803795233.49,338909172.70,100142814.28,82313103.58,36990500.77,106291425.53,72138189.30,82865266.59,41977844.01,83283129.32,148343438.74,0.0
3,代理买卖证券业务净收入,658688926.60,562393090.14,412607253.80,220349008.11,500656509.30,425925746.16,310599814.38,151626951.83,696494704.74,545968908.38,348475961.31,187584333.71,937322779.48,733065213.51,509984360.17,269548916.78,2716381883.08,2216619731.87,1617574437.79,493362896.43,951187604.68,527382842.28,280007772.37,161860252.20,687522978.47,491940957.38,303822297.00,166036287.37,448836472.24,0,0,133925936.85,661962842.67,0,404201772.68,222988456.75,1096067730.63,491624766.46,1448731665.94,837309007.14,0,1513956752.74,0,0,0,0,0,0,0,0,0,0,0,0.0
4,证券承销业务净收入,317523519.60,241771727.88,165611340.76,116702993.60,212667936.13,153688571.35,115463622.96,74582729.35,595799242.43,365046067.22,207308912.81,128798293.65,864376106.16,547897478.52,396250646.81,217788705.83,712554432.97,423072408.28,137304106.90,77378026.79,201085367.66,108326062.38,46835127.72,21452513.12,35235838.35,5261920.00,38000.00,18000.00,16660000.00,0,0,0,72675000.00,0,15918000.00,23590000.00,139210787.00,14780787.00,36458000.00,810000.00,30000.00,853972.48,293972.48,693000.00,693000.00,118677.44,118677.44,8062835.73,7902835.73,5544610.70,190000.00,653440.00,2813090.00,0.0
5,受托客户资产管理业务净收入,22349320.91,19722541.91,15386611.22,8084822.53,55658599.35,47180024.62,33293638.29,19779147.98,104988495.95,67489521.95,48778704.84,52685968.04,104997294.43,40888326.87,24490022.63,13301082.84,53263949.40,81712831.62,34517274.81,8154137.99,25814627.01,22086846.18,13456371.90,6703951.46,11382528.94,7751430.42,3277854.45,1397753.01,3028025.87,0,0,726147.38,4689365.76,0,2739216.07,1127764.94,4355270.79,586709.59,0,10294480.24,9826000.24,112349090.51,32795225.17,123810089.04,9238301.99,14474221.48,8330017.09,4854439.92,4854439.92,0,0,0,0,0.0
6,利息净收入,225092700.05,162909149.63,101613902.69,31331221.23,-36571915.80,-9499797.50,4645908.86,36869012.42,375796113.87,370075093.49,300330264.23,156693625.98,396268038.49,312224299.45,210354055.31,121306127.35,743717927.17,566346386.68,362415739.51,106605178.72,319470859.04,224261580.02,142097338.13,76175464.30,234239734.90,162841875.30,103417656.21,56351133.18,232631054.01,0,0,59787499.66,178692407.65,0,74385534.58,35513037.64,125922055.76,60933278.54,115289805.47,100043610.26,51550411.11,95874998.08,-23405521.94,-13600200.16,-5352421.73,-10110212.61,-4953835.95,-16247851.66,-8476530.69,-18594463.10,-10512985.02,-19358152.06,-43855189.41,0.0
7,其中:利息收入,840959705.20,642081646.81,431069106.60,208215010.66,797770821.04,661491676.95,461761866.23,0,1246006945.64,0,697586160.16,0,1197870488.95,0,616415813.79,0,1573446004.20,0,714647301.37,0,475405534.04,0,175941710.40,0,273249940.94,0,119190852.38,0,257350263.18,0,0,0,218276767.80,0,0,0,162702162.43,0,146364175.68,147958499.49,51550411.11,158993174.84,64939838.01,36622402.67,13500941.92,26423817.70,12433201.07,34215148.48,18212171.71,47871601.87,24249191.85,61101518.80,92408225.68,0.0
8,利息支出,615867005.15,479172497.18,329455203.91,176883789.43,834342736.84,670991474.45,457115957.37,0,870210831.77,0,397255895.93,0,801602450.46,0,406061758.48,0,829728077.03,0,352231561.86,0,155934675.00,0,33844372.27,0,39010206.04,0,15773196.17,0,24719209.17,0,0,0,39584360.15,0,0,0,36780106.67,0,31074370.21,47914889.23,0,63118176.76,24281299.72,15081849.72,5784088.40,10281323.72,5124947.06,17659980.10,9434012.19,21333439.56,11675500.43,21151316.76,54131816.54,0.0
