,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20051231,20041231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,1166237543.76,850213495.92,502663499.02,187927447.05,977878550.06,700357811.96,423396701.00,145774417.64,900219675.70,660105951.24,404272275.02,146580230.80,777888772.22,543912794.53,323523454.89,112578627.67,684202182.28,493009206.13,291934964.22,105749336.53,845393755.95,624658031.62,404244267.98,156998334.02,893426787.26,649750806.69,395803305.87,161451882.32,884542932.49,649622272.57,407573859.03,151756262.30,910430704.76,673911094.79,422406006.02,141587509.42,1001684608.16,684295578.55,420634777.91,155513505.42,976233940.06,671123979.47,385857284.18,123201519.06,863525681.11,626399870.96,379500520.87,140568760.92,904252337.06,606799817.38,357369478.37,142978013.12,796902690.14,555749068.63,332049378.38,746339322.72,718363287.13,0.0
2,营业收入,1166237543.76,850213495.92,502663499.02,187927447.05,977878550.06,700357811.96,423396701.00,145774417.64,900219675.70,660105951.24,404272275.02,146580230.80,777888772.22,543912794.53,323523454.89,112578627.67,684202182.28,493009206.13,291934964.22,105749336.53,845393755.95,624658031.62,404244267.98,156998334.02,893426787.26,649750806.69,395803305.87,161451882.32,884542932.49,649622272.57,407573859.03,151756262.30,910430704.76,673911094.79,422406006.02,141587509.42,1001684608.16,684295578.55,420634777.91,155513505.42,976233940.06,671123979.47,385857284.18,123201519.06,863525681.11,626399870.96,379500520.87,140568760.92,904252337.06,606799817.38,357369478.37,142978013.12,796902690.14,555749068.63,332049378.38,746339322.72,718363287.13,0.0
3,二、营业总成本,1117426359.91,813662966.81,487318293.06,199665802.33,980833110.52,694674753.05,431446475.78,159372723.08,904569494.11,648667352.78,402589410.65,158802993.69,796939558.74,550364235.43,332447444.42,127407757.60,725402554.42,508967338.99,310917680.07,128391224.21,861026184.33,624343421.41,407386507.43,174381658.01,985690824.38,684926863.75,428884401.76,190216269.23,1114274039.46,785124089.19,504112763.87,205767853.68,1105720855.24,777083231.86,490610900.80,185110190.64,999601865.12,671057881.99,415557873.14,167955257.55,974287912.26,679084747.07,402909955.48,146203440.50,833358543.88,587129415.96,353091172.30,137068865.09,842825122.20,568702370.96,333659564.31,143714849.55,720475927.83,502862303.10,306314186.76,675423391.81,628682512.69,0.0
4,营业成本,759233315.60,556815140.27,325342933.75,125080028.50,638953569.92,460166704.95,275524678.76,95692802.94,588650213.04,431421069.20,259521763.09,99212778.91,505192734.88,356176823.08,207267279.93,73197057.87,460750667.47,328374964.12,192729390.24,72275239.20,584809427.48,432719736.78,283797514.42,119380545.07,635257481.99,453636976.34,275760259.06,116344466.60,635160674.40,484957698.49,302464918.02,121046632.66,709854842.58,521609912.69,333262809.88,116609404.23,703034505.26,468294681.94,284510552.06,105632407.18,692910429.03,483895492.41,286066195.78,93361712.39,569074940.53,407083897.19,245092152.57,93166846.24,607405048.27,408861196.48,236878585.42,99970383.85,501966988.21,344467795.00,208135100.06,476976429.13,432716891.98,0.0
5,营业税金及附加,16143727.48,11993879.99,7469509.85,3017068.93,17935901.24,13237216.20,8180417.88,3087559.14,17121085.92,12596590.02,8167033.21,3456559.21,18310711.60,6007766.31,3655496.77,1555186.98,8652034.50,5901057.88,3752971.42,1634684.08,6842223.10,4773083.37,3155571.60,1218230.87,8731612.70,6809899.58,4222077.69,1751024.40,6461273.21,4500736.84,2267560.34,923254.15,3996422.16,2903317.93,2078597.02,671897.65,2476530.17,923167.85,569544.37,221879.53,1403237.17,968925.18,602094.73,193859.49,1565016.39,1211928.49,655665.10,234734.12,1511250.83,1086348.37,659274.43,309684.59,1373909.06,989125.68,605827.35,1310081.45,1249272.55,0.0
6,销售费用,199733584.82,140776605.19,88215955.73,38758681.34,177760552.58,121922402.78,77233642.01,35661458.57,160678920.37,109208519.65,67601267.33,29064927.77,142117216.04,95379711.37,59815664.36,26670479.65,123273549.07,88890470.30,57126607.86,29062829.39,148484239.01,107988125.12,69088102.86,27720462.18,190664890.44,133463158.75,87329910.32,41225768.38,289850333.57,202753482.69,136215533.00,57622289.07,273198048.50,193101757.75,113935260.62,49011060.43,210802565.88,153543787.48,96154643.78,46590121.46,222523829.79,163548136.38,94013942.91,40902388.91,210348175.62,154729079.95,94765353.09,42312164.48,197533743.54,130031518.93,75814101.53,34066233.37,178180025.21,125770773.36,75338394.66,160809113.75,151432044.94,0.0
7,管理费用,87229846.82,62976209.09,39269616.08,19610194.78,70710522.31,46128363.33,34001125.69,15534807.95,81329066.12,54048539.06,35758176.51,17395483.97,63037483.73,50039727.76,30510195.42,14507647.71,58621882.93,39615424.38,24518425.05,11935335.86,52081608.43,41378268.83,27207330.30,12010320.18,66165810.86,39688653.53,25540563.66,14510821.17,58879454.33,36664777.50,24102668.43,10887763.18,50378384.65,31036114.66,22072395.49,12422139.31,51788235.73,27778225.72,17902580.02,8871208.62,37175591.00,17508879.53,11491722.36,5316309.28,28312391.62,17012770.92,12646482.64,6822398.00,23880366.59,16874610.80,11122133.43,5750570.70,21601405.11,16614294.60,10840267.80,22600729.04,21287928.40,0.0
8,财务费用,45356690.29,34771257.57,23077400.38,11533002.66,40562633.16,28082377.97,18523327.12,9396094.48,39775687.08,30253886.06,20402421.72,9673243.83,45687085.98,34429705.02,22868306.05,11477385.39,52568901.27,39577340.45,26182203.64,13483135.68,53540947.39,39123759.20,25777540.14,13975146.21,64692695.93,46478004.34,31215446.45,16384188.68,62423323.03,49237386.04,32052076.45,15287914.62,33852890.21,20746545.76,13292394.72,6395689.02,24902534.51,17447120.68,13349654.59,6673092.76,17014515.18,12950657.53,10523343.66,6429170.43,11483235.49,2679669.05,-4282915.46,-5572742.75,3920316.03,8634957.17,6271730.29,3730890.72,13242378.66,11136014.68,8680658.11,10408115.33,11626978.55,0.0
9,研发费用,9729194.90,6329874.70,3942877.27,1666826.12,10206500.60,7154403.50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
10,资产减值损失,0,0,0,0,24703430.71,17983284.32,17983284.32,0,17014521.58,11138748.79,11138748.79,0,22594326.51,8330501.89,8330501.89,0,21535519.18,6608081.86,6608081.86,0,15267738.92,-1639551.89,-1639551.89,76953.50,20178332.46,4850171.21,4816144.58,0,61498980.92,7010007.63,7010007.63,0,34440267.14,7685583.07,5969443.07,0,6597493.57,3070898.32,3070898.32,-33452.00,3260310.09,212656.04,212656.04,0,12574784.23,4412070.36,4214434.36,105465.00,8574396.94,3213739.21,2913739.21,-112913.68,4111221.58,3884299.78,2713938.78,3318923.11,10369396.27,0.0
