,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20021231,20011231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,24374389855.13,16899583643.78,11327692553.24,5036508813.08,21501420039.92,14166977243.50,10079517560.35,4495277456.17,19553688245.66,13287434226.15,8841393460.08,3899199102.80,19006932676.07,12630777060.14,8561638885.98,4262763553.22,22596227733.38,14306897044.09,9385395238.38,4538105374.67,22864772437.64,15960770213.62,10898466116.42,4447320970.21,20731568947.26,13109434467.99,8527887186.36,4382329389.11,21237408534.25,18007456441.07,11635235397.05,5503373425.74,25097996215.24,16438536194.34,10489590264.86,4581086154.89,23933045885.89,15765727315.80,10351902796.00,3833938027.45,18005144258.49,11205298559.05,7269989928.03,2909361171.45,14092396292.88,9639802779.27,6535918331.62,2552434222.91,12370934192.43,8602234447.53,5913994270.95,2524003594.92,7263061526.42,4938396079.23,2616853801.19,1120272767.82,4123277459.05,2644570806.47,1655183025.14,711063771.78,2642868692.88,1819864320.44,1277324389.48,484165689.47,1837293498.34,1067057593.76,785738419.99,0.0
2,营业收入,24374389855.13,16899583643.78,11327692553.24,5036508813.08,21501420039.92,14166977243.50,10079517560.35,4495277456.17,19553688245.66,13287434226.15,8841393460.08,3899199102.80,19006932676.07,12630777060.14,8561638885.98,4262763553.22,22596227733.38,14306897044.09,9385395238.38,4538105374.67,22864772437.64,15960770213.62,10898466116.42,4447320970.21,20731568947.26,13109434467.99,8527887186.36,4382329389.11,21237408534.25,18007456441.07,11635235397.05,5503373425.74,25097996215.24,16438536194.34,10489590264.86,4581086154.89,23933045885.89,15765727315.80,10351902796.00,3833938027.45,18005144258.49,11205298559.05,7269989928.03,2909361171.45,14092396292.88,9639802779.27,6535918331.62,2552434222.91,12370934192.43,8602234447.53,5913994270.95,2524003594.92,7254332838.49,4921511023.06,2605698369.85,1117910017.15,4113319919.15,2637156243.05,1649802412.75,708419410.17,2637363882.37,1816134793.21,1274765437.55,482996661.34,1835466867.31,1065861201.01,781484066.84,0.0
3,二、营业总成本,22631957413.56,15377319367.96,10347052368.18,4799158533.26,19705444660.17,12797142172.89,9257435554.21,4275176359.11,18639985772.01,12452010260.24,8319679459.02,3728908961.23,18435703801.76,12076905889.30,8200411324.08,4124530741.15,21846550442.70,13804897785.75,9038611562.04,4386914802.36,22691042427.32,15395305479.68,10494544732.37,4156619411.16,20552418950.95,12405091255.98,8026556303.38,4124397646.79,20250172237.33,16958324682.22,11063659276.05,5190384777.27,23257002735.83,15216320383.01,9588421062.57,4202670357.35,22265002967.06,14648918701.67,9610488127.59,3519159764.42,16923997185.77,10384881552.30,6744659211.52,2713333270.00,13324966057.11,9120067348.64,6218652633.37,2427678833.84,11803873515.06,8296171179.32,5680947750.63,2429999178.51,7010850533.40,4794059278.61,2511032975.34,1088668222.54,3967764064.94,2534953310.35,1580787810.01,687368434.58,2507276135.52,1721723984.63,1202717549.00,467576932.00,1751939048.35,1012274981.15,741212379.35,0.0
4,营业成本,20274029045.55,14160924510.19,9485762142.16,4204621279.12,17510677240.27,11560187552.99,8284081447.48,3672654936.02,16267471563.57,10989923104.48,7444491395.31,3320081148.69,16680660422.07,10929271313.04,7409070066.39,3741631159.36,20157928112.28,12665580090.97,8287291859.85,4031195226.72,20443222829.43,14154162921.86,9623439288.65,3807708177.73,18019894613.24,11251486190.20,7292940600.84,3738130048.48,17986369228.47,15803663835.72,10286448174.56,4846751037.58,21384064321.92,14008591565.94,8864097635.12,3915715490.31,20589059376.30,13624155790.66,8914319489.24,3277728815.45,15732195396.36,9827394229.51,6371241290.05,2538052671.58,12227014039.76,8415583326.56,5720946387.12,2268212918.01,11070118628.01,7778507720.10,5320338982.06,2267608171.78,6483072691.10,4428542907.51,2333016732.67,1008191633.77,3660641262.85,2316809200.26,1439222685.30,628554538.87,2252918819.97,1545728807.80,1083397464.41,419073597.63,1557056896.95,872487028.67,620558887.02,0.0
5,营业税金及附加,67795400.45,48970689.32,33585591.13,14454720.03,75329932.40,52804588.99,33055311.78,16334766.12,74025108.47,46812092.80,39561248.32,20225033.70,69865017.70,46828039.95,31441648.17,16319237.05,83789648.71,55902220.14,30899951.75,14143630.98,110900911.22,63622890.84,37694764.56,16138817.83,106397143.95,57402160.87,35084003.35,15792156.11,173119059.53,118049453.65,74333653.91,31215917.29,203735750.54,131549329.57,83867313.99,39400087.98,180477144.47,99396665.29,63615069.07,25979914.06,120990426.60,74516783.36,48948428.09,16217217.56,109059262.76,71428665.95,46018670.37,17909604.98,75040436.80,45366488.99,30841124.73,14210103.01,50598238.46,32249754.21,20545951.40,10912296.25,45655134.28,39504264.60,24235437.83,12238034.69,52538990.87,37965172.66,27452064.83,10029754.40,43864241.26,26413263.46,22685074.86,0.0
6,销售费用,519186894.13,278378721.40,185850064.03,84232695.48,377383125.22,237022367.63,148237659.23,68128045.96,306229576.86,214739844.66,140385677.79,69458676.87,279554370.67,194150928.13,128835349.90,64343700.31,281870333.08,191907948.87,122362985.88,56351205.26,202272092.75,133225183.79,88778956.28,42196834.01,187449843.16,126139445.00,86959043.43,47184249.53,172823427.79,120040617.06,85859545.48,47936905.52,170050585.48,123447819.58,78760368.40,38968184.24,136721116.97,107588766.40,68331278.67,31448255.66,118268420.91,76729422.39,50709909.40,22903447.94,128906819.63,148750626.43,114612124.82,30592392.42,142581862.27,125795506.10,100873518.11,25811542.07,47128549.44,29293694.20,14555291.45,3612071.46,13600271.88,10843041.49,6609219.80,2556469.52,16479434.37,12030271.45,7144175.58,2954472.19,11840308.42,11282133.69,12822422.92,0.0
7,管理费用,1253628204.01,712436578.39,454585315.81,227626021.79,1186340245.12,746541338.49,686226532.62,310996963.66,1548114542.65,929716336.90,573056455.86,288690467.11,1370831031.76,867828284.49,566191458.01,274479798.66,1331380632.12,916831495.61,599824800.68,317337676.22,1293797646.59,894714327.20,605851612.51,306014402.94,1281271381.35,912453470.19,600082480.79,306725665.13,1422861185.78,937908964.83,598154479.56,288062583.45,1350309157.49,874514656.47,549792729.63,234047148.35,1161122782.55,724573657.53,460436912.62,180237502.96,980703134.35,538766923.29,352604773.40,164659183.05,613929287.25,432281652.82,277637487.09,123921555.18,495413958.00,321391109.32,208129663.88,109314843.18,398500781.49,279398945.01,132206868.71,61283994.56,220279236.49,150449109.75,103774134.49,39389866.34,195352168.29,131237889.52,88791542.36,36875547.93,138987471.05,105338655.17,83922798.51,0.0
8,财务费用,-92915526.01,-230484563.24,-68318653.20,143457867.95,-200394431.61,-233449243.53,120396422.62,228664133.37,289002315.76,271740344.10,130966145.86,42951963.12,-125230365.25,-40397878.74,-11114637.99,27118195.44,-64873238.46,-51176843.33,-25033550.86,-38201123.27,115491351.56,95020027.33,111111632.36,-17323540.42,66146550.27,50670448.38,37854678.78,13933112.90,-37033783.54,-35782200.31,-6515011.78,-20834491.21,-6429478.02,34080875.90,-5786828.86,-18056099.49,23469551.41,-8314517.70,14508353.08,3105013.60,-116969161.49,-143284105.32,-80900820.49,-25293790.06,134369128.58,35043808.89,22041262.75,-17234002.04,1552155.50,24285326.60,18682597.01,12507551.80,31550272.91,24573977.68,10708131.11,4668226.50,27588159.44,17347694.25,6946332.59,4629525.16,-10013277.98,-5238156.80,-4067698.18,-1356440.15,190130.67,-3246099.84,1223196.04,0.0
