,报表日期,20200331,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20121231,20111231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,149600521.73,736322162.11,501898834.13,320007745.28,102405232.37,698104907.88,438130609.48,336435035.02,96358321.05,507673867.96,434506963.41,322856654.16,157203784.40,198939691.38,102801431.65,88809301.86,14219707.74,365652266.53,229930987.61,205633372.64,59199614.78,396114709.25,185741487.47,176874825.36,3084995.00,386520440.21,371822227.26,335649602.51,0.0
2,营业收入,149600521.73,736322162.11,501898834.13,320007745.28,102405232.37,698104907.88,438130609.48,336435035.02,96358321.05,507673867.96,434506963.41,322856654.16,157203784.40,198939691.38,102801431.65,88809301.86,14219707.74,365652266.53,229930987.61,205633372.64,59199614.78,396114709.25,185741487.47,176874825.36,3084995.00,386520440.21,371822227.26,335649602.51,0.0
3,二、营业总成本,140396372.25,637145621.03,449908447.14,288611240.76,93070128.09,633797643.01,390590703.82,301030062.24,89054299.15,475841353.84,401382727.34,293703647.68,140342554.52,271566676.57,158226933.29,121975398.52,33699630.95,338840039.97,215785574.74,176629795.95,58176717.76,335000001.89,172103391.43,145044596.49,12472599.87,326723996.32,315555428.67,282638213.86,0.0
4,营业成本,117379480.29,503357352.18,355490926.54,229661086.86,72896172.00,514110966.62,316364882.58,257779689.76,73570663.22,379848433.01,331394179.66,242127681.53,121851250.16,168694612.64,85635286.25,70101282.92,11528361.70,262315425.83,163253324.60,141786479.79,43014466.85,274801494.00,126280044.34,119362509.99,2353343.66,269836776.47,256957015.28,231790654.54,0.0
5,营业税金及附加,2482985.92,6153246.35,4244892.00,2942940.45,1339441.05,6330353.03,4221775.29,2917359.30,1671285.11,5875006.86,4746359.08,3932347.62,1991763.54,3540884.29,1617172.90,1564749.24,1390327.18,2842368.63,1918839.66,1633090.30,121720.31,4641885.84,3113007.65,2688306.91,297840.42,5920702.49,3560163.10,5800302.66,0.0
6,销售费用,3231759.99,21110669.04,15176727.66,8312059.68,3234989.26,13726410.83,8220839.38,3991746.77,1962381.73,20524532.94,18193028.59,15618849.80,7359646.57,21874437.54,17827775.92,13369214.94,8116631.18,15368921.28,13042806.86,9834950.64,5274064.57,10974925.49,10055257.59,5607113.12,2955171.46,10501217.29,10536930.75,6107702.07,0.0
7,管理费用,10818513.23,63528664.62,39208742.59,25993009.32,12389620.22,54643538.16,40251553.42,36079547.46,15948622.32,58935629.62,41974742.47,27615900.52,11986804.22,61282363.09,50039879.21,28806732.88,12381032.05,50758368.94,37925739.88,22353605.02,9589533.93,38877152.63,28827137.12,15516952.12,6755555.42,36745437.04,35702066.03,29632616.87,0.0
8,财务费用,1359002.03,8003695.47,7350361.41,4245934.95,2589251.19,5980259.39,3574242.17,1717060.09,871487.94,1473547.35,412336.34,466940.61,451201.11,-1521528.55,-2269281.49,-757829.10,-458105.50,1410873.34,812670.05,623203.47,135347.97,92528.63,-102238.66,-397921.07,110688.91,-27818.17,1556315.99,256609.65,0.0
9,研发费用,5124630.79,34991993.37,28436796.95,17456209.50,7032238.94,30339254.69,17944924.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
10,资产减值损失,0,0,0,0,-6411584.57,8666860.29,12486.56,-1455341.14,-4970141.17,9184204.06,4662081.20,3941927.60,-3298111.08,17695907.56,5376100.50,8891247.64,741384.34,6144081.95,-1167806.31,398466.73,41584.13,5612015.30,3930183.40,2267635.42,0,3747681.20,7242937.52,9050328.07,0.0
11,公允价值变动收益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
12,投资收益,162583.93,-2198686.12,203425.11,47013.73,20712.32,3792713.22,3226053.67,3034952.43,3034952.43,0,0,0,0,78512.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
13,其中:对联营企业和合营企业的投资收益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
14,汇兑收益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
15,三、营业利润,13719296.54,101505220.47,59894364.10,34372287.77,10971079.11,71110316.85,52912622.55,39608183.28,10661572.00,41867017.18,33318678.28,29282634.62,16861229.88,-72548472.46,-55425501.64,-33166096.66,-19479923.21,26812226.56,14145412.87,29003576.69,1022897.02,61114707.36,13638096.04,31830228.87,-9387604.87,59796443.89,56266798.59,53011388.65,0.0
16,加:营业外收入,168760.56,2648781.65,893544.97,603635.08,131942.40,569674.24,152872.48,93240.58,11347.78,169844.81,5208062.22,2346659.34,514193.70,14247717.93,2683759.54,2332353.37,1824816.08,14392038.89,10573673.97,3982221.18,1512807.28,1788053.26,1473857.59,439129.94,220027.53,1223234.54,1545551.37,1171957.64,0.0
17,减：营业外支出,98576.70,195314.46,81797.96,36187.96,33637.96,68773.16,18273.16,0,0,249747.70,231070.71,230887.77,110.66,50099.08,49276.06,46084.10,45901.99,354520.89,325887.32,324635.51,320142.45,447658.18,207532.91,3551.41,3551.41,313960.01,144741.24,83315.91,0.0
18,其中：非流动资产处置损失,0,0,0,0,0,0,0,0,0,0,1447.26,1264.32,0,3874.20,3058.87,456.68,294.76,6304.28,4635.51,4635.51,142.45,246658.18,6532.91,3551.41,3551.41,54000.01,98506.20,71345.61,0.0
19,四、利润总额,13789480.40,103958687.66,60706111.11,34939734.89,11069383.55,71611217.93,53047221.87,39701423.86,10672919.78,41787114.29,38295669.79,31398406.19,17375312.92,-58350853.61,-52791018.16,-30879827.39,-17701009.12,40849744.56,24393199.52,32661162.36,2215561.85,62455102.44,14904420.72,32265807.40,-9171128.75,60705718.42,57667608.72,54100030.38,0.0
20,减：所得税费用,1313477.33,13176233.25,6070137.80,2910462.07,805837.18,8337991.72,7562697.30,5510351.48,1025738.77,5637564.84,6069730.92,5064006.62,2882460.58,-8682956.17,-750794.19,-1227699.64,-7733.76,4520958.30,2430020.33,3479817.92,-16814.87,8350080.34,1552647.77,4220527.61,-1265204.93,7544217.23,7754642.56,7544927.82,0.0
21,五、净利润,12476003.07,90782454.41,54635973.31,32029272.82,10263546.37,63273226.21,45484524.57,34191072.38,9647181.01,36149549.45,32225938.87,26334399.57,14492852.34,-49667897.44,-52040223.97,-29652127.75,-17693275.36,36328786.26,21963179.19,29181344.44,2232376.72,54105022.10,13351772.95,28045279.79,-7905923.82,53161501.19,49912966.16,46555102.56,0.0
22,归属于母公司所有者的净利润,12586007.92,90520068.88,54736934.37,31922856.15,10384838.61,63763327.85,45576007.52,34366861.02,9698891.07,36548094.37,32954066.19,27046371.99,14712774.52,-49049367.54,-50721912.41,-28869374.84,-17309526.96,36328786.26,21963179.19,29181344.44,2232376.72,54105022.10,13351772.95,28045279.79,-7905923.82,53161501.19,49912966.16,46555102.56,0.0
