,报表日期,20200331,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20071231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,2619132065.22,13302201407.11,9032112361.48,5813279900.84,2466216429.30,12867768055.17,8974132094.12,5593341558.24,2864224658.43,10228670515.48,6648125837.84,3745508593.17,1794632777.39,7477346377.71,5147159382.27,3099193113.00,1600149527.64,6095877230.59,4456530734.07,2640709446.28,1328753579.77,7107625001.30,5448116348.78,3366113516.62,1683568526.51,6776119797.60,4675527049.79,2593801175.38,1350162510.78,6456908623.59,4595896592.44,2449070659.34,1030433201.48,4473464458.16,2843924310.22,1566654451.98,671375652.09,3018628241.71,2072301157.10,1245841405.99,582821552.12,2842104773.40,2057026145.06,1142624173.40,442023905.43,1851847403.04,2033711017.32,0.0
2,营业收入,2619132065.22,13302201407.11,9032112361.48,5813279900.84,2466216429.30,12867768055.17,8974132094.12,5593341558.24,2864224658.43,10228670515.48,6648125837.84,3745508593.17,1794632777.39,7477346377.71,5147159382.27,3099193113.00,1600149527.64,6095877230.59,4456530734.07,2640709446.28,1328753579.77,7107625001.30,5448116348.78,3366113516.62,1683568526.51,6776119797.60,4675527049.79,2593801175.38,1350162510.78,6456908623.59,4595896592.44,2449070659.34,1030433201.48,4473464458.16,2843924310.22,1566654451.98,671375652.09,3018628241.71,2072301157.10,1245841405.99,582821552.12,2842104773.40,2057026145.06,1142624173.40,442023905.43,1851847403.04,2033711017.32,0.0
3,二、营业总成本,2430323729.92,12146407398.14,8360596207.05,5509452177.89,2323551692.39,12792851346.24,8879360475.05,5522618262.01,2739977831.71,9942798245.02,6343936458.83,3535190233.18,1692668040.52,7384447201.42,4937192724.99,2984493062.44,1536032691.04,5956379242.91,4106037884.87,2482039918.96,1250023724.09,6498029810.04,4960108083.21,3097131490.89,1504250319.18,6145198647.30,4191136670.67,2330943595.52,1177689459.44,5860483547.34,4106890243.41,2182754980.56,907271242.30,4012202123.49,2547379856.69,1395011271.02,594070718.26,2622790922.33,1784715104.63,1069495229.15,508430875.12,2569276621.59,1868321715.30,1047877805.38,403162199.36,1743662491.44,1877840944.52,0.0
4,营业成本,2135700759.55,11318868225.92,7857314772.68,5167710256.46,2210454947.62,11568373828.99,7976195591.85,5011217014.60,2574477097.62,9105622418.89,5856896714.78,3212793342.86,1542989671.37,6316824233.21,4368326636.98,2640081458.81,1377463024.79,5319092733.79,3860616907.23,2328483235.01,1153356712.83,6035783895.49,4647032456.62,2870535668.91,1437744078.21,5883843744.64,4065800384.14,2231863536.40,1147547662.34,5563053774.60,3958267897.44,2114977780.88,884383464.74,3861841741.23,2476981446.59,1356561243.84,571718444.89,2530934537.48,1726426963.26,1038909518.77,495496494.33,2480275862.88,1805643521.68,1004357028.90,384248986.66,1649900122.08,1805458631.34,0.0
5,营业税金及附加,14199802.91,65953221.70,34770036.58,24059169.00,12794632.11,72462065.94,51750619.73,42515281.72,20262700.97,39422604.69,28904229.97,21352693.21,12027704.68,49858472.86,44439018.08,25938395.31,8696495.53,22442099.52,17617445.29,14546656.44,7737246.80,47060221.42,36433679.70,25208087.04,9538026.40,21870264.34,8607205.86,6643169.69,3650591.54,20285720.12,11421023.57,10306562.37,3741805.18,5123628.09,3327686.20,1638330.40,1468345.46,1321729.22,1184364.02,192575.75,55366.74,2891253.96,2673839.74,1893554.62,1433574.15,1829035.90,216751.19,0.0
6,销售费用,97526434.22,417363943.30,281347815.46,159227643.57,74878557.97,421610097.33,284332631.58,181371295.82,89954212.19,401906623.06,300578912.75,185617649.43,83836646.28,363582660.37,185368591.26,111307179.93,54946460.87,178785147.69,101774855.90,74903867.81,45406289.88,163845935.35,117635210.65,80455107.24,39056920.94,113999881.81,80376480.15,55054126.83,27017214.42,102330089.19,64763891.59,37249629.17,18792236.48,66183044.01,43277561.14,26285095.34,9238201.89,44199958.69,31114676.87,18448434.88,9314199.13,48435088.95,32174142.14,16428054.69,7194928.74,41682793.45,40324962.06,0.0
7,管理费用,53602650.98,191374069.07,145790903.58,110312973.09,53208585.67,221977063.03,164507876.54,190075060.80,94769933.95,323586346.18,221119583.73,144748786.56,70162928.90,353484073.18,262837402.44,142840050.26,49500915.08,168089901.51,102103855.08,62320995.93,29041803.92,156056015.64,120828489.66,87109187.49,34339418.49,89882064.99,54592055.45,35064020.35,18652343.15,105793362.85,70952343.27,42289968.85,19261224.55,79492641.88,45445333.52,26644671.03,13163050.56,40862087.72,22247335.37,13412560.72,5741325.64,29644201.36,21553231.96,12611940.08,6998653.30,28880005.90,15829589.77,0.0
8,财务费用,60567330.47,-142877548.61,-122596316.67,-95981516.34,-68864317.47,82238433.72,192659407.50,77585124.00,-50691340.65,19954461.74,-2204385.77,6403761.79,13678398.63,137938728.21,82001261.26,68921563.18,42652134.27,215205278.85,21988529.18,12405295.86,16188364.83,-4174672.20,-9598786.13,-11908031.68,-15024060.30,-28040200.34,-33213334.31,-12655137.13,-4653377.92,-10521426.08,-36928833.25,-27558818.32,-16225834.09,-21660716.74,-22663232.62,-13434531.45,-1517324.54,-10027149.95,5965699.35,756073.27,-2176510.72,5037692.68,3624459.37,3081676.96,2201964.76,18190006.75,17797437.14,0.0
