,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20051231,20041231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,3988697267.95,2884262254.54,1864621021.97,1009539352.72,3374004791.26,2376846188.39,1608801579.77,813621455.55,2945293524.27,2099534048.03,1421902317.71,752811746.04,2776954820.51,1896045577.38,1301250109.96,631382944.12,2720049716.96,1891985936.00,1345350740.80,796975650.93,2323239497.11,1699192336.35,1195427285.12,662660144.05,2136510463.42,1509555633.19,1112150084.84,632315213.76,2152154240.33,1639943430.06,1178015947.73,665805282.05,2300272282.13,1697497845.08,1090296624.46,648287802.48,2023743788.39,1544496016.26,1049849192.78,568076908.95,2154444225.79,1559647970.07,1055615965.91,597548804.41,1907833892.18,1361791461.86,858554532.07,416504817.03,1458463543.72,1065010536.49,736157497.10,402254812.80,1343448845.97,927680223.80,1123965488.70,919233426.39,0.0
2,营业收入,3988697267.95,2884262254.54,1864621021.97,1009539352.72,3374004791.26,2376846188.39,1608801579.77,813621455.55,2945293524.27,2099534048.03,1421902317.71,752811746.04,2776954820.51,1896045577.38,1301250109.96,631382944.12,2720049716.96,1891985936.00,1345350740.80,796975650.93,2323239497.11,1699192336.35,1195427285.12,662660144.05,2136510463.42,1509555633.19,1112150084.84,632315213.76,2152154240.33,1639943430.06,1178015947.73,665805282.05,2300272282.13,1697497845.08,1090296624.46,648287802.48,2023743788.39,1544496016.26,1049849192.78,568076908.95,2154444225.79,1559647970.07,1055615965.91,597548804.41,1907833892.18,1361791461.86,858554532.07,416504817.03,1458463543.72,1065010536.49,736157497.10,402254812.80,1343448845.97,927680223.80,1123965488.70,919233426.39,0.0
3,二、营业总成本,2942182243.23,2090305023.73,1329921226.20,708865961.32,2519824295.51,1708327038.38,1143795750.30,558467650.49,2217184228.99,1540523152.25,1032243736.54,535794264.47,2193435760.31,1465998160.79,978531213.12,458318615.21,1958868585.45,1366427220.72,961604868.35,543383158.96,1800919861.84,1283488794.95,871806289.87,460909077.16,1682707852.92,1157797780.91,843240597.45,454921142.76,1681105893.39,1262806488.78,884068467.75,489897146.93,1763812103.43,1289259246.32,819454821.07,484343902.36,1571162520.51,1172137607.95,781264986.03,423294177.76,1661617228.63,1207955481.07,813834820.15,465819206.65,1535135202.17,1096409206.33,705351352.74,340016875.57,1219442340.23,886961396.31,603198377.26,340985763.28,1144380041.42,784866240.86,920360667.35,751005814.62,0.0
4,营业成本,2315456903.02,1647174271.03,1061821952.69,567250828.98,1901038137.74,1333909203.39,900210239.60,430101766.59,1646094945.44,1161809120.11,785901870.37,423640944.59,1629259122.50,1096929637.91,746336887.39,342286567.74,1471324948.31,1045394305.55,746628588.10,433630559.90,1359796416.72,1001615146.24,689935588.16,365097030.45,1283779030.36,883986139.09,656476740.92,361545503.96,1338094955.42,1019698643.03,717008686.32,400117868.53,1416475294.50,1050141104.68,659994936.23,389108549.82,1240298338.46,951613598.06,635741947.50,344439391.28,1366014791.40,1004990853.48,673178758.72,386091316.69,1302366609.50,938551199.99,602715272.06,293022028.92,1060616825.47,770141186.23,528683967.86,309779247.10,1011703441.53,691947430.37,808667385.89,666381607.53,0.0
5,营业税金及附加,47204155.88,36794103.49,25591247.22,16771528.00,45736893.17,30998921.76,23014915.60,11210823.45,41906527.98,32297373.03,22293381.85,10890404.46,36719169.80,19975619.11,14546992.73,6380254.74,29919234.95,20354067.48,15394147.69,8734957.86,24158030.91,18302315.51,13863708.42,8958575.98,20033114.15,15762726.90,12292307.36,6689610.38,21542847.84,16854739.20,13427605.62,8409452.41,20368285.12,15271694.42,9492229.17,6384886.25,3075685.04,2131899.71,1464924.80,704633.75,3424924.32,1791776.77,1230847.92,646239.26,2771077.08,1461131.53,1034770.15,251068.96,1010474.22,616767.67,453796.41,178220.70,941479.53,544494.79,581350.09,503463.68,0.0
6,销售费用,145261887.87,92423000.91,57436138.39,29873112.26,117203689.64,78951987.83,52730282.80,27039677.46,105059750.64,65860690.14,41481587.83,18814316.87,87564031.87,53201139.52,32857171.51,15022365.96,82882294.80,51024292.81,33741193.34,16755622.21,64439746.46,42909569.58,28659340.52,13258515.15,67994453.23,41727387.18,27013263.90,14731902.10,71924938.74,42161949.49,27717939.27,14457741.27,81979224.00,53297269.33,34437060.57,17916539.03,78912459.40,49520481.97,30688164.41,17197067.83,71530430.04,42155882.60,28734854.57,15849917.27,61461783.77,32791791.15,20789609.67,11950841.62,40705576.56,25377665.10,15211040.22,5899446.96,38244404.19,27214906.84,30995315.95,28116945.46,0.0
7,管理费用,261825199.61,202912313.66,116148509.18,61704762.79,287256965.56,177990268.99,187715813.78,97421393.43,390877089.90,261326812.08,168310422.24,80776320.05,406286004.89,298274377.40,190443238.16,95219272.83,350781490.43,237734832.96,154368033.55,82498840.60,305836822.31,194620418.06,119112858.58,65077596.29,265168219.55,182624350.06,122976768.24,61193505.72,223018106.34,156066016.81,105159615.97,57134771.41,211104846.68,157610391.88,111025313.69,66504426.13,201468096.73,154785742.10,105542744.27,58631446.60,196802519.51,154513962.66,106857462.25,61418339.93,155600418.21,112590435.44,74371013.93,34482362.43,95238869.43,70913954.65,47633775.61,22060004.15,64551861.20,56078795.03,57679056.20,37047461.44,0.0
8,财务费用,-3026489.15,-5568755.32,-3441831.80,-4324249.63,-5904399.22,-25725111.60,-19367697.73,-8722461.41,10013182.80,11132957.33,6380860.76,1974246.24,5773015.21,4213848.02,619829.55,775246.01,-1230556.63,6623930.09,6206736.75,1763178.39,26235743.46,21595513.19,15601140.14,8517359.29,38534195.84,29003655.92,19813321.88,10760620.60,29499735.37,22465884.98,15175972.45,9789922.31,16375270.18,10849829.76,4398773.64,4429501.13,13171811.35,10682865.03,4903727.06,2203608.80,294483.93,4465146.70,3973078.30,1813393.50,3193698.03,3982448.76,327984.07,119946.69,24655610.41,18620877.07,11978991.65,3068844.37,25784703.44,17285191.03,20380755.26,11661684.87,0.0
