,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20041231,20031231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,7427355609.17,5163523193.12,3629379108.42,1650676414.87,5755520522.14,3963187914.86,2723152332.60,1204008982.79,3946203040.18,2585085586.98,1770349302.47,939649663.26,1991603674.11,1185964117.57,843168155.83,419306728.13,1456197290.49,1146634276.20,754656263.24,418962687.52,1839571547.32,1389905714.06,1057986513.45,498582224.64,2112847296.09,1658158496.56,1209465766.65,465399209.36,1937344815.78,1601168333.30,1179534328.43,584693591.09,3089671450.09,2581395923.82,1988781111.59,837037912.62,2838137748.93,2038695364.13,1453919457.42,593532335.89,1451673751.72,1054510389.99,686530956.03,277407701.52,1254570064.64,1071085107.24,820189318.56,380769079.60,1151817905.68,826848885.90,530666955.74,155028961.32,637550784.70,464661426.44,303775219.49,105024096.43,350204646.20,242319357.13,230963074.21,171379645.80,0.0
2,营业收入,7427355609.17,5163523193.12,3629379108.42,1650676414.87,5755520522.14,3963187914.86,2723152332.60,1204008982.79,3946203040.18,2585085586.98,1770349302.47,939649663.26,1991603674.11,1185964117.57,843168155.83,419306728.13,1456197290.49,1146634276.20,754656263.24,418962687.52,1839571547.32,1389905714.06,1057986513.45,498582224.64,2112847296.09,1658158496.56,1209465766.65,465399209.36,1937344815.78,1601168333.30,1179534328.43,584693591.09,3089671450.09,2581395923.82,1988781111.59,837037912.62,2838137748.93,2038695364.13,1453919457.42,593532335.89,1451673751.72,1054510389.99,686530956.03,277407701.52,1254570064.64,1071085107.24,820189318.56,380769079.60,1151817905.68,826848885.90,530666955.74,155028961.32,637298848.28,464546728.77,303694744.90,105024096.43,350114725.76,242315938.33,230868875.58,171379645.80,0.0
3,二、营业总成本,6677870595.04,4608726498.16,3195302986.44,1462186079.09,5210873970.65,3444566620.35,2321415109.36,1048247145.26,3761324615.42,2390605582.05,1617476105.27,795230560.80,1952118177.01,1217492883.76,836927844.21,403402365.52,1641565136.65,1220877318.60,802140332.28,417149562.56,1925884031.77,1446865597.74,1052254625.40,488345330.60,2145878629.02,1633629533.93,1154677289.08,461741106.11,1978056172.22,1597636096.25,1154165549.96,572903420.54,2942043276.47,2432148711.79,1827015638.49,759356418.74,2616082648.75,1853575847.52,1297155371.98,533335361.59,1357702427.55,990061797.05,640196269.15,268845939.65,1197570432.37,964834766.87,723159426.14,344733516.48,994191292.10,706451833.83,462206745.69,142801216.87,547687317.83,397842279.77,257634294.03,93628601.99,309761583.30,217244739.68,201569757.96,147156730.76,0.0
4,营业成本,5192292648.43,3612296898.66,2529615714.96,1145025028.22,3981603038.17,2669797141.05,1808515501.96,789057603.65,2665813286.12,1699352804.48,1148398597.83,557386607.73,1326539786.57,836736194.24,569559820.13,281349015.23,1044848651.91,821293277.86,538564190.11,309805257.97,1371044964.55,1043488235.30,781759179.28,364853829.08,1568260125.38,1239444014.48,900336371.82,349721004.96,1400107304.08,1158043365.60,857744499.13,431650824.52,2305215201.70,1957227194.60,1495694566.40,618461941.28,2136050350.43,1537330832.89,1077543026.10,435072301.95,1065191424.63,786318971.59,511802983.26,208689980.26,922845058.65,782298748.21,595490761.42,281572371.16,843497075.50,610562815.96,397049138.18,117638951.74,460637817.86,335173331.32,219537276.42,76635747.13,257114000.90,179613585.27,167075347.20,122652274.56,0.0
5,营业税金及附加,41827401.85,33831337.63,26394233.94,10193059.42,37383840.25,24447102.11,18927141.92,7152358.03,27196002.12,21452291.43,16407346.50,9656549.84,27426941.83,11619518.75,5782456.85,2691323.70,7839244.63,5220127.72,4129145.80,226114.56,4903481.02,4297940.28,4266719.49,2529381.02,9460321.28,6694019.94,5837993.75,154946.11,11262190.54,6629491.48,4241869.89,4197005.29,9880881.74,7271682.93,5813867.18,2607373.67,7038759.73,5115849.05,4873904.10,1947002.15,4602871.73,4026841.32,3233810.49,1257803.56,1781877.01,1732673.61,1721190.61,776992.53,1578560.41,644765.70,640433.59,173233.28,1556096.47,1236649.08,958640.25,526904.36,1060095.50,702051.86,592982.88,579725.61,0.0
6,销售费用,582674446.01,382934700.00,243893527.77,90747756.65,345946699.43,202512828.14,118877466.73,46761395.62,220148310.01,146575079.42,92709675.09,40804298.57,181468019.85,117857241.16,75967888.22,34466804.63,191425845.72,139003278.09,91444068.94,33634976.60,188000257.99,141026997.17,83820965.78,36777721.68,213740874.12,148658333.48,89607296.32,36642191.94,242022114.23,176173068.43,117130447.53,57877931.60,262879030.04,203354783.69,141533072.71,50384749.39,194131667.50,123293021.61,79164745.13,36522096.33,119627737.58,84669478.93,50103550.07,25960417.06,117923616.82,83849259.33,58802202.84,28989699.22,73678574.01,55820811.37,38600940.57,15670242.67,36917612.97,27032319.20,15637958.83,6736712.71,23296333.46,18325301.63,13889133.27,11028473.02,0.0
7,管理费用,498395587.49,359643972.33,241218571.00,111919975.66,395674498.24,280738858.42,213627048.22,108843560.38,439093735.84,300335391.09,196760378.39,108835072.41,223027025.56,112212607.78,75328877.77,41232610.48,173090440.38,130159173.67,80889613.71,36045795.53,162518912.17,115776748.40,78761597.57,36982267.66,183864147.20,121456548.88,76751260.56,36451244.24,179451663.48,127642146.92,88106311.54,49643551.31,218812250.38,179641810.40,119234760.24,53649779.49,188176280.24,121513628.07,86503079.45,36898400.82,118513856.46,69630159.11,43674113.76,23823608.75,116039989.58,71800957.72,52237372.25,24260912.76,53549795.34,33520244.91,17462465.82,7359581.77,40554148.73,29070290.27,18398343.84,8217564.00,22603685.12,14327069.90,16640254.79,10658194.45,0.0
8,财务费用,141746043.23,104631822.34,72234446.74,38666387.57,145286073.26,104347295.36,74350834.68,63483332.68,196920324.67,159215675.40,96834829.72,44701241.41,119009068.79,97212712.34,60477294.99,30312804.92,165566308.99,108337680.54,72180108.74,36135502.23,177666937.57,128884774.38,84924362.48,43608803.73,139067787.68,104024101.95,64792405.87,36200571.87,128765976.16,97767968.80,63211774.27,29262864.76,119584533.56,70023601.81,42227915.37,27505302.00,46467373.02,30919847.18,20431926.14,10914002.59,28255983.73,25692786.52,15540945.10,4076099.39,24584058.61,16189205.11,8253407.09,4817084.03,9646125.97,1345119.28,3810651.07,1959207.41,8021641.80,5329689.90,3102074.69,1511673.79,5687468.32,4276731.02,3372039.82,2238063.12,0.0
