,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19971231,19961231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,13887727612.44,8895459481.85,4605079608.10,17703930046.76,5002958373.39,3454801464.73,1897030225.52,6275914087.28,4579010625.01,2923222429.71,1530600066.12,5603374518.64,4018744520.64,2628873597.22,1279752038.77,6457283434.85,5029722191.80,3493427107.68,1550863691.18,7153196656.82,5478997068.77,3491982776.69,1773622947.33,7339863856.58,5717354092.38,3758213827.42,1927950583.00,7730371836.57,5860212425.56,3877630711.71,2014252566.38,7401292582.55,5532824303.69,3610891536.05,1677335447.41,5967193720.94,4272708531.89,2779168127.15,1379404780.63,5011011162.18,3686602726.98,2296451475.63,1060061153.98,4801867703.97,3734147294.26,2379804127.83,1104121415.07,4178145874.10,2993758635.16,1878149831.28,1001209185.66,4386192971.93,3141314194.46,2059125622.35,963416625.19,3276504822.35,2370736653.92,1358361570.57,571426510.86,2209860087.68,1777384496.03,1129167177.51,624494420.28,1550925152.12,930815637.94,591240504.02,314151439.23,1203857199.72,750003358.70,451427264.99,246116678.39,854841677.63,401796645.91,706542285.85,332784183.57,483096104.46,213798719.14,345643143.16,229123490.99,102207469.90,0.0
2,营业收入,13887727612.44,8895459481.85,4605079608.10,17703930046.76,5002958373.39,3454801464.73,1897030225.52,6275914087.28,4579010625.01,2923222429.71,1530600066.12,5603374518.64,4018744520.64,2628873597.22,1279752038.77,6457283434.85,5029722191.80,3493427107.68,1550863691.18,7153196656.82,5478997068.77,3491982776.69,1773622947.33,7339863856.58,5717354092.38,3758213827.42,1927950583.00,7730371836.57,5860212425.56,3877630711.71,2014252566.38,7401292582.55,5532824303.69,3610891536.05,1677335447.41,5967193720.94,4272708531.89,2779168127.15,1379404780.63,5011011162.18,3686602726.98,2296451475.63,1060061153.98,4801867703.97,3734147294.26,2379804127.83,1104121415.07,4178145874.10,2993758635.16,1878149831.28,1001209185.66,4398173911.55,3130610195.49,2053025066.82,960649880.72,3261313574.38,2358495273.85,1351483643.10,568592026.71,2198247382.02,1773151525.05,1126610737.61,623736925.13,1547358446.10,928290074.10,589798922.65,313357892.94,1199416136.40,748330283.72,450436399.76,245776441.31,853171163.91,401437258.25,705181140.50,332072683.96,482901137.34,213795018.14,345643004.50,229005236.47,102200397.95,0.0
3,二、营业总成本,13490730785.04,8664877644.25,4523772327.87,17327510889.84,4682550735.63,3263830149.76,1846377795.69,6308553839.69,4618966271.91,2937373403.21,1465760671.42,5672565700.48,4079421441.79,2744683637.09,1363398578.52,8010887720.27,5640430235.23,3883289976.49,1773695415.71,7215383067.52,5482935273.13,3478185329.60,1765762247.19,7487637766.50,5858919263.91,3851646388.60,1952149556.18,7829864243.18,5964085202.45,3916012578.10,2020296341.91,7549659266.59,5566731486.03,3647963323.71,1737846020.40,6530555353.01,4606923264.13,2978689750.77,1474349242.79,5557220848.22,4008336348.15,2562236181.96,1252411992.41,5609186626.85,4297320313.30,2761297175.29,1304578635.24,5099415860.66,3735695658.46,2412241942.38,1242300780.52,5066338910.62,3401019030.61,2197625084.43,1034647231.93,3240927333.70,2319609638.01,1305769097.91,538450885.80,2062031885.49,1641754524.07,1022921891.75,556819393.06,1411278283.52,828943317.28,533665745.05,281805300.51,1071785755.99,665664900.64,411603473.55,219109795.76,753469842.88,352837964.86,607227962.95,297421277.85,435844077.08,190936712.60,303817593.10,194544975.61,83229533.85,0.0
4,营业成本,11858109976.27,7541807914.80,3971648341.97,14803451521.28,4134917112.59,2898790713.89,1627604065.23,5596509236.24,4061497300.04,2541505033.88,1292626259.35,4830825429.93,3445198781.83,2294373660.37,1139590018.68,6482247440.08,5042474470.02,3512453996.52,1600889314.93,6463099544.30,4894819753.43,3071713177.85,1563497891.11,6652671666.73,5243147173.50,3436622228.07,1735131782.61,6955516500.90,5325490832.32,3528210316.70,1825125879.17,6695078083.56,4977823304.07,3264262273.43,1560293511.25,5758517775.66,4119274774.75,2652668626.37,1307302564.89,4752371007.30,3528818318.72,2246664382.54,1094487627.91,4864922916.07,3766058625.68,2426583218.38,1143697019.26,4471044281.98,3276605561.20,2091577860.30,1088998319.29,4424563973.77,3050037078.10,1991542029.98,938358950.19,2921951904.17,2103999441.37,1172938194.30,473684901.92,1807153421.00,1458040801.54,901818156.16,511568416.60,1260873726.30,729439557.62,463010882.01,248302531.24,954232611.28,585547500.98,350622116.04,187606959.98,660064259.37,310142949.26,503913935.65,245641226.33,381836460.49,168788304.22,268808206.53,169539172.82,69481328.19,0.0
5,营业税金及附加,93143166.56,61171136.69,32908471.24,135627687.54,39480454.64,26850642.49,12918862.17,48274318.60,33949966.13,24065404.51,14059450.34,42110058.89,16123067.62,10174587.11,7437232.02,19877022.35,15352689.53,10552184.91,6731889.95,101275334.90,79674579.75,84281417.80,35948953.51,144722405.08,96645683.48,65970253.37,34724234.35,105470542.88,80605669.71,48940528.99,23917876.34,51985411.08,38955905.65,18068062.27,4621522.49,30317273.96,24552565.28,14097740.81,6570770.77,29567437.00,21650039.04,11668520.63,3539552.77,9719226.92,6987002.93,4755985.30,1941185.84,10883949.20,8715501.04,7203514.78,3940225.50,11382554.22,7138414.69,3840231.96,1947103.11,18007204.49,12717887.89,4933257.34,3383319.90,2486454.10,2632900.03,2029330.61,33209.08,1608468.12,811220.28,595012.77,150053.22,984349.55,910969.16,755191.07,755568.75,6070757.11,2519629.22,4963567.41,2211977.12,2444455.25,236698.03,1285488.93,698968.08,649000.69,0.0
6,销售费用,836089347.06,565350242.07,281874499.99,1135055787.21,139070825.42,99625749.94,60901379.92,197602908.64,167244566.34,110884363.77,55620223.20,226563310.69,177004300.48,121352667.66,50505981.05,238001074.73,178647814.36,123438423.17,54079428.87,216509199.47,179713526.58,107932737.15,53339170.45,206985513.11,159597187.47,103831011.59,53953109.07,240868373.40,191444538.88,104168481.76,51359231.13,223445170.86,153084602.96,106576658.64,47522119.25,187486716.67,119984394.42,72970832.81,36240215.82,157606214.57,102832371.22,63633470.37,31384861.40,141481799.87,103350025.91,69410425.59,35898094.96,142763404.13,107622351.97,75528615.07,43578448.63,172722018.10,95013617.20,60352601.90,29594857.72,89195952.28,58466195.12,38719017.94,15119505.00,71580473.00,49374214.86,33297834.63,15040360.35,48724302.33,39293455.36,26444455.59,10299089.01,37976031.76,22726398.58,16308691.21,8524337.46,34306588.00,18710019.82,34055086.25,21713433.33,22895720.25,8641871.71,13681008.56,7677318.28,3102303.49,0.0
7,管理费用,496104189.32,334154756.25,137638586.36,748297188.51,244833882.34,166206592.18,97918023.14,297756512.60,217039986.30,150103333.41,78636388.58,338632934.62,283772417.34,201661500.55,86907911.27,330111025.54,209382369.58,140043076.13,65878573.35,286299294.74,215306337.02,144852071.39,75526730.66,284529833.29,204627760.29,127812059.30,78285012.81,321757555.22,214707721.72,129777165.94,69168136.18,322299231.77,233594395.14,149488186.34,71595668.43,299882713.33,208585105.38,142872237.93,79920017.40,250450256.39,181979833.49,118352158.78,61266879.67,278272823.51,202056668.51,122827404.00,57279670.56,207849607.02,147006031.76,99257233.75,46430917.66,254792074.14,116950203.21,68552608.55,29118049.41,101671096.17,68911906.30,41995732.35,21563629.66,83940327.09,62583097.51,40989780.29,14946909.36,46536727.37,31489147.96,22026521.47,10501295.64,50702102.22,31537645.94,22609199.64,11117443.74,35507670.15,15108427.81,38245848.33,14553497.33,16952539.76,6811497.55,10846582.67,9791684.61,5879298.74,0.0
8,财务费用,141624876.97,112630936.45,64901388.77,157799845.56,63906451.53,47977305.54,30859980.18,107152849.72,82406489.37,51904243.49,24818349.95,153158287.91,120275322.29,80080585.63,40368688.59,198973218.92,161832298.64,96837781.33,46116641.87,149397146.85,112598141.75,68601325.74,37973874.85,169290393.98,139651762.11,104993983.87,46001182.76,196753076.65,152119342.91,105052940.98,50725399.09,203323510.93,163325622.90,109600022.80,53824239.83,174135134.39,135040832.65,96594721.20,44315673.91,230634827.53,173057584.56,121919448.52,62360300.38,292262952.82,218867990.27,137720142.02,65762664.62,258234085.97,192753986.14,135682492.13,59352869.44,202878290.39,131879717.41,73337612.04,35628271.50,110101176.59,75514207.33,47182895.98,24699529.32,96871210.30,69123510.13,44786790.06,15230497.67,53535059.40,27909936.06,21588873.21,12552331.40,27890661.18,24942385.98,21308275.59,11105485.83,17520568.25,6356938.75,26049525.31,13301143.74,11714901.33,6458341.09,9196306.41,6837831.82,4117602.74,0.0
