,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20071231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,2805930355.05,2143313780.80,1410666068.76,690581947.27,3085736795.45,2297676117.11,1464005608.58,680160032.14,2702247549.62,1982339432.18,1259245896.77,542093955.38,1843298400.64,1333244577.07,823041522.32,366180726.58,1737068946.91,1338107890.07,900340725.08,410666877.42,2438321866.04,1950880364.70,1278265532.26,601520960.41,2344427035.79,1694771639.57,1116445144.47,516554761.92,1940447166.33,1397035579.47,923735730.17,459239259.16,2043291667.53,1548744247.58,956184503.56,408519388.38,1333594349.27,936637201.51,598733084.44,262284975.13,967993270.42,705020872.60,424341923.51,144258581.43,895062815.37,626939474.75,0.0
2,营业收入,2805930355.05,2143313780.80,1410666068.76,690581947.27,3085736795.45,2297676117.11,1464005608.58,680160032.14,2702247549.62,1982339432.18,1259245896.77,542093955.38,1843298400.64,1333244577.07,823041522.32,366180726.58,1737068946.91,1338107890.07,900340725.08,410666877.42,2438321866.04,1950880364.70,1278265532.26,601520960.41,2344427035.79,1694771639.57,1116445144.47,516554761.92,1940447166.33,1397035579.47,923735730.17,459239259.16,2043291667.53,1548744247.58,956184503.56,408519388.38,1333594349.27,936637201.51,598733084.44,262284975.13,967993270.42,705020872.60,424341923.51,144258581.43,895062815.37,626939474.75,0.0
3,二、营业总成本,2795930964.65,2116971961.36,1405042598.23,690302036.02,2948226695.48,2183927726.88,1391722949.77,642711375.87,2630466779.86,1899551097.87,1209888864.22,521861627.73,1811451907.91,1317540893.19,830250156.24,389948305.68,1840849102.86,1383783873.46,926188355.93,421432971.27,2444856350.60,1960992270.27,1286429520.92,619852522.71,2344299391.75,1695624773.22,1114398810.24,514173327.96,1911476402.27,1363023679.37,889599348.52,443578476.69,1916166109.11,1458695482.97,895823021.02,383095205.58,1257898399.63,870468625.12,546383695.10,235803075.91,880382528.09,645903585.67,400927199.45,156014736.24,855863228.62,541249385.51,0.0
4,营业成本,2463213143.04,1875839496.38,1248780753.32,617790872.20,2574529705.37,1890330251.40,1194508332.08,548304387.53,2203148727.96,1606347111.79,1019482191.03,437433664.99,1467352438.91,1070786672.73,675776575.21,308322323.15,1487302103.69,1157842482.76,779696795.28,353471661.96,2121220375.18,1707436669.49,1128080484.99,539006806.97,2002768115.27,1441965151.83,949896443.69,443993320.26,1627948431.64,1167688405.70,768815541.38,387227778.80,1652484274.78,1259948235.17,786769369.33,341742872.28,1079518086.75,747107097.43,460552094.67,197047090.86,739360884.18,537643925.06,332598590.19,129948148.93,691314604.23,460774311.28,0.0
5,营业税金及附加,20504843.46,16497868.63,11182461.21,4823663.06,22875350.33,18116107.57,11838437.89,6468830.73,20842036.38,15740806.77,8648768.50,3980467.37,15569689.93,6287324.91,3414040.55,1669235.61,5981228.23,3886211.40,2343817.09,395778.02,8114677.50,6361745.47,3753528.77,1512122.52,6979280.61,4697822.99,3235382.38,1584374.79,5570823.39,4013623.22,3325215.31,1688073.50,7871186.86,5011635.65,2390097.23,430005.58,2858698.99,2187694.73,1662373.23,219417.41,7097243.48,4993404.27,3204661.69,1484605.08,3535485.05,2280262.37,0.0
6,销售费用,112849293.96,81710463.74,50157869.45,21937041.56,121396527.28,93160072.59,58873903.80,26513650.98,138394176.49,103296869.53,71423038.91,30523765.59,144918347.05,99464246.11,62548451.48,32387706.78,112027349.20,82449619.86,51945843.34,23269622.39,122759669.98,87213803.31,58421486.79,30004356.40,120979961.70,88303842.62,59159928.34,25405354.35,114561588.93,82584032.22,51230558.96,23916063.65,115639300.92,88061754.89,47825283.91,17263383.36,84518975.29,59039123.18,41611275.50,17856066.88,65215485.00,48021299.76,27714281.04,9833778.76,64947664.88,38774616.88,0.0
7,管理费用,130790380.99,94602811.58,61168890.91,28564812.57,151657343.00,113746806.41,81238371.03,33769186.61,147761953.75,113442316.56,74091854.27,34246969.27,130527238.18,94551077.81,61253152.39,29749623.72,132691146.19,80083579.13,51891532.03,25922560.79,119500955.28,84963537.04,54559751.98,27935431.77,114654641.74,86959787.83,52955523.18,20035441.70,93822966.23,63052102.92,37462391.58,15631896.56,72884518.72,49361331.38,28505882.58,11921074.00,49506800.54,28393553.69,17680805.92,8537702.95,31085926.17,22433904.92,14254659.05,9217236.20,36572272.90,24796736.28,0.0
8,财务费用,52635301.45,36782030.09,25961022.99,12866057.60,53830266.54,39667263.34,30170556.74,20971254.45,67633628.26,51355962.23,32603535.39,13990456.69,49096111.20,39994013.16,27958535.14,16325192.56,69759460.25,53644627.63,38822904.52,17364260.44,92065140.63,68722869.47,39164345.17,19320281.56,96526876.15,69793425.31,46369749.23,20105141.52,66626589.27,43809819.69,26938016.64,12869355.34,62041127.99,43077284.52,21732036.95,6422756.43,36029628.89,28313842.35,18735313.83,9283577.21,34637661.42,26484941.24,18298616.73,9076798.16,38114138.64,15458140.13,0.0
9,研发费用,15938001.75,11539290.94,7791600.35,3890551.92,18406594.44,15002854.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
10,资产减值损失,0,0,0,0,5530908.52,13904370.81,15093348.23,6684065.57,52686257.02,9368030.99,3639476.12,1686303.82,3988082.64,6457558.47,-700598.53,1494223.86,33087815.30,5877352.68,1487463.67,1009087.67,-18804467.97,6293645.49,2449923.22,2073523.49,2390516.28,3904742.64,2781783.42,3049695.34,2946002.81,1875695.62,1827624.65,2245308.84,5245699.84,13235241.36,8600351.02,5315113.93,5466209.17,5427313.74,6141831.95,2859220.60,2985327.84,6326110.42,4856390.75,-3545830.89,21379062.92,-834681.43,0.0
11,公允价值变动收益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
12,投资收益,0,0,0,0,0,0,0,0,18962.05,430435.38,430435.38,14204.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10972.56,133150.68,0.0
13,其中:对联营企业和合营企业的投资收益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
14,汇兑收益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
15,三、营业利润,22657109.66,33167876.80,11015475.82,1410461.40,159074257.80,117784465.91,75358875.13,38584206.40,72746808.09,84887650.68,50957527.32,20246532.40,31846492.73,15703683.88,-7208633.92,-23767579.10,-103780155.95,-45675983.39,-25847630.85,-10766093.85,-6534484.56,-10111905.57,-8163988.66,-18331562.30,127644.04,-853133.65,2046334.23,2381433.96,28970764.06,34011900.10,34136381.65,15660782.47,127125558.42,90048764.61,60361482.54,25424182.80,75695949.64,66168576.39,52349389.34,26481899.22,87610742.33,59117286.93,23414724.06,-11756154.81,39210559.31,85823239.92,0.0
