,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20041231,20031231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,2551437384.89,1729104942.92,966414252.69,350657812.98,2187196557.48,1530506659.90,998278700.15,384236878.72,1804125959.25,1270899662.82,780775593.44,332808650.38,1555291093.88,1043578035.44,689792468.93,307743288.56,1323094552.50,907835340.87,539568578.06,248208370.69,1015107531.58,700937975.46,487953126.79,213975571.70,885303938.40,614616753.57,405425872.72,183798377.77,810764712.16,584544545.24,367720454.35,168670098.33,631027985.88,474163007.09,303639356.43,135933463.61,505953228.93,346877591.03,202491996.16,92725517.01,389629043.36,294217023.60,196980229.70,108650614.10,439489291.36,332442625.41,207071208.34,95971769.03,334661044.21,228604952.85,144841155.50,65479895.55,244276679.88,174346835.40,111654314.08,48266673.26,158364577.78,118324906.37,99968365.76,68100896.77,0.0
2,营业收入,2551437384.89,1729104942.92,966414252.69,350657812.98,2187196557.48,1530506659.90,998278700.15,384236878.72,1804125959.25,1270899662.82,780775593.44,332808650.38,1555291093.88,1043578035.44,689792468.93,307743288.56,1323094552.50,907835340.87,539568578.06,248208370.69,1015107531.58,700937975.46,487953126.79,213975571.70,885303938.40,614616753.57,405425872.72,183798377.77,810764712.16,584544545.24,367720454.35,168670098.33,631027985.88,474163007.09,303639356.43,135933463.61,505953228.93,346877591.03,202491996.16,92725517.01,389629043.36,294217023.60,196980229.70,108650614.10,439489291.36,332442625.41,207071208.34,95971769.03,334661044.21,228604952.85,144841155.50,65479895.55,244276679.88,174346835.40,111654314.08,48266673.26,158327545.48,118349283.82,99882185.96,68090615.76,0.0
3,二、营业总成本,2291873913.76,1518578528.23,894634643.76,295400456.60,1974065527.52,1360819653.46,874669157.35,334944460.01,1698175274.09,1108325394.88,665095808.80,285799374.92,1371671424.97,898140391.31,584858027.59,263201427.09,1146022802.61,798770072.09,482283255.17,220798258.14,901654503.23,622478863.10,438406735.14,190747943.06,800746954.64,558934894.77,366066219.04,164877243.28,727283940.20,522581255.01,329848437.69,151466276.19,567108959.24,419190380.29,267020158.45,119288687.48,439762109.55,305127045.19,176158292.76,80711471.48,336259857.22,253763814.86,168839274.54,92954687.93,365398343.62,276179681.79,174167806.44,80949659.68,277208869.21,189452230.14,122403505.00,55728816.93,202761532.42,145384409.43,93002929.87,39155227.14,131165151.60,96466706.06,80374171.13,57169002.46,0.0
4,营业成本,1769863583.39,1163588932.14,690733832.38,253169413.83,1476953551.93,1024201050.80,656686260.44,246065551.71,1158609882.62,830328646.66,503338009.66,217903022.55,955374248.82,673735823.12,445759001.99,193114106.85,846386953.62,595866844.60,358938316.07,161589971.52,662618513.95,467797926.23,339620747.04,144083523.40,607725587.97,424363970.07,281480908.45,128486097.35,566125841.18,412068607.87,259785220.66,121506528.47,430779614.52,319988166.77,205515242.50,92836856.90,342226843.16,242204314.53,136330079.96,60927252.70,265436530.77,198521625.63,132927877.84,75553205.77,289513320.37,221365935.01,139207525.46,65436171.12,225450572.77,155223006.06,100791937.58,47461921.56,163642955.29,119647873.17,75470880.63,32517964.35,106585157.79,81090161.65,65188979.66,45200967.14,0.0
5,营业税金及附加,23746198.47,15551615.04,8691571.55,4475163.42,26647280.65,19157838.94,12667640.45,5676550.14,32975209.56,23837543.24,12901653.71,6426715.96,20066874.12,5078111.31,3198691.44,1324601.53,8653118.43,4865958.55,3755859.22,1808093.19,7080584.26,5132611.82,3121075.33,1452019.34,5801858.47,3852973.68,1919511.01,920822.32,5093673.58,3324277.49,1920349.52,1021645.83,3933815.84,3358995.53,2118934.62,901994.84,2561019.66,1619333.76,1362710.26,774628.63,1979404.53,1069484.14,582947.11,490175.96,1863052.41,1654321.79,944573.31,480820.62,1648870.91,1224213.72,758482.35,284376.57,1368909.43,946951.63,406629.44,213801.86,754681.00,527465.52,343618.65,226755.40,0.0
6,销售费用,210708633.89,128944357.93,72179662.88,25688528.45,163666292.02,103679023.68,63177465.28,32270239.17,159054928.02,90627492.82,42942884.66,16481611.78,130805570.33,65399199.86,42412236.27,19678373.57,89344447.65,49586763.29,30779230.19,17112783.30,63817808.60,40571374.14,23100046.03,10516567.98,51796029.85,33961533.28,22194647.38,10378773.98,45112877.30,29094373.68,16942725.29,8070698.55,38253861.70,26537820.50,16805140.55,7238622.18,31813330.28,17743137.63,11676525.34,6171421.31,19804934.39,13318571.30,9099626.06,4170225.10,20782964.97,15553897.07,9541589.38,4669653.03,15665015.40,11169339.75,6752415.26,2167728.01,13247156.80,8925421.34,6100575.12,1916970.90,6274716.36,4066932.20,3049552.76,2649690.24,0.0
7,管理费用,129477219.00,100158103.60,60198353.06,28728318.71,118662889.12,91742294.01,108586670.63,51210610.49,220455652.51,142276352.95,90877602.36,42111490.07,186234575.02,131491205.80,85744395.89,46010030.24,154252196.28,115012042.21,68774761.29,34964442.64,124027817.56,81773391.87,54474116.73,26342520.99,108831089.77,74002346.44,44838700.87,21140316.01,87325892.17,60464863.74,39450064.17,16811246.05,72170378.71,47882850.69,29016265.41,12173514.95,45266866.12,30476818.59,18000345.32,9258338.77,35831172.97,31501232.73,20155679.28,9812521.83,42355650.04,28457425.68,19173186.45,8315021.84,28986413.91,20256821.50,13125383.87,5190292.04,18209301.39,13247779.69,9010822.10,3502447.28,14032832.31,8587540.84,10525292.92,8161603.52,0.0
8,财务费用,42756740.74,29900686.38,19088651.98,5543637.70,30222480.14,28116425.97,17306819.04,1885108.39,18028120.80,16187297.89,9384804.63,3446270.93,18744675.18,13170810.03,6494049.32,4440956.46,24561585.51,17017819.20,11786994.57,4281016.81,25024247.85,17493205.15,9752968.63,4786512.37,19538323.65,13507726.83,9433380.35,3980761.24,16426428.00,9388219.47,6738665.28,2410316.01,18433605.13,14138019.20,8332615.56,2921717.95,13364920.15,8497322.08,5223767.36,2033088.18,9380855.17,6252222.48,4428524.77,1791779.42,9569566.18,7856509.58,3890975.83,994873.07,3049227.52,1578849.11,975285.94,624498.75,3815755.06,2616383.60,2014022.58,1004042.75,3517764.14,2194605.85,1266727.14,929986.16,0.0
