,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19951231,19941231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,165083764.99,125039000.95,58381560.89,342399094.63,283571640.41,220248374.11,101278760.13,401735294.48,296577270.73,191820503.66,63444187.55,264634159.36,196102736.81,126584834.98,55938157.24,303140794.42,199362610.13,169705187.79,54975591.58,523453639.65,257619185.40,154134750.95,76278844.04,552141647.43,309654046.89,161193666.46,72446462.99,619039394.50,280606772.94,179795237.18,87228927.64,537089071.64,376573524.59,222283400.81,93783823.71,487870994.92,266932663.89,110768114.64,54030784.75,345929565.90,270021151.83,182611178.45,88036216.79,478243947.44,293134823.28,188464839.35,52539871.38,645186771.47,478207808.99,317589469.38,87801276.48,368924198.96,291606975.46,150641702.96,74805972.56,1357226660.91,953295418.83,633679323.51,394361592.47,1963125588.93,1534050113.98,1209290766.35,581529998.97,2523744778.59,1583293838.01,854726344.02,323308311.92,1282552909.05,792217463.14,433514864.37,111480990.80,860247120.62,462678398.28,690538253.46,210013623.57,498242530.75,243546601.26,609256830.43,295350769.54,507714487.62,191226470.92,233626447.37,80891605.97,76933334.11,0.0
2,营业收入,165083764.99,125039000.95,58381560.89,342399094.63,283571640.41,220248374.11,101278760.13,401735294.48,296577270.73,191820503.66,63444187.55,264634159.36,196102736.81,126584834.98,55938157.24,303140794.42,199362610.13,169705187.79,54975591.58,523453639.65,257619185.40,154134750.95,76278844.04,552141647.43,309654046.89,161193666.46,72446462.99,619039394.50,280606772.94,179795237.18,87228927.64,537089071.64,376573524.59,222283400.81,93783823.71,487870994.92,266932663.89,110768114.64,54030784.75,345929565.90,270021151.83,182611178.45,88036216.79,478243947.44,293134823.28,188464839.35,52539871.38,645186771.47,478207808.99,317589469.38,87801276.48,366345224.75,288329772.67,149253140.04,73573790.26,1355653560.18,950239474.76,631137345.97,392348431.11,1941504176.85,1514684203.76,1201670844.62,577330269.07,2515192787.04,1573013686.89,844666138.12,321925200.15,1263211121.41,783647811.91,429696667.54,107602125.06,853719547.88,460456704.18,686139377.78,205633901.84,494756402.26,243466624.38,608799134.76,293175990.71,500214956.08,189073084.39,229084592.67,77083095.81,74877689.56,0.0
3,二、营业总成本,179197816.05,132188965.62,56219316.69,522636048.99,387159629.74,281693965.58,141697618.77,518052623.38,391148927.45,260969342.23,103813785.20,397525050.99,304085804.12,197072958.35,107651321.20,557111894.15,360115251.68,257634502.41,116970825.89,622854267.56,397158846.79,239820307.44,103326831.29,659796151.47,426178525.61,255634561.38,112229742.16,677670897.11,404365703.49,271488551.62,127908388.80,798570952.37,500519087.67,310688642.42,129743047.44,735315298.16,441567218.66,237744223.13,108267063.51,680643029.32,575501935.19,361881483.34,161523866.26,811344748.24,530368325.64,357633174.09,135290756.90,969075961.16,662785572.32,423659553.41,172100246.24,1185656536.63,479885401.84,277274133.87,137592923.95,1827113358.31,1160257510.09,714781668.39,373883453.44,1916185233.63,1490762032.72,1166076867.74,566282375.24,2449587205.30,1540115250.49,824508257.59,312213671.74,1198775110.80,733504601.69,396544184.03,100893206.58,800514832.90,423871880.33,616636524.83,173974542.30,464122859.69,229782629.82,562470951.10,279705032.24,474897058.36,0,205448958.77,65375334.59,62378019.91,0.0
4,营业成本,82209027.30,65407607.36,24749938.60,211017109.39,185203517.02,145761854.52,67658998.53,236622402.99,179733488.77,116335693.11,35874104.12,103145819.60,87024733.78,55754529.38,26881228.29,124267251.66,83452122.95,76787771.47,28143370.63,180919392.32,102020488.93,72997863.46,26139251.84,245635922.22,146963827.00,81034646.24,32442785.18,318917099.19,152324725.07,111858881.92,54758546.07,295208286.99,215567786.49,125800661.31,47364051.97,313248873.87,165252865.93,63744833.48,32013579.43,231502247.68,206911643.49,138454769.66,66358712.79,367085036.98,202249602.41,128718004.79,33400518.36,531537563.95,357094508.75,229530507.12,77349111.61,342292121.57,221391041.73,118473152.34,51863401.00,1334709645.50,883946839.02,569299586.12,308931612.19,1549328965.17,1294803315.97,1035706091.88,504634556.29,2146029490.88,1379885558.29,723301809.36,267438236.77,1029951542.46,631449044.79,335358275.89,77252252.35,670791655.39,371902660.18,539538501.18,148026935.95,410136427.33,206736455.41,495560508.66,244155102.68,419994064.36,0,177930573.68,51751579.05,47587545.34,0.0
5,营业税金及附加,14037517.32,10444019.43,4443775.24,23029090.01,16566701.90,11624807.54,5805112.01,20335278.76,15793182.46,9234927.37,5215122.27,20151494.40,13161498.80,8932379.49,4652651.59,24051885.74,16303225.95,13162313.79,2192477.29,34329159.95,19897376.44,9135335.68,4335485.67,34550544.81,17353710.12,11247757.03,2313679.50,44778531.70,22306882.88,10346654.51,3819540.92,51298832.93,38499266.01,23895536.58,11039509.18,43111820.28,20549510.37,8477847.07,3127279.26,43332733.65,36630478.05,13515605.04,7527103.57,34609993.59,22392071.68,15478280.05,4134643.39,35485176.29,29011614.61,21765002.74,7451919.74,44886912.85,14524371.03,6130005.00,2587834.94,24227449.81,16580774.40,12008526.04,3950633.45,41818141.76,22540239.62,16153877.36,1546738.28,28504858.75,10756106.18,6682997.51,1953591.52,10711877.38,6734367.45,3357089.34,861988.01,6442090.29,2050590.43,3063517.46,376436.62,2081111.08,476575.72,1468654.65,57089.85,714538.45,0,463292.18,641637.89,742863.57,0.0
6,销售费用,46509591.03,31895217.18,15337733.11,195831185.77,116122105.01,75950905.08,44778048.81,179278915.24,127769445.04,85564179.26,34943971.78,185345530.88,139851901.36,92938616.17,47775845.57,242505241.61,139762657.09,84676590.67,47410696.38,223592094.96,152739733.99,79637826.51,34064829.91,188126991.36,137637551.49,78237001.67,34313643.07,160248476.34,102368486.16,60911997.18,25611034.55,190518281.50,111980263.25,67998565.74,30970246.08,147523459.32,79312168.23,47984087.29,21670371.95,71777999.89,45055730.91,19859837.15,6520090.94,60634363.91,41251493.28,28202569.01,12636760.74,70987448.12,43087346.79,24081535.23,10018961.94,328289751.37,39726019.52,23395276.47,13856112.09,129488262.67,68785779.50,23702247.94,16013476.77,97170015.61,54821159.00,34761375.24,20068677.98,93573006.86,60212861.59,36391284.37,14628307.25,61445498.50,32051786.25,21569676.90,7941442.74,57123570.27,23124369.60,25836904.13,5936399.85,26515405.44,10473880.23,40048310.98,24543542.98,37718479.26,0,10130108.60,3598615.29,6504140.73,0.0
7,管理费用,35971353.29,23943711.91,12052363.38,69702600.03,48598744.34,33795525.87,19162050.93,60566713.64,44608470.96,30080218.10,15711841.19,54797463.45,43147755.72,30317335.40,17002856.62,56230354.66,41172602.17,29118206.06,15684069.52,59796292.49,42158592.82,27890795.85,14629108.40,71048874.41,47278355.99,31432555.43,15975777.73,75658671.71,53498943.95,37725679.71,19954334.61,104991063.63,67399097.19,45417817.13,24886107.22,98711023.01,71290339.20,46439276.68,22704934.88,89496812.47,71320638.28,43750207.92,23857265.35,86742654.66,60068342.09,41626393.53,20942287.47,76641064.96,47176843.18,35350921.31,15340536.35,234391507.10,40822216.38,27027054.86,13653224.32,120914319.79,32412175.16,21873794.48,8569052.07,69627308.59,23593498.78,18557530.71,6910629.62,53459161.12,18204218.48,10889527.79,5188269.41,24107790.12,14945329.84,6907919.48,3257171.24,24451381.53,7674420.14,13159759.81,5974534.62,9621216.50,4741432.45,9700737.16,3150075.30,8984132.38,0,8416481.10,4931815.15,4769102.83,0.0
8,财务费用,470327.11,498409.74,593711.15,20305706.18,16496202.50,10394890.53,4304169.39,21049413.58,20305146.90,16816605.76,12068745.84,44607224.59,35146074.98,23280676.06,11338739.13,96062676.02,72649370.46,47114347.36,23540212.07,117943610.73,78634510.61,48323941.94,24158155.47,113657204.78,73138430.75,49347978.71,24339531.70,92217430.39,71130612.04,47881007.37,23764932.65,76799604.72,52573229.97,32930599.57,14575483.72,124068491.35,93621854.05,59772371.89,28578137.77,231448884.11,190192187.69,116614672.35,57262210.73,250226124.42,187779965.08,127179216.11,63454856.79,251380372.87,188031618.08,116275033.34,61939716.60,235796243.74,163421753.18,102248645.20,55632351.60,217773680.54,158531942.01,87897513.81,36418678.96,158240802.50,95003819.35,60897992.55,33121773.07,128020687.69,71056505.95,47242638.56,23005266.79,72558402.34,48324073.36,29351222.42,11580352.24,41706135.42,19119839.98,34521985.57,12961767.05,15605989.45,7432251.16,15253069.46,6797092.13,7485843.91,0,8508503.21,4451687.21,2774367.44,0.0
