9,研发费用,11494.26,11289.16,0,6661032.20,7171491.40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
10,资产减值损失,0,0,978316.34,410149641.96,1331711.77,302815.11,527977.79,142196322.23,4541955.20,1762857.32,3739.18,45927478.96,5288585.58,4463101.48,24386.87,41002383.24,924724.25,704749.80,-163402.56,-1072312.92,121443.53,199581.48,-500000.00,16647951.28,2457399.16,1874807.93,-75000.00,74946739.16,-14996.19,-14996.19,104802.92,349456.32,337413.05,337413.05,-200000.00,8250544.11,-1174210.45,-1174210.45,-1250000.00,-535141.56,-556042.44,-556042.44,0,17323487.00,-1123133.79,-1104695.86,0,5865409.44,331081.94,331081.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8483654.30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,598011.93,0,0.0
11,公允价值变动收益,415965.19,740263.08,1443902.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2757660.00,-27460.00,-323320.00,-297660.00,-297250.00,-227960.00,-483860.00,-82250.00,430370.00,447680.00,606850.00,235600.00,-1552970.00,-1031630.00,-420560.00,-162950.00,-1920348.33,-2331763.33,-2417700.63,-112158.33,350085.33,141399.26,232624.47,78671.48,-377716.70,-199710.00,-34850.00,-7790.00,-416653.42,0,0,456753.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
12,投资收益,21471367.34,19652985.71,2484710.48,1277599397.75,259848340.79,23557522.37,11020602.49,83206167.32,57389981.35,49117329.11,24761585.32,233116642.35,42638979.10,28316952.24,7759480.94,205413096.75,142735035.96,147235062.87,63141569.89,11632156.54,-4614701.15,12659011.68,5888202.55,404256565.34,65154744.46,58617291.17,22366773.44,441469611.65,33462220.90,32630113.45,22569737.75,207110647.58,190508681.09,177328992.08,31531258.28,136936359.09,62797032.92,53715965.61,20200926.31,155525934.58,90251342.18,56992154.33,20212389.84,119099048.73,124693064.19,44702145.92,28605936.54,169491366.35,60199430.63,41773193.44,22074919.15,94985709.71,52198100.69,14001024.12,5290842.61,-240850975.92,4149703.03,1974011.04,2298128.18,1536124.35,10861324.02,10303369.97,5419278.11,-7001400.51,-8635110.87,-1850812.76,-81229.68,-77110689.18,-901400.25,-1175072.59,1020971.95,172224363.07,175509626.27,76708768.14,72852904.90,200326874.16,46378943.15,80785040.63,43954082.89,68395622.69,50721500.43,41808030.11,5131656.30,13098379.26,6535000.00,14906000.00,9909285.87,4318500.49,330622.58,2892289.78,0,0,0,0,0,0.0
13,其中:对联营企业和合营企业的投资收益,15105158.30,14838483.99,2219860.69,30429401.69,22437386.31,19010402.68,7327429.16,79632744.10,41183676.29,33910258.65,11553435.51,69520567.22,37424865.89,24033488.81,7268873.68,18776300.00,14695.01,7897504.42,-5359130.42,10785160.00,-5825650.29,11644969.43,5535075.43,50106406.66,62206396.87,56817966.08,21588701.07,44323651.37,30690479.27,31024813.92,22470951.45,58137771.33,42974306.82,29389488.85,16564995.84,37168889.67,31845648.59,22626179.36,12148033.01,60001093.33,57828626.53,39631048.89,20186627.63,42601378.25,53297319.17,39580270.52,23484061.14,35308113.94,58888854.73,40462617.54,21988453.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
14,汇兑收益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
15,三、营业利润,-5852407.54,16914535.51,-9922438.58,390852761.05,-76083013.47,-185348483.29,-108562625.02,-545666266.10,-276727296.53,-165617868.93,-82118709.75,-202401693.84,-225021002.86,-133892868.91,-90287555.22,-150325165.91,-81311950.64,-30662666.80,-42703442.80,-210212851.18,-167917089.60,-73921060.29,-35730389.21,158772412.56,-66854432.24,-5493326.95,-10286927.10,3508509.72,-110627185.68,771352.57,11621050.58,181412198.73,160564924.47,179248313.98,24902348.18,102548509.70,37216967.81,69256771.49,12874284.66,138316594.12,47494173.58,20355820.58,489643.66,54329999.11,63093021.83,8265985.01,3895177.00,140894217.51,22589778.64,19657992.85,2298984.26,15533286.04,-21894678.35,-37403032.82,-23193136.62,-388129224.35,-54812601.72,-33854639.56,-18156282.74,-9422524.27,4356156.52,5120983.17,2140075.37,-16605200.37,84129358.52,52229058.53,22565816.29,6122956.47,87673530.44,60123723.37,14526182.94,239678559.97,225151330.87,361118585.42,182930721.68,218281951.69,41966290.09,80274033.22,47187396.83,89939424.23,60824263.22,58153932.89,23826951.64,34348566.16,22756200.00,36324000.00,19947398.53,18850397.97,6606132.84,8321140.97,1450449.11,2514099.58,101839.49,209830.41,86382.23,0.0
16,加:营业外收入,50528098.01,48914587.22,46609603.36,6520560.40,17520548.64,5474106.87,1338077.85,11381195.36,8273491.78,7678494.80,3114237.00,295585383.99,69879390.78,68444908.34,1376741.08,219065392.05,101363384.52,92245388.58,84284766.12,42405132.30,21133183.95,12440949.83,9841979.76,76117386.49,52186904.81,49491688.63,40418433.93,50502593.87,28950664.06,24502706.24,4695656.35,28522689.83,13545786.63,6353488.57,1795529.79,32306640.97,11528299.24,7349064.35,4114098.74,8302239.31,7118759.19,2337827.41,1428230.21,4242621.03,4378644.01,364135.08,221932.60,6615179.79,1743260.44,234200.17,125897.83,4988739.38,347230.61,50926.34,52441.75,1123873.70,3128058.52,2810400.20,189067.31,19736830.47,2156896.42,1468263.96,180986.30,208953946.55,615821.66,238258.32,151705.00,1620462.42,717154.78,201890.78,170224.98,1063087.70,920337.99,10834018.43,204726.76,819789.65,990384.05,1553594.72,305469.20,624061.94,0,547991.86,0,4553768.89,0,0,104753.62,88721.56,42529.02,118868.51,2893909.85,0,15581.37,38027.98,8393.25,0.0
17,减：营业外支出,728463.90,425305.94,26142.35,3485308.89,4918829.77,2631643.28,886024.15,984628.80,1753566.63,1294869.00,605743.11,3544961.39,2203076.91,1158504.15,73314.57,2489867.07,1813738.41,856903.84,76906.44,3647477.26,454982.44,114357.79,14288.51,8043793.56,205949.42,520445.06,61198.10,14467032.03,7819653.29,3282141.70,708041.44,5087981.65,3458846.08,1890932.17,827071.26,3235617.81,2135430.71,1127606.17,408015.56,2386806.81,1106495.03,645633.94,153770.61,7075402.01,4702740.81,1217094.72,266283.09,1437090.45,893108.25,584911.09,356883.57,1092788.16,574571.67,235323.46,79739.25,2163090.16,874369.25,743877.01,352794.38,2242478.85,1036158.31,797662.19,425403.23,4363937.79,4484873.80,8081492.34,31936.01,335117267.43,2311535.11,2821975.36,156215.12,4011494.19,3093428.38,4004882.39,2008123.97,846377.83,285533.87,8851829.81,2193063.42,781440.54,0,1249694.22,0,763860.68,0,0,24784.17,60969.54,761.32,328.25,266.00,0,0,0,0,0.0
18,其中：非流动资产处置损失,0,0,0,0,0,0,0,0,1640809.13,1274611.02,122767.07,405171.80,206525.91,164873.33,62314.57,1199096.43,1055588.25,787121.46,10292.37,516147.45,106680.61,58168.64,142.63,197860.95,167336.07,86460.23,39739.19,9455927.78,5319827.76,1128970.31,662367.01,2852494.98,2396522.17,1668151.59,347664.24,2000121.31,1571892.04,736032.86,181611.78,846902.16,545688.14,400231.98,118600.00,1078291.19,652938.92,368763.65,87727.35,1023677.07,457371.74,420233.41,327464.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
19,四、利润总额,43947226.57,65403816.79,36661022.43,393888012.56,-63481294.60,-182506019.70,-108110571.32,-535269699.54,-270207371.38,-159234243.13,-79610215.86,89638728.76,-157344688.99,-66606464.72,-88984128.71,66250359.07,18237695.47,60725817.94,41504416.88,-171455196.14,-147238888.09,-61594468.25,-25902697.96,226846005.49,-14873476.85,43477916.62,30070308.73,39544071.56,-89496174.91,21991917.11,15608665.49,204846906.91,170651865.02,183710870.38,25870806.71,131619532.86,46609836.34,75478229.67,16580367.84,144232026.62,53506437.74,22048014.05,1764103.26,51497218.13,62768925.03,7413025.37,3850826.51,146072306.85,23439930.83,19307281.93,2067998.52,19429237.26,-22122019.41,-37587429.94,-23220434.12,-389168440.81,-52558912.45,-31788116.37,-18320009.81,8071827.35,5476894.63,5791584.94,1895658.44,187984808.39,80260306.38,44385824.51,22685585.28,-327373848.54,86079150.11,57503638.79,14540192.80,236730153.48,222978240.48,367947721.46,181127324.47,218255363.51,42671140.27,72975798.13,45299802.61,89782045.63,60824263.22,57452230.53,23826951.64,38138474.37,22756200.00,36324000.00,20027367.98,18878149.99,6647900.54,8439681.23,4344092.96,2514099.58,117420.86,247858.39,94775.48,0.0
20,减：所得税费用,25553302.11,19421088.60,12269316.45,37152131.53,20292125.07,17120978.07,6777228.39,18596249.03,9661062.42,7866781.70,2434577.94,14611882.72,7244706.89,6712868.81,-870727.92,10995203.52,4798485.41,4187647.53,780732.13,8889509.96,7509347.99,5929861.13,5347904.11,27897369.97,16029930.04,14368617.00,1087222.56,-31467746.21,161002.56,513939.63,4955837.86,45631977.97,25577135.29,19900753.05,7014898.00,18580921.96,10719877.46,10699612.44,4002007.86,15443276.76,6204746.04,4088733.31,1082058.55,12956262.49,6225519.96,4132041.66,1394794.81,22909981.91,10029063.20,7932280.64,1987515.08,7511088.00,3989025.38,2960865.69,915016.16,3714812.05,2295305.08,1455959.77,101556.69,8598674.09,7725446.54,6129879.47,2662455.43,23121028.08,17162101.12,13331858.03,5205018.42,25537750.16,11716552.19,17300807.16,1236971.07,34905269.85,24315824.60,44388800.07,24924195.33,30630691.75,2491655.82,9778671.74,6140181.31,9852656.54,9079303.54,7149338.03,3493670.34,4859230.53,2545700.00,3939000.00,1502054.14,0,324069.74,929391.98,419004.43,825810.67,28251.81,57623.95,14875.75,0.0
21,五、净利润,18393924.46,45982728.19,24391705.98,356735881.03,-83773419.67,-199626997.77,-114887799.71,-553865948.57,-279868433.80,-167101024.83,-82044793.80,75026846.04,-164589395.88,-73319333.53,-88113400.79,55255155.55,13439210.06,56538170.41,40723684.75,-180344706.10,-154748236.08,-67524329.38,-31250602.07,198948635.52,-30903406.89,29109299.62,28983086.17,71011817.77,-89657177.47,21477977.48,10652827.63,159214928.94,145074729.73,163810117.33,18855908.71,113038610.90,35889958.88,64778617.23,12578359.98,128788749.86,47301691.70,17959280.74,682044.71,38540955.64,56543405.07,3280983.71,2456031.70,123162324.94,13410867.63,11375001.29,80483.44,15318517.08,-23544169.29,-38249730.14,-22931766.60,-388866195.43,-50285460.08,-30302650.50,-16983956.80,3532359.97,211858.75,1325456.32,388224.59,168621841.71,65058755.57,32078186.55,17524794.22,-352688738.48,74362597.92,40202831.63,13303221.73,201824883.63,198662415.88,323558921.39,156203129.14,187624671.76,40179484.45,63197126.39,39159621.30,79929389.09,51744959.68,50302892.50,20333281.30,33279243.84,20210500.00,32385000.00,18525313.84,16160000.00,6323830.80,7510289.25,3925088.53,1676645.91,277713.24,100413.55,61469.73,0.0
22,归属于母公司所有者的净利润,-24083356.12,16249518.95,11398662.50,341073558.82,-107168345.60,-221167593.77,-127841321.45,-570794171.79,-289910253.11,-174486928.10,-82457199.39,66602836.02,-168741256.32,-81429950.10,-87546250.79,52984516.72,2742850.28,54844702.31,43599872.48,-198949923.81,-166586912.55,-80908852.36,-41687685.17,172786739.25,-56721440.14,4455325.72,11657268.76,147945206.77,-79021802.07,4368195.41,658091.16,90130217.78,104466191.54,128461768.50,2136048.04,61176012.21,15428821.77,42067790.05,5552105.41,106293462.16,41654419.26,19111486.41,2727120.84,30352822.35,56458941.25,2413448.33,5023893.39,114179214.43,10992495.50,9976874.85,1646068.07,16566436.40,-16452341.13,-32958693.67,-19846552.70,-374797327.10,-45966744.53,-28004925.77,-15691846.14,4665280.77,597553.68,2170090.75,644963.31,103993081.97,12005551.10,310224.27,2551384.48,-411718593.31,36577666.85,21601155.54,7688570.11,135516812.26,162438464.93,215763836.63,95038250.28,187802948.27,40192636.07,63249600.44,39125189.55,80020486.27,51810953.74,49820412.83,20193862.39,33064515.82,20210500.00,32385000.00,18525313.84,16160000.00,6323830.80,7510289.25,3925088.53,1676645.91,277713.24,100413.55,61469.73,0.0
23,少数股东损益,42477280.58,29733209.24,12993043.48,15662322.21,23394925.93,21540596.00,12953521.74,16928223.22,10041819.31,7385903.27,412405.59,8424010.02,4151860.44,8110616.57,-567150.00,2270638.83,10696359.78,1693468.10,-2876187.73,18605217.71,11838676.47,13384522.98,10437083.10,26161896.27,25818033.25,24653973.90,17325817.41,-76933389.00,-10635375.40,17109782.07,9994736.47,69084711.16,40608538.19,35348348.83,16719860.67,51862598.69,20461137.11,22710827.18,7026254.57,22495287.70,5647272.44,-1152205.67,-2045076.12,8188133.29,84463.82,867535.38,-2567861.69,8983110.51,2418372.13,1398126.44,-1565584.63,-1247919.32,-7091828.16,-5291036.47,-3085213.90,-14068868.33,-4318715.55,-2297724.73,-1292110.66,-1132920.80,-385694.93,-844634.43,-256738.72,64628759.74,53053204.47,31767962.28,14973409.74,59029854.83,37784931.07,18601676.09,5614651.62,66308071.37,36223950.95,107795084.76,61164878.86,-178276.51,-13151.62,-52474.05,34431.75,-91097.18,-65994.06,482479.67,139418.91,214728.02,0,0,0,0,0,0,0,0,0,0,0,0.0
24,六、每股收益,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,基本每股收益(元/股),-0.012400,0.008300,0.005900,0.175200,-0.055100,-0.113600,-0.065700,-0.293300,-0.148900,-0.089600,-0.042400,0.035100,-0.089800,-0.044100,-0.048300,0.030300,0.001600,0.031400,0.025000,-0.113900,-0.095400,-0.046300,-0.023900,0.098900,-0.032500,0.002600,0.006700,0.084700,-0.045200,0.002500,0.000400,0.052000,0.060000,0.074000,0.001200,0.035000,0.008800,0.024100,0.003200,0.061000,0.023900,0.010900,0.001900,0.021000,0.038800,0.001700,0.003500,0.078000,0.007600,0.006900,0.001100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.412000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
26,稀释每股收益(元/股),-0.012400,0.008300,0.005900,0.175200,-0.055100,-0.113600,-0.065700,-0.293300,-0.148900,-0.089600,-0.042400,0.035100,-0.089800,-0.044100,-0.048300,0.030300,0.001600,0.031400,0.025000,-0.113900,-0.095400,-0.046300,-0.023900,0.098900,-0.032500,0.002600,0.006700,0.084700,-0.045200,0.002500,0.000400,0.052000,0.060000,0.074000,0.001200,0.035000,0.008800,0.024100,0.003200,0.061000,0.023900,0.010900,0.001900,0.021000,0.038800,0.001700,0,0.078000,0.007600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
27,七、其他综合收益,158020.57,48108.06,498432.36,-3671515.25,-3129822.29,-1921033.97,-516976.30,-4207861.72,-2508078.39,-2042318.29,179769.67,679425.79,-1232887.72,-2735776.68,-2431409.15,-116127557.36,-87160197.08,-54590464.26,-17873668.32,43711267.70,33762427.96,-1036883.06,-2637107.22,-33607282.29,-21967919.71,-36723935.22,-14768218.30,45683250.56,-2239018.49,-4564559.41,1195655.01,-95204225.22,-60888974.55,-20765808.57,-6617360.98,-112909433.30,-98828402.86,-115257060.76,3047437.68,141310787.42,107958998.02,136900059.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
