,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20021231,20011231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,807878768.70,563443019.58,348498780.36,149566913.54,515622697.43,359495850.14,210407104.00,103172473.66,426075458.76,310643418.52,209630766.16,102194658.00,494747600.95,308202107.83,239066769.74,113397426.79,428526765.72,330108457.29,214977502.18,113760684.42,501801455.89,360643915.42,224255112.64,108813491.61,431388613.89,299856405.55,194714792.05,76036692.81,295884244.23,200782509.36,131865011.84,57993361.51,232359236.93,163807453.44,105911381.02,44124470.40,207597427.52,141135715.78,93541897.98,43288550.40,228547111.85,152754112.20,107239039.46,43627313.02,205480708.42,152293410.42,112307066.24,48457891.65,191156840.51,145927826.42,112549835.75,44846725.32,154318871.51,96424489.81,61195045.39,27983660.53,145182265.15,103138281.78,74838588.61,24814640.60,136796288.44,98114544.11,63360930.60,20319925.50,112742459.95,70615740.78,48724677.76,95562450.74,78254122.40,0.0
2,营业收入,807878768.70,563443019.58,348498780.36,149566913.54,515622697.43,359495850.14,210407104.00,103172473.66,426075458.76,310643418.52,209630766.16,102194658.00,494747600.95,308202107.83,239066769.74,113397426.79,428526765.72,330108457.29,214977502.18,113760684.42,501801455.89,360643915.42,224255112.64,108813491.61,431388613.89,299856405.55,194714792.05,76036692.81,295884244.23,200782509.36,131865011.84,57993361.51,232359236.93,163807453.44,105911381.02,44124470.40,207597427.52,141135715.78,93541897.98,43288550.40,228547111.85,152754112.20,105798092.39,42979067.51,205480708.42,152293410.42,112307066.24,47786819.97,191156840.51,142865517.78,112549835.75,44846725.32,152085941.16,94042017.98,60011809.51,26727240.67,143793369.37,102478598.56,74402630.62,24457708.50,136400273.74,99580789.73,64625608.86,20533121.54,113025544.83,69952976.80,48906112.59,95565083.24,78247402.40,0.0
3,二、营业总成本,851536019.01,603233618.67,386735972.88,163324282.40,627681487.46,453040250.24,287046838.20,139483527.51,522036195.95,370618224.36,210697045.44,101423407.95,484998465.46,298281133.28,201803115.62,91004737.29,428971279.93,303920768.77,184744203.48,86675237.71,357181119.49,262200864.44,163366626.65,78378488.78,315509506.81,219392992.55,140226723.22,56987297.23,231448376.46,158593026.39,103883373.01,48221436.43,186503931.39,134333250.16,83816193.45,36849968.57,155655128.02,107596164.64,67790880.65,32118081.97,176276971.01,118366827.39,81601930.08,33924512.51,178829485.37,131106556.46,98646977.24,41367345.27,157872768.58,121797321.93,95121078.97,41429180.72,132397095.41,79351438.13,47568063.08,22639675.08,110395718.76,77589191.75,56129152.34,19833158.52,94117633.68,68149167.57,46753266.16,18870360.09,76022541.62,53037127.54,36139505.74,61786739.91,49445277.47,0.0
4,营业成本,469754666.23,339089324.08,216122213.61,99523006.87,297901897.96,213301298.11,128516855.66,61039272.38,249510850.53,182745402.29,114178693.12,51580801.74,255112713.82,155958032.54,111350248.99,51360417.45,185676409.09,134829926.76,78977987.45,40044512.54,177487483.13,135212897.03,82201249.78,42113003.13,170349976.98,116468826.49,76498679.15,31400467.75,127926747.39,87421805.66,56395124.76,25909065.58,104464375.11,74337414.83,48173841.00,20777046.49,86522216.73,57282675.89,33890959.20,16772115.75,101573658.32,67805757.26,49575832.36,19289285.18,123665801.43,96229711.65,75125154.51,32104170.92,121036897.25,93315128.50,75933074.39,33077309.95,90849918.33,50657853.42,29324223.96,13875020.02,70815160.41,47412930.51,35409309.33,12245302.73,54210882.57,37467611.57,25940233.86,10500432.43,44213513.80,28902717.16,20241035.96,32579051.07,24704411.20,0.0
5,营业税金及附加,19413192.56,11290776.57,7575914.96,1944530.02,13644155.76,8457042.16,5688289.41,1256657.18,13531965.60,7999632.09,6955714.23,1500822.67,17011519.95,1220883.77,847665.42,593291.69,4962044.75,3847616.44,2672457.52,1114697.88,8838026.40,6415802.90,4842019.28,1972964.84,8859592.54,6970221.98,4518312.59,1374389.84,5580329.12,4122652.34,2840080.53,1406914.45,4359970.05,2981960.69,1420875.43,712842.89,3955054.24,2715847.45,2085298.38,792078.49,4796046.96,2886021.60,1825329.96,820290.62,2805975.56,1745977.17,1181161.46,562553.07,3110000.05,2384441.69,1779635.83,732213.48,2351645.50,1788014.03,1162042.59,694763.34,2734419.90,2197205.09,1500980.03,564424.48,4515470.51,3372358.13,2240642.14,699948.58,4699815.48,2955697.01,2081262.89,3625263.92,3884033.58,0.0
6,销售费用,20280910.81,15709797.26,10283552.30,3837677.12,19476704.06,13370415.58,9969977.05,3276781.28,14587787.64,10683499.22,6246925.52,2012277.08,14716947.24,9835301.91,5712260.29,2358416.76,12048803.05,8455380.55,5324006.16,2607636.01,13744978.73,6250579.93,5104322.91,2074431.87,12591075.74,7795575.98,4770892.09,2065890.39,10317167.73,6441321.73,4121865.83,2227319.16,10833076.38,6837271.30,4099628.66,1810935.08,9744150.08,6810431.10,4239137.71,1888755.99,9978760.57,6736084.28,4535197.60,2395918.78,8498786.34,5190884.15,3374952.66,1770435.70,8613645.86,6836937.32,4495596.04,2045821.10,10360788.40,7198163.31,4719204.61,2106304.88,9922979.23,7658297.06,5035893.90,2126738.33,7696802.86,5760183.20,3370298.54,1588179.28,5790288.72,4981362.10,2760874.80,7179523.71,6540619.21,0.0
7,管理费用,186212192.01,129179581.86,80708430.79,41468303.09,173368880.21,122412747.43,97973604.90,48300136.94,182539011.47,124949532.41,70584728.43,38145053.85,158280612.34,106553320.31,73382454.04,35703763.76,148080103.80,97352579.56,62277023.70,29138476.53,112978164.82,82052845.01,52420405.85,24253602.43,92373324.36,59087134.43,37457657.28,16572358.74,69805564.60,46676565.18,32030932.41,14967190.01,57869785.15,41265005.14,26561394.14,11698591.02,48590877.44,32903580.95,21664162.35,10308472.05,47018049.53,30906961.99,19575144.22,9707795.63,34698265.48,21190019.13,14347009.00,5991099.45,24209675.97,16876215.00,11093356.32,5571574.69,29613737.11,20616508.48,13034944.18,5900870.35,28945454.15,22319814.37,14273880.24,4845608.03,25339252.95,19103097.14,13090432.59,5450177.74,18987970.52,14379790.96,10042409.17,16128496.43,13618876.32,0.0
8,财务费用,112919220.77,76132535.85,49612248.20,21421297.92,69776511.68,53143356.90,34316234.56,19522095.72,42284312.82,33932699.82,16167904.30,7617058.21,31394842.53,20085505.14,7779928.69,3140716.91,61206136.63,48028038.29,24178957.96,9780219.93,32009805.85,23114922.21,13760762.92,6165859.48,23886407.68,19469798.97,12784316.69,5574190.51,14013794.69,12404029.38,7750767.67,3710947.23,5002501.28,7652721.74,2862094.74,1850553.09,5407594.46,6094124.97,4252320.16,2356659.69,10354193.37,7781787.47,4021156.49,1711222.30,6549750.83,4615559.50,2484294.75,939086.13,1237319.47,997674.68,432491.65,2261.50,-778993.93,-909101.11,-672352.26,62716.49,-2022294.93,-1999055.28,-90911.16,51084.95,2355224.79,2445917.53,2111659.03,631622.06,2330953.10,1817560.31,1013922.92,2274404.78,697337.16,0.0
9,研发费用,42955836.63,31831603.05,22433613.02,8274531.13,34197539.12,26075530.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
10,资产减值损失,0,0,0,0,19315798.67,16279859.43,10581876.62,6088584.01,19582267.89,10307458.53,-3436920.16,567394.40,8481829.58,4628089.61,2730558.19,-2151869.28,16997782.61,11407227.19,11313770.69,3989694.82,12122660.56,9153817.36,5037865.91,1798627.03,7449129.51,9601434.70,4196865.42,0,3804772.93,1526652.10,744601.81,0,3974223.42,1258876.46,698359.48,0,1435235.07,1789504.28,1659002.85,0,2556262.26,2250214.79,2069269.45,0,2610905.73,2134404.86,2134404.86,0,-334770.02,1386924.74,1386924.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
11,公允价值变动收益,53602731.60,24462195.00,28347599.88,46981680.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
