,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20031231,20021231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,3430409964.80,2489007395.37,1559085488.21,669142960.93,2458423475.06,1710840607.63,1053106668.75,515527801.63,1829095734.96,1307631858.81,800533661.65,401870380.20,1418572250.23,995801038.48,645560908.16,281982086.58,1249795034.31,939701260.71,557672589.07,265187448.14,1086561897.87,773366350.66,451824794.88,184003349.25,919987596.18,627085640.22,387973849.33,145494034.56,584562790.74,436668058.93,274542883.58,59786703.57,629981220.65,218012901.09,150370060.15,75404731.31,348693793.59,270800368.78,173884007.11,81395792.07,288906706.77,203173740.19,126908559.16,55308753.13,269259046.63,209275713.56,137112441.85,62255546.06,231024569.52,171823500.35,108714283.10,49377266.25,207050331.74,154391887.90,103363014.57,44420730.77,167655838.67,119999013.65,76066621.90,35032450.68,139466619.68,101800117.94,66361128.73,120278117.45,98447482.15,0.0
2,营业收入,3430409964.80,2489007395.37,1559085488.21,669142960.93,2458423475.06,1710840607.63,1053106668.75,515527801.63,1829095734.96,1307631858.81,800533661.65,401870380.20,1418572250.23,995801038.48,645560908.16,281982086.58,1249795034.31,939701260.71,557672589.07,265187448.14,1086561897.87,773366350.66,451824794.88,184003349.25,919987596.18,627085640.22,387973849.33,145494034.56,584562790.74,436668058.93,274542883.58,59786703.57,629981220.65,218012901.09,150370060.15,75404731.31,348693793.59,270800368.78,173884007.11,81395792.07,288906706.77,203173740.19,126908559.16,55308753.13,269259046.63,209275713.56,137112441.85,62255546.06,231024569.52,171823500.35,108714283.10,49377266.25,205694565.05,153360212.99,102990332.76,44317673.31,167606945.53,119960448.14,76034869.33,35011660.49,139314470.98,101713718.89,66313771.43,120213314.33,98444649.94,0.0
3,二、营业总成本,2802755856.90,2017045227.58,1281515414.87,626260957.42,2247634822.06,1541851965.45,942195680.07,472156266.75,1588533042.97,1119943220.99,696221487.93,357190587.71,1196217696.23,798928371.84,525512831.99,216185080.98,956438906.34,701332862.27,427099076.43,217231363.95,812756380.49,566939270.29,342952207.50,154250082.78,700222999.24,458837366.03,297658205.89,129089767.33,461054214.33,335870643.46,219094072.40,53019635.49,509158696.58,186600653.67,125927432.55,63795056.41,300864347.83,226955609.90,145177134.00,68596710.98,249484185.97,173279585.00,107269587.77,49834960.90,232484302.83,174590544.32,116317871.88,56151048.23,192164992.78,137520585.62,88214245.69,44018183.67,173139222.95,123106763.30,85805352.92,40054446.64,149157413.53,102284614.06,64988645.78,32036576.50,114838071.49,85889693.79,56007055.27,96522511.72,77900027.72,0.0
4,营业成本,2204127609.21,1597283093.53,1002257521.92,488130966.32,1717269779.75,1198767317.95,768326917.57,383313380.87,1222978463.86,879038081.92,537689462.12,281665318.43,879247962.37,592464474.67,379109513.95,147074240.09,734689323.49,522910046.53,313165609.39,160297074.08,659079527.52,466827002.16,287086619.23,124939880.79,606071279.01,405334587.97,251159304.65,101271796.14,418731730.19,308754918.87,199759556.23,52597953.53,448422711.07,167102766.05,112516441.43,56682662.50,259008835.89,201858011.06,130994753.92,62391032.01,220627371.72,153631060.99,96134083.73,44580496.97,200955986.21,153310725.79,101834159.36,49552174.20,170434962.28,121789868.20,77037642.35,37538460.77,145820847.97,105459313.32,73443585.87,33194249.11,124998270.34,89514531.47,57179422.40,27271796.36,102879596.16,74812725.83,48324982.96,83183680.68,65336688.66,0.0
5,营业税金及附加,22222198.40,17792441.04,11320557.58,8049081.09,14795659.85,10574655.24,6252823.48,3323378.91,16225571.31,10224562.55,6327737.23,3152259.16,14078667.92,7759030.18,4977213.44,2611512.07,8528961.57,6023317.32,3868536.49,2023107.35,6370739.61,3710932.21,2061102.98,515126.62,6488390.16,3939821.66,1503070.09,196494.68,2718433.33,2029097.23,1064370.62,205117.27,3629565.13,1363385.59,874694.20,288732.87,1449451.70,1001470.02,760539.65,488958.34,1236167.30,1097124.37,770814.18,436137.58,1392195.69,768025.79,348636.18,95116.96,1212467.52,863746.21,530935.03,328934.31,916089.24,684780.27,444003.27,366880.88,786463.69,131138.94,12955.01,9143.04,102382.02,90354.97,86484.60,26114.16,18133.43,0.0
6,销售费用,140477222.14,84369261.00,52464928.62,24121477.52,92464972.85,64057590.46,45015753.00,18853481.85,81632411.06,52501337.24,35144616.68,12292505.46,79310769.66,52651351.77,36079428.04,13007542.53,64062089.37,38600758.78,25365883.15,12628637.93,41048123.70,27190011.79,16525739.96,8475396.50,32600722.87,21544496.99,15133508.53,6106705.89,15374503.62,11001521.06,6556918.11,831747.23,14992634.70,3393259.00,2764345.95,1805389.60,8854409.83,6429466.11,3335921.51,1664736.45,5556152.83,5005244.44,2782672.09,1377145.18,6581633.66,4605682.71,3292805.02,1598975.07,5450431.84,3830588.53,2842772.35,2289369.74,5095793.73,5690490.42,5076286.47,2158890.73,3431405.07,2511224.24,1933827.20,1334148.05,3229569.49,2972697.03,2034307.25,2976320.45,2748395.16,0.0
7,管理费用,205011316.12,168759959.25,145624379.66,53584487.37,232116500.70,133876554.03,116900112.79,51431322.93,239100688.20,158571741.34,107524287.76,57734407.15,231784667.42,147352999.82,105647274.73,52136777.79,166457345.71,145231004.05,91899035.46,42724123.22,121587857.18,77582276.53,45627893.70,23173538.01,78201250.77,46658748.87,40922491.90,24784757.34,43264106.44,30804412.16,19937386.01,3119001.55,48643491.91,13930921.17,9469102.48,4577126.87,21846934.12,14945660.34,8783779.98,3940621.48,19109931.03,11392990.70,6139624.38,2603769.60,14199330.61,8607642.75,4665583.98,1295209.17,8995060.63,6284869.42,4757118.51,1938848.87,16351029.90,10892985.19,8081789.66,3465464.79,14209440.26,7699165.00,5032793.25,3404925.52,7159257.53,5795711.14,4024282.15,8822046.37,8107528.21,0.0
8,财务费用,29078170.90,12832137.49,8391864.05,2251401.26,-98099.18,-3663533.39,1339593.05,13093039.45,28717653.05,13848708.94,7191108.72,2022152.11,-12985911.78,-6031464.68,-2913514.42,355693.17,-18304198.73,-14814420.33,-8379701.93,-1801911.55,-19147015.12,-12799696.92,-9936905.38,-3851977.99,-20035641.23,-17220738.64,-7518790.02,-3948111.61,-16672801.94,-14556877.32,-6084675.52,-598786.53,-3583967.35,2737870.62,1656532.59,655132.16,4023473.05,2697152.42,1081313.47,379829.09,1736639.00,1607676.30,956670.34,690519.36,8089543.00,6743507.37,5488887.01,3209754.56,5885451.12,4452787.55,2851842.85,1493058.20,4955462.11,379194.10,-1240312.35,868961.13,5731834.17,2428554.41,829647.92,16563.53,1467266.29,2218204.82,1536998.31,1514350.06,1689282.26,0.0
